actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-11T00:41:54.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-11T00:41:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-11T00:41:56.7Z,1,REGULAR,jumpball,recovered,[],1630173,,,1610612752,0,0,2024-02-11T00:41:56Z,40000,False,,,0,,Jump Ball T. Gibson vs. M. Turner: Tip to P. Achiuwa,"[1630173, 201959, 1626167]",1610612752.0,NYK,startperiod,P. Achiuwa,1630173.0,Achiuwa,P. Achiuwa,Gibson,201959.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-02-11T00:42:18.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,85.62746386333771,96.07843137254902,1610612752,0,0,2024-02-11T00:42:23Z,70000,False,230.0,83.0,1,right,MISS J. Brunson 24' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,24.48,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-02-11T00:42:19.9Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,0,0,2024-02-11T00:42:23Z,80000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-02-11T00:42:25.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,70.38436268068331,21.07843137254902,1610612752,0,0,2024-02-11T00:42:31Z,90000,False,-145.0,226.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,26.82,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-02-11T00:42:27.7Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,0,0,2024-02-11T00:42:31Z,100000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M10.00S,2024-02-11T00:42:43.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.802233902759525,48.529411764705884,1610612754,0,3,2024-02-11T00:42:48Z,110000,False,7.0,256.0,1,left,M. Turner 25' 3PT  (3 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.59,Made,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,
13,PT10M47.00S,2024-02-11T00:43:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,94.1688567674113,51.225490196078425,1610612752,2,3,2024-02-11T00:43:10Z,130000,False,6.0,2.0,1,right,D. DiVincenzo driving Layup (2 PTS),[1628978],1610612752.0,NYK,driving,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M29.00S,2024-02-11T00:43:25.0Z,1,REGULAR,2pt,Jump Shot,[],1626167,22.552562417871222,55.14705882352941,1610612754,2,5,2024-02-11T00:43:29Z,140000,False,-26.0,159.0,1,left,M. Turner 16' pullup Jump Shot (5 PTS) (P. Siakam 1 AST),"[1626167, 1627783]",1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,16.16,Made,,,,,5.0,P. Siakam,1627783.0,1.0,,,,,,,,,,
16,PT10M10.00S,2024-02-11T00:43:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,87.07293035479631,51.225490196078425,1610612752,2,5,2024-02-11T00:43:50Z,160000,False,6.0,69.0,1,right,MISS T. Gibson 6' floating Shot,[201959],1610612752.0,NYK,floating,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
