actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT04M07.00S,2024-01-18T00:57:09.5Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,16,18,2024-01-18T00:57:14Z,850000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT04M04.00S,2024-01-18T00:57:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,6.258212877792378,51.9607843137255,1610612752,18,18,2024-01-18T00:57:16Z,860000,False,-10.0,6.0,1,left,J. Randle Layup (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,7.0,,,,,,,,,,,,,
91,PT03M52.00S,2024-01-18T00:57:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.09921156373193,57.84313725490197,1610612745,18,18,2024-01-18T01:07:23Z,870000,False,39.0,257.0,1,right,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
92,PT03M50.00S,2024-01-18T00:57:27.0Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,18,18,2024-01-18T00:57:28Z,880000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,
93,PT03M45.00S,2024-01-18T00:57:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,5.601182654402102,50.245098039215684,1610612752,18,18,2024-01-18T00:57:43Z,890000,False,-1.0,0.0,1,left,MISS J. Brunson running Layup,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,0.12,Missed,,,,,,,,,,,,,,,,,,
94,PT03M43.00S,2024-01-18T00:57:34.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,18,18,2024-01-18T00:57:43Z,900000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
389,PT03M38.00S,2024-01-18T00:57:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.45860709592641,54.63388480392157,1610612745,18,18,2024-01-18T02:03:43Z,915000,False,23.0,28.0,1,right,MISS A. Sengun Layup - blocked,"[1630578, 1628392]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,Hartenstein,1628392.0,,,,
390,PT03M38.00S,2024-01-18T00:57:50.3Z,1,REGULAR,block,,[],1628392,,,1610612745,18,18,2024-01-18T02:03:43Z,922500,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
391,PT03M38.00S,2024-01-18T00:57:50.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,18,18,2024-01-18T02:03:43Z,926250,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,389.0,,,,,,,,,,,,,,,,,
97,PT03M38.00S,2024-01-18T00:58:08.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612745,18,18,2024-01-18T00:58:08Z,930000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M38.00S,2024-01-18T00:58:13.2Z,1,REGULAR,substitution,out,[],1628973,,,1610612745,18,18,2024-01-18T01:00:37Z,935000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M38.00S,2024-01-18T00:58:13.2Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,18,18,2024-01-18T01:00:37Z,937500,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M38.00S,2024-01-18T00:58:13.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,18,18,2024-01-18T01:00:37Z,938750,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M38.00S,2024-01-18T00:58:13.2Z,1,REGULAR,substitution,in,[],1630540,,,1610612745,18,18,2024-01-18T01:00:37Z,939375,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M38.00S,2024-01-18T00:58:13.2Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,18,18,2024-01-18T01:00:37Z,939687,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M38.00S,2024-01-18T00:58:13.2Z,1,REGULAR,substitution,in,[],1628415,,,1610612745,18,18,2024-01-18T01:00:37Z,939843,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M33.00S,2024-01-18T01:01:05.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630256,67.36202365308804,50.0,1610612745,18,18,2024-01-18T02:03:43Z,950000,False,0.0,254.0,1,right,MISS J. Tate 25' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
106,PT03M31.00S,2024-01-18T01:01:07.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,18,18,2024-01-18T01:01:13Z,960000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,105.0,3.0,2.0,1.0,,,,,,,,,,,,,,
107,PT03M31.00S,2024-01-18T01:01:09.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630578,94.40999984741211,50.0,1610612745,18,18,2024-01-18T01:01:16Z,970000,False,0.0,0.0,1,right,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
108,PT03M30.00S,2024-01-18T01:01:10.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,18,18,2024-01-18T01:01:16Z,980000,False,,,0,,A. Sengun REBOUND (Off:2 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,107.0,4.0,2.0,2.0,,,,,,,,,,,,,,
110,PT03M24.00S,2024-01-18T01:01:32.6Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,18,18,2024-01-18T01:01:36Z,1000000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,,,202037.0,,,,,,
111,PT03M10.00S,2024-01-18T01:01:58.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,14.4053876478318,55.88235294117647,1610612752,18,18,2024-01-18T01:02:06Z,1010000,False,-29.0,83.0,1,left,MISS J. Randle 8' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
112,PT03M08.00S,2024-01-18T01:02:00.6Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,18,18,2024-01-18T01:02:06Z,1020000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT03M03.00S,2024-01-18T01:02:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,92.72339027595268,50.245098039215684,1610612745,18,18,2024-01-18T01:02:13Z,1030000,False,1.0,16.0,1,right,MISS D. Brooks running Layup,[1628415],1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
114,PT03M01.00S,2024-01-18T01:02:08.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,18,18,2024-01-18T01:02:13Z,1040000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,113.0,2.0,2.0,0.0,,,,,,,,,,,,,,
115,PT02M43.00S,2024-01-18T01:02:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,6.1268068331143235,54.65686274509803,1610612752,20,18,2024-01-18T01:02:29Z,1050000,False,-23.0,5.0,1,left,I. Hartenstein Layup (5 PTS) (M. McBride 1 AST),"[1628392, 1630540]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,5.0,M. McBride,1630540.0,1.0,,,,,,,,,,
117,PT02M28.00S,2024-01-18T01:02:40.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,68.15045992115637,44.11764705882353,1610612745,20,18,2024-01-18T01:02:48Z,1070000,False,-29.0,247.0,1,right,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,24.86,Missed,,,,,,,,,,,,,,,,,,
118,PT02M26.00S,2024-01-18T01:02:42.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,20,18,2024-01-18T01:02:48Z,1080000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT02M16.00S,2024-01-18T01:02:54.6Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612752,20,18,2024-01-18T01:02:59Z,1090000,False,,,0,,O. Anunoby bad pass out-of-bounds TURNOVER (1 TO),[1628384],1610612752.0,NYK,bad pass,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,,,202037.0,,,,,,
120,PT02M16.00S,2024-01-18T01:02:54.7Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,20,18,2024-01-18T01:03:06Z,1100000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M16.00S,2024-01-18T01:02:54.7Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,20,18,2024-01-18T01:03:06Z,1110000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M16.00S,2024-01-18T01:02:54.7Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,20,18,2024-01-18T01:03:06Z,1120000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2024-01-18T01:02:54.7Z,1,REGULAR,substitution,in,[],201145,,,1610612745,20,18,2024-01-18T01:03:06Z,1130000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M16.00S,2024-01-18T01:02:54.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612745,20,18,2024-01-18T01:03:22Z,1140000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M16.00S,2024-01-18T01:02:54.7Z,1,REGULAR,substitution,in,[],1629656,,,1610612745,20,18,2024-01-18T01:03:22Z,1150000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M06.00S,2024-01-18T01:03:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641715,91.27792378449409,42.15686274509804,1610612745,20,18,2024-01-18T01:03:30Z,1160000,False,-39.0,29.0,1,right,MISS C. Whitmore driving Layup,[1641715],1610612745.0,HOU,driving,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,,,,,,,,,,,,,,,,,
127,PT02M04.00S,2024-01-18T01:03:24.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,20,18,2024-01-18T01:03:30Z,1170000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT01M58.00S,2024-01-18T01:03:31.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,6.783837056504599,47.794117647058826,1610612752,20,18,2024-01-18T01:03:36Z,1180000,False,11.0,11.0,1,left,MISS Q. Grimes running Layup,[1629656],1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.58,Missed,,,,,,,,,,,,,,,,,,
129,PT01M57.00S,2024-01-18T01:03:32.4Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612752,20,18,2024-01-18T01:03:32Z,1190000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,128.0,1.0,0.0,1.0,,,,,,,,,,,,,,
130,PT01M55.00S,2024-01-18T01:03:34.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,30.56833114323259,70.83333333333334,1610612752,20,18,2024-01-18T01:03:40Z,1200000,False,-104.0,235.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
131,PT01M54.00S,2024-01-18T01:03:35.1Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,20,18,2024-01-18T01:03:40Z,1210000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT01M39.00S,2024-01-18T01:03:52.6Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612745,20,18,2024-01-18T01:04:03Z,1220000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Green 2 FT),"[1629656, 201145]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1146.0,,,1.0,0.0,Green,201145.0
134,PT01M39.00S,2024-01-18T01:04:19.4Z,1,REGULAR,freethrow,1 of 2,[],201145,,,1610612745,20,19,2024-01-18T01:04:19Z,1240000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
135,PT01M39.00S,2024-01-18T01:04:19.5Z,1,REGULAR,substitution,out,[],1628392,,,1610612745,20,19,2024-01-18T01:04:26Z,1250000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M39.00S,2024-01-18T01:04:19.5Z,1,REGULAR,substitution,in,[],1630173,,,1610612745,20,19,2024-01-18T01:04:26Z,1260000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M39.00S,2024-01-18T01:04:46.3Z,1,REGULAR,freethrow,2 of 2,[],201145,,,1610612745,20,20,2024-01-18T01:04:46Z,1270000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
138,PT01M33.00S,2024-01-18T01:04:59.5Z,1,REGULAR,foul,personal,[],1641708,,,1610612752,20,20,2024-01-18T01:05:04Z,1280000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641708, 1630540]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,202037.0,,,1.0,0.0,McBride,1630540.0
140,PT01M29.00S,2024-01-18T01:05:21.3Z,1,REGULAR,3pt,Jump Shot,[],1630540,11.514454664914586,4.901960784313726,1610612752,20,20,2024-01-18T01:05:26Z,1300000,False,225.0,56.0,1,left,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
141,PT01M27.00S,2024-01-18T01:05:23.3Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,20,20,2024-01-18T01:05:26Z,1310000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Right Corner 3,24+ Right,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT01M15.00S,2024-01-18T01:05:35.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,94.56307490144546,49.01960784313725,1610612745,20,22,2024-01-18T01:05:40Z,1320000,False,-5.0,-1.0,1,right,A. Thompson cutting DUNK (2 PTS) (J. Tate 2 AST),"[1641708, 1630256]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,2.0,J. Tate,1630256.0,2.0,,,,,,,,,,
144,PT01M03.00S,2024-01-18T01:05:50.0Z,1,REGULAR,foul,offensive,[],203944,,,1610612752,20,22,2024-01-18T01:05:54Z,1340000,False,,,0,,J. Randle charge offensive FOUL (1 PF),"[203944, 1630256]",1610612752.0,NYK,charge,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1146.0,,,1.0,0.0,Tate,1630256.0
146,PT01M03.00S,2024-01-18T01:05:50.0Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612752,20,22,2024-01-18T01:05:50Z,1360000,False,,,0,,J. Randle offensive foul TURNOVER (2 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,1146.0,,,,,,
147,PT00M49.10S,2024-01-18T01:06:21.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,72.48685939553219,21.07843137254902,1610612745,20,22,2024-01-18T01:06:27Z,1370000,False,-145.0,206.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
148,PT00M46.90S,2024-01-18T01:06:23.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,20,22,2024-01-18T01:06:27Z,1380000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,147.0,2.0,1.0,1.0,,,,,,,,,,,,,,
149,PT00M41.10S,2024-01-18T01:06:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,4.681340341655716,51.225490196078425,1610612752,22,22,2024-01-18T01:06:34Z,1390000,False,-6.0,-8.0,1,left,J. Randle Layup (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,9.0,,,,,,,,,,,,,
150,PT00M26.10S,2024-01-18T01:06:48.3Z,1,REGULAR,3pt,Jump Shot,[],201145,74.06373193166885,81.61764705882352,1610612745,22,25,2024-01-18T01:06:53Z,1400000,False,158.0,191.0,1,right,J. Green 24' 3PT  (5 PTS) (A. Thompson 1 AST),"[201145, 1641708]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,24.82,Made,,,,,5.0,A. Thompson,1641708.0,1.0,,,,,,,,,,
152,PT00M02.90S,2024-01-18T01:07:17.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641708,,,1610612752,22,25,2024-01-18T01:07:24Z,1420000,False,,,0,,A. Thompson shooting personal FOUL (2 PF) (Randle 2 FT),"[1641708, 203944]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628953.0,,,2.0,0.0,Randle,203944.0
154,PT00M02.90S,2024-01-18T01:07:58.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,23,25,2024-01-18T01:07:58Z,1440000,False,,,0,,J. Randle Free Throw 1 of 2 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
155,PT00M02.90S,2024-01-18T01:07:58.3Z,1,REGULAR,substitution,out,[],1630256,,,1610612752,23,25,2024-01-18T01:08:04Z,1450000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M02.90S,2024-01-18T01:07:58.3Z,1,REGULAR,substitution,out,[],1641708,,,1610612752,23,25,2024-01-18T01:08:04Z,1460000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M02.90S,2024-01-18T01:07:58.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612752,23,25,2024-01-18T01:08:04Z,1470000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M02.90S,2024-01-18T01:07:58.3Z,1,REGULAR,substitution,in,[],1627832,,,1610612752,23,25,2024-01-18T01:08:04Z,1480000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M02.90S,2024-01-18T01:07:58.2Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,23,25,2024-01-18T01:08:33Z,1490000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.50S,2024-01-18T01:08:00.6Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,23,25,2024-01-18T01:08:33Z,1500000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT00M00.00S,2024-01-18T01:08:48.7Z,1,REGULAR,period,end,[],0,,,1610612745,23,25,2024-01-18T01:08:48Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-01-18T01:11:04.0Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612745,23,25,2024-01-18T01:11:27Z,1520000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-01-18T01:11:04.0Z,2,REGULAR,substitution,out,['startperiod'],1630578,,,1610612745,23,25,2024-01-18T01:11:27Z,1530000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-18T01:11:04.0Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612745,23,25,2024-01-18T01:11:27Z,1540000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-18T01:11:04.0Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612745,23,25,2024-01-18T01:11:27Z,1550000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-18T01:11:04.0Z,2,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,23,25,2024-01-18T01:11:27Z,1560000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-01-18T01:11:04.0Z,2,REGULAR,substitution,in,['startperiod'],1641708,,,1610612745,23,25,2024-01-18T01:11:27Z,1570000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-01-18T01:11:29.6Z,2,REGULAR,period,start,[],0,,,1610612752,23,25,2024-01-18T01:11:29Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M40.00S,2024-01-18T01:11:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,5.863994743758213,54.65686274509803,1610612752,25,25,2024-01-18T01:15:58Z,1590000,False,-23.0,3.0,1,left,J. Hart driving floating bank Jump Shot (2 PTS) (Q. Grimes 1 AST),"[1628404, 1629656]",1610612752.0,NYK,driving floating bank,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,2.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,
