actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
87,PT04M34.00S,2023-11-29T00:55:33.0Z,1,REGULAR,turnover,bad pass,[],202397,,,1610612766,21,9,2023-11-29T00:55:38Z,860000,False,,,0,,I. Smith bad pass TURNOVER (1 TO),"[202397, 1629011]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Robinson,1629011.0
88,PT04M34.00S,2023-11-29T00:55:33.0Z,1,REGULAR,steal,,[],1629011,,,1610612752,21,9,2023-11-29T00:55:35Z,870000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M28.00S,2023-11-29T00:55:40.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628973,32.276609724047304,55.88235294117647,1610612752,21,9,2023-11-29T00:58:34Z,880000,False,-29.0,251.0,1,left,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.26,,,,,,,,,,,,
90,PT04M27.00S,2023-11-29T00:55:41.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,21,9,2023-11-29T00:55:46Z,890000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,89.0,,,,,,,,,,,
92,PT04M27.00S,2023-11-29T00:55:44.7Z,1,REGULAR,substitution,out,[],1629656,,,1610612766,21,9,2023-11-29T00:55:54Z,910000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M27.00S,2023-11-29T00:55:44.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612766,21,9,2023-11-29T00:55:54Z,920000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M12.00S,2023-11-29T00:56:18.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,92.06636005256242,41.17647058823529,1610612766,21,9,2023-11-29T00:59:30Z,930000,False,-44.0,22.0,1,right,MISS B. Miller driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.93,,,,,,,,,,,,
95,PT04M11.00S,2023-11-29T00:56:19.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,21,9,2023-11-29T00:56:27Z,940000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,94.0,,,,,,,,,,,
96,PT04M11.00S,2023-11-29T00:56:23.6Z,1,REGULAR,foul,personal,[],1628973,,,1610612766,21,9,2023-11-29T00:59:56Z,950000,False,,,0,,J. Brunson loose ball personal FOUL (1 PF),"[1628973, 1631109]",1610612752.0,NYK,loose ball,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,202901.0,1.0,0.0,Williams,1631109.0,,,,,,,,,,,,,,,
98,PT04M11.00S,2023-11-29T00:56:23.7Z,1,REGULAR,substitution,out,[],202330,,,1610612766,21,9,2023-11-29T00:56:34Z,970000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M11.00S,2023-11-29T00:56:23.7Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,21,9,2023-11-29T00:56:34Z,980000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M11.00S,2023-11-29T00:56:23.7Z,1,REGULAR,substitution,in,[],1628970,,,1610612766,21,9,2023-11-29T00:56:34Z,990000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2023-11-29T00:56:23.7Z,1,REGULAR,substitution,in,[],1631121,,,1610612766,21,9,2023-11-29T00:56:34Z,1000000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M07.00S,2023-11-29T00:56:54.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628970,93.9060446780552,49.01960784313725,1610612766,21,11,2023-11-29T01:00:33Z,1010000,False,-5.0,5.0,1,right,M. Bridges driving DUNK (2 PTS) (I. Smith 1 AST),"[1628970, 202397]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.69,,,,,I. Smith,202397.0,1.0,,,,,
104,PT03M53.00S,2023-11-29T00:57:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.206964520367937,49.754901960784316,1610612752,23,11,2023-11-29T00:57:12Z,1030000,False,1.0,-4.0,1,left,M. Robinson alley-oop DUNK (2 PTS) (J. Brunson 3 AST),"[1629011, 1628973]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.38,,,,,J. Brunson,1628973.0,3.0,,,,,
106,PT03M34.00S,2023-11-29T00:57:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,82.21090670170827,48.529411764705884,1610612766,23,13,2023-11-29T00:57:31Z,1050000,False,-7.0,115.0,1,right,I. Smith 11' pullup Jump Shot (2 PTS) (P. Washington 1 AST),"[202397, 1629023]",1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,11.49,,,,,P. Washington,1629023.0,1.0,,,,,
108,PT03M19.00S,2023-11-29T00:57:42.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.6484888304862,26.225490196078432,1610612752,26,13,2023-11-29T00:57:47Z,1070000,False,119.0,226.0,1,left,J. Brunson 25' 3PT step back (3 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.55,,,,,,,,,,,,
109,PT03M09.00S,2023-11-29T00:57:52.5Z,1,REGULAR,turnover,bad pass,[],202397,,,1610612766,26,13,2023-11-29T00:57:56Z,1080000,False,,,0,,I. Smith bad pass TURNOVER (2 TO),"[202397, 203944]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Randle,203944.0
110,PT03M09.00S,2023-11-29T00:57:52.5Z,1,REGULAR,steal,,[],203944,,,1610612752,26,13,2023-11-29T00:57:54Z,1090000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
111,PT03M00.00S,2023-11-29T00:58:01.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,31.750985545335087,45.09803921568628,1610612752,29,13,2023-11-29T00:58:05Z,1100000,False,25.0,246.0,1,left,J. Hart 24' 3PT  (3 PTS) (J. Randle 1 AST),"[1628404, 203944]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,24.72,,,,,J. Randle,203944.0,1.0,,,,,
113,PT02M42.00S,2023-11-29T00:58:19.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,88.51839684625493,95.58823529411765,1610612766,29,13,2023-11-29T00:58:23Z,1120000,False,228.0,55.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.45,,,,,,,,,,,,
114,PT02M41.00S,2023-11-29T00:58:20.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,29,13,2023-11-29T00:58:23Z,1130000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,
115,PT02M22.00S,2023-11-29T00:58:39.8Z,1,REGULAR,3pt,Jump Shot,[],1630193,31.35676741130092,59.55882352941176,1610612752,29,13,2023-11-29T00:58:46Z,1140000,False,-48.0,242.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.7,,,,,,,,,,,,
116,PT02M20.00S,2023-11-29T00:58:41.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,29,13,2023-11-29T00:58:46Z,1150000,False,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,115.0,5.0,4.0,1.0,,,,,,,,
117,PT02M04.00S,2023-11-29T00:58:57.4Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,29,13,2023-11-29T00:59:00Z,1160000,False,,,0,,M. Robinson lost ball TURNOVER (2 TO),"[1629011, 1631121]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,McGowens,1631121.0
118,PT02M04.00S,2023-11-29T00:58:57.4Z,1,REGULAR,steal,,[],1631121,,,1610612766,29,13,2023-11-29T01:08:17Z,1170000,False,,,0,,B. McGowens STEAL (1 STL),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
119,PT01M52.00S,2023-11-29T00:59:09.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631121,73.01248357424441,44.85294117647059,1610612766,29,13,2023-11-29T01:03:20Z,1180000,False,-26.0,201.0,1,right,MISS B. McGowens 20' pullup Shot,[1631121],1610612766.0,CHA,pullup,,,McGowens,B. McGowens,,,,,Mid-Range,16-24 Center,,,,,,Missed,,20.28,,,,,,,,,,,,
120,PT01M50.00S,2023-11-29T00:59:11.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,29,13,2023-11-29T00:59:14Z,1190000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,,,,,119.0,3.0,3.0,0.0,,,,,,,,
121,PT01M41.00S,2023-11-29T00:59:20.1Z,1,REGULAR,3pt,Jump Shot,[],203944,25.57490144546649,83.33333333333334,1610612752,29,13,2023-11-29T01:03:41Z,1200000,False,-167.0,188.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.12,,,,,,,,,,,,
122,PT01M39.00S,2023-11-29T00:59:22.1Z,1,REGULAR,rebound,defensive,[],202397,,,1610612766,29,13,2023-11-29T00:59:26Z,1210000,False,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,
123,PT01M35.00S,2023-11-29T00:59:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,93.64323258869908,55.14705882352941,1610612766,29,13,2023-11-29T00:59:32Z,1220000,False,26.0,7.0,1,right,MISS M. Bridges running Layup,[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.67,,,,,,,,,,,,
124,PT01M33.00S,2023-11-29T00:59:28.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,29,13,2023-11-29T00:59:32Z,1230000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,
125,PT01M28.00S,2023-11-29T00:59:33.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628404,4.812746386333772,3.431372549019608,1610612752,29,13,2023-11-29T01:06:05Z,1240000,False,233.0,-7.0,1,left,MISS J. Hart running pullup 3PT,[1628404],1610612752.0,NYK,running pullup,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.29,,,,,,,,,,,,
126,PT01M26.00S,2023-11-29T00:59:35.5Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,29,13,2023-11-29T00:59:41Z,1250000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,
127,PT01M12.00S,2023-11-29T00:59:49.6Z,1,REGULAR,3pt,Jump Shot,[],1631121,76.5604467805519,11.76470588235294,1610612766,29,13,2023-11-29T00:59:54Z,1260000,False,-191.0,168.0,1,right,MISS B. McGowens 25' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.44,,,,,,,,,,,,
128,PT01M10.00S,2023-11-29T00:59:51.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,29,13,2023-11-29T00:59:54Z,1270000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,127.0,4.0,4.0,0.0,,,,,,,,
129,PT01M00.00S,2023-11-29T01:00:03.9Z,1,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,29,13,2023-11-29T01:00:09Z,1280000,False,,,0,,I. Quickley lost ball out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,lost ball,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,202035.0,,,,,,,,,,,,,,,,,1.0,,
130,PT01M00.00S,2023-11-29T01:00:09.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,13,2023-11-29T01:00:09Z,1290000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612766,29,13,2023-11-29T01:02:46Z,1300000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,out,[],203944,,,1610612766,29,13,2023-11-29T01:02:46Z,1310000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,out,[],1629011,,,1610612766,29,13,2023-11-29T01:02:46Z,1320000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,29,13,2023-11-29T01:02:46Z,1330000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,in,[],1628978,,,1610612766,29,13,2023-11-29T01:02:46Z,1340000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,in,[],1628392,,,1610612766,29,13,2023-11-29T01:02:46Z,1350000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,in,[],1629628,,,1610612766,29,13,2023-11-29T01:02:46Z,1360000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M00.00S,2023-11-29T01:00:09.7Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,29,13,2023-11-29T01:02:46Z,1370000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M46.80S,2023-11-29T01:03:13.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628970,88.64980289093299,56.86274509803921,1610612766,29,13,2023-11-29T01:03:19Z,1380000,False,34.0,54.0,1,right,MISS M. Bridges 6' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.41,,,,,,,,,,,,
140,PT00M45.10S,2023-11-29T01:03:15.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,29,13,2023-11-29T01:03:19Z,1390000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
141,PT00M36.10S,2023-11-29T01:03:24.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,28.728646517739815,77.94117647058823,1610612752,29,13,2023-11-29T01:03:30Z,1400000,False,-140.0,218.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.85,,,,,,,,,,,,
142,PT00M34.30S,2023-11-29T01:03:26.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,29,13,2023-11-29T01:03:30Z,1410000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,
143,PT00M22.60S,2023-11-29T01:03:38.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,68.67608409986859,40.931372549019606,1610612766,29,16,2023-11-29T01:03:48Z,1420000,False,-45.0,242.0,1,right,M. Bridges 24' 3PT  (5 PTS) (P. Washington 2 AST),"[1628970, 1629023]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,24.61,,,,,P. Washington,1629023.0,2.0,,,,,
146,PT00M01.00S,2023-11-29T01:04:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,5.601182654402102,52.450980392156865,1610612752,29,16,2023-11-29T01:10:50Z,1450000,False,-12.0,0.0,1,left,MISS D. DiVincenzo driving floating Shot,[1628978],1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.23,,,,,,,,,,,,
147,PT00M01.00S,2023-11-29T01:04:12.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,29,16,2023-11-29T01:04:22Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,146.0,,,,,,,,,,,
148,PT00M00.00S,2023-11-29T01:04:21.5Z,1,REGULAR,period,end,[],0,,,1610612752,29,16,2023-11-29T01:04:21Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-11-29T01:06:38.8Z,2,REGULAR,substitution,out,['startperiod'],202397,,,1610612752,29,16,2023-11-29T01:06:58Z,1480000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-11-29T01:06:38.8Z,2,REGULAR,substitution,in,['startperiod'],1630550,,,1610612752,29,16,2023-11-29T01:06:58Z,1490000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-11-29T01:06:51.8Z,2,REGULAR,period,start,[],0,,,1610612766,29,16,2023-11-29T01:06:58Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M44.00S,2023-11-29T01:07:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,91.93495400788436,49.50980392156863,1610612766,29,16,2023-11-29T01:07:14Z,1510000,False,-2.0,23.0,1,right,MISS B. McGowens driving Layup,[1631121],1610612766.0,CHA,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.34,,,,,,,,,,,,
153,PT11M42.00S,2023-11-29T01:07:08.5Z,2,REGULAR,rebound,offensive,[],1631121,,,1610612766,29,16,2023-11-29T01:07:14Z,1520000,False,,,0,,B. McGowens REBOUND (Off:1 Def:0),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,152.0,1.0,0.0,1.0,,,,,,,,
154,PT11M40.00S,2023-11-29T01:07:10.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631121,94.40999984741211,50.0,1610612766,29,18,2023-11-29T01:11:37Z,1530000,False,0.0,0.0,1,right,B. McGowens tip Layup (2 PTS),[1631121],1610612766.0,CHA,tip,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
155,PT11M19.00S,2023-11-29T01:07:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,8.492115637319317,50.73529411764706,1610612752,31,18,2023-11-29T01:07:37Z,1540000,False,-4.0,27.0,1,left,J. Hart driving Layup (5 PTS) (R. Barrett 2 AST),"[1628404, 1629628]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,2.75,,,,,R. Barrett,1629628.0,2.0,,,,,
156,PT11M19.00S,2023-11-29T01:07:36.0Z,2,REGULAR,foul,personal,['1freethrow'],1631121,,,1610612752,31,18,2023-11-29T01:12:24Z,1550000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (Hart 1 FT),"[1631121, 1628404]",1610612766.0,CHA,shooting,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,202035.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
159,PT11M19.00S,2023-11-29T01:08:01.9Z,2,REGULAR,freethrow,1 of 1,[],1628404,,,1610612752,32,18,2023-11-29T01:08:01Z,1570000,False,,,0,,J. Hart Free Throw 1 of 1 (6 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
160,PT11M00.00S,2023-11-29T01:08:20.9Z,2,REGULAR,2pt,Jump Shot,[],1626179,92.32917214191852,66.17647058823529,1610612766,32,20,2023-11-29T01:08:26Z,1580000,False,81.0,20.0,1,right,T. Rozier 8' pullup Jump Shot (4 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,Made,4.0,8.32,,,,,,,,,,,,
161,PT10M35.00S,2023-11-29T01:08:51.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,28.465834428383708,78.20925245098039,1610612752,32,20,2023-11-29T01:09:03Z,1590000,False,-141.0,215.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.72,,,,,,,,,,,,
162,PT10M33.00S,2023-11-29T01:08:53.7Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,32,20,2023-11-29T01:09:03Z,1600000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,161.0,3.0,3.0,0.0,,,,,,,,
163,PT10M27.00S,2023-11-29T01:08:55.3Z,2,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,32,20,2023-11-29T01:09:06Z,1610000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,lost ball,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,202035.0,,,,,,,,,,,,,,,,,1.0,,
164,PT10M07.00S,2023-11-29T01:09:20.3Z,2,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612752,32,20,2023-11-29T01:09:28Z,1620000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612752.0,NYK,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Right,202901.0,,,,,,,,,,,,,,,,,1.0,,
165,PT09M47.00S,2023-11-29T01:09:47.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,89.43823915900131,53.67647058823529,1610612766,32,22,2023-11-29T01:09:52Z,1630000,False,18.0,47.0,1,right,T. Rozier driving floating Jump Shot (6 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,5.03,,,,,,,,,,,,
166,PT09M27.00S,2023-11-29T01:10:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,7.30946123521682,52.69607843137255,1610612752,32,22,2023-11-29T01:14:41Z,1640000,False,-13.0,16.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.11,,,,,,,,,,,,
167,PT09M25.00S,2023-11-29T01:10:09.9Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,32,22,2023-11-29T01:10:15Z,1650000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,
