actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
28,PT09M11.00S,2022-12-29T00:14:56.7Z,1,REGULAR,2pt,Jump Shot,[],101108,82.21090670170827,70.09803921568627,1610612756,10,4,2022-12-29T00:15:00Z,280000,False,100.0,115.0,1,right,C. Paul 15' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,15.25,Made,2.0,,,,,,,,,,,,,,,,,
29,PT08M53.00S,2022-12-29T00:15:13.6Z,1,REGULAR,2pt,Jump Shot,[],1628398,29.77989487516426,44.11764705882353,1610612764,12,4,2022-12-29T00:15:18Z,290000,False,29.0,227.0,1,left,K. Kuzma 22' pullup Jump Shot (6 PTS) (K. Porzingis 1 AST),"[1628398, 204001]",1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,22.93,Made,6.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,
31,PT08M38.00S,2022-12-29T00:15:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,89.83245729303549,54.65686274509803,1610612756,12,4,2022-12-29T00:18:53Z,310000,False,23.0,43.0,1,right,MISS T. Craig driving floating Shot,[1628470],1610612756.0,PHX,driving floating,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
32,PT08M38.00S,2022-12-29T00:15:28.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,12,4,2022-12-29T00:15:37Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,31.0,,,,,
34,PT08M24.00S,2022-12-29T00:15:55.0Z,1,REGULAR,3pt,Jump Shot,[],1628398,27.54599211563732,91.42156862745098,1610612764,15,4,2022-12-29T00:16:00Z,340000,False,-207.0,206.0,1,left,K. Kuzma 29' 3PT  (9 PTS) (M. Morris 3 AST),"[1628398, 1628420]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,29.24,Made,9.0,M. Morris,1628420.0,3.0,,,,,,,,,,,,,,
36,PT08M22.00S,2022-12-29T00:16:04.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,15,4,2022-12-29T00:16:04Z,360000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M10.00S,2022-12-29T00:19:05.3Z,1,REGULAR,2pt,Jump Shot,[],1628969,82.9993429697766,33.57843137254902,1610612756,15,6,2022-12-29T00:19:30Z,370000,False,-82.0,107.0,1,right,M. Bridges 13' driving floating Jump Shot (2 PTS) (D. Ayton 1 AST),"[1628969, 1629028]",1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,13.51,Made,2.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,
38,PT07M45.00S,2022-12-29T00:19:29.8Z,1,REGULAR,2pt,Jump Shot,[],204001,13.354139290407357,79.65686274509804,1610612764,17,6,2022-12-29T00:19:33Z,380000,False,-148.0,73.0,1,left,K. Porzingis 16' pullup Jump Shot (6 PTS),[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left,16.53,Made,6.0,,,,,,,,,,,,,,,,,
39,PT07M29.00S,2022-12-29T00:19:45.7Z,1,REGULAR,3pt,Jump Shot,[],1629111,66.5735873850197,53.18627450980392,1610612756,17,6,2022-12-29T00:19:50Z,390000,False,16.0,262.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
40,PT07M27.00S,2022-12-29T00:19:47.7Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,17,6,2022-12-29T00:19:50Z,400000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,
41,PT07M17.00S,2022-12-29T00:19:58.9Z,1,REGULAR,2pt,Jump Shot,[],1628420,6.389618922470433,12.745098039215685,1610612764,19,6,2022-12-29T00:20:03Z,410000,False,186.0,8.0,1,left,M. Morris 18' pullup Jump Shot (4 PTS),[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right,18.65,Made,4.0,,,,,,,,,,,,,,,,,
42,PT07M07.00S,2022-12-29T00:20:07.8Z,1,REGULAR,2pt,Jump Shot,[],1628969,92.32917214191852,81.12745098039215,1610612756,19,8,2022-12-29T00:21:46Z,420000,False,156.0,20.0,1,right,M. Bridges 15' turnaround fadeaway Jump Shot (4 PTS),[1628969],1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,15.68,Made,4.0,,,,,,,,,,,,,,,,,
43,PT06M45.00S,2022-12-29T00:20:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,10.5946123521682,37.99019607843137,1610612764,19,8,2022-12-29T00:22:35Z,430000,False,60.0,47.0,1,left,MISS K. Kuzma 7' driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
44,PT06M43.00S,2022-12-29T00:20:32.0Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,19,8,2022-12-29T00:20:39Z,440000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,
45,PT06M34.00S,2022-12-29T00:20:40.7Z,1,REGULAR,3pt,Jump Shot,[],101108,69.33311432325887,18.627450980392158,1610612756,19,8,2022-12-29T00:22:57Z,450000,False,-157.0,236.0,1,right,MISS C. Paul 28' turnaround 3PT,[101108],1610612756.0,PHX,turnaround,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,28.32,Missed,,,,,,,,,,,,,,,,,,
46,PT06M28.00S,2022-12-29T00:20:46.7Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,19,8,2022-12-29T00:20:49Z,460000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,
47,PT06M26.00S,2022-12-29T00:20:49.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629655,6.652431011826544,47.549019607843135,1610612764,21,8,2022-12-29T00:24:17Z,470000,False,12.0,10.0,1,left,D. Gafford running alley-oop DUNK (2 PTS) (M. Morris 4 AST),"[1629655, 1628420]",1610612764.0,WAS,running alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,M. Morris,1628420.0,4.0,,,,,,,,,,,,,,
49,PT06M18.00S,2022-12-29T00:20:57.7Z,1,REGULAR,2pt,Jump Shot,[],1629028,93.9060446780552,78.18627450980392,1610612756,21,8,2022-12-29T00:25:31Z,490000,False,141.0,5.0,1,right,MISS D. Ayton 14' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,14.1,Missed,,,,,,,,,,,,,,,,,,
50,PT06M16.00S,2022-12-29T00:20:59.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,21,8,2022-12-29T00:21:03Z,500000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,
51,PT06M08.00S,2022-12-29T00:21:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.886333771353483,58.08823529411765,1610612764,21,8,2022-12-29T00:21:12Z,510000,False,-40.0,31.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,,,,,,
52,PT06M04.00S,2022-12-29T00:21:11.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,21,8,2022-12-29T00:21:12Z,520000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,51.0,2.0,1.0,1.0,,
53,PT06M04.00S,2022-12-29T00:21:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,9.937582128777924,56.372549019607845,1610612764,21,8,2022-12-29T00:26:57Z,530000,False,-32.0,41.0,1,left,MISS D. Gafford putback Layup,[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,,,,,,,,,,,,,,,,,,
54,PT06M04.00S,2022-12-29T00:21:11.3Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,21,8,2022-12-29T00:21:15Z,540000,False,,,0,,J. Landale REBOUND (Off:0 Def:2),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,53.0,2.0,2.0,0.0,,
55,PT05M50.00S,2022-12-29T00:21:24.4Z,1,REGULAR,2pt,Hook,[],1629028,82.9993429697766,25.49019607843137,1610612756,21,10,2022-12-29T00:21:29Z,550000,False,-123.0,107.0,1,right,D. Ayton 16' turnaround Hook (4 PTS),[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,16.28,Made,4.0,,,,,,,,,,,,,,,,,
57,PT05M37.00S,2022-12-29T00:21:40.2Z,1,REGULAR,foul,personal,[],1629111,,,1610612764,21,10,2022-12-29T00:21:46Z,570000,False,,,0,,J. Landale personal FOUL (1 PF),"[1629111, 204001]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Center,,,,,,,1627962.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
59,PT05M37.00S,2022-12-29T00:21:45.6Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,21,10,2022-12-29T00:21:52Z,590000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M37.00S,2022-12-29T00:21:45.6Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,21,10,2022-12-29T00:21:52Z,600000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M37.00S,2022-12-29T00:21:45.6Z,1,REGULAR,substitution,in,[],201959,,,1610612764,21,10,2022-12-29T00:21:52Z,610000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M37.00S,2022-12-29T00:21:45.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,21,10,2022-12-29T00:21:52Z,620000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M37.00S,2022-12-29T00:21:55.9Z,1,REGULAR,substitution,out,[],1629111,,,1610612764,21,10,2022-12-29T00:22:03Z,630000,False,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M37.00S,2022-12-29T00:21:55.9Z,1,REGULAR,substitution,in,[],1627814,,,1610612764,21,10,2022-12-29T00:22:03Z,640000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M31.00S,2022-12-29T00:22:21.7Z,1,REGULAR,foul,personal,[],101108,,,1610612764,21,10,2022-12-29T00:22:37Z,650000,False,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1630557]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,,,,,,,202056.0,1.0,0.0,Kispert,1630557.0,,,,,,,,,
68,PT05M23.00S,2022-12-29T00:22:51.7Z,1,REGULAR,3pt,Jump Shot,[],1630557,35.43035479632063,22.30392156862745,1610612764,21,10,2022-12-29T00:22:56Z,670000,False,138.0,281.0,1,left,MISS C. Kispert 31' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,31.28,Missed,,,,,,,,,,,,,,,,,,
69,PT05M19.00S,2022-12-29T00:22:55.7Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,21,10,2022-12-29T00:22:56Z,680000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,
70,PT05M03.00S,2022-12-29T00:23:11.2Z,1,REGULAR,2pt,Jump Shot,[],1627814,78.0059132720105,51.470588235294116,1610612756,21,12,2022-12-29T00:32:03Z,690000,False,7.0,154.0,1,right,D. Lee 15' driving floating Jump Shot (2 PTS) (M. Bridges 1 AST),"[1627814, 1628969]",1610612756.0,PHX,driving floating,,,Lee,D. Lee,,,,,Mid-Range,8-16 Center,15.44,Made,2.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
72,PT04M42.00S,2022-12-29T00:23:31.6Z,1,REGULAR,3pt,Jump Shot,[],201959,16.770696452036795,4.901960784313726,1610612764,21,12,2022-12-29T00:23:38Z,710000,False,225.0,105.0,1,left,MISS T. Gibson 24' 3PT,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Right Center,24.88,Missed,,,,,,,,,,,,,,,,,,
73,PT04M39.00S,2022-12-29T00:23:34.6Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,21,12,2022-12-29T00:23:38Z,720000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,72.0,2.0,1.0,1.0,,
74,PT04M28.00S,2022-12-29T00:23:46.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,25.18068331143233,11.27450980392157,1610612764,21,12,2022-12-29T00:23:51Z,730000,False,194.0,184.0,1,left,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
75,PT04M27.00S,2022-12-29T00:23:47.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,21,12,2022-12-29T00:24:32Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,74.0,,,,,
77,PT04M27.00S,2022-12-29T00:24:03.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,21,12,2022-12-29T00:24:16Z,760000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,2534.0,,,,,,,,,,,,,
78,PT04M09.00S,2022-12-29T00:24:13.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,72.7496714848883,17.401960784313726,1610612756,21,12,2022-12-29T00:24:21Z,770000,False,-163.0,204.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
79,PT04M05.00S,2022-12-29T00:24:17.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,21,12,2022-12-29T00:24:21Z,780000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,78.0,1.0,1.0,0.0,,
80,PT03M57.00S,2022-12-29T00:24:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201959,6.783837056504599,47.05882352941176,1610612764,23,12,2022-12-29T00:33:53Z,790000,False,15.0,11.0,1,left,T. Gibson reverse Layup (2 PTS) (K. Porzingis 2 AST),"[201959, 204001]",1610612764.0,WAS,reverse,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,1.85,Made,2.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,,,
82,PT03M42.00S,2022-12-29T00:24:41.1Z,1,REGULAR,foul,offensive,[],1629028,,,1610612756,23,12,2022-12-29T00:24:56Z,810000,False,,,0,,D. Ayton offensive FOUL (1 PF),"[1629028, 204001]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
84,PT03M42.00S,2022-12-29T00:24:41.1Z,1,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,23,12,2022-12-29T00:24:41Z,830000,False,,,0,,D. Ayton offensive foul TURNOVER (2 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,,,,,2.0,,,,,,,,
85,PT03M42.00S,2022-12-29T00:24:52.9Z,1,REGULAR,substitution,out,[],204001,,,1610612764,23,12,2022-12-29T00:25:14Z,840000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M42.00S,2022-12-29T00:24:52.9Z,1,REGULAR,substitution,out,[],1628420,,,1610612764,23,12,2022-12-29T00:25:14Z,850000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
