actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-25T00:10:53.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-25T00:10:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-02-25T00:10:55.8Z,1,REGULAR,jumpball,recovered,[],1628398,,,1610612764,0,0,2023-02-25T00:10:55Z,40000,False,,,0,,Jump Ball K. Porzingis vs. M. Robinson: Tip to K. Kuzma,"[1628398, 204001, 1629011]",1610612764.0,WAS,startperiod,K. Kuzma,1628398.0,Kuzma,K. Kuzma,Porzingis,204001.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-02-25T00:11:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.51182654402102,50.98039215686274,1610612764,2,0,2023-02-25T00:11:18Z,70000,False,5.0,8.0,1,right,D. Gafford reverse Layup (2 PTS) (B. Beal 1 AST),"[1629655, 203078]",1610612764.0,WAS,reverse,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,
9,PT11M44.00S,2023-02-25T00:11:13.4Z,1,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612764,2,0,2023-02-25T00:11:20Z,90000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Gafford 1 FT),"[1629011, 1629655]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
11,PT11M44.00S,2023-02-25T00:11:38.3Z,1,REGULAR,freethrow,1 of 1,[],1629655,,,1610612764,3,0,2023-02-25T00:11:38Z,110000,False,,,0,,D. Gafford Free Throw 1 of 1 (3 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M32.00S,2023-02-25T00:11:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.485545335085414,57.107843137254896,1610612752,3,0,2023-02-25T00:11:54Z,120000,False,-36.0,74.0,1,left,MISS J. Brunson 8' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,,,,,,,,
13,PT11M30.00S,2023-02-25T00:11:52.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,3,0,2023-02-25T00:11:54Z,130000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,
14,PT11M16.00S,2023-02-25T00:12:06.3Z,1,REGULAR,3pt,Jump Shot,[],204001,64.33968462549278,46.81372549019608,1610612764,6,0,2023-02-25T00:12:11Z,140000,False,-16.0,283.0,1,right,K. Porzingis 28' 3PT  (3 PTS) (M. Morris 1 AST),"[204001, 1628420]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,28.31,Made,3.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,
16,PT10M51.00S,2023-02-25T00:12:30.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,7.178055190538765,56.61764705882353,1610612752,6,2,2023-02-25T00:12:34Z,160000,False,-33.0,15.0,1,left,M. Robinson alley-oop DUNK (2 PTS) (J. Brunson 1 AST),"[1629011, 1628973]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,3.63,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
18,PT10M41.00S,2023-02-25T00:12:40.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,77.7431011826544,10.53921568627451,1610612764,6,2,2023-02-25T00:12:45Z,180000,False,-197.0,157.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2023-02-25T00:12:43.8Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,6,2,2023-02-25T00:12:45Z,190000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
