actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M46.00S,2023-01-22T00:24:08.1Z,1,REGULAR,violation,defensive goaltending,[],1629060,,,1610612753,19,17,2023-01-22T00:24:30Z,830000,False,,,0,,R. Hachimura defensive goaltending VIOLATION,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,
88,PT04M32.00S,2023-01-22T00:24:23.4Z,1,REGULAR,2pt,Jump Shot,[],204001,17.789093298291732,72.05882352941177,1610612764,19,17,2023-01-22T00:25:37Z,840000,False,-110.0,115.0,1,left,MISS K. Porzingis 15' step back Shot,[204001],1610612764.0,WAS,step back,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,15.91,Missed,,,,,,,,,,,,,,,,,,
89,PT04M31.00S,2023-01-22T00:24:25.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,19,17,2023-01-22T00:24:25Z,850000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,88.0,4.0,4.0,0.0,,,,,,,,,,,,,,
90,PT04M31.00S,2023-01-22T00:24:30.3Z,1,REGULAR,foul,personal,[],204001,,,1610612753,19,17,2023-01-22T00:25:03Z,860000,False,,,0,,K. Porzingis personal FOUL (1 PF),"[204001, 1628976]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Carter Jr.,1628976.0
92,PT04M31.00S,2023-01-22T00:24:43.6Z,1,REGULAR,substitution,out,[],1628420,,,1610612753,19,17,2023-01-22T00:24:57Z,880000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M31.00S,2023-01-22T00:24:43.6Z,1,REGULAR,substitution,in,[],1626153,,,1610612753,19,17,2023-01-22T00:24:57Z,890000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M15.00S,2023-01-22T00:25:13.6Z,1,REGULAR,2pt,Jump Shot,[],1631094,71.13994743758212,49.50980392156863,1610612753,19,17,2023-01-22T00:26:35Z,900000,False,-2.0,219.0,1,right,MISS P. Banchero 21' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,21.88,Missed,,,,,,,,,,,,,,,,,,
95,PT04M12.00S,2023-01-22T00:25:16.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,19,17,2023-01-22T00:25:26Z,910000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT04M06.00S,2023-01-22T00:25:24.7Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612764,19,17,2023-01-22T00:25:35Z,920000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1631094, 204001]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Porzingis,204001.0
98,PT04M06.00S,2023-01-22T00:25:48.9Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,20,17,2023-01-22T00:25:48Z,940000,False,,,0,,K. Porzingis Free Throw 1 of 2 (3 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
99,PT04M06.00S,2023-01-22T00:26:05.6Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,21,17,2023-01-22T00:26:05Z,950000,False,,,0,,K. Porzingis Free Throw 2 of 2 (4 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
100,PT03M50.00S,2023-01-22T00:26:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.19382391590013,48.0392156862745,1610612753,21,19,2023-01-22T00:26:27Z,960000,False,-10.0,40.0,1,right,F. Wagner driving Layup (7 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,4.09,Made,,,,,,,,,,7.0,,,,,,,,
101,PT03M39.00S,2023-01-22T00:26:35.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612764,21,19,2023-01-22T00:26:46Z,970000,False,,,0,,F. Wagner shooting personal FOUL (3 PF) (Porzingis 2 FT),"[1630532, 204001]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203592.0,3.0,0.0,Porzingis,204001.0
103,PT03M39.00S,2023-01-22T00:27:03.5Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,22,19,2023-01-22T00:27:03Z,990000,False,,,0,,K. Porzingis Free Throw 1 of 2 (5 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
104,PT03M39.00S,2023-01-22T00:27:04.8Z,1,REGULAR,substitution,out,[],1630532,,,1610612764,22,19,2023-01-22T00:27:11Z,1000000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M39.00S,2023-01-22T00:27:04.8Z,1,REGULAR,substitution,in,[],203082,,,1610612764,22,19,2023-01-22T00:27:11Z,1010000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M39.00S,2023-01-22T00:27:23.8Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,23,19,2023-01-22T00:27:23Z,1020000,False,,,0,,K. Porzingis Free Throw 2 of 2 (6 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
107,PT03M26.00S,2023-01-22T00:27:41.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,85.85742444152432,50.245098039215684,1610612753,23,21,2023-01-22T00:27:46Z,1030000,False,1.0,80.0,1,right,W. Carter Jr. 8' Hook (7 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,,,,,,7.0,P. Banchero,1631094.0,2.0,,,,,
109,PT03M13.00S,2023-01-22T00:27:57.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612764,23,21,2023-01-22T00:28:08Z,1050000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1630591, 204001]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Porzingis,204001.0
111,PT03M13.00S,2023-01-22T00:28:30.7Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,24,21,2023-01-22T00:28:30Z,1070000,False,,,0,,K. Porzingis Free Throw 1 of 2 (7 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
112,PT03M13.00S,2023-01-22T00:28:45.7Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,25,21,2023-01-22T00:28:45Z,1080000,False,,,0,,K. Porzingis Free Throw 2 of 2 (8 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
113,PT02M55.00S,2023-01-22T00:29:04.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,66.5407358738502,31.617647058823522,1610612753,25,21,2023-01-22T00:29:43Z,1090000,False,-92.0,262.0,1,right,MISS J. Suggs 27' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,,
114,PT02M50.00S,2023-01-22T00:29:09.9Z,1,REGULAR,rebound,offensive,[],1628365,,,1610612753,25,21,2023-01-22T00:29:11Z,1100000,False,,,0,,M. Fultz REBOUND (Off:1 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,113.0,2.0,1.0,1.0,,,,,,,,,,,,,,
115,PT02M49.00S,2023-01-22T00:29:11.1Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,25,21,2023-01-22T00:34:01Z,1110000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1626153]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Wright,1626153.0,,,,,,,,,,,
116,PT02M49.00S,2023-01-22T00:29:11.1Z,1,REGULAR,steal,,[],1626153,,,1610612764,25,21,2023-01-22T00:29:13Z,1120000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
117,PT02M49.00S,2023-01-22T00:29:15.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612764,25,21,2023-01-22T00:29:31Z,1130000,False,,,0,,J. Suggs personal FOUL (2 PF) (Wright 2 FT),"[1630591, 1626153]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Wright,1626153.0
119,PT02M49.00S,2023-01-22T00:29:29.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,25,21,2023-01-22T00:29:29Z,1150000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2023-01-22T00:29:32.9Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,25,21,2023-01-22T00:32:07Z,1160000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M49.00S,2023-01-22T00:29:32.9Z,1,REGULAR,substitution,out,[],1628365,,,1610612764,25,21,2023-01-22T00:32:07Z,1170000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M49.00S,2023-01-22T00:29:32.9Z,1,REGULAR,substitution,out,[],1628976,,,1610612764,25,21,2023-01-22T00:32:07Z,1180000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M49.00S,2023-01-22T00:29:32.9Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,25,21,2023-01-22T00:32:07Z,1190000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M49.00S,2023-01-22T00:29:32.9Z,1,REGULAR,substitution,in,[],1629021,,,1610612764,25,21,2023-01-22T00:32:07Z,1200000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M49.00S,2023-01-22T00:29:32.9Z,1,REGULAR,substitution,in,[],1630175,,,1610612764,25,21,2023-01-22T00:32:07Z,1210000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2023-01-22T00:32:24.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626153,,,1610612764,26,21,2023-01-22T00:32:24Z,1220000,False,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
127,PT02M49.00S,2023-01-22T00:32:38.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626153,,,1610612764,27,21,2023-01-22T00:32:38Z,1230000,False,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
128,PT02M40.00S,2023-01-22T00:32:48.3Z,1,REGULAR,3pt,Jump Shot,[],1630175,65.88370565045992,36.76470588235294,1610612753,27,21,2023-01-22T00:32:57Z,1240000,False,-66.0,268.0,1,right,MISS C. Anthony 27' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,27.62,Missed,,,,,,,,,,,,,,,,,,
129,PT02M34.00S,2023-01-22T00:32:54.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,27,21,2023-01-22T00:32:54Z,1250000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,128.0,3.0,3.0,0.0,,,,,,,,,,,,,,
130,PT02M31.00S,2023-01-22T00:32:57.3Z,1,REGULAR,3pt,Jump Shot,[],204001,35.00328515111694,40.68627450980392,1610612764,27,21,2023-01-22T00:33:03Z,1260000,False,47.0,277.0,1,left,MISS K. Porzingis 28' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,28.04,Missed,,,,,,,,,,,,,,,,,,
131,PT02M28.00S,2023-01-22T00:33:00.3Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,27,21,2023-01-22T00:33:03Z,1270000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M15.00S,2023-01-22T00:33:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.37647831800263,48.774509803921575,1610612753,27,23,2023-01-22T00:33:18Z,1280000,False,-6.0,29.0,1,right,P. Banchero Layup (4 PTS) (T. Ross 1 AST),"[1631094, 203082]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,,,4.0,T. Ross,203082.0,1.0,,,,,
134,PT01M59.00S,2023-01-22T00:33:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,10.167542706964511,50.98039215686275,1610612764,29,23,2023-01-22T00:35:54Z,1300000,False,-5.0,43.0,1,left,D. Wright driving floating Jump Shot (4 PTS),[1626153],1610612764.0,WAS,driving floating,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,4.34,Made,,,,,,,,,,4.0,,,,,,,,
135,PT01M42.00S,2023-01-22T00:33:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,90.71944809461235,48.529411764705884,1610612753,29,23,2023-01-22T00:33:52Z,1310000,False,-7.0,35.0,1,right,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,,,,,
136,PT01M40.00S,2023-01-22T00:33:48.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,29,23,2023-01-22T00:33:52Z,1320000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
138,PT01M37.00S,2023-01-22T00:34:01.1Z,1,REGULAR,substitution,out,[],204001,,,1610612764,29,23,2023-01-22T00:34:15Z,1340000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M37.00S,2023-01-22T00:34:01.1Z,1,REGULAR,substitution,out,[],1631094,,,1610612764,29,23,2023-01-22T00:34:15Z,1350000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M37.00S,2023-01-22T00:34:01.1Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,29,23,2023-01-22T00:34:15Z,1360000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M37.00S,2023-01-22T00:34:01.1Z,1,REGULAR,substitution,in,[],1628964,,,1610612764,29,23,2023-01-22T00:34:15Z,1370000,False,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M33.00S,2023-01-22T00:34:24.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,11.875821287779246,2.6960784313725554,1610612764,32,23,2023-01-22T00:34:31Z,1380000,False,237.0,59.0,1,left,K. Kuzma 24' 3PT  (6 PTS) (D. Wright 1 AST),"[1628398, 1626153]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,24.38,Made,,,,,,,,,,6.0,D. Wright,1626153.0,1.0,,,,,
144,PT01M13.00S,2023-01-22T00:34:45.7Z,1,REGULAR,3pt,Jump Shot,[],203082,68.11760840998686,27.205882352941174,1610612753,32,23,2023-01-22T00:34:50Z,1400000,False,-114.0,247.0,1,right,MISS T. Ross 27' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
145,PT01M09.00S,2023-01-22T00:34:49.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,23,2023-01-22T00:34:50Z,1410000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,144.0,4.0,4.0,0.0,,,,,,,,,,,,,,
146,PT01M03.00S,2023-01-22T00:34:54.7Z,1,REGULAR,3pt,Jump Shot,[],1628398,31.192509855453352,72.05882352941177,1610612764,35,23,2023-01-22T00:37:24Z,1420000,False,-110.0,241.0,1,left,K. Kuzma 26' 3PT step back (9 PTS),[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,26.48,Made,,,,,,,,,,9.0,,,,,,,,
147,PT00M49.40S,2023-01-22T00:35:10.5Z,1,REGULAR,turnover,bad pass,[],1629021,,,1610612753,35,23,2023-01-22T00:35:14Z,1430000,False,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 1626153]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Wright,1626153.0,,,,,,,,,,,
148,PT00M49.40S,2023-01-22T00:35:10.5Z,1,REGULAR,steal,,[],1626153,,,1610612764,35,23,2023-01-22T00:35:13Z,1440000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
149,PT00M43.50S,2023-01-22T00:35:16.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,20.41721419185282,8.088235294117652,1610612764,35,23,2023-01-22T00:35:25Z,1450000,False,210.0,139.0,1,left,MISS K. Kuzma 25' 3PT - blocked,"[1628398, 1630175]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,Anthony,1630175.0,,,,,,,,,
150,PT00M43.50S,2023-01-22T00:35:16.4Z,1,REGULAR,block,,[],1630175,,,1610612764,35,23,2023-01-22T00:35:19Z,1460000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
151,PT00M39.30S,2023-01-22T00:35:20.6Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,35,23,2023-01-22T00:35:25Z,1470000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
152,PT00M38.60S,2023-01-22T00:35:21.3Z,1,REGULAR,turnover,lost ball,[],1630175,,,1610612753,35,23,2023-01-22T00:35:30Z,1480000,False,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1630166]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Avdija,1630166.0,,,,,,,,,,,
153,PT00M38.60S,2023-01-22T00:35:21.3Z,1,REGULAR,steal,,[],1630166,,,1610612764,35,23,2023-01-22T00:35:24Z,1490000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
154,PT00M36.20S,2023-01-22T00:35:25.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,7.802233902759525,47.79411764705882,1610612764,37,23,2023-01-22T00:38:51Z,1500000,False,11.0,21.0,1,left,D. Gafford DUNK (7 PTS) (K. Kuzma 2 AST),"[1629655, 1628398]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,,,,7.0,K. Kuzma,1628398.0,2.0,,,,,
156,PT00M17.30S,2023-01-22T00:35:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,69.56307490144546,75.49019607843138,1610612753,37,26,2023-01-22T00:35:51Z,1520000,False,127.0,234.0,1,right,J. Suggs 26' 3PT step back (3 PTS) (C. Anthony 1 AST),"[1630591, 1630175]",1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,26.61,Made,,,,,,,,,,3.0,C. Anthony,1630175.0,1.0,,,,,
157,PT00M03.30S,2023-01-22T00:36:02.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,42.75624178712221,49.754901960784316,1610612764,37,26,2023-01-22T00:36:07Z,1530000,False,1.0,349.0,1,left,MISS K. Kuzma 34' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,34.94,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.70S,2023-01-22T00:36:04.9Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,37,26,2023-01-22T00:36:04Z,1540000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT00M00.00S,2023-01-22T00:36:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630591,69.03745072273324,65.68627450980392,1610612753,37,26,2023-01-22T01:19:15Z,1550000,False,78.0,239.0,1,right,MISS J. Suggs 25' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2023-01-22T00:36:08.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,37,26,2023-01-22T00:36:13Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Right Center,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2023-01-22T00:36:21.4Z,1,REGULAR,period,end,[],0,,,1610612753,37,26,2023-01-22T00:36:21Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-01-22T00:36:32.4Z,2,REGULAR,substitution,out,['startperiod'],1630591,,,1610612753,37,26,2023-01-22T00:38:55Z,1580000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-01-22T00:36:32.4Z,2,REGULAR,substitution,in,['startperiod'],1629626,,,1610612753,37,26,2023-01-22T00:38:55Z,1590000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-01-22T00:38:58.0Z,2,REGULAR,period,start,[],0,,,1610612753,37,26,2023-01-22T00:38:58Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M48.00S,2023-01-22T00:39:08.8Z,2,REGULAR,3pt,Jump Shot,[],1629021,74.1622864651774,14.950980392156865,1610612753,37,26,2023-01-22T00:39:16Z,1610000,False,-175.0,190.0,1,right,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
166,PT11M43.00S,2023-01-22T00:39:13.8Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,37,26,2023-01-22T00:39:16Z,1620000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,165.0,5.0,5.0,0.0,,,,,,,,,,,,,,
167,PT11M34.00S,2023-01-22T00:39:23.2Z,2,REGULAR,3pt,Jump Shot,[],1630166,31.586727989487514,26.470588235294116,1610612764,37,26,2023-01-22T00:42:07Z,1630000,False,118.0,244.0,1,left,MISS D. Avdija 27' pullup 3PT,[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,,,,,,,,,,,,,,,,,
168,PT11M31.00S,2023-01-22T00:39:26.2Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,37,26,2023-01-22T00:39:26Z,1640000,False,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,,,
