actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-17T00:10:50.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-17T00:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2022-11-17T00:10:50.9Z,1,REGULAR,jumpball,recovered,[],1628398,,,1610612764,0,0,2022-11-17T00:10:50Z,40000,False,,,0,,Jump Ball K. Porzingis vs. A. Pokusevski: Tip to K. Kuzma,"[1628398, 204001, 1630197]",1610612764.0,WAS,startperiod,K. Kuzma,1628398.0,Kuzma,K. Kuzma,Porzingis,204001.0,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-11-17T00:10:58.5Z,1,REGULAR,2pt,Jump Shot,[],203078,82.7365308804205,16.911764705882355,1610612764,2,0,2022-11-17T00:11:26Z,70000,False,-165.0,110.0,1,right,B. Beal 19' step back Jump Shot (2 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left,19.85,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M15.00S,2022-11-17T00:11:26.6Z,1,REGULAR,turnover,lost ball,[],1629652,,,1610612760,2,0,2022-11-17T00:11:30Z,80000,False,,,0,,L. Dort lost ball TURNOVER (1 TO),"[1629652, 203078]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,1.0,Beal,203078.0,,,,,,,,,,,,,,
9,PT11M15.00S,2022-11-17T00:11:26.6Z,1,REGULAR,steal,,[],203078,,,1610612764,2,0,2022-11-17T00:11:28Z,90000,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
10,PT11M08.00S,2022-11-17T00:11:33.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204001,67.23061760840999,22.794117647058822,1610612764,2,0,2022-11-17T00:11:39Z,100000,False,-136.0,256.0,1,right,MISS K. Porzingis 28' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,28.94,Missed,,,,,,,,,,,,,,,,,,
11,PT11M04.00S,2022-11-17T00:11:37.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,2,0,2022-11-17T00:11:39Z,110000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M48.00S,2022-11-17T00:11:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630197,29.77989487516426,15.196078431372548,1610612760,2,3,2022-11-17T00:11:57Z,120000,False,174.0,227.0,1,left,A. Pokusevski 28' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1630197, 1628983]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,28.63,Made,3.0,,,,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,
14,PT10M34.00S,2022-11-17T00:12:07.3Z,1,REGULAR,3pt,Jump Shot,[],1628420,82.60512483574244,96.81372549019608,1610612764,2,3,2022-11-17T00:12:13Z,140000,False,234.0,111.0,1,right,MISS M. Morris 25' 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
15,PT10M30.00S,2022-11-17T00:12:11.3Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,2,3,2022-11-17T00:12:13Z,150000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M20.00S,2022-11-17T00:12:24.2Z,1,REGULAR,turnover,traveling,[],1628983,,,1610612760,2,3,2022-11-17T00:12:30Z,160000,False,,,0,,S. Gilgeous-Alexander traveling TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,,,,1.0,,,,,,,,,,1662.0,,,,,,
17,PT10M06.00S,2022-11-17T00:12:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,90.22667542706965,59.55882352941176,1610612764,2,3,2022-11-17T00:12:56Z,170000,False,48.0,39.0,1,right,MISS D. Avdija 6' driving finger roll Layup,[1630166],1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
18,PT10M03.00S,2022-11-17T00:12:53.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,2,3,2022-11-17T00:12:56Z,180000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,
19,PT09M58.00S,2022-11-17T00:12:58.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,11.514454664914586,45.09803921568628,1610612760,2,3,2022-11-17T00:13:44Z,190000,False,25.0,56.0,1,left,MISS J. Giddey 6' running Layup,[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.09,Missed,,,,,,,,,,,,,,,,,,
