actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
90,PT04M31.00S,2023-03-11T00:23:46.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628381,93.47897503285151,49.01960784313726,1610612737,18,15,2023-03-11T00:27:36Z,900000,False,-5.0,9.0,1,right,J. Collins running DUNK (2 PTS) (D. Murray 3 AST),"[1628381, 1627749]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,,,,,D. Murray,1627749.0,3.0,,,,,,,,,
92,PT04M31.00S,2023-03-11T00:23:49.2Z,1,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612737,18,15,2023-03-11T00:24:35Z,920000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Collins 1 FT),"[1630166, 1628381]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,1627962.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Collins,1628381.0,,
94,PT04M31.00S,2023-03-11T00:24:13.0Z,1,REGULAR,substitution,out,[],1628420,,,1610612737,18,15,2023-03-11T00:25:13Z,940000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M31.00S,2023-03-11T00:24:13.0Z,1,REGULAR,substitution,out,[],203991,,,1610612737,18,15,2023-03-11T00:25:13Z,950000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M31.00S,2023-03-11T00:24:13.0Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,18,15,2023-03-11T00:25:13Z,960000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2023-03-11T00:24:13.0Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,18,15,2023-03-11T00:25:13Z,970000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2023-03-11T00:24:36.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628381,,,1610612737,18,16,2023-03-11T00:24:36Z,980000,False,,,0,,J. Collins Free Throw 1 of 1 (3 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
99,PT04M11.00S,2023-03-11T00:24:48.1Z,1,REGULAR,2pt,Jump Shot,[],203078,23.308147174770042,53.431372549019606,1610612764,20,16,2023-03-11T00:24:54Z,990000,False,-17.0,167.0,1,left,B. Beal 16' step back Jump Shot (6 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,Mid-Range,16-24 Center,16.75,Made,6.0,,,,,,,,,,,,,,,,
100,PT03M49.00S,2023-03-11T00:25:09.5Z,1,REGULAR,2pt,Jump Shot,[],1630168,76.92181340341656,56.127450980392155,1610612737,20,16,2023-03-11T00:25:14Z,1000000,False,31.0,164.0,1,right,MISS O. Okongwu 16' Jump Shot,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Mid-Range,16-24 Center,16.72,Missed,,,,,,,,,,,,,,,,,
101,PT03M47.00S,2023-03-11T00:25:11.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,20,16,2023-03-11T00:25:14Z,1010000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Mid-Range,16-24 Center,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,
102,PT03M41.00S,2023-03-11T00:25:20.4Z,1,REGULAR,foul,personal,[],1630168,,,1610612764,20,16,2023-03-11T00:30:35Z,1020000,False,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 204001]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,202041.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,0.0,Porzingis,204001.0,,
104,PT03M41.00S,2023-03-11T00:25:28.4Z,1,REGULAR,substitution,out,[],1627749,,,1610612764,20,16,2023-03-11T00:25:49Z,1040000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M41.00S,2023-03-11T00:25:28.4Z,1,REGULAR,substitution,out,[],1629631,,,1610612764,20,16,2023-03-11T00:25:49Z,1050000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M41.00S,2023-03-11T00:25:28.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612764,20,16,2023-03-11T00:25:49Z,1060000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M41.00S,2023-03-11T00:25:28.4Z,1,REGULAR,substitution,in,[],1629027,,,1610612764,20,16,2023-03-11T00:25:49Z,1070000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M41.00S,2023-03-11T00:25:28.4Z,1,REGULAR,substitution,in,[],1630552,,,1610612764,20,16,2023-03-11T00:25:49Z,1080000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M41.00S,2023-03-11T00:25:28.4Z,1,REGULAR,substitution,in,[],1630180,,,1610612764,20,16,2023-03-11T00:25:49Z,1090000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M27.00S,2023-03-11T00:26:18.2Z,1,REGULAR,3pt,Jump Shot,[],203078,33.163600525624176,45.09803921568627,1610612764,20,16,2023-03-11T00:26:23Z,1110000,False,25.0,259.0,1,left,MISS B. Beal 26' step back 3PT,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,
112,PT03M26.00S,2023-03-11T00:26:19.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,20,16,2023-03-11T00:26:30Z,1120000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,Above the Break 3,24+ Center,,,,111.0,,,,,,,,,,,,,,,
114,PT03M11.00S,2023-03-11T00:26:40.2Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612737,20,16,2023-03-11T00:26:48Z,1140000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Okongwu 2 FT),"[204001, 1630168]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,1627962.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Okongwu,1630168.0,,
116,PT03M11.00S,2023-03-11T00:27:05.6Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,20,16,2023-03-11T00:27:25Z,1160000,False,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
117,PT03M11.00S,2023-03-11T00:27:05.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,20,16,2023-03-11T00:27:25Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,
118,PT03M11.00S,2023-03-11T00:27:05.6Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,20,16,2023-03-11T00:27:25Z,1180000,False,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
119,PT03M09.00S,2023-03-11T00:27:07.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,20,16,2023-03-11T00:27:25Z,1190000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,118.0,5.0,5.0,0.0,,,,,,,,,,,,
121,PT02M56.00S,2023-03-11T00:27:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,20,16,2023-03-11T00:27:53Z,1210000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M56.00S,2023-03-11T00:27:55.7Z,1,REGULAR,substitution,out,[],203078,,,1610612764,20,16,2023-03-11T00:30:23Z,1220000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M56.00S,2023-03-11T00:27:55.7Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,20,16,2023-03-11T00:30:23Z,1230000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M49.00S,2023-03-11T00:30:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,33.03219448094612,75.73529411764706,1610612764,20,16,2023-03-11T00:30:55Z,1240000,False,-129.0,258.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Above the Break 3,24+ Left Center,28.83,Missed,,,,,,,,,,,,,,,,,
125,PT02M45.00S,2023-03-11T00:30:54.9Z,1,REGULAR,rebound,offensive,[],1626153,,,1610612764,20,16,2023-03-11T00:30:55Z,1250000,False,,,0,,D. Wright REBOUND (Off:1 Def:0),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,Above the Break 3,24+ Left Center,,,,124.0,1.0,0.0,1.0,,,,,,,,,,,,
126,PT02M43.00S,2023-03-11T00:30:56.5Z,1,REGULAR,turnover,lost ball,[],204001,,,1610612764,20,16,2023-03-11T00:31:01Z,1260000,False,,,0,,K. Porzingis lost ball TURNOVER (2 TO),"[204001, 1630552]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,Johnson,1630552.0,,,,,,
127,PT02M43.00S,2023-03-11T00:30:56.5Z,1,REGULAR,steal,,[],1630552,,,1610612737,20,16,2023-03-11T00:30:59Z,1270000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
128,PT02M36.00S,2023-03-11T00:31:03.7Z,1,REGULAR,turnover,lost ball,[],203992,,,1610612737,20,16,2023-03-11T00:31:08Z,1280000,False,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[203992, 1626153]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Wright,1626153.0,,,,,,
129,PT02M36.00S,2023-03-11T00:31:03.7Z,1,REGULAR,steal,,[],1626153,,,1610612764,20,16,2023-03-11T00:31:07Z,1290000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
130,PT02M30.00S,2023-03-11T00:31:10.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,33.55781865965835,75.49019607843138,1610612764,20,16,2023-03-11T00:31:16Z,1300000,False,-127.0,263.0,1,left,MISS C. Kispert 29' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Above the Break 3,24+ Left Center,29.22,Missed,,,,,,,,,,,,,,,,,
131,PT02M24.00S,2023-03-11T00:31:16.1Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,20,16,2023-03-11T00:31:16Z,1310000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Left Center,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,
132,PT02M16.00S,2023-03-11T00:31:25.9Z,1,REGULAR,foul,personal,[],204001,,,1610612737,20,16,2023-03-11T00:32:34Z,1320000,False,,,0,,K. Porzingis personal FOUL (2 PF),"[204001, 1630168]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,200833.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Okongwu,1630168.0,,
134,PT02M16.00S,2023-03-11T00:31:33.4Z,1,REGULAR,substitution,out,[],204001,,,1610612737,20,16,2023-03-11T00:31:37Z,1340000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M16.00S,2023-03-11T00:31:33.4Z,1,REGULAR,substitution,in,[],1629655,,,1610612737,20,16,2023-03-11T00:31:37Z,1350000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M13.00S,2023-03-11T00:31:48.6Z,1,REGULAR,3pt,Jump Shot,[],203992,73.89947437582128,82.1078431372549,1610612737,20,16,2023-03-11T00:31:58Z,1360000,False,161.0,193.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,
137,PT02M05.00S,2023-03-11T00:31:56.6Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,20,16,2023-03-11T00:31:58Z,1370000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Right Center,,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,
138,PT02M05.00S,2023-03-11T00:31:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,94.40999984741211,50.0,1610612737,20,16,2023-03-11T00:31:56Z,1380000,False,0.0,0.0,1,right,MISS J. Johnson tip Layup,[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,
139,PT02M03.00S,2023-03-11T00:31:57.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,20,16,2023-03-11T00:31:57Z,1390000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Mid-Range,8-16 Left,,,,138.0,2.0,2.0,0.0,,,,,,,,,,,,
140,PT01M49.00S,2023-03-11T00:32:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.4881734559789805,45.58823529411765,1610612764,22,16,2023-03-11T00:32:16Z,1400000,False,22.0,8.0,1,left,D. Gafford Layup (4 PTS) (D. Avdija 1 AST),"[1629655, 1630166]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Restricted Area,0-8 Center,2.37,Made,4.0,,,,,D. Avdija,1630166.0,1.0,,,,,,,,,
142,PT01M37.00S,2023-03-11T00:32:24.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,92.16491458607096,95.09803921568627,1610612737,22,19,2023-03-11T00:32:29Z,1420000,False,225.0,21.0,1,right,T. Young 3PT  (5 PTS) (B. Bogdanovic 1 AST),"[1629027, 203992]",1610612737.0,ATL,,,,Young,T. Young,,,,,,Right Corner 3,24+ Right,22.65,Made,5.0,,,,,B. Bogdanovic,203992.0,1.0,,,,,,,,,
144,PT01M22.00S,2023-03-11T00:32:40.6Z,1,REGULAR,3pt,Jump Shot,[],1630166,11.218791064388967,3.4313725490196134,1610612764,25,19,2023-03-11T00:32:45Z,1440000,False,233.0,53.0,1,left,D. Avdija 3PT  (3 PTS) (D. Wright 1 AST),"[1630166, 1626153]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Right Corner 3,24+ Right,23.88,Made,3.0,,,,,D. Wright,1626153.0,1.0,,,,,,,,,
146,PT01M03.00S,2023-03-11T00:32:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.82194480946123,52.69607843137255,1610612737,25,21,2023-03-11T00:33:04Z,1460000,False,13.0,15.0,1,right,J. Johnson driving Layup (2 PTS) (T. Young 2 AST),"[1630552, 1629027]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,,,,,T. Young,1629027.0,2.0,,,,,,,,,
147,PT00M58.90S,2023-03-11T00:33:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,7.013797634691201,53.67647058823529,1610612764,27,21,2023-03-11T00:33:09Z,1470000,False,-18.0,13.0,1,left,C. Kispert driving Layup (2 PTS) (D. Avdija 2 AST),"[1630557, 1630166]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,,Restricted Area,0-8 Center,2.28,Made,2.0,,,,,D. Avdija,1630166.0,2.0,,,,,,,,,
149,PT00M46.80S,2023-03-11T00:33:18.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,65.62089356110381,65.68627450980392,1610612737,27,21,2023-03-11T00:37:17Z,1490000,False,78.0,271.0,1,right,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,Above the Break 3,24+ Center,28.18,Missed,,,,,,,,,,,,,,,,,
150,PT00M46.80S,2023-03-11T00:33:18.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,27,21,2023-03-11T00:33:32Z,1500000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Above the Break 3,24+ Center,,,,149.0,3.0,3.0,0.0,,,,,,,,,,,,
152,PT00M34.80S,2023-03-11T00:33:30.3Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,27,21,2023-03-11T00:33:35Z,1510000,False,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1630168]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,Okongwu,1630168.0,,,,,,
153,PT00M34.80S,2023-03-11T00:33:30.3Z,1,REGULAR,steal,,[],1630168,,,1610612737,27,21,2023-03-11T00:34:01Z,1520000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
154,PT00M30.60S,2023-03-11T00:33:34.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630180,83.88633377135349,2.6960784313725554,1610612737,27,24,2023-03-11T00:37:36Z,1530000,False,-237.0,99.0,1,right,S. Bey 25' 3PT running (3 PTS) (J. Johnson 1 AST),"[1630180, 1630552]",1610612737.0,ATL,running,,,Bey,S. Bey,,,,,,Above the Break 3,24+ Left Center,25.64,Made,3.0,,,,,J. Johnson,1630552.0,1.0,,,,,,,,,
156,PT00M09.80S,2023-03-11T00:34:00.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630166,6.225361366622863,49.50980392156863,1610612764,29,24,2023-03-11T00:34:09Z,1550000,False,2.0,6.0,1,left,D. Avdija driving DUNK (5 PTS) (D. Wright 2 AST),"[1630166, 1626153]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,,Restricted Area,0-8 Center,0.65,Made,5.0,,,,,D. Wright,1626153.0,2.0,,,,,,,,,
158,PT00M01.10S,2023-03-11T00:34:15.6Z,1,REGULAR,2pt,Jump Shot,[],1629027,87.56570302233902,32.1078431372549,1610612737,29,24,2023-03-11T00:37:48Z,1570000,False,-89.0,64.0,1,right,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,Mid-Range,8-16 Left,11.03,Missed,,,,,,,,,,,,,,,,,
159,PT00M01.10S,2023-03-11T00:34:15.6Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,29,24,2023-03-11T00:34:23Z,1580000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Mid-Range,8-16 Left,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,
160,PT00M00.00S,2023-03-11T00:34:19.8Z,1,REGULAR,period,end,[],0,,,1610612764,29,24,2023-03-11T00:34:19Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-11T00:34:28.1Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612764,29,24,2023-03-11T00:36:52Z,1600000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-03-11T00:34:28.1Z,2,REGULAR,substitution,out,['startperiod'],1630168,,,1610612764,29,24,2023-03-11T00:36:52Z,1610000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-03-11T00:34:28.1Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612764,29,24,2023-03-11T00:36:52Z,1620000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-03-11T00:34:28.1Z,2,REGULAR,substitution,in,['startperiod'],203991,,,1610612764,29,24,2023-03-11T00:36:52Z,1630000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-03-11T00:37:06.3Z,2,REGULAR,period,start,[],0,,,1610612737,29,24,2023-03-11T00:37:06Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2023-03-11T00:37:19.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,87.56570302233902,50.98039215686275,1610612737,29,24,2023-03-11T00:39:15Z,1650000,False,5.0,64.0,1,right,MISS B. Bogdanovic 6' driving floating Shot,[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,
167,PT11M42.00S,2023-03-11T00:37:23.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,29,24,2023-03-11T00:37:25Z,1660000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,In The Paint (Non-RA),0-8 Center,,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,
168,PT11M37.00S,2023-03-11T00:37:28.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626153,9.641918528252305,49.754901960784316,1610612764,31,24,2023-03-11T00:39:37Z,1670000,False,1.0,38.0,1,left,D. Wright running finger roll Layup (2 PTS),[1626153],1610612764.0,WAS,running finger roll,,,Wright,D. Wright,,,,,,Restricted Area,0-8 Center,3.81,Made,2.0,,,,,,,,,,,,,,,,
169,PT11M29.00S,2023-03-11T00:37:35.5Z,2,REGULAR,2pt,Jump Shot,[],1630552,88.74835742444152,79.41176470588235,1610612737,31,24,2023-03-11T00:39:55Z,1680000,False,147.0,53.0,1,right,MISS J. Johnson 15' Jump Shot,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Mid-Range,8-16 Right,15.65,Missed,,,,,,,,,,,,,,,,,
170,PT11M26.00S,2023-03-11T00:37:38.5Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,31,24,2023-03-11T00:37:41Z,1690000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Mid-Range,8-16 Right,,,,169.0,3.0,3.0,0.0,,,,,,,,,,,,
171,PT11M21.00S,2023-03-11T00:37:43.8Z,2,REGULAR,3pt,Jump Shot,[],1626153,26.987516425755587,15.441176470588232,1610612764,31,24,2023-03-11T00:37:53Z,1700000,False,173.0,201.0,1,left,MISS D. Wright 26' 3PT,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,
172,PT11M19.00S,2023-03-11T00:37:45.8Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,31,24,2023-03-11T00:37:53Z,1710000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Above the Break 3,24+ Right Center,,,,171.0,3.0,2.0,1.0,,,,,,,,,,,,
173,PT11M12.00S,2023-03-11T00:37:54.2Z,2,REGULAR,3pt,Jump Shot,[],203992,90.71944809461235,3.1862745098039227,1610612737,31,24,2023-03-11T00:38:01Z,1720000,False,-234.0,35.0,1,right,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,
174,PT11M08.00S,2023-03-11T00:37:58.2Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,31,24,2023-03-11T00:38:01Z,1730000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Left Corner 3,24+ Left,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,
175,PT10M54.00S,2023-03-11T00:38:11.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,17.263469119579497,53.18627450980392,1610612764,31,24,2023-03-11T00:40:58Z,1740000,False,-16.0,110.0,1,left,MISS D. Avdija 11' driving floating Shot,[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,,In The Paint (Non-RA),8-16 Center,11.09,Missed,,,,,,,,,,,,,,,,,
176,PT10M51.00S,2023-03-11T00:38:14.7Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,31,24,2023-03-11T00:38:16Z,1750000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,In The Paint (Non-RA),8-16 Center,,,,175.0,4.0,3.0,1.0,,,,,,,,,,,,
