actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
71,PT05M57.00S,2023-03-11T00:19:44.8Z,1,REGULAR,substitution,out,[],1628398,,,1610612737,16,13,2023-03-11T00:21:57Z,710000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2023-03-11T00:19:44.8Z,1,REGULAR,substitution,out,[],1629655,,,1610612737,16,13,2023-03-11T00:21:57Z,720000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2023-03-11T00:19:44.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,16,13,2023-03-11T00:21:57Z,730000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2023-03-11T00:19:44.8Z,1,REGULAR,substitution,in,[],1630166,,,1610612737,16,13,2023-03-11T00:21:57Z,740000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2023-03-11T00:19:44.8Z,1,REGULAR,substitution,in,[],1630557,,,1610612737,16,13,2023-03-11T00:21:57Z,750000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M57.00S,2023-03-11T00:19:44.8Z,1,REGULAR,substitution,in,[],203992,,,1610612737,16,13,2023-03-11T00:21:57Z,760000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M50.00S,2023-03-11T00:22:12.4Z,1,REGULAR,foul,offensive,[],203991,,,1610612737,16,13,2023-03-11T00:30:32Z,770000,False,,,0,,C. Capela offensive FOUL (1 PF),"[203991, 1628420]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,200833.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,0.0,Morris,1628420.0,,
79,PT05M50.00S,2023-03-11T00:22:12.4Z,1,REGULAR,turnover,offensive foul,[],203991,,,1610612737,16,13,2023-03-11T00:22:12Z,790000,False,,,0,,C. Capela offensive foul TURNOVER (2 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,200833.0,Above the Break 3,24+ Center,,,,,,,,,,,2.0,,,,,,,,
80,PT05M27.00S,2023-03-11T00:22:49.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",204001,5.831143232588701,49.26470588235294,1610612764,18,13,2023-03-11T00:22:58Z,800000,False,4.0,2.0,1,left,K. Porzingis DUNK (6 PTS) (B. Beal 2 AST),"[204001, 203078]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Restricted Area,0-8 Center,0.44,Made,6.0,,,,,B. Beal,203078.0,2.0,,,,,,,,,
82,PT05M12.00S,2023-03-11T00:23:03.2Z,1,REGULAR,2pt,Jump Shot,[],1629631,74.29369250985545,48.0392156862745,1610612737,18,13,2023-03-11T00:23:08Z,820000,False,-10.0,189.0,1,right,MISS D. Hunter 18' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,Mid-Range,16-24 Center,18.94,Missed,,,,,,,,,,,,,,,,,
83,PT05M09.00S,2023-03-11T00:23:06.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,18,13,2023-03-11T00:23:08Z,830000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Mid-Range,16-24 Center,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,
84,PT05M02.00S,2023-03-11T00:23:13.1Z,1,REGULAR,3pt,Jump Shot,[],1628420,25.936268068331145,16.42156862745098,1610612764,18,13,2023-03-11T00:26:33Z,840000,False,168.0,191.0,1,left,MISS M. Morris 25' step back 3PT,[1628420],1610612764.0,WAS,step back,,,Morris,M. Morris,,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2023-03-11T00:23:16.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,18,13,2023-03-11T00:23:18Z,850000,False,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Above the Break 3,24+ Right Center,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,
86,PT04M52.00S,2023-03-11T00:23:23.2Z,1,REGULAR,3pt,Jump Shot,[],1628381,67.19776609724047,45.833333333333336,1610612737,18,13,2023-03-11T00:23:29Z,860000,False,-21.0,256.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,
87,PT04M48.00S,2023-03-11T00:23:27.2Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,18,13,2023-03-11T00:23:29Z,870000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,Above the Break 3,24+ Center,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,
88,PT04M35.00S,2023-03-11T00:23:40.8Z,1,REGULAR,turnover,lost ball,[],204001,,,1610612764,18,13,2023-03-11T00:23:47Z,880000,False,,,0,,K. Porzingis lost ball TURNOVER (1 TO),"[204001, 1627749]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Murray,1627749.0,,,,,,
89,PT04M35.00S,2023-03-11T00:23:40.8Z,1,REGULAR,steal,,[],1627749,,,1610612737,18,13,2023-03-11T00:23:43Z,890000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
