actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
19,PT10M34.00S,2023-03-09T00:12:48.6Z,1,REGULAR,3pt,Jump Shot,[],204001,9.773324572930349,2.6960784313725554,1610612764,5,6,2023-03-09T00:12:55Z,190000,False,237.0,39.0,1,left,K. Porzingis 3PT  (3 PTS) (K. Kuzma 1 AST),"[204001, 1628398]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Right Corner 3,24+ Right,23.98,Made,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
21,PT10M22.00S,2023-03-09T00:13:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.04664914586071,58.33333333333333,1610612737,5,8,2023-03-09T00:14:03Z,210000,False,42.0,116.0,1,right,T. Young 12' driving floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,12.35,Made,6.0,,,,,,,,,,,,,,,,,
22,PT10M11.00S,2023-03-09T00:13:11.8Z,1,REGULAR,3pt,Jump Shot,[],203078,7.013797634691201,96.32352941176471,1610612764,5,8,2023-03-09T00:13:17Z,220000,False,-232.0,13.0,1,left,MISS B. Beal 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2023-03-09T00:13:15.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,5,8,2023-03-09T00:13:17Z,230000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
24,PT10M03.00S,2023-03-09T00:13:20.2Z,1,REGULAR,3pt,Jump Shot,[],1628381,72.32260183968462,18.382352941176478,1610612737,5,11,2023-03-09T00:13:26Z,240000,False,-158.0,208.0,1,right,J. Collins 26' 3PT  (3 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,26.1,Made,3.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
26,PT09M38.00S,2023-03-09T00:13:45.1Z,1,REGULAR,3pt,Jump Shot,[],1628398,29.221419185282528,15.441176470588232,1610612764,5,11,2023-03-09T00:13:50Z,260000,False,173.0,222.0,1,left,MISS K. Kuzma 28' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2023-03-09T00:13:49.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,5,11,2023-03-09T00:13:50Z,270000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,26.0,2.0,2.0,0.0,,
28,PT09M28.00S,2023-03-09T00:13:54.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,74.4250985545335,12.009803921568633,1610612737,5,14,2023-03-09T00:14:00Z,280000,False,-190.0,188.0,1,right,J. Collins 26' 3PT  (6 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,26.72,Made,6.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
30,PT09M26.00S,2023-03-09T00:14:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,5,14,2023-03-09T00:14:03Z,300000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2023-03-09T00:17:17.7Z,1,REGULAR,2pt,Jump Shot,[],204001,6.619579500657039,75.49019607843138,1610612764,7,14,2023-03-09T00:17:23Z,310000,False,-127.0,10.0,1,left,K. Porzingis 12' pullup Jump Shot (5 PTS) (B. Beal 1 AST),"[204001, 203078]",1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,12.79,Made,5.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,
35,PT08M42.00S,2023-03-09T00:17:48.1Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612737,7,14,2023-03-09T00:17:54Z,350000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Capela 2 FT),"[204001, 203991]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,1.0,0.0,Capela,203991.0,,,,,,
37,PT08M42.00S,2023-03-09T00:18:09.2Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,7,15,2023-03-09T00:26:01Z,370000,False,,,0,,C. Capela Free Throw 1 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2023-03-09T00:18:21.9Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,7,16,2023-03-09T00:26:01Z,380000,False,,,0,,C. Capela Free Throw 2 of 2 (2 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M31.00S,2023-03-09T00:18:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,6.8823915900131425,46.81372549019608,1610612764,7,16,2023-03-09T00:18:47Z,390000,False,16.0,12.0,1,left,MISS K. Porzingis cutting Layup - blocked,"[204001, 1628381]",1610612764.0,WAS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
40,PT08M31.00S,2023-03-09T00:18:38.6Z,1,REGULAR,block,,[],1628381,,,1610612764,7,16,2023-03-09T00:18:42Z,400000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M27.00S,2023-03-09T00:18:42.6Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,7,16,2023-03-09T00:18:47Z,410000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,39.0,1.0,0.0,1.0,,
42,PT08M22.00S,2023-03-09T00:18:47.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],204001,21.862680683311424,29.65686274509804,1610612764,9,16,2023-03-09T00:19:06Z,420000,False,102.0,153.0,1,left,K. Porzingis 18' pullup Jump Shot (7 PTS) (D. Gafford 1 AST),"[204001, 1629655]",1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,18.37,Made,7.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,,
43,PT08M11.00S,2023-03-09T00:18:58.9Z,1,REGULAR,2pt,Jump Shot,[],1629027,78.89290407358739,28.92156862745098,1610612737,9,18,2023-03-09T00:19:09Z,430000,False,-105.0,146.0,1,right,T. Young 18' pullup Jump Shot (8 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,18.0,Made,8.0,,,,,,,,,,,,,,,,,
45,PT07M50.00S,2023-03-09T00:19:19.6Z,1,REGULAR,2pt,Jump Shot,[],203078,9.904730617608408,67.40196078431373,1610612764,11,18,2023-03-09T00:19:31Z,440000,False,-87.0,41.0,1,left,B. Beal 9' fadeaway bank Jump Shot (4 PTS),[203078],1610612764.0,WAS,fadeaway bank,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,9.6,Made,4.0,,,,,,,,,,,,,,,,,
46,PT07M43.00S,2023-03-09T00:19:27.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,90.8508541392904,33.08823529411765,1610612737,11,18,2023-03-09T00:22:16Z,450000,False,-85.0,34.0,1,right,MISS D. Murray 9' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,9.1,Missed,,,,,,,,,,,,,,,,,,
47,PT07M43.00S,2023-03-09T00:19:27.6Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,11,18,2023-03-09T00:19:34Z,460000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,
48,PT07M33.00S,2023-03-09T00:19:37.2Z,1,REGULAR,3pt,Jump Shot,[],204001,32.24375821287779,44.85294117647059,1610612764,14,18,2023-03-09T00:19:42Z,470000,False,26.0,251.0,1,left,K. Porzingis 25' 3PT  (10 PTS) (D. Gafford 2 AST),"[204001, 1629655]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,25.19,Made,10.0,D. Gafford,1629655.0,2.0,,,,,,,,,,,,,,
50,PT07M19.00S,2023-03-09T00:19:50.5Z,1,REGULAR,3pt,Jump Shot,[],1628381,93.08475689881735,94.8529411764706,1610612737,14,18,2023-03-09T00:19:58Z,490000,False,224.0,13.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,22.46,Missed,,,,,,,,,,,,,,,,,,
51,PT07M16.00S,2023-03-09T00:19:54.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,14,18,2023-03-09T00:19:54Z,500000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,50.0,1.0,0.0,1.0,,
52,PT07M14.00S,2023-03-09T00:19:55.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,89.6681997371879,53.18627450980392,1610612737,14,18,2023-03-09T00:20:01Z,510000,False,16.0,45.0,1,right,MISS C. Capela turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,,,,
53,PT07M14.00S,2023-03-09T00:19:55.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,14,18,2023-03-09T00:20:01Z,520000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,
54,PT07M00.00S,2023-03-09T00:20:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.619579500657039,45.34313725490197,1610612764,16,18,2023-03-09T00:20:14Z,530000,False,23.0,10.0,1,left,K. Kuzma driving Layup (2 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,,,,,,,,,,,,,,,,,
55,PT06M45.00S,2023-03-09T00:20:25.2Z,1,REGULAR,2pt,Jump Shot,[],1629631,80.86399474375821,70.09803921568627,1610612737,16,20,2023-03-09T00:20:30Z,540000,False,100.0,127.0,1,right,D. Hunter 16' pullup Jump Shot (2 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,16.23,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
57,PT06M32.00S,2023-03-09T00:20:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.802233902759525,40.44117647058824,1610612764,16,20,2023-03-09T00:20:42Z,560000,False,48.0,21.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
58,PT06M29.00S,2023-03-09T00:20:41.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,16,20,2023-03-09T00:20:42Z,570000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,57.0,3.0,3.0,0.0,,
59,PT06M24.00S,2023-03-09T00:20:45.7Z,1,REGULAR,2pt,Jump Shot,[],1629631,82.83508541392904,78.92156862745098,1610612737,16,22,2023-03-09T00:20:54Z,580000,False,145.0,109.0,1,right,D. Hunter 18' step back Jump Shot (4 PTS),[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,18.1,Made,4.0,,,,,,,,,,,,,,,,,
60,PT06M00.00S,2023-03-09T00:21:10.2Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,16,22,2023-03-09T00:21:20Z,590000,False,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 1629027]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2.0,Young,1629027.0,,,,,,,,,,,
61,PT06M00.00S,2023-03-09T00:21:10.2Z,1,REGULAR,steal,,[],1629027,,,1610612737,16,22,2023-03-09T00:21:11Z,600000,False,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
62,PT05M54.00S,2023-03-09T00:21:16.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629631,93.61038107752957,48.529411764705884,1610612737,16,24,2023-03-09T00:21:25Z,610000,False,-7.0,8.0,1,right,D. Hunter driving DUNK (6 PTS) (T. Young 3 AST),"[1629631, 1629027]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.06,Made,6.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
64,PT05M36.00S,2023-03-09T00:21:34.1Z,1,REGULAR,turnover,lost ball,[],1629655,,,1610612764,16,24,2023-03-09T00:21:42Z,630000,False,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 203991]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Capela,203991.0,,,,,,,,,,,
65,PT05M36.00S,2023-03-09T00:21:34.1Z,1,REGULAR,steal,,[],203991,,,1610612737,16,24,2023-03-09T00:30:43Z,640000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT05M29.00S,2023-03-09T00:21:40.4Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,16,24,2023-03-09T00:21:44Z,650000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628398]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Kuzma,1628398.0,,,,,,,,,,,
67,PT05M29.00S,2023-03-09T00:21:40.4Z,1,REGULAR,steal,,[],1628398,,,1610612764,16,24,2023-03-09T00:21:42Z,660000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT05M23.00S,2023-03-09T00:21:46.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626153,5.962549277266746,48.0392156862745,1610612764,18,24,2023-03-09T00:27:51Z,670000,False,10.0,4.0,1,left,D. Wright running Layup (2 PTS) (K. Kuzma 2 AST),"[1626153, 1628398]",1610612764.0,WAS,running,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,,
70,PT05M09.00S,2023-03-09T00:22:00.2Z,1,REGULAR,2pt,Jump Shot,[],1629631,80.6011826544021,67.15686274509804,1610612737,18,24,2023-03-09T00:22:06Z,690000,False,86.0,130.0,1,right,MISS D. Hunter 15' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,15.56,Missed,,,,,,,,,,,,,,,,,,
71,PT05M07.00S,2023-03-09T00:22:02.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,18,24,2023-03-09T00:22:06Z,700000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,
72,PT04M57.00S,2023-03-09T00:22:13.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,29.48423127463863,24.019607843137265,1610612764,18,24,2023-03-09T00:22:20Z,710000,False,130.0,225.0,1,left,MISS K. Kuzma 25' step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
73,PT04M51.00S,2023-03-09T00:22:19.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,18,24,2023-03-09T00:22:20Z,720000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,
75,PT04M49.00S,2023-03-09T00:22:21.4Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,18,24,2023-03-09T00:23:56Z,740000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1626153]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Wright,1626153.0,,,,,,,,,,,
76,PT04M49.00S,2023-03-09T00:22:21.4Z,1,REGULAR,steal,,[],1626153,,,1610612764,18,24,2023-03-09T01:07:13Z,750000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
77,PT04M44.00S,2023-03-09T00:22:26.9Z,1,REGULAR,turnover,lost ball,[],1626153,,,1610612764,18,24,2023-03-09T00:22:30Z,760000,False,,,0,,D. Wright lost ball TURNOVER (1 TO),"[1626153, 1627749]",1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Murray,1627749.0,,,,,,,,,,,
78,PT04M44.00S,2023-03-09T00:22:26.9Z,1,REGULAR,steal,,[],1627749,,,1610612737,18,24,2023-03-09T00:22:28Z,770000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
79,PT04M38.00S,2023-03-09T00:22:32.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629027,94.13600525624179,51.96078431372549,1610612737,18,26,2023-03-09T00:30:34Z,780000,False,10.0,3.0,1,right,T. Young running Layup (10 PTS) (D. Murray 2 AST),"[1629027, 1627749]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.01,Made,10.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
80,PT04M17.00S,2023-03-09T00:22:52.7Z,1,REGULAR,2pt,Jump Shot,[],203078,20.942838370565042,39.21568627450981,1610612764,20,26,2023-03-09T00:22:57Z,790000,False,54.0,144.0,1,left,B. Beal 15' pullup Jump Shot (6 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Mid-Range,8-16 Center,15.41,Made,6.0,,,,,,,,,,,,,,,,,
81,PT04M16.00S,2023-03-09T00:22:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,20,26,2023-03-09T00:22:58Z,800000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M16.00S,2023-03-09T00:22:59.0Z,1,REGULAR,substitution,out,[],1629655,,,1610612737,20,26,2023-03-09T00:25:46Z,810000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M16.00S,2023-03-09T00:22:59.0Z,1,REGULAR,substitution,out,[],1628398,,,1610612737,20,26,2023-03-09T00:25:46Z,820000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M16.00S,2023-03-09T00:22:59.0Z,1,REGULAR,substitution,out,[],1626153,,,1610612737,20,26,2023-03-09T00:25:46Z,830000,False,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M16.00S,2023-03-09T00:22:59.0Z,1,REGULAR,substitution,out,[],203991,,,1610612737,20,26,2023-03-09T00:25:46Z,840000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
