actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-07T00:11:09.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-07T00:11:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-07T00:11:11.6Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2023-02-07T00:11:11Z,40000,False,,,0,,Jump Ball J. Allen vs. K. Porzingis: Tip to E. Mobley,"[1630596, 1628386, 204001]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-02-07T00:11:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,10.5946123521682,60.29411764705882,1610612739,0,0,2023-02-07T00:11:52Z,70000,False,-51.0,47.0,1,left,MISS E. Mobley 6' cutting Layup - blocked,"[1630596, 1629655]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.98,Missed,Gafford,1629655.0,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-02-07T00:11:24.3Z,1,REGULAR,block,,[],1629655,,,1610612739,0,0,2023-02-07T00:11:27Z,80000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-02-07T00:11:27.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,0,0,2023-02-07T00:11:30Z,90000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M29.00S,2023-02-07T00:11:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.19776609724047,52.94117647058824,1610612764,0,0,2023-02-07T00:11:43Z,100000,False,15.0,21.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 1628386]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.55,Missed,Allen,1628386.0,,,,,,,,,,,,,,,,
11,PT11M29.00S,2023-02-07T00:11:39.0Z,1,REGULAR,block,,[],1628386,,,1610612764,0,0,2023-02-07T00:11:41Z,110000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M26.00S,2023-02-07T00:11:42.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,0,0,2023-02-07T00:11:43Z,120000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M24.00S,2023-02-07T00:11:44.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,30.305519053876477,75.49019607843137,1610612739,0,3,2023-02-07T00:13:51Z,130000,False,-127.0,232.0,1,left,D. Mitchell 26' 3PT running pullup (3 PTS) (D. Garland 1 AST),"[1628378, 1629636]",1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.51,Made,,,,,,,3.0,D. Garland,1629636.0,1.0,,,,,,,,
15,PT11M00.00S,2023-02-07T00:12:07.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,71.04139290407359,71.56862745098039,1610612764,0,3,2023-02-07T00:12:12Z,150000,False,108.0,220.0,1,right,MISS C. Kispert 24' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,24.47,Missed,,,,,,,,,,,,,,,,,,
16,PT10M57.00S,2023-02-07T00:12:10.9Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,0,3,2023-02-07T00:12:12Z,160000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,
17,PT10M56.00S,2023-02-07T00:12:12.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,67.88764783180025,42.15686274509804,1610612764,0,3,2023-02-07T00:12:15Z,170000,False,-39.0,249.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
18,PT10M54.00S,2023-02-07T00:12:14.0Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,3,2023-02-07T00:12:15Z,180000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M46.00S,2023-02-07T00:12:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.389618922470433,56.61764705882353,1610612739,0,5,2023-02-07T00:12:25Z,190000,False,-33.0,8.0,1,left,D. Mitchell driving Layup (5 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,,,5.0,,,,,,,,,,,
