actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
81,PT05M06.00S,2023-04-09T17:24:26.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.06241787122208,49.01960784313726,1610612745,28,16,2023-04-09T17:24:33Z,800000,False,-5.0,41.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,4.12,Missed,,,,,,,,,,,,,
82,PT05M06.00S,2023-04-09T17:24:28.2Z,1,REGULAR,rebound,offensive,[],1630528,,,1610612745,28,16,2023-04-09T17:24:28Z,810000,False,,,0,,J. Christopher REBOUND (Off:1 Def:0),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,81.0,1.0,0.0,1.0,,,,,,
84,PT05M06.00S,2023-04-09T17:24:33.7Z,1,REGULAR,substitution,out,[],1641645,,,1610612745,28,16,2023-04-09T17:24:50Z,830000,False,,,0,,SUB out: X. Cooks,[1641645],1610612764.0,WAS,,,,Cooks,X. Cooks,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2023-04-09T17:24:33.7Z,1,REGULAR,substitution,out,[],1630557,,,1610612745,28,16,2023-04-09T17:24:50Z,840000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2023-04-09T17:24:33.7Z,1,REGULAR,substitution,in,[],1630264,,,1610612745,28,16,2023-04-09T17:24:50Z,850000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2023-04-09T17:24:33.7Z,1,REGULAR,substitution,in,[],1631245,,,1610612745,28,16,2023-04-09T17:24:50Z,860000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612764.0,WAS,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M59.00S,2023-04-09T17:24:52.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,74.29369250985545,51.22549019607843,1610612745,28,16,2023-04-09T17:25:01Z,870000,False,6.0,189.0,1,right,MISS J. Green 18' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,18.92,Missed,,,,,,,,,,,,,
89,PT04M57.00S,2023-04-09T17:24:54.0Z,1,REGULAR,rebound,defensive,[],1630225,,,1610612764,28,16,2023-04-09T19:21:59Z,880000,False,,,0,,I. Todd REBOUND (Off:0 Def:2),[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,Mid-Range,16-24 Center,,,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,
90,PT04M48.00S,2023-04-09T17:25:03.4Z,1,REGULAR,3pt,Jump Shot,[],1631098,29.747043363994734,22.303921568627445,1610612764,28,16,2023-04-09T17:25:09Z,890000,False,138.0,227.0,1,left,MISS J. Davis 26' 3PT,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,26.6,Missed,,,,,,,,,,,,,
91,PT04M45.00S,2023-04-09T17:25:06.4Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,28,16,2023-04-09T17:25:09Z,900000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,90.0,2.0,2.0,0.0,,,,,,
92,PT04M37.00S,2023-04-09T17:25:14.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631095,86.25164257555848,58.33333333333333,1610612745,28,18,2023-04-09T17:25:18Z,910000,False,42.0,77.0,1,right,J. Smith Jr. 8' Hook (7 PTS) (J. Christopher 1 AST),"[1631095, 1630528]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.73,Made,7.0,,,,,,,J. Christopher,1630528.0,1.0,,,
95,PT04M20.00S,2023-04-09T17:25:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630692,17.526281208935615,94.6078431372549,1610612764,31,18,2023-04-09T17:25:53Z,940000,False,-223.0,112.0,1,left,J. Goodwin 24' 3PT  (11 PTS) (Q. Jackson 1 AST),"[1630692, 1631245]",1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,24.96,Made,11.0,,,,,,,Q. Jackson,1631245.0,1.0,,,
97,PT04M11.00S,2023-04-09T17:25:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,90.32522996057818,51.470588235294116,1610612745,31,20,2023-04-09T17:26:03Z,960000,False,7.0,38.0,1,right,K. Martin Jr. cutting Layup (2 PTS) (J. Green 1 AST),"[1630231, 1630224]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,3.91,Made,2.0,,,,,,,J. Green,1630224.0,1.0,,,
99,PT03M54.00S,2023-04-09T17:26:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,10.430354796320628,45.34313725490197,1610612764,33,20,2023-04-09T17:26:19Z,980000,False,23.0,46.0,1,left,A. Gill driving Layup (2 PTS) (Q. Jackson 2 AST),"[1630264, 1631245]",1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.11,Made,2.0,,,,,,,Q. Jackson,1631245.0,2.0,,,
101,PT03M41.00S,2023-04-09T17:26:28.0Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,33,20,2023-04-09T17:26:34Z,1000000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1630692]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Goodwin,1630692.0
102,PT03M41.00S,2023-04-09T17:26:28.0Z,1,REGULAR,steal,,[],1630692,,,1610612764,33,20,2023-04-09T17:26:56Z,1010000,False,,,0,,J. Goodwin STEAL (2 STL),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
103,PT03M36.00S,2023-04-09T17:26:33.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631245,8.327858081471746,50.0,1610612764,35,20,2023-04-09T17:31:04Z,1020000,False,0.0,26.0,1,left,Q. Jackson running Layup (2 PTS),[1631245],1610612764.0,WAS,running,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,,,,2.58,Made,2.0,,,,,,,,,,,,
104,PT03M36.00S,2023-04-09T17:26:38.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,35,20,2023-04-09T17:26:38Z,1030000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M36.00S,2023-04-09T17:26:39.9Z,1,REGULAR,substitution,out,[],1630692,,,1610612745,35,20,2023-04-09T17:28:58Z,1040000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M36.00S,2023-04-09T17:26:39.9Z,1,REGULAR,substitution,out,[],1630231,,,1610612745,35,20,2023-04-09T17:28:58Z,1050000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M36.00S,2023-04-09T17:26:39.9Z,1,REGULAR,substitution,in,[],1629134,,,1610612745,35,20,2023-04-09T17:28:58Z,1060000,False,,,0,,SUB in: K. Nunn,[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M36.00S,2023-04-09T17:26:39.9Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,35,20,2023-04-09T17:28:58Z,1070000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2023-04-09T17:29:41.5Z,1,REGULAR,foul,personal,['2freethrow'],1631245,,,1610612745,35,20,2023-04-09T17:29:52Z,1080000,False,,,0,,Q. Jackson shooting personal FOUL (1 PF) (Green 2 FT),"[1631245, 1630224]",1610612764.0,WAS,shooting,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),0-8 Center,2715.0,1.0,0.0,Green,1630224.0,,,,,,,,,,,,,,,
112,PT03M23.00S,2023-04-09T17:30:04.3Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,35,21,2023-04-09T17:30:04Z,1100000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
113,PT03M23.00S,2023-04-09T17:30:16.4Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,35,22,2023-04-09T17:30:16Z,1110000,False,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
114,PT03M07.00S,2023-04-09T17:30:35.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630225,13.18988173455979,48.774509803921575,1610612764,35,22,2023-04-09T17:30:40Z,1120000,False,6.0,71.0,1,left,MISS I. Todd 7' Hook,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.18,Missed,,,,,,,,,,,,,
115,PT03M05.00S,2023-04-09T17:30:37.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,35,22,2023-04-09T17:30:40Z,1130000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,
116,PT02M58.00S,2023-04-09T17:30:47.7Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612745,35,22,2023-04-09T17:30:56Z,1140000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Sengun 2 FT),"[1630264, 1630578]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,202901.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
118,PT02M58.00S,2023-04-09T17:31:13.4Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,35,23,2023-04-09T17:31:13Z,1160000,False,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
119,PT02M58.00S,2023-04-09T17:31:14.4Z,1,REGULAR,substitution,out,[],1630528,,,1610612745,35,23,2023-04-09T17:31:29Z,1170000,False,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M58.00S,2023-04-09T17:31:14.4Z,1,REGULAR,substitution,in,[],1630227,,,1610612745,35,23,2023-04-09T17:31:29Z,1180000,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M58.00S,2023-04-09T17:31:36.3Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,35,24,2023-04-09T17:31:36Z,1190000,False,,,0,,A. Sengun Free Throw 2 of 2 (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
122,PT02M42.00S,2023-04-09T17:31:54.1Z,1,REGULAR,3pt,Jump Shot,[],1631098,30.404073587385014,78.43137254901961,1610612764,35,24,2023-04-09T17:31:59Z,1200000,False,-142.0,233.0,1,left,MISS J. Davis 27' 3PT,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,27.32,Missed,,,,,,,,,,,,,
123,PT02M38.00S,2023-04-09T17:31:58.1Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,35,24,2023-04-09T17:31:59Z,1210000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,
124,PT02M30.00S,2023-04-09T17:32:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,87.0400788436268,48.774509803921575,1610612745,35,24,2023-04-09T17:32:10Z,1220000,False,-6.0,69.0,1,right,MISS A. Sengun 6' Layup,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.96,Missed,,,,,,,,,,,,,
125,PT02M26.00S,2023-04-09T17:32:09.6Z,1,REGULAR,rebound,defensive,[],1630225,,,1610612764,35,24,2023-04-09T17:32:10Z,1230000,False,,,0,,I. Todd REBOUND (Off:0 Def:3),[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,124.0,3.0,3.0,0.0,,,,,,
126,PT02M24.00S,2023-04-09T17:32:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631245,8.065045992115643,50.73529411764706,1610612764,37,24,2023-04-09T17:32:38Z,1240000,False,-4.0,23.0,1,left,Q. Jackson running Layup (4 PTS),[1631245],1610612764.0,WAS,running,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,,,,2.36,Made,4.0,,,,,,,,,,,,
127,PT02M13.00S,2023-04-09T17:32:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,87.9599211563732,46.568627450980394,1610612745,37,24,2023-04-09T17:32:28Z,1250000,False,-17.0,61.0,1,right,MISS J. Green 6' driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.31,Missed,,,,,,,,,,,,,
128,PT02M10.00S,2023-04-09T17:32:25.4Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,37,24,2023-04-09T17:32:28Z,1260000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,127.0,2.0,1.0,1.0,,,,,,
129,PT02M09.00S,2023-04-09T17:32:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,89.79960578186596,51.470588235294116,1610612745,37,24,2023-04-09T17:32:32Z,1270000,False,7.0,43.0,1,right,MISS J. Smith Jr. tip Layup,[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,4.4,Missed,,,,,,,,,,,,,
130,PT02M09.00S,2023-04-09T17:32:26.2Z,1,REGULAR,rebound,defensive,[],1629134,,,1610612764,37,24,2023-04-09T17:32:32Z,1280000,False,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,
131,PT02M05.00S,2023-04-09T17:32:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631098,10.167542706964511,49.26470588235294,1610612764,37,24,2023-04-09T17:32:35Z,1290000,False,4.0,43.0,1,left,MISS J. Davis Layup,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,4.33,Missed,,,,,,,,,,,,,
132,PT02M05.00S,2023-04-09T17:32:30.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,37,24,2023-04-09T17:32:35Z,1300000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,131.0,3.0,2.0,1.0,,,,,,
134,PT01M47.00S,2023-04-09T17:32:54.3Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,37,24,2023-04-09T17:33:30Z,1320000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M47.00S,2023-04-09T17:32:54.3Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,37,24,2023-04-09T17:33:30Z,1330000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M47.00S,2023-04-09T17:32:54.3Z,1,REGULAR,substitution,in,[],1626163,,,1610612745,37,24,2023-04-09T17:33:30Z,1340000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612745.0,HOU,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M47.00S,2023-04-09T17:32:54.3Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,37,24,2023-04-09T17:36:15Z,1355000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M28.00S,2023-04-09T17:33:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,87.9599211563732,52.205882352941174,1610612745,37,26,2023-04-09T18:13:15Z,1360000,False,11.0,61.0,1,right,D. Nix 6' driving Layup (2 PTS),[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.17,Made,2.0,,,,,,,,,,,,
141,PT01M07.00S,2023-04-09T17:33:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629134,19.103153745072277,59.55882352941176,1610612764,39,26,2023-04-09T17:38:50Z,1390000,False,-48.0,127.0,1,left,K. Nunn 13' pullup Jump Shot (2 PTS) (A. Gill 1 AST),"[1629134, 1630264]",1610612764.0,WAS,pullup,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.58,Made,2.0,,,,,,,A. Gill,1630264.0,1.0,,,
142,PT00M55.20S,2023-04-09T17:34:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,88.87976346911958,52.450980392156865,1610612745,39,26,2023-04-09T17:34:15Z,1400000,False,12.0,52.0,1,right,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.34,Missed,,,,,,,,,,,,,
143,PT00M52.50S,2023-04-09T17:34:12.9Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,39,26,2023-04-09T17:45:45Z,1410000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,142.0,3.0,2.0,1.0,,,,,,
144,PT00M50.40S,2023-04-09T17:34:17.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,92.55913272010513,48.529411764705884,1610612745,39,28,2023-04-09T18:13:59Z,1420000,False,-7.0,17.0,1,right,T. Eason tip Layup (2 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,1.89,Made,2.0,,,,,,,,,,,,
145,PT00M47.30S,2023-04-09T17:34:30.1Z,1,REGULAR,turnover,lost ball,[],1631098,,,1610612764,39,28,2023-04-09T17:47:28Z,1430000,False,,,0,,J. Davis lost ball TURNOVER (1 TO),"[1631098, 1630586]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Garuba,1630586.0
146,PT00M47.30S,2023-04-09T17:34:30.1Z,1,REGULAR,steal,,[],1630586,,,1610612745,39,28,2023-04-09T17:47:28Z,1440000,False,,,0,,U. Garuba STEAL (1 STL),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M36.30S,2023-04-09T17:34:34.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626163,69.82588699080158,80.14705882352942,1610612745,39,31,2023-04-09T17:34:39Z,1450000,False,151.0,231.0,1,right,F. Kaminsky 27' 3PT  (3 PTS) (T. Eason 1 AST),"[1626163, 1631106]",1610612745.0,HOU,,,,Kaminsky,F. Kaminsky,,,,,Above the Break 3,24+ Right Center,,,,,,27.59,Made,3.0,,,,,,,T. Eason,1631106.0,1.0,,,
149,PT00M29.30S,2023-04-09T17:34:48.0Z,1,REGULAR,2pt,Jump Shot,[],1629134,23.308147174770042,45.58823529411765,1610612764,39,31,2023-04-09T17:34:51Z,1470000,False,22.0,167.0,1,left,MISS K. Nunn 16' pullup Shot,[1629134],1610612764.0,WAS,pullup,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Center,,,,,,16.81,Missed,,,,,,,,,,,,,
150,PT00M26.90S,2023-04-09T17:34:50.4Z,1,REGULAR,rebound,defensive,[],1626163,,,1610612745,39,31,2023-04-09T17:34:51Z,1480000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:1),[1626163],1610612745.0,HOU,,,,Kaminsky,F. Kaminsky,,,,,Mid-Range,16-24 Center,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,
151,PT00M10.00S,2023-04-09T17:35:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,86.7772667542707,50.0,1610612745,39,31,2023-04-09T17:35:22Z,1490000,False,0.0,72.0,1,right,MISS J. Green 7' Layup - blocked,"[1630224, 1629134]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.18,Missed,,Nunn,1629134.0,,,,,,,,,,
152,PT00M10.00S,2023-04-09T17:35:10.3Z,1,REGULAR,block,,[],1629134,,,1610612745,39,31,2023-04-09T17:35:13Z,1500000,False,,,0,,K. Nunn BLOCK (1 BLK),[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M10.00S,2023-04-09T17:35:10.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,39,31,2023-04-09T17:35:22Z,1510000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,151.0,,,,,,,,,
154,PT00M00.50S,2023-04-09T17:35:29.2Z,1,REGULAR,3pt,Jump Shot,[],1631098,31.32391590013141,75.98039215686275,1610612764,39,31,2023-04-09T17:35:49Z,1520000,False,-130.0,242.0,1,left,MISS J. Davis 27' 3PT,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,27.46,Missed,,,,,,,,,,,,,
155,PT00M00.50S,2023-04-09T17:35:29.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,31,2023-04-09T17:35:49Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,154.0,,,,,,,,,
157,PT00M00.00S,2023-04-09T17:36:33.0Z,1,REGULAR,period,end,[],0,,,1610612764,39,31,2023-04-09T17:36:33Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-04-09T17:37:23.4Z,2,REGULAR,substitution,out,['startperiod'],1631098,,,1610612764,39,31,2023-04-09T17:37:58Z,1550000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-04-09T17:37:23.4Z,2,REGULAR,substitution,out,['startperiod'],1630225,,,1610612764,39,31,2023-04-09T17:37:58Z,1560000,False,,,0,,SUB out: I. Todd,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-04-09T17:37:23.4Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612764,39,31,2023-04-09T17:37:58Z,1570000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-04-09T17:37:23.4Z,2,REGULAR,substitution,in,['startperiod'],1641645,,,1610612764,39,31,2023-04-09T17:37:58Z,1580000,False,,,0,,SUB in: X. Cooks,[1641645],1610612764.0,WAS,,,,Cooks,X. Cooks,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-04-09T17:37:23.4Z,2,REGULAR,substitution,in,['startperiod'],1630692,,,1610612764,39,31,2023-04-09T17:37:58Z,1590000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-04-09T17:37:23.4Z,2,REGULAR,substitution,in,['startperiod'],1631102,,,1610612764,39,31,2023-04-09T17:37:58Z,1600000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-04-09T17:38:10.3Z,2,REGULAR,period,start,[],0,,,1610612764,39,31,2023-04-09T17:38:10Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M48.00S,2023-04-09T17:38:21.7Z,2,REGULAR,3pt,Jump Shot,[],1631245,30.535479632063073,24.019607843137265,1610612764,39,31,2023-04-09T17:38:30Z,1620000,False,130.0,235.0,1,left,MISS Q. Jackson 26' 3PT,[1631245],1610612764.0,WAS,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,26.81,Missed,,,,,,,,,,,,,
167,PT11M46.00S,2023-04-09T17:38:23.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,31,2023-04-09T17:43:18Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,166.0,,,,,,,,,
