actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
519,PT11M26.00S,2022-11-21T00:50:48.6Z,4,REGULAR,foul,offensive,[],1630208,,,1610612766,80,79,2022-11-21T00:50:56Z,5110000,False,,,0,,N. Richards offensive FOUL (2 PF),"[1630208, 1630692]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1628172.0,,,,,,,2.0,0.0,Goodwin,1630692.0
521,PT11M26.00S,2022-11-21T00:50:48.6Z,4,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,80,79,2022-11-21T00:50:48Z,5130000,False,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1628172.0,1.0,,,,,,,,,
522,PT11M11.00S,2022-11-21T00:51:13.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,75.24638633377135,91.66666666666666,1610612764,83,79,2022-11-21T00:51:19Z,5140000,False,208.0,180.0,1,right,K. Kuzma 27' 3PT step back (23 PTS),[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,27.54,Made,23.0,,,,,,,,,,,,,,,,,
523,PT10M47.00S,2022-11-21T00:51:37.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,8.754927726675426,50.73529411764706,1610612766,83,79,2022-11-21T00:58:47Z,5150000,False,-4.0,30.0,1,left,MISS N. Richards cutting DUNK - blocked,"[1630208, 203115]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,Barton,203115.0,,,,,,,,,,,,
524,PT10M47.00S,2022-11-21T00:51:37.8Z,4,REGULAR,block,,[],203115,,,1610612766,83,79,2022-11-21T00:51:40Z,5160000,False,,,0,,W. Barton BLOCK (2 BLK),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
525,PT10M45.00S,2022-11-21T00:51:39.8Z,4,REGULAR,rebound,offensive,[],1630208,,,1610612766,83,79,2022-11-21T00:51:49Z,5170000,False,,,0,,N. Richards REBOUND (Off:4 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,523.0,,,9.0,5.0,4.0,,,,,,
526,PT10M43.00S,2022-11-21T00:51:42.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,10.463206307490145,59.80392156862745,1610612766,83,81,2022-11-21T00:59:03Z,5180000,False,-49.0,46.0,1,left,N. Richards 6' putback Layup (9 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,6.71,Made,9.0,,,,,,,,,,,,,,,,,
527,PT10M27.00S,2022-11-21T00:51:57.8Z,4,REGULAR,3pt,Jump Shot,[],1628398,78.26872536136662,92.15686274509804,1610612764,83,81,2022-11-21T00:52:03Z,5190000,False,211.0,152.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
528,PT10M24.00S,2022-11-21T00:52:00.8Z,4,REGULAR,rebound,offensive,[],201959,,,1610612764,83,81,2022-11-21T00:52:03Z,5200000,False,,,0,,T. Gibson REBOUND (Off:1 Def:0),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,527.0,,,1.0,0.0,1.0,,,,,,
529,PT10M20.00S,2022-11-21T00:52:05.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630692,79.188567674113,5.392156862745098,1610612764,86,81,2022-11-21T00:59:49Z,5210000,False,-223.0,143.0,1,right,J. Goodwin 26' 3PT pullup (5 PTS) (W. Barton 2 AST),"[1630692, 203115]",1610612764.0,WAS,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,26.5,Made,5.0,W. Barton,203115.0,2.0,,,,,,,,,,,,,,
531,PT10M04.00S,2022-11-21T00:52:22.2Z,4,REGULAR,2pt,Jump Shot,[],202330,25.57490144546649,45.09803921568628,1610612766,86,81,2022-11-21T00:52:26Z,5230000,False,25.0,188.0,1,left,MISS G. Hayward 18' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,18.95,Missed,,,,,,,,,,,,,,,,,,
532,PT10M00.00S,2022-11-21T00:52:26.2Z,4,REGULAR,rebound,defensive,[],201959,,,1610612764,86,81,2022-11-21T00:52:26Z,5240000,False,,,0,,T. Gibson REBOUND (Off:1 Def:1),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Mid-Range,16-24 Center,,,,,,,,,531.0,,,2.0,1.0,1.0,,,,,,
533,PT09M48.00S,2022-11-21T00:52:36.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,91.80354796320631,50.98039215686274,1610612764,88,81,2022-11-21T01:00:36Z,5250000,False,5.0,25.0,1,right,K. Kuzma driving Layup (25 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.5,Made,25.0,,,,,,,,,,,,,,,,,
534,PT09M44.00S,2022-11-21T00:52:44.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,88,81,2022-11-21T00:52:44Z,5260000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M44.00S,2022-11-21T00:52:51.1Z,4,REGULAR,substitution,out,[],1629667,,,1610612766,88,81,2022-11-21T00:55:25Z,5270000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M44.00S,2022-11-21T00:52:51.1Z,4,REGULAR,substitution,in,[],1628372,,,1610612766,88,81,2022-11-21T00:55:34Z,5290000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M32.00S,2022-11-21T00:55:49.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,19.004599211563733,43.38235294117647,1610612766,88,83,2022-11-21T00:56:35Z,5300000,False,33.0,126.0,1,left,G. Hayward 13' pullup Jump Shot (16 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,13.04,Made,16.0,,,,,,,,,,,,,,,,,
539,PT09M13.00S,2022-11-21T00:56:07.6Z,4,REGULAR,3pt,Jump Shot,[],1630557,67.62483574244416,64.95098039215686,1610612764,88,83,2022-11-21T00:56:12Z,5310000,False,75.0,252.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,26.27,Missed,,,,,,,,,,,,,,,,,,
540,PT09M11.00S,2022-11-21T00:56:09.6Z,4,REGULAR,rebound,defensive,[],202330,,,1610612766,88,83,2022-11-21T00:56:12Z,5320000,False,,,0,,G. Hayward REBOUND (Off:1 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,,,,539.0,,,5.0,4.0,1.0,,,,,,
541,PT09M06.00S,2022-11-21T00:56:19.2Z,4,REGULAR,foul,personal,['2freethrow'],201959,,,1610612766,88,83,2022-11-21T00:56:24Z,5330000,False,,,0,,T. Gibson shooting personal FOUL (2 PF) (Richards 2 FT),"[201959, 1630208]",1610612764.0,WAS,shooting,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628172.0,,,,,,,2.0,0.0,Richards,1630208.0
543,PT09M06.00S,2022-11-21T00:56:50.6Z,4,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,88,84,2022-11-21T00:56:50Z,5350000,False,,,0,,N. Richards Free Throw 1 of 2 (10 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
544,PT09M06.00S,2022-11-21T00:56:51.3Z,4,REGULAR,substitution,out,[],201959,,,1610612766,88,84,2022-11-21T00:56:59Z,5360000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M06.00S,2022-11-21T00:56:51.3Z,4,REGULAR,substitution,out,[],1630557,,,1610612766,88,84,2022-11-21T00:56:59Z,5370000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT09M06.00S,2022-11-21T00:56:51.3Z,4,REGULAR,substitution,in,[],204001,,,1610612766,88,84,2022-11-21T00:56:59Z,5380000,False,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M06.00S,2022-11-21T00:56:51.3Z,4,REGULAR,substitution,in,[],203078,,,1610612766,88,84,2022-11-21T00:56:59Z,5390000,False,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M06.00S,2022-11-21T00:57:13.6Z,4,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,88,85,2022-11-21T00:57:13Z,5400000,False,,,0,,N. Richards Free Throw 2 of 2 (11 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
549,PT08M52.00S,2022-11-21T00:57:31.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,86.41590013140605,51.470588235294116,1610612764,90,85,2022-11-21T01:02:18Z,5410000,False,7.0,75.0,1,right,K. Kuzma 7' turnaround Hook (27 PTS),[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,27.0,,,,,,,,,,,,,,,,,
550,PT08M52.00S,2022-11-21T00:57:33.7Z,4,REGULAR,foul,personal,['1freethrow'],202330,,,1610612764,90,85,2022-11-21T00:57:39Z,5420000,False,,,0,,G. Hayward shooting personal FOUL (2 PF) (Kuzma 1 FT),"[202330, 1628398]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,,,,,,,2.0,0.0,Kuzma,1628398.0
552,PT08M52.00S,2022-11-21T00:58:00.7Z,4,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,91,85,2022-11-21T00:58:00Z,5440000,False,,,0,,K. Kuzma Free Throw 1 of 1 (28 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
553,PT08M32.00S,2022-11-21T00:58:22.0Z,4,REGULAR,3pt,Jump Shot,[],1628372,7.30946123521682,98.2843137254902,1610612766,91,85,2022-11-21T00:58:26Z,5450000,False,-241.0,16.0,1,left,MISS D. Smith Jr. 24' 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Left Corner 3,24+ Left,24.19,Missed,,,,,,,,,,,,,,,,,,
554,PT08M29.00S,2022-11-21T00:58:25.0Z,4,REGULAR,rebound,defensive,[],203115,,,1610612764,91,85,2022-11-21T00:58:26Z,5460000,False,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Left Corner 3,24+ Left,,,,,,,,,553.0,,,1.0,1.0,0.0,,,,,,
555,PT08M18.00S,2022-11-21T00:58:35.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,81.2910643889619,64.2156862745098,1610612764,91,85,2022-11-21T00:58:39Z,5470000,False,71.0,123.0,1,right,MISS B. Beal 14' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,14.24,Missed,,,,,,,,,,,,,,,,,,
556,PT08M15.00S,2022-11-21T00:58:38.6Z,4,REGULAR,rebound,offensive,[],204001,,,1610612764,91,85,2022-11-21T00:58:39Z,5480000,False,,,0,,K. Porzingis REBOUND (Off:3 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,555.0,,,5.0,2.0,3.0,,,,,,
557,PT08M15.00S,2022-11-21T00:58:39.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612764,93,85,2022-11-21T00:58:39Z,5490000,False,0.0,0.0,1,right,K. Porzingis tip Layup (10 PTS),[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
558,PT08M08.00S,2022-11-21T00:58:46.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,12.434296977660972,53.431372549019606,1610612766,93,85,2022-11-21T01:03:54Z,5500000,False,-17.0,64.0,1,left,MISS N. Richards 6' cutting Layup,[1630208],1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
559,PT08M04.00S,2022-11-21T00:58:50.1Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,93,85,2022-11-21T00:58:52Z,5510000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:7),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,558.0,,,8.0,7.0,1.0,,,,,,
560,PT08M00.00S,2022-11-21T00:58:54.3Z,4,REGULAR,2pt,Jump Shot,[],203078,95.3515111695138,87.74509803921569,1610612764,93,85,2022-11-21T00:59:02Z,5520000,False,189.0,-9.0,1,right,MISS B. Beal 18' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right,18.89,Missed,,,,,,,,,,,,,,,,,,
561,PT07M57.00S,2022-11-21T00:58:57.5Z,4,REGULAR,rebound,offensive,[],1630692,,,1610612764,93,85,2022-11-21T00:58:57Z,5530000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Right,,,,,,,,,560.0,,,2.0,1.0,1.0,,,,,,
562,PT07M55.00S,2022-11-21T00:58:59.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,65.78515111695138,49.26470588235294,1610612764,93,85,2022-11-21T00:59:06Z,5540000,False,-4.0,269.0,1,right,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
563,PT07M55.00S,2022-11-21T00:58:59.1Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,93,85,2022-11-21T00:59:06Z,5550000,False,,,0,,N. Richards REBOUND (Off:4 Def:6),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,,562.0,,,10.0,6.0,4.0,,,,,,
564,PT07M46.00S,2022-11-21T00:59:09.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,7.835085413929041,56.86274509803921,1610612766,93,85,2022-11-21T01:05:26Z,5560000,False,-34.0,21.0,1,left,MISS N. Richards cutting Layup,[1630208],1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
566,PT07M45.00S,2022-11-21T00:59:10.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,93,85,2022-11-21T00:59:23Z,5580000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,564.0,,,,,,,,,,,
568,PT07M45.00S,2022-11-21T00:59:15.7Z,4,REGULAR,substitution,out,[],1628398,,,1610612766,93,85,2022-11-21T00:59:27Z,5600000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M45.00S,2022-11-21T00:59:15.7Z,4,REGULAR,substitution,out,[],1629023,,,1610612766,93,85,2022-11-21T00:59:27Z,5610000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M45.00S,2022-11-21T00:59:15.7Z,4,REGULAR,substitution,in,[],1630166,,,1610612766,93,85,2022-11-21T00:59:27Z,5620000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M45.00S,2022-11-21T00:59:15.7Z,4,REGULAR,substitution,in,[],1630539,,,1610612766,93,85,2022-11-21T00:59:27Z,5630000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M42.00S,2022-11-21T00:59:41.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202330,6.258212877792378,83.82352941176471,1610612766,93,85,2022-11-21T00:59:50Z,5640000,False,-169.0,6.0,1,left,MISS G. Hayward 16' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left,16.92,Missed,,,,,,,,,,,,,,,,,,
573,PT07M36.00S,2022-11-21T00:59:47.3Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,93,85,2022-11-21T00:59:50Z,5650000,False,,,0,,D. Avdija REBOUND (Off:2 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left,,,,,,,,,572.0,,,9.0,7.0,2.0,,,,,,
574,PT07M34.00S,2022-11-21T00:59:48.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630692,93.64323258869908,59.80392156862745,1610612764,93,85,2022-11-21T00:59:54Z,5660000,False,49.0,7.0,1,right,MISS J. Goodwin running Layup - blocked,"[1630692, 1628372]",1610612764.0,WAS,running,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,Smith Jr.,1628372.0,,,,,,,,,,,,
575,PT07M34.00S,2022-11-21T00:59:48.4Z,4,REGULAR,block,,[],1628372,,,1610612764,93,85,2022-11-21T00:59:51Z,5670000,False,,,0,,D. Smith Jr. BLOCK (2 BLK),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
576,PT07M34.00S,2022-11-21T00:59:48.4Z,4,REGULAR,rebound,offensive,[],1630166,,,1610612764,93,85,2022-11-21T00:59:54Z,5680000,False,,,0,,D. Avdija REBOUND (Off:3 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,574.0,,,10.0,7.0,3.0,,,,,,
577,PT07M24.00S,2022-11-21T00:59:58.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],204001,66.96780551905388,47.794117647058826,1610612764,93,85,2022-11-21T01:00:02Z,5690000,False,-11.0,258.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,25.82,Missed,,,,,,,,,,,,,,,,,,
578,PT07M21.00S,2022-11-21T01:00:01.3Z,4,REGULAR,rebound,defensive,[],1630539,,,1610612766,93,85,2022-11-21T01:00:02Z,5700000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,577.0,,,1.0,1.0,0.0,,,,,,
580,PT07M12.00S,2022-11-21T01:00:13.2Z,4,REGULAR,foul,personal,[],1630692,,,1610612766,93,85,2022-11-21T01:00:53Z,5720000,False,,,0,,J. Goodwin personal FOUL (2 PF),"[1630692, 202330]",1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Right,,,,,,,,,,101284.0,,,,,,,2.0,0.0,Hayward,202330.0
583,PT07M12.00S,2022-11-21T01:00:22.6Z,4,REGULAR,substitution,out,[],1630208,,,1610612766,93,85,2022-11-21T01:00:53Z,5750000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M12.00S,2022-11-21T01:00:22.6Z,4,REGULAR,substitution,in,[],203486,,,1610612766,93,85,2022-11-21T01:00:53Z,5760000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M01.00S,2022-11-21T01:00:56.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,12.040078843626807,51.470588235294116,1610612766,93,85,2022-11-21T01:09:50Z,5770000,False,-7.0,61.0,1,left,MISS G. Hayward 6' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,,
586,PT07M01.00S,2022-11-21T01:01:05.6Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,93,85,2022-11-21T01:01:05Z,5780000,False,,,0,,M. Plumlee REBOUND (Off:3 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,585.0,,,6.0,3.0,3.0,,,,,,
587,PT07M01.00S,2022-11-21T01:01:05.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,5.590000152587891,50.0,1610612766,93,85,2022-11-21T01:01:05Z,5790000,False,0.0,0.0,1,left,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
588,PT07M01.00S,2022-11-21T01:01:06.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,93,85,2022-11-21T01:01:06Z,5800000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,587.0,,,,,,,,,,,
589,PT07M01.00S,2022-11-21T01:01:07.9Z,4,REGULAR,foul,personal,[],204001,,,1610612766,93,85,2022-11-21T01:10:33Z,5810000,False,,,0,,K. Porzingis loose ball personal FOUL (4 PF),"[204001, 203486]",1610612764.0,WAS,loose ball,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200833.0,,,,,,,4.0,1.0,Plumlee,203486.0
591,PT06M53.00S,2022-11-21T01:01:30.7Z,4,REGULAR,foul,personal,['2freethrow'],203078,,,1610612766,93,85,2022-11-21T01:01:36Z,5830000,False,,,0,,B. Beal shooting personal FOUL (4 PF) (Hayward 2 FT),"[203078, 202330]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,,,,,,,4.0,0.0,Hayward,202330.0
593,PT06M53.00S,2022-11-21T01:01:52.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],202330,,,1610612766,93,86,2022-11-21T01:01:52Z,5850000,False,,,0,,G. Hayward Free Throw 1 of 2 (17 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
594,PT06M53.00S,2022-11-21T01:01:53.1Z,4,REGULAR,substitution,out,[],1626179,,,1610612766,93,86,2022-11-21T01:01:57Z,5860000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M53.00S,2022-11-21T01:01:53.1Z,4,REGULAR,substitution,in,[],1629667,,,1610612766,93,86,2022-11-21T01:01:57Z,5870000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M53.00S,2022-11-21T01:02:12.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],202330,,,1610612766,93,87,2022-11-21T01:02:12Z,5880000,False,,,0,,G. Hayward Free Throw 2 of 2 (18 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
597,PT06M34.00S,2022-11-21T01:02:33.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.46057818659659,51.71568627450981,1610612764,93,87,2022-11-21T01:02:40Z,5890000,False,9.0,18.0,1,right,MISS B. Beal reverse Layup,[203078],1610612764.0,WAS,reverse,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
598,PT06M32.00S,2022-11-21T01:02:35.4Z,4,REGULAR,rebound,offensive,[],204001,,,1610612764,93,87,2022-11-21T01:02:35Z,5900000,False,,,0,,K. Porzingis REBOUND (Off:4 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,597.0,,,6.0,2.0,4.0,,,,,,
599,PT06M32.00S,2022-11-21T01:02:36.9Z,4,REGULAR,turnover,bad pass,[],204001,,,1610612764,93,87,2022-11-21T01:02:43Z,5910000,False,,,0,,K. Porzingis bad pass TURNOVER (4 TO),"[204001, 1630539]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,,,,Jones,1630539.0,,,,
600,PT06M32.00S,2022-11-21T01:02:36.9Z,4,REGULAR,steal,,[],1630539,,,1610612766,93,87,2022-11-21T01:02:39Z,5920000,False,,,0,,K. Jones STEAL (1 STL),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
