actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
171,PT00M37.60S,2022-12-28T00:38:20.5Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,29,27,2022-12-28T00:38:20Z,1690000,False,,,0,,D. Gafford Free Throw 1 of 2 (1 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
172,PT00M37.60S,2022-12-28T00:38:35.4Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,30,27,2022-12-28T00:38:35Z,1700000,False,,,0,,D. Gafford Free Throw 2 of 2 (2 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
173,PT00M29.70S,2022-12-28T00:38:45.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627863,17.427726675427067,8.333333333333332,1610612755,30,27,2022-12-28T00:40:13Z,1710000,False,208.0,111.0,1,left,MISS D. House Jr. step back 3PT,[1627863],1610612755.0,PHI,step back,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,23.62,Missed,,,,,,,,,,,,,,,,,,
174,PT00M25.90S,2022-12-28T00:38:49.3Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612755,30,27,2022-12-28T00:38:55Z,1720000,False,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Right Center,,,,,173.0,1.0,0.0,1.0,,,,,,,,,,,,
175,PT00M25.90S,2022-12-28T00:38:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,5.590000152587891,50.0,1610612755,30,29,2022-12-28T00:38:52Z,1730000,False,0.0,0.0,1,left,M. Harrell tip Layup (5 PTS),[1626149],1610612755.0,PHI,tip,,,Harrell,M. Harrell,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,5.0,,,,,,,,,
176,PT00M09.60S,2022-12-28T00:39:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.77463863337714,58.08823529411765,1610612764,30,29,2022-12-28T00:39:14Z,1740000,False,40.0,6.0,1,right,MISS C. Kispert Layup - blocked,"[1630557, 1629680]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,4.08,Missed,Thybulle,1629680.0,,,,,,,,,,,,,,,,
177,PT00M09.60S,2022-12-28T00:39:08.9Z,1,REGULAR,block,,[],1629680,,,1610612764,30,29,2022-12-28T00:39:11Z,1750000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT00M09.30S,2022-12-28T00:39:09.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,30,29,2022-12-28T00:39:14Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,176.0,,,,,,,,,,,,,,,
180,PT00M03.90S,2022-12-28T00:39:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,92.9862023653088,48.03921568627451,1610612764,30,29,2022-12-28T00:41:35Z,1780000,False,-10.0,13.0,1,right,MISS C. Kispert driving Layup,[1630557],1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
181,PT00M03.40S,2022-12-28T00:39:34.7Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,30,29,2022-12-28T00:41:35Z,1790000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,180.0,2.0,1.0,1.0,,,,,,,,,,,,
182,PT00M03.40S,2022-12-28T00:39:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,94.40999984741211,50.0,1610612764,32,29,2022-12-28T00:39:37Z,1800000,False,0.0,0.0,1,right,D. Gafford tip Layup (4 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,4.0,,,,,,,,,
184,PT00M00.60S,2022-12-28T00:40:42.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629655,,,1610612755,32,29,2022-12-28T00:42:24Z,1820000,False,,,0,,D. Gafford shooting personal FOUL (3 PF) (Milton 2 FT),"[1629655, 1629003]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,101284.0,,,3.0,0.0,Milton,1629003.0,,,,,
187,PT00M00.60S,2022-12-28T00:41:30.7Z,1,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,32,29,2022-12-28T00:42:14Z,1850000,False,,,0,,MISS S. Milton Free Throw 1 of 2,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT00M00.60S,2022-12-28T00:41:30.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,32,29,2022-12-28T00:42:14Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,
189,PT00M00.60S,2022-12-28T00:41:31.8Z,1,REGULAR,substitution,out,[],1630557,,,1610612755,32,29,2022-12-28T00:41:35Z,1870000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT00M00.60S,2022-12-28T00:41:31.8Z,1,REGULAR,substitution,in,[],201959,,,1610612755,32,29,2022-12-28T00:41:35Z,1880000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT00M00.60S,2022-12-28T00:41:30.7Z,1,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,32,30,2022-12-28T00:42:14Z,1890000,False,,,0,,S. Milton Free Throw 2 of 2 (1 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
192,PT00M00.00S,2022-12-28T00:41:49.8Z,1,REGULAR,period,end,[],0,,,1610612764,32,30,2022-12-28T00:41:49Z,1900000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-12-28T00:42:31.4Z,2,REGULAR,substitution,out,['startperiod'],1629655,,,1610612764,32,30,2022-12-28T00:44:24Z,1910000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-12-28T00:42:31.4Z,2,REGULAR,substitution,out,['startperiod'],201959,,,1610612764,32,30,2022-12-28T00:44:24Z,1920000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-12-28T00:42:31.4Z,2,REGULAR,substitution,out,['startperiod'],1627863,,,1610612764,32,30,2022-12-28T00:44:24Z,1930000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-12-28T00:42:31.4Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612764,32,30,2022-12-28T00:44:24Z,1940000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-12-28T00:42:31.4Z,2,REGULAR,substitution,in,['startperiod'],204001,,,1610612764,32,30,2022-12-28T00:44:24Z,1950000,False,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-12-28T00:42:31.4Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612764,32,30,2022-12-28T00:44:24Z,1960000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-12-28T00:44:27.0Z,2,REGULAR,period,start,[],0,,,1610612764,32,30,2022-12-28T00:44:27Z,1970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT11M41.00S,2022-12-28T00:44:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,87.59855453350855,48.28431372549019,1610612764,34,30,2022-12-28T00:44:49Z,1980000,False,-9.0,64.0,1,right,R. Hachimura 6' fadeaway Jump Shot (4 PTS),[1629060],1610612764.0,WAS,fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,,,,,,,,,4.0,,,,,,,,,
201,PT11M23.00S,2022-12-28T00:45:03.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,16.245072273324574,61.274509803921575,1610612755,34,32,2022-12-28T00:45:07Z,1990000,False,-56.0,100.0,1,left,M. Harrell 11' Hook (7 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,11.5,Made,,,,,,,,,7.0,,,,,,,,,
202,PT11M13.00S,2022-12-28T00:45:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,88.91261498028909,51.225490196078425,1610612764,36,32,2022-12-28T00:45:28Z,2000000,False,6.0,52.0,1,right,D. Wright driving floating bank Jump Shot (4 PTS),[1626153],1610612764.0,WAS,driving floating bank,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,,,,,,,,,4.0,,,,,,,,,
203,PT11M13.00S,2022-12-28T00:45:17.7Z,2,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612764,36,32,2022-12-28T00:45:24Z,2010000,False,,,0,,S. Milton shooting personal FOUL (1 PF) (Wright 1 FT),"[1629003, 1626153]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203177.0,,,1.0,0.0,Wright,1626153.0,,,,,
205,PT11M13.00S,2022-12-28T00:45:44.7Z,2,REGULAR,freethrow,1 of 1,[],1626153,,,1610612764,36,32,2022-12-28T00:45:48Z,2030000,False,,,0,,MISS D. Wright Free Throw 1 of 1,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
206,PT11M09.00S,2022-12-28T00:45:48.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,36,32,2022-12-28T00:45:48Z,2040000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,
207,PT11M02.00S,2022-12-28T00:45:54.6Z,2,REGULAR,3pt,Jump Shot,[],1627777,26.231931668856767,17.15686274509804,1610612755,36,32,2022-12-28T00:46:05Z,2050000,False,164.0,194.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
208,PT11M00.00S,2022-12-28T00:45:56.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,36,32,2022-12-28T00:46:05Z,2060000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,207.0,,,,,,,,,,,,,,,
210,PT10M43.00S,2022-12-28T00:46:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612764,36,32,2022-12-28T00:46:35Z,2080000,False,,,0,,M. Harrell shooting personal FOUL (3 PF) (Porzingis 2 FT),"[1626149, 204001]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,,,3.0,0.0,Porzingis,204001.0,,,,,
212,PT10M43.00S,2022-12-28T00:46:51.8Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,37,32,2022-12-28T00:46:51Z,2100000,False,,,0,,K. Porzingis Free Throw 1 of 2 (6 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
213,PT10M43.00S,2022-12-28T00:46:52.5Z,2,REGULAR,substitution,out,[],1629680,,,1610612764,37,32,2022-12-28T00:46:57Z,2110000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT10M43.00S,2022-12-28T00:46:52.5Z,2,REGULAR,substitution,in,[],202699,,,1610612764,37,32,2022-12-28T00:46:57Z,2120000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M43.00S,2022-12-28T00:47:11.9Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,38,32,2022-12-28T00:47:11Z,2130000,False,,,0,,K. Porzingis Free Throw 2 of 2 (7 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
216,PT10M36.00S,2022-12-28T00:47:22.9Z,2,REGULAR,violation,kicked ball,[],1629060,,,1610612755,38,32,2022-12-28T00:47:32Z,2140000,False,,,0,,R. Hachimura kicked ball VIOLATION,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,1628480.0,,,,,,,,,,,
217,PT10M36.00S,2022-12-28T00:47:29.0Z,2,REGULAR,substitution,out,[],1626149,,,1610612755,38,32,2022-12-28T00:47:33Z,2150000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT10M36.00S,2022-12-28T00:47:29.0Z,2,REGULAR,substitution,in,[],1630194,,,1610612755,38,32,2022-12-28T00:47:33Z,2160000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT10M33.00S,2022-12-28T00:47:42.8Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612755,38,32,2022-12-28T00:47:47Z,2170000,False,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 1626153]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right,,,,,,,,,,1.0,,,,,,,,,Wright,1626153.0
220,PT10M33.00S,2022-12-28T00:47:42.8Z,2,REGULAR,steal,,[],1626153,,,1610612764,38,32,2022-12-28T00:47:45Z,2180000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
221,PT10M29.00S,2022-12-28T00:47:47.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629060,94.03745072273325,45.34313725490196,1610612764,40,32,2022-12-28T00:50:13Z,2190000,False,-23.0,4.0,1,right,R. Hachimura running Layup (6 PTS),[1629060],1610612764.0,WAS,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,,6.0,,,,,,,,,
222,PT10M28.00S,2022-12-28T00:47:55.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,40,32,2022-12-28T00:47:55Z,2200000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT10M08.00S,2022-12-28T00:51:02.8Z,2,REGULAR,3pt,Jump Shot,[],1629003,20.18725361366623,4.166666666666666,1610612755,40,32,2022-12-28T00:51:17Z,2210000,False,229.0,137.0,1,left,MISS S. Milton 26' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
224,PT10M04.00S,2022-12-28T00:51:06.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,40,32,2022-12-28T00:51:17Z,2220000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,223.0,5.0,4.0,1.0,,,,,,,,,,,,
227,PT10M01.00S,2022-12-28T00:51:39.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,94.56307490144546,62.5,1610612764,40,32,2022-12-28T00:52:09Z,2250000,False,62.0,-1.0,1,right,MISS K. Kuzma 6' running Layup - blocked,"[1628398, 1630194]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,Reed,1630194.0,,,,,,,,,,,,,,,,
228,PT10M01.00S,2022-12-28T00:51:39.6Z,2,REGULAR,block,,[],1630194,,,1610612764,40,32,2022-12-28T00:51:42Z,2260000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT09M58.00S,2022-12-28T00:51:42.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,40,32,2022-12-28T00:51:49Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,227.0,,,,,,,,,,,,,,,
231,PT09M54.00S,2022-12-28T00:51:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,71.69842312746385,14.460784313725492,1610612764,40,32,2022-12-28T00:51:52Z,2290000,False,-178.0,214.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,27.78,Missed,,,,,,,,,,,,,,,,,,
232,PT09M52.00S,2022-12-28T00:51:48.3Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,40,32,2022-12-28T00:51:52Z,2300000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,231.0,1.0,1.0,0.0,,,,,,,,,,,,
233,PT09M39.00S,2022-12-28T00:52:01.7Z,2,REGULAR,3pt,Jump Shot,[],201935,36.61300919842313,50.73529411764706,1610612755,40,32,2022-12-28T00:52:07Z,2310000,False,-4.0,292.0,1,left,MISS J. Harden 29' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,29.17,Missed,,,,,,,,,,,,,,,,,,
234,PT09M37.00S,2022-12-28T00:52:03.7Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,40,32,2022-12-28T00:52:07Z,2320000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,233.0,4.0,4.0,0.0,,,,,,,,,,,,
235,PT09M19.00S,2022-12-28T00:52:22.3Z,2,REGULAR,2pt,Jump Shot,[],204001,79.31997371879106,32.1078431372549,1610612764,42,32,2022-12-28T00:52:27Z,2330000,False,-89.0,142.0,1,right,K. Porzingis 16' fadeaway Jump Shot (9 PTS),[204001],1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,16.78,Made,,,,,,,,,9.0,,,,,,,,,
236,PT09M01.00S,2022-12-28T00:52:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.30946123521682,43.872549019607845,1610612755,42,34,2022-12-28T00:52:44Z,2340000,False,31.0,16.0,1,left,T. Harris driving Layup (4 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,,,,,4.0,,,,,,,,,
237,PT08M44.00S,2022-12-28T00:52:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,93.11760840998686,55.392156862745104,1610612764,44,34,2022-12-28T00:53:01Z,2350000,False,27.0,12.0,1,right,R. Hachimura driving Layup (8 PTS),[1629060],1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,,,8.0,,,,,,,,,
238,PT08M22.00S,2022-12-28T00:53:19.0Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612755,44,34,2022-12-28T00:53:27Z,2360000,False,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 204001]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,,,,,,,,,Porzingis,204001.0
239,PT08M22.00S,2022-12-28T00:53:19.0Z,2,REGULAR,steal,,[],204001,,,1610612764,44,34,2022-12-28T00:54:06Z,2370000,False,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
240,PT08M19.00S,2022-12-28T00:53:23.7Z,2,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612764,44,34,2022-12-28T00:53:44Z,2380000,False,,,0,,S. Milton shooting personal FOUL (2 PF) (Kispert 2 FT),"[1629003, 1630557]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,,,203177.0,,,2.0,0.0,Kispert,1630557.0,,,,,
242,PT08M19.00S,2022-12-28T00:53:54.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630557,,,1610612764,45,34,2022-12-28T00:56:11Z,2400000,False,,,0,,C. Kispert Free Throw 1 of 2 (1 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
243,PT08M19.00S,2022-12-28T00:53:55.2Z,2,REGULAR,substitution,out,[],204001,,,1610612764,45,34,2022-12-28T00:54:04Z,2410000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M19.00S,2022-12-28T00:53:55.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612764,45,34,2022-12-28T00:54:04Z,2420000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M19.00S,2022-12-28T00:53:55.2Z,2,REGULAR,substitution,out,[],1630194,,,1610612764,45,34,2022-12-28T00:54:04Z,2430000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M19.00S,2022-12-28T00:53:55.2Z,2,REGULAR,substitution,in,[],201959,,,1610612764,45,34,2022-12-28T00:54:04Z,2440000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M19.00S,2022-12-28T00:53:55.2Z,2,REGULAR,substitution,in,[],200782,,,1610612764,45,34,2022-12-28T00:54:04Z,2450000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M19.00S,2022-12-28T00:53:55.2Z,2,REGULAR,substitution,in,[],203954,,,1610612764,45,34,2022-12-28T00:54:04Z,2460000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M19.00S,2022-12-28T00:53:54.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630557,,,1610612764,46,34,2022-12-28T00:56:11Z,2470000,False,,,0,,C. Kispert Free Throw 2 of 2 (2 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
250,PT08M07.00S,2022-12-28T00:54:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,8.229303547963205,55.63725490196079,1610612755,46,36,2022-12-28T00:54:49Z,2480000,False,-28.0,25.0,1,left,J. Embiid cutting Layup (18 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.76,Made,,,,,,,,,18.0,,,,,J. Harden,201935.0,4.0,,
252,PT07M53.00S,2022-12-28T00:54:58.9Z,2,REGULAR,2pt,Jump Shot,[],1629060,78.53153745072274,33.82352941176471,1610612764,46,36,2022-12-28T00:55:04Z,2500000,False,-81.0,149.0,1,right,MISS R. Hachimura 16' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,16.98,Missed,,,,,,,,,,,,,,,,,,
253,PT07M49.00S,2022-12-28T00:55:02.9Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,46,36,2022-12-28T00:55:04Z,2510000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,,252.0,2.0,2.0,0.0,,,,,,,,,,,,
254,PT07M44.00S,2022-12-28T00:55:11.0Z,2,REGULAR,foul,personal,['2freethrow'],1626153,,,1610612755,46,36,2022-12-28T00:55:16Z,2520000,False,,,0,,D. Wright shooting personal FOUL (1 PF) (Harden 2 FT),"[1626153, 201935]",1610612764.0,WAS,shooting,,,Wright,D. Wright,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,203177.0,,,1.0,0.0,Harden,201935.0,,,,,
256,PT07M44.00S,2022-12-28T00:55:40.7Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,46,37,2022-12-28T00:55:40Z,2540000,False,,,0,,J. Harden Free Throw 1 of 2 (6 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
257,PT07M44.00S,2022-12-28T00:55:41.4Z,2,REGULAR,substitution,out,[],1630557,,,1610612755,46,37,2022-12-28T00:55:53Z,2550000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
