shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-13T00:11:17.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-13T00:11:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-13T00:11:19.5Z,1,REGULAR,jumpball,recovered,[],1630557,,,1610612764,0,0,2022-12-13T00:11:19Z,40000,False,,,0,,Jump Ball K. Porzingis vs. N. Claxton: Tip to C. Kispert,"[1630557, 204001, 1629651]",24,1610612764.0,WAS,startperiod,C. Kispert,1630557.0,Kispert,C. Kispert,Porzingis,204001.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
11:49,7,PT11M49.00S,2022-12-13T00:11:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.72339027595268,56.372549019607845,1610612764,2,0,2022-12-13T00:11:36Z,70000,False,32.0,16.0,1,right,D. Avdija driving Layup (2 PTS),[1630166],9,1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.56,Made,2.0,,,,,,,,,,,,,,,,,
11:49,8,PT11M49.00S,2022-12-13T00:11:31.8Z,1,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612764,2,0,2022-12-13T00:11:40Z,80000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Avdija 1 FT),"[1629651, 1630166]",33,1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,1662.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,
11:49,10,PT11M49.00S,2022-12-13T00:11:53.6Z,1,REGULAR,freethrow,1 of 1,[],1630166,,,1610612764,3,0,2022-12-13T00:11:53Z,100000,False,,,0,,D. Avdija Free Throw 1 of 1 (3 PTS),[1630166],9,1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
11:32,11,PT11M32.00S,2022-12-13T00:12:12.0Z,1,REGULAR,3pt,Jump Shot,[],202681,31.35676741130092,29.901960784313726,1610612751,3,0,2022-12-13T00:12:19Z,110000,False,100.0,242.0,1,left,MISS K. Irving 26' 3PT,[202681],11,1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
11:29,12,PT11M29.00S,2022-12-13T00:12:15.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,3,0,2022-12-13T00:12:19Z,120000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],33,1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
11:23,13,PT11M23.00S,2022-12-13T00:12:22.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,91.27792378449409,52.94117647058824,1610612764,5,0,2022-12-13T00:13:17Z,130000,False,15.0,29.0,1,right,K. Porzingis driving DUNK (2 PTS) (K. Kuzma 1 AST),"[204001, 1628398]",6,1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,3.3,Made,2.0,,,,,,,,,,K. Kuzma,1628398.0,1.0,,,,,
11:08,14,PT11M08.00S,2022-12-13T00:12:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,8.09789750328515,35.53921568627451,1610612751,5,0,2022-12-13T00:14:34Z,140000,False,72.0,24.0,1,left,MISS B. Simmons 7' driving Layup,[1627732],10,1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,7.61,Missed,,,,,,,,,,,,,,,,,,
11:05,15,PT11M05.00S,2022-12-13T00:12:38.9Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612764,5,0,2022-12-13T00:12:40Z,150000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],7,1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
11:03,16,PT11M03.00S,2022-12-13T00:12:41.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,72.61826544021025,81.37254901960785,1610612764,5,0,2022-12-13T00:15:02Z,160000,False,157.0,205.0,1,right,MISS K. Kuzma 25' running 3PT,[1628398],33,1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
10:58,17,PT10M58.00S,2022-12-13T00:12:46.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,5,0,2022-12-13T00:12:48Z,170000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
10:55,18,PT10M55.00S,2022-12-13T00:12:48.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,25.04927726675427,15.686274509803921,1610612751,5,3,2022-12-13T00:15:29Z,180000,False,172.0,183.0,1,left,K. Irving 25' 3PT running (3 PTS) (K. Durant 1 AST),"[202681, 201142]",11,1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.09,Made,3.0,,,,,,,,,,K. Durant,201142.0,1.0,,,,,
10:34,20,PT10M34.00S,2022-12-13T00:13:09.2Z,1,REGULAR,2pt,Jump Shot,[],204001,88.12417871222075,78.67647058823529,1610612764,5,3,2022-12-13T00:15:47Z,200000,False,143.0,59.0,1,right,MISS K. Porzingis 15' turnaround fadeaway Shot,[204001],6,1610612764.0,WAS,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,15.51,Missed,,,,,,,,,,,,,,,,,,
10:32,21,PT10M32.00S,2022-12-13T00:13:11.2Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,5,3,2022-12-13T00:13:17Z,210000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],10,1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Right,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
10:28,22,PT10M28.00S,2022-12-13T00:13:16.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627732,8.229303547963205,59.068627450980394,1610612751,5,5,2022-12-13T00:16:15Z,220000,False,-45.0,25.0,1,left,B. Simmons running Layup (2 PTS),[1627732],10,1610612751.0,BKN,running,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,2.0,,,,,,,,,,,,,,,,,
10:18,23,PT10M18.00S,2022-12-13T00:13:28.0Z,1,REGULAR,turnover,traveling,[],1628398,,,1610612764,5,5,2022-12-13T00:13:37Z,230000,False,,,0,,K. Kuzma traveling TURNOVER (1 TO),[1628398],33,1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left,,,,201246.0,,,,,,,,,,,,1.0,,,,
10:04,24,PT10M04.00S,2022-12-13T00:13:55.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202681,9.543363994743759,31.862745098039213,1610612751,5,5,2022-12-13T00:13:59Z,240000,False,91.0,37.0,1,left,MISS K. Irving 9' turnaround fadeaway Shot,[202681],11,1610612751.0,BKN,turnaround fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,9.8,Missed,,,,,,,,,,,,,,,,,,
10:02,25,PT10M02.00S,2022-12-13T00:13:57.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,5,5,2022-12-13T00:13:59Z,250000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],33,1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,
09:58,26,PT09M58.00S,2022-12-13T00:14:00.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630692,74.45795006570303,16.666666666666664,1610612764,5,5,2022-12-13T00:16:59Z,260000,False,-167.0,188.0,1,right,MISS J. Goodwin 25' running 3PT,[1630692],7,1610612764.0,WAS,running,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
09:55,27,PT09M55.00S,2022-12-13T00:14:03.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,5,5,2022-12-13T00:14:07Z,270000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,
09:50,28,PT09M50.00S,2022-12-13T00:14:10.7Z,1,REGULAR,2pt,Jump Shot,[],201142,8.09789750328515,71.56862745098039,1610612751,5,7,2022-12-13T00:17:34Z,280000,False,-108.0,24.0,1,left,K. Durant 11' driving floating Jump Shot (2 PTS),[201142],7,1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,11.04,Made,2.0,,,,,,,,,,,,,,,,,
09:50,29,PT09M50.00S,2022-12-13T00:14:14.2Z,1,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612751,5,7,2022-12-13T00:14:21Z,290000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Durant 1 FT),"[1630166, 201142]",9,1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,1662.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,
09:50,32,PT09M50.00S,2022-12-13T00:14:47.5Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,5,8,2022-12-13T00:14:47Z,310000,False,,,0,,K. Durant Free Throw 1 of 1 (3 PTS),[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
09:40,33,PT09M40.00S,2022-12-13T00:15:01.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],204001,84.44480946123521,50.98039215686274,1610612764,7,8,2022-12-13T00:15:07Z,320000,False,5.0,94.0,1,right,K. Porzingis 9' Hook (4 PTS) (K. Kuzma 2 AST),"[204001, 1628398]",6,1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,9.38,Made,4.0,,,,,,,,,,K. Kuzma,1628398.0,2.0,,,,,
09:26,35,PT09M26.00S,2022-12-13T00:15:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203925,6.783837056504599,42.64705882352941,1610612751,7,10,2022-12-13T00:15:20Z,340000,False,37.0,11.0,1,left,J. Harris driving Layup (2 PTS) (B. Simmons 1 AST),"[203925, 1627732]",12,1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,3.85,Made,2.0,,,,,,,,,,B. Simmons,1627732.0,1.0,,,,,
09:09,37,PT09M09.00S,2022-12-13T00:15:31.1Z,1,REGULAR,2pt,Jump Shot,[],204001,83.13074901445466,23.774509803921568,1610612764,9,10,2022-12-13T00:15:37Z,360000,False,-131.0,106.0,1,right,K. Porzingis 16' turnaround bank Jump Shot (6 PTS),[204001],6,1610612764.0,WAS,turnaround bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,16.87,Made,6.0,,,,,,,,,,,,,,,,,
08:51,38,PT08M51.00S,2022-12-13T00:15:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,5.995400788436268,46.07843137254902,1610612751,9,12,2022-12-13T00:15:57Z,370000,False,20.0,4.0,1,left,B. Simmons reverse Layup (4 PTS),[1627732],10,1610612751.0,BKN,reverse,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,2.0,Made,4.0,,,,,,,,,,,,,,,,,
08:30,39,PT08M30.00S,2022-12-13T00:16:13.8Z,1,REGULAR,foul,personal,[],1627732,,,1610612764,9,12,2022-12-13T00:16:23Z,380000,False,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 204001]",10,1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Left,,,,1662.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,
08:27,41,PT08M27.00S,2022-12-13T00:16:38.2Z,1,REGULAR,foul,personal,[],1629651,,,1610612764,9,12,2022-12-13T00:16:44Z,400000,False,,,0,,N. Claxton personal FOUL (2 PF),"[1629651, 204001]",33,1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,201246.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,,,,
08:27,43,PT08M27.00S,2022-12-13T00:16:50.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612764,9,12,2022-12-13T00:16:56Z,420000,False,,,0,,SUB out: N. Claxton,[1629651],33,1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
08:27,44,PT08M27.00S,2022-12-13T00:16:50.8Z,1,REGULAR,substitution,in,[],202693,,,1610612764,9,12,2022-12-13T00:16:56Z,430000,False,,,0,,SUB in: M. Morris,[202693],13,1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
08:17,45,PT08M17.00S,2022-12-13T00:17:15.1Z,1,REGULAR,2pt,Jump Shot,[],204001,85.89027595269383,79.41176470588235,1610612764,9,12,2022-12-13T00:19:03Z,440000,False,147.0,80.0,1,right,MISS K. Porzingis 16' turnaround fadeaway Shot,[204001],6,1610612764.0,WAS,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right,16.75,Missed,,,,,,,,,,,,,,,,,,
08:13,46,PT08M13.00S,2022-12-13T00:17:19.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,9,12,2022-12-13T00:17:20Z,450000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,,,,,,45.0,3.0,3.0,0.0,,,,,,,,
08:03,47,PT08M03.00S,2022-12-13T00:17:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.296320630749015,35.78431372549019,1610612751,9,14,2022-12-13T00:17:32Z,460000,False,71.0,110.0,1,left,K. Durant 13' pullup Jump Shot (5 PTS),[201142],7,1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,13.11,Made,5.0,,,,,,,,,,,,,,,,,
