shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
07:54,48,PT07M54.00S,2022-12-13T00:17:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.9862023653088,63.48039215686274,1610612764,9,14,2022-12-13T00:17:42Z,470000,False,67.0,13.0,1,right,MISS K. Kuzma 6' driving Layup,[1628398],33,1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
07:53,49,PT07M53.00S,2022-12-13T00:17:38.1Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,9,14,2022-12-13T00:17:42Z,480000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],10,1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,
07:53,50,PT07M53.00S,2022-12-13T00:17:43.8Z,1,REGULAR,violation,kicked ball,[],1630166,,,1610612751,9,14,2022-12-13T00:18:38Z,490000,False,,,0,,D. Avdija kicked ball VIOLATION,[1630166],9,1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,1628954.0,,,,,,,,,,,,,,,,
07:34,51,PT07M34.00S,2022-12-13T00:18:16.1Z,1,REGULAR,2pt,Jump Shot,[],202693,14.536793692509855,76.47058823529412,1610612751,9,14,2022-12-13T00:20:59Z,500000,False,-132.0,84.0,1,left,MISS M. Morris 15' pullup Shot,[202693],13,1610612751.0,BKN,pullup,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,15.69,Missed,,,,,,,,,,,,,,,,,,
07:30,52,PT07M30.00S,2022-12-13T00:18:20.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,9,14,2022-12-13T00:18:22Z,510000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],6,1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,
07:24,53,PT07M24.00S,2022-12-13T00:18:28.6Z,1,REGULAR,foul,personal,[],202693,,,1610612764,9,14,2022-12-13T00:21:29Z,520000,False,,,0,,M. Morris personal FOUL (1 PF),"[202693, 204001]",13,1610612751.0,BKN,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Right,,,,1628954.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,
07:15,55,PT07M15.00S,2022-12-13T00:18:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,93.51182654402102,43.872549019607845,1610612764,11,14,2022-12-13T00:19:40Z,540000,False,-31.0,8.0,1,right,K. Porzingis driving Layup (8 PTS) (J. Goodwin 1 AST),"[204001, 1630692]",6,1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,3.18,Made,8.0,,,,,,,,,,J. Goodwin,1630692.0,1.0,,,,,
07:15,56,PT07M15.00S,2022-12-13T00:19:08.9Z,1,REGULAR,foul,technical,['1freethrow'],204001,,,1610612751,11,14,2022-12-13T00:55:04Z,550000,False,,,0,,K. Porzingis technical FOUL (1 Tech),[204001],6,1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,,,,201246.0,0.0,1.0,,,,,,,,,,,,,,
07:15,58,PT07M15.00S,2022-12-13T00:19:23.7Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,11,15,2022-12-13T00:19:23Z,560000,False,,,0,,K. Irving technical Free Throw 1 of 1 (4 PTS),[202681],11,1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
07:05,59,PT07M05.00S,2022-12-13T00:19:51.8Z,1,REGULAR,2pt,Jump Shot,[],202693,21.23850197109067,41.17647058823529,1610612751,11,17,2022-12-13T00:19:57Z,570000,False,44.0,147.0,1,left,M. Morris 15' pullup Jump Shot (2 PTS) (K. Durant 2 AST),"[202693, 201142]",13,1610612751.0,BKN,pullup,,,Morris,M. Morris,,,,,Mid-Range,8-16 Center,15.36,Made,2.0,,,,,,,,,,K. Durant,201142.0,2.0,,,,,
06:49,61,PT06M49.00S,2022-12-13T00:20:07.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],204001,91.67214191852825,38.970588235294116,1610612764,13,17,2022-12-13T00:20:12Z,590000,False,-55.0,26.0,1,right,K. Porzingis 6' turnaround Hook (10 PTS) (J. Goodwin 2 AST),"[204001, 1630692]",6,1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,10.0,,,,,,,,,,J. Goodwin,1630692.0,2.0,,,,,
06:39,63,PT06M39.00S,2022-12-13T00:20:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,13.87976346911958,36.76470588235294,1610612751,13,17,2022-12-13T00:20:22Z,610000,False,66.0,78.0,1,left,MISS K. Irving 10' turnaround Shot,[202681],11,1610612751.0,BKN,turnaround,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,10.23,Missed,,,,,,,,,,,,,,,,,,
06:37,64,PT06M37.00S,2022-12-13T00:20:19.9Z,1,REGULAR,rebound,offensive,[],202693,,,1610612751,13,17,2022-12-13T00:20:19Z,620000,False,,,0,,M. Morris REBOUND (Off:1 Def:0),[202693],13,1610612751.0,BKN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,63.0,1.0,0.0,1.0,,,,,,,,
06:30,65,PT06M30.00S,2022-12-13T00:20:26.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201142,30.17411300919842,20.833333333333336,1610612751,13,17,2022-12-13T00:20:32Z,630000,False,146.0,231.0,1,left,MISS K. Durant 27' 3PT,[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,
06:26,66,PT06M26.00S,2022-12-13T00:20:30.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,13,17,2022-12-13T00:20:32Z,640000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],24,1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,
06:11,67,PT06M11.00S,2022-12-13T00:20:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,94.1688567674113,40.19607843137255,1610612764,15,17,2022-12-13T00:20:51Z,650000,False,-49.0,2.0,1,right,K. Kuzma driving Layup (2 PTS),[1628398],33,1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,2.0,,,,,,,,,,,,,,,,,
06:07,68,PT06M07.00S,2022-12-13T00:20:55.5Z,1,REGULAR,turnover,out-of-bounds,[],202693,,,1610612751,15,17,2022-12-13T00:21:24Z,660000,False,,,0,,M. Morris bad pass out-of-bounds TURNOVER (1 TO),[202693],13,1610612751.0,BKN,bad pass,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,,
06:07,69,PT06M07.00S,2022-12-13T00:21:06.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,15,17,2022-12-13T00:21:06Z,670000,False,,,0,,WAS Timeout,[],,1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,70,PT06M07.00S,2022-12-13T00:21:09.8Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,15,17,2022-12-13T00:23:53Z,680000,False,,,0,,SUB out: D. Avdija,[1630166],9,1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,71,PT06M07.00S,2022-12-13T00:21:09.8Z,1,REGULAR,substitution,out,[],1627732,,,1610612764,15,17,2022-12-13T00:23:53Z,690000,False,,,0,,SUB out: B. Simmons,[1627732],10,1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,72,PT06M07.00S,2022-12-13T00:21:09.8Z,1,REGULAR,substitution,out,[],203925,,,1610612764,15,17,2022-12-13T00:23:53Z,700000,False,,,0,,SUB out: J. Harris,[203925],12,1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,73,PT06M07.00S,2022-12-13T00:21:09.8Z,1,REGULAR,substitution,in,[],203115,,,1610612764,15,17,2022-12-13T00:23:53Z,710000,False,,,0,,SUB in: W. Barton,[203115],5,1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,74,PT06M07.00S,2022-12-13T00:21:09.8Z,1,REGULAR,substitution,in,[],203552,,,1610612764,15,17,2022-12-13T00:23:53Z,720000,False,,,0,,SUB in: S. Curry,[203552],30,1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
06:07,75,PT06M07.00S,2022-12-13T00:21:09.8Z,1,REGULAR,substitution,in,[],1629651,,,1610612764,15,17,2022-12-13T00:23:53Z,730000,False,,,0,,SUB in: N. Claxton,[1629651],33,1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
06:01,76,PT06M01.00S,2022-12-13T00:24:05.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,75.90341655716163,88.72549019607843,1610612764,15,17,2022-12-13T00:24:16Z,740000,False,194.0,174.0,1,right,MISS K. Kuzma 26' 3PT,[1628398],33,1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
05:59,77,PT05M59.00S,2022-12-13T00:24:07.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,15,17,2022-12-13T00:24:16Z,750000,False,,,0,,TEAM offensive REBOUND,[],,1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,76.0,,,,,,,,,,,
05:55,79,PT05M55.00S,2022-12-13T00:24:28.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203115,78.0059132720105,77.20588235294117,1610612764,17,17,2022-12-13T00:24:54Z,770000,False,136.0,154.0,1,right,W. Barton 20' pullup Jump Shot (2 PTS) (J. Goodwin 3 AST),"[203115, 1630692]",5,1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,Mid-Range,16-24 Right Center,20.56,Made,2.0,,,,,,,,,,J. Goodwin,1630692.0,3.0,,,,,
05:42,81,PT05M42.00S,2022-12-13T00:24:40.9Z,1,REGULAR,3pt,Jump Shot,[],202681,29.77989487516426,75.24509803921569,1610612751,17,20,2022-12-13T00:24:45Z,790000,False,-126.0,227.0,1,left,K. Irving 26' 3PT pullup (7 PTS),[202681],11,1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.01,Made,7.0,,,,,,,,,,,,,,,,,
05:26,82,PT05M26.00S,2022-12-13T00:24:56.6Z,1,REGULAR,3pt,Jump Shot,[],1630557,94.1688567674113,3.9215686274509802,1610612764,17,20,2022-12-13T00:25:00Z,800000,False,-230.0,2.0,1,right,MISS C. Kispert 3PT,[1630557],24,1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
