actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-04T23:11:04.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-04T23:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-04-04T23:11:06.5Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2023-04-04T23:11:06Z,40000,False,,,0,,Jump Ball B. Lopez vs. D. Gafford: Tip to G. Antetokounmpo,"[203507, 201572, 1629655]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-04-04T23:11:16.6Z,1,REGULAR,3pt,Jump Shot,[],201950,69.85873850197109,19.607843137254903,1610612749,0,0,2023-04-04T23:11:22Z,70000,False,-152.0,231.0,1,right,MISS J. Holiday 27' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,27.64,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-04-04T23:11:20.6Z,1,REGULAR,rebound,offensive,[],203109,,,1610612749,0,0,2023-04-04T23:11:22Z,80000,False,,,0,,J. Crowder REBOUND (Off:1 Def:0),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2023-04-04T23:11:28.2Z,1,REGULAR,turnover,traveling,[],201572,,,1610612749,0,0,2023-04-04T23:11:34Z,90000,False,,,0,,B. Lopez traveling TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right,,,,,,,204059.0,1.0,,,,,,,,,,,,
10,PT11M15.00S,2023-04-04T23:12:01.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630557,22.421156373193167,80.14705882352942,1610612764,0,0,2023-04-04T23:12:05Z,100000,False,-151.0,158.0,1,left,MISS C. Kispert 21' step back Shot,[1630557],1610612764.0,WAS,step back,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left Center,21.86,Missed,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2023-04-04T23:12:03.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2023-04-04T23:12:05Z,110000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M08.00S,2023-04-04T23:12:10.8Z,1,REGULAR,foul,personal,[],1630557,,,1610612749,0,0,2023-04-04T23:12:19Z,120000,False,,,0,,C. Kispert personal FOUL (1 PF),"[1630557, 201950]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,,,,,1627534.0,,1.0,0.0,Holiday,201950.0,,,,,,,,
14,PT11M03.00S,2023-04-04T23:12:30.9Z,1,REGULAR,3pt,Jump Shot,[],201572,70.12155059132719,78.92156862745098,1610612749,0,3,2023-04-04T23:12:35Z,140000,False,145.0,228.0,1,right,B. Lopez 27' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.03,Made,,,,,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,
16,PT10M49.00S,2023-04-04T23:12:44.8Z,1,REGULAR,3pt,Jump Shot,[],1631098,34.37910643889619,62.254901960784316,1610612764,3,3,2023-04-04T23:12:51Z,160000,False,-61.0,271.0,1,left,J. Davis 27' 3PT  (3 PTS) (A. Gill 1 AST),"[1631098, 1630264]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Center,27.76,Made,,,,,,,,,,,3.0,A. Gill,1630264.0,1.0,,,,
18,PT10M36.00S,2023-04-04T23:12:58.0Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,3,3,2023-04-04T23:13:03Z,180000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1631098]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,,,Davis,1631098.0,,
