actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-04T00:11:19.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-04T00:11:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-02-04T00:11:22.2Z,1,REGULAR,jumpball,recovered,[],1628420,,,1610612764,0,0,2023-02-04T00:11:22Z,40000,False,,,0,,Jump Ball K. Porzingis vs. D. Eubanks: Tip to M. Morris,"[1628420, 204001, 1629234]",1610612764.0,WAS,startperiod,M. Morris,1628420.0,Morris,M. Morris,Porzingis,204001.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-02-04T00:11:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,88.38699080157687,60.049019607843135,1610612764,0,0,2023-02-04T00:11:40Z,70000,False,50.0,57.0,1,right,MISS B. Beal 7' floating Shot,[203078],1610612764.0,WAS,floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-02-04T00:11:38.4Z,1,REGULAR,rebound,offensive,[],203078,,,1610612764,0,0,2023-02-04T00:11:38Z,80000,False,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M40.00S,2023-02-04T00:11:38.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203078,94.40999984741211,50.0,1610612764,2,0,2023-02-04T00:12:04Z,90000,False,0.0,0.0,1,right,B. Beal tip Layup (2 PTS),[203078],1610612764.0,WAS,tip,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M28.00S,2023-02-04T00:11:49.9Z,1,REGULAR,2pt,Jump Shot,[],203081,9.543363994743759,68.87254901960785,1610612757,2,0,2023-02-04T00:12:26Z,100000,False,-94.0,37.0,1,left,MISS D. Lillard 10' fadeaway bank Shot,[203081],1610612757.0,POR,fadeaway bank,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,10.15,Missed,,,,,,,,,,,,,,,,,,
11,PT11M26.00S,2023-02-04T00:11:51.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,2,0,2023-02-04T00:11:54Z,110000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M17.00S,2023-02-04T00:12:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612764,2,0,2023-02-04T00:12:15Z,120000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1629234, 204001]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627524.0,1.0,0.0,Porzingis,204001.0,,,,,,,,
14,PT11M17.00S,2023-02-04T00:12:27.4Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,3,0,2023-02-04T00:12:27Z,140000,False,,,0,,K. Porzingis Free Throw 1 of 2 (1 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M17.00S,2023-02-04T00:12:46.1Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,4,0,2023-02-04T00:12:46Z,150000,False,,,0,,K. Porzingis Free Throw 2 of 2 (2 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
16,PT11M06.00S,2023-02-04T00:12:57.4Z,1,REGULAR,2pt,Jump Shot,[],203081,17.296320630749015,21.813725490196077,1610612757,4,0,2023-02-04T00:13:23Z,160000,False,141.0,110.0,1,left,MISS D. Lillard 17' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,17.88,Missed,,,,,,,,,,,,,,,,,,
17,PT11M03.00S,2023-02-04T00:13:00.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,4,0,2023-02-04T00:13:02Z,170000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M53.00S,2023-02-04T00:13:10.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.38042049934296,50.245098039215684,1610612764,6,0,2023-02-04T00:13:15Z,180000,False,1.0,10.0,1,right,D. Gafford cutting DUNK (2 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,2.0,,,,,,K. Kuzma,1628398.0,1.0,,,,,
20,PT10M35.00S,2023-02-04T00:13:27.8Z,1,REGULAR,2pt,Jump Shot,[],1628404,21.369908015768726,31.61764705882353,1610612757,6,2,2023-02-04T00:14:26Z,200000,False,92.0,148.0,1,left,J. Hart 17' fadeaway Jump Shot (2 PTS) (A. Simons 1 AST),"[1628404, 1629014]",1610612757.0,POR,fadeaway,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,17.46,Made,,,,,2.0,,,,,,A. Simons,1629014.0,1.0,,,,,
22,PT10M14.00S,2023-02-04T00:13:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,86.02168199737189,59.80392156862745,1610612764,8,2,2023-02-04T00:13:54Z,220000,False,49.0,79.0,1,right,K. Porzingis 9' turnaround Jump Shot (4 PTS),[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,9.29,Made,,,,,4.0,,,,,,,,,,,,,
23,PT09M54.00S,2023-02-04T00:14:08.8Z,1,REGULAR,3pt,Jump Shot,[],1628404,11.12023653088042,4.901960784313726,1610612757,8,2,2023-02-04T00:14:14Z,230000,False,225.0,52.0,1,left,MISS J. Hart 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.14,Missed,,,,,,,,,,,,,,,,,,
24,PT09M51.00S,2023-02-04T00:14:11.8Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,8,2,2023-02-04T00:14:14Z,240000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,23.0,3.0,3.0,0.0,,,,,,,,,,,,,,
