actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-06T00:41:16.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-06T00:41:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-06T00:41:19.3Z,1,REGULAR,jumpball,recovered,[],1630264,,,1610612764,0,0,2023-03-06T00:41:19Z,40000,False,,,0,,Jump Ball K. Porzingis vs. B. Lopez: Tip to A. Gill,"[1630264, 204001, 201572]",1610612764.0,WAS,startperiod,A. Gill,1630264.0,Gill,A. Gill,Porzingis,204001.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2023-03-06T00:41:27.0Z,1,REGULAR,2pt,Jump Shot,[],203078,10.33180026281209,80.3921568627451,1610612764,2,0,2023-03-06T00:41:31Z,70000,False,-152.0,45.0,1,left,B. Beal 15' pullup Jump Shot (2 PTS) (D. Wright 1 AST),"[203078, 1626153]",1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,15.84,Made,2.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2023-03-06T00:41:42.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.38042049934296,50.49019607843137,1610612749,2,2,2023-03-06T00:41:47Z,90000,False,2.0,10.0,1,right,G. Antetokounmpo cutting DUNK (2 PTS) (B. Lopez 1 AST),"[203507, 201572]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,B. Lopez,201572.0,1.0,,,,,,,,,,,,,,
11,PT11M15.00S,2023-03-06T00:42:00.8Z,1,REGULAR,2pt,Jump Shot,[],1626153,19.136005256241788,22.30392156862745,1610612764,4,2,2023-03-06T00:42:05Z,110000,False,138.0,127.0,1,left,D. Wright 18' pullup Jump Shot (2 PTS),[1626153],1610612764.0,WAS,pullup,,,Wright,D. Wright,,,,,Mid-Range,16-24 Right Center,18.82,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2023-03-06T00:42:10.9Z,1,REGULAR,3pt,Jump Shot,[],1626192,66.96780551905388,56.61764705882353,1610612749,4,5,2023-03-06T00:42:16Z,120000,False,33.0,258.0,1,right,P. Connaughton 26' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,26.01,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
14,PT10M50.00S,2023-03-06T00:42:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.360709592641262,45.83333333333333,1610612764,4,5,2023-03-06T00:42:30Z,140000,False,21.0,26.0,1,left,MISS D. Gafford cutting Layup,[1629655],1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
15,PT10M47.00S,2023-03-06T00:42:29.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,5,2023-03-06T00:42:30Z,150000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M40.00S,2023-03-06T00:42:36.1Z,1,REGULAR,3pt,Jump Shot,[],1626192,87.20433639947439,97.30392156862744,1610612749,4,5,2023-03-06T00:42:40Z,160000,False,237.0,68.0,1,right,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,24.6,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2023-03-06T00:42:40.1Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,4,5,2023-03-06T00:42:40Z,170000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M31.00S,2023-03-06T00:42:44.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],204001,5.206964520367937,25.245098039215684,1610612764,6,5,2023-03-06T00:43:14Z,180000,False,124.0,-4.0,1,left,K. Porzingis 12' running Jump Shot (2 PTS) (B. Beal 1 AST),"[204001, 203078]",1610612764.0,WAS,running,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,12.39,Made,2.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,
20,PT10M19.00S,2023-03-06T00:42:56.7Z,1,REGULAR,3pt,Jump Shot,[],1626192,90.62089356110381,97.30392156862744,1610612749,6,5,2023-03-06T00:43:01Z,200000,False,237.0,36.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,23.92,Missed,,,,,,,,,,,,,,,,,,
21,PT10M15.00S,2023-03-06T00:43:00.8Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,6,5,2023-03-06T00:43:00Z,210000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,
22,PT10M14.00S,2023-03-06T00:43:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,71.82982917214193,14.950980392156863,1610612749,6,5,2023-03-06T00:43:06Z,220000,False,-175.0,212.0,1,right,MISS J. Holiday 27' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2023-03-06T00:43:07.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,6,5,2023-03-06T00:43:06Z,230000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M00.00S,2023-03-06T00:43:15.9Z,1,REGULAR,3pt,Jump Shot,[],204001,27.414586070959263,18.38235294117647,1610612764,9,5,2023-03-06T00:43:21Z,240000,False,158.0,205.0,1,left,K. Porzingis 25' 3PT  (5 PTS) (D. Wright 2 AST),"[204001, 1626153]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,25.9,Made,5.0,D. Wright,1626153.0,2.0,,,,,,,,,,,,,,
