actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
171,PT11M07.00S,2023-03-28T23:37:06.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,92.46057818659659,51.470588235294116,1610612764,31,25,2023-03-28T23:39:34Z,1690000,False,7.0,18.0,1,right,D. Avdija running finger roll Layup (2 PTS),[1630166],1610612764.0,WAS,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,1.98,Made,2.0,,,,,,,,,,,,,,
172,PT10M52.00S,2023-03-28T23:37:20.7Z,2,REGULAR,3pt,Jump Shot,[],1627763,5.732588699080158,97.54901960784314,1610612738,31,25,2023-03-28T23:37:25Z,1700000,False,-238.0,1.0,1,left,MISS M. Brogdon 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,23.77,Missed,,,,,,,,,,,,,,,
173,PT10M50.00S,2023-03-28T23:37:22.7Z,2,REGULAR,rebound,defensive,[],1631098,,,1610612764,31,25,2023-03-28T23:37:25Z,1710000,False,,,0,,J. Davis REBOUND (Off:2 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,172.0,3.0,1.0,2.0,,
174,PT10M46.00S,2023-03-28T23:37:28.0Z,2,REGULAR,3pt,Jump Shot,[],1630692,90.48948751642575,4.411764705882353,1610612764,31,25,2023-03-28T23:37:35Z,1720000,False,-228.0,37.0,1,right,MISS J. Goodwin 3PT,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,,,,23.09,Missed,,,,,,,,,,,,,,,
175,PT10M42.00S,2023-03-28T23:37:32.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,25,2023-03-28T23:37:35Z,1730000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,174.0,3.0,3.0,0.0,,
176,PT10M32.00S,2023-03-28T23:37:40.9Z,2,REGULAR,3pt,Jump Shot,[],1629684,4.681340341655716,5.637254901960785,1610612738,31,25,2023-03-28T23:37:45Z,1740000,False,222.0,-8.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,,22.2,Missed,,,,,,,,,,,,,,,
177,PT10M29.00S,2023-03-28T23:37:43.9Z,2,REGULAR,rebound,defensive,[],1631098,,,1610612764,31,25,2023-03-28T23:37:45Z,1750000,False,,,0,,J. Davis REBOUND (Off:2 Def:2),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,176.0,4.0,2.0,2.0,,
178,PT10M09.00S,2023-03-28T23:38:03.7Z,2,REGULAR,2pt,Jump Shot,[],201959,92.19776609724047,70.09803921568627,1610612764,31,25,2023-03-28T23:38:08Z,1760000,False,100.0,21.0,1,right,MISS T. Gibson 10' turnaround bank Shot,[201959],1610612764.0,WAS,turnaround bank,,,Gibson,T. Gibson,,,,,Mid-Range,8-16 Right,,,,10.26,Missed,,,,,,,,,,,,,,,
179,PT10M07.00S,2023-03-28T23:38:05.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,25,2023-03-28T23:38:08Z,1770000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,178.0,2.0,2.0,0.0,,
180,PT09M56.00S,2023-03-28T23:38:16.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,29.25427069645204,15.686274509803921,1610612738,31,25,2023-03-28T23:38:20Z,1780000,False,172.0,222.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,28.1,Missed,,,,,,,,,,,,,,,
181,PT09M55.00S,2023-03-28T23:38:17.3Z,2,REGULAR,rebound,defensive,[],1631098,,,1610612764,31,25,2023-03-28T23:38:20Z,1790000,False,,,0,,J. Davis REBOUND (Off:2 Def:3),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,180.0,5.0,3.0,2.0,,
182,PT09M49.00S,2023-03-28T23:38:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,90.48948751642575,58.333333333333336,1610612764,31,25,2023-03-28T23:38:32Z,1800000,False,42.0,37.0,1,right,MISS K. Nunn driving Layup - blocked,"[1629134, 201143]",1610612764.0,WAS,driving,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,,,,5.57,Missed,,,,,,,,,,,,,,Horford,201143.0
183,PT09M49.00S,2023-03-28T23:38:25.5Z,2,REGULAR,block,,[],201143,,,1610612764,31,25,2023-03-28T23:38:28Z,1810000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
184,PT09M49.00S,2023-03-28T23:38:25.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,31,25,2023-03-28T23:38:32Z,1820000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,182.0,,,,,
186,PT09M49.00S,2023-03-28T23:38:32.7Z,2,REGULAR,substitution,out,[],1629134,,,1610612764,31,25,2023-03-28T23:38:37Z,1840000,False,,,0,,SUB out: K. Nunn,[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M49.00S,2023-03-28T23:38:32.7Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,31,25,2023-03-28T23:38:37Z,1850000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M47.00S,2023-03-28T23:38:45.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201959,84.44480946123521,74.50980392156863,1610612764,33,25,2023-03-28T23:41:50Z,1860000,False,123.0,94.0,1,right,T. Gibson 15' Jump Shot (2 PTS) (J. Goodwin 1 AST),"[201959, 1630692]",1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Mid-Range,8-16 Right,,,,15.42,Made,2.0,,,,,,J. Goodwin,1630692.0,1.0,,,,,,
190,PT09M24.00S,2023-03-28T23:39:08.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,7.046649145860711,57.59803921568627,1610612738,33,27,2023-03-28T23:39:14Z,1880000,False,-38.0,14.0,1,left,J. Tatum driving DUNK (15 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,4.04,Made,15.0,,,,,,G. Williams,1629684.0,2.0,,,,,,
192,PT09M09.00S,2023-03-28T23:39:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.19776609724047,45.588235294117645,1610612764,35,27,2023-03-28T23:39:30Z,1900000,False,-22.0,21.0,1,right,D. Avdija driving finger roll Layup (4 PTS),[1630166],1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,3.03,Made,4.0,,,,,,,,,,,,,,
193,PT08M56.00S,2023-03-28T23:39:36.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,3.7614980289093296,98.52941176470588,1610612738,35,27,2023-03-28T23:39:41Z,1910000,False,-243.0,-17.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,24.32,Missed,,,,,,,,,,,,,,,
194,PT08M54.00S,2023-03-28T23:39:38.1Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,35,27,2023-03-28T23:39:41Z,1920000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,193.0,2.0,1.0,1.0,,
195,PT08M44.00S,2023-03-28T23:39:49.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,14.273981603153747,97.05882352941177,1610612738,35,27,2023-03-28T23:39:54Z,1930000,False,-235.0,82.0,1,left,MISS M. Brogdon 24' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,24.91,Missed,,,,,,,,,,,,,,,
196,PT08M40.00S,2023-03-28T23:39:53.4Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,35,27,2023-03-28T23:39:54Z,1940000,False,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,195.0,3.0,1.0,2.0,,
197,PT08M38.00S,2023-03-28T23:39:54.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201143,32.40801576872536,66.66666666666666,1610612738,35,27,2023-03-28T23:40:00Z,1950000,False,-83.0,252.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,26.55,Missed,,,,,,,,,,,,,,,
198,PT08M35.00S,2023-03-28T23:39:57.9Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,35,27,2023-03-28T23:40:00Z,1960000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,197.0,3.0,3.0,0.0,,
199,PT08M29.00S,2023-03-28T23:40:03.2Z,2,REGULAR,3pt,Jump Shot,[],1631098,73.66951379763469,13.725490196078432,1610612764,35,27,2023-03-28T23:40:11Z,1970000,False,-181.0,195.0,1,right,MISS J. Davis 26' 3PT,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Left Center,,,,26.63,Missed,,,,,,,,,,,,,,,
200,PT08M26.00S,2023-03-28T23:40:06.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,27,2023-03-28T23:40:11Z,1980000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,199.0,4.0,4.0,0.0,,
201,PT08M11.00S,2023-03-28T23:40:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,18.610381077529567,44.85294117647059,1610612738,35,29,2023-03-28T23:40:28Z,1990000,False,26.0,122.0,1,left,J. Tatum 12' turnaround Jump Shot (17 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,12.51,Made,17.0,,,,,,M. Smart,203935.0,3.0,,,,,,
203,PT07M52.00S,2023-03-28T23:40:41.0Z,2,REGULAR,2pt,Jump Shot,[],1630692,90.75229960578186,69.36274509803921,1610612764,35,29,2023-03-28T23:43:39Z,2010000,False,97.0,34.0,1,right,MISS J. Goodwin 10' driving floating bank Shot,[1630692],1610612764.0,WAS,driving floating bank,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Right,,,,10.27,Missed,,,,,,,,,,,,,,,
204,PT07M50.00S,2023-03-28T23:40:43.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,29,2023-03-28T23:40:45Z,2020000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,203.0,5.0,5.0,0.0,,
205,PT07M43.00S,2023-03-28T23:40:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.783837056504599,55.392156862745104,1610612738,35,31,2023-03-28T23:40:52Z,2030000,False,-27.0,11.0,1,left,M. Brogdon driving Layup (7 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,2.93,Made,7.0,,,,,,,,,,,,,,
206,PT07M38.00S,2023-03-28T23:40:54.6Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612764,35,31,2023-03-28T23:40:59Z,2040000,False,,,0,,D. Avdija lost ball TURNOVER (2 TO),"[1630166, 203935]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,2.0,Smart,203935.0,,,,,,,,,,,,,,,,,
207,PT07M38.00S,2023-03-28T23:40:54.6Z,2,REGULAR,steal,,[],203935,,,1610612738,35,31,2023-03-28T23:40:57Z,2050000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
213,PT07M34.00S,2023-03-28T23:41:11.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.176084099868594,55.560661764705884,1610612738,35,31,2023-03-28T23:44:37Z,2070000,False,-28.0,6.0,1,left,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.84,Missed,,,,,,,,,,,,,,,
214,PT07M34.00S,2023-03-28T23:41:11.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,35,31,2023-03-28T23:44:36Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,213.0,,,,,
211,PT07M34.00S,2023-03-28T23:41:28.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,35,31,2023-03-28T23:44:36Z,2090000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,out,[],1630692,,,1610612738,35,31,2023-03-28T23:44:36Z,2110000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,out,[],201959,,,1610612738,35,31,2023-03-28T23:44:36Z,2120000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,35,31,2023-03-28T23:44:36Z,2130000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,out,[],201143,,,1610612738,35,31,2023-03-28T23:44:36Z,2140000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,in,[],1628420,,,1610612738,35,31,2023-03-28T23:44:36Z,2150000,False,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,in,[],204001,,,1610612738,35,31,2023-03-28T23:44:36Z,2160000,False,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,35,31,2023-03-28T23:44:36Z,2170000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M34.00S,2023-03-28T23:44:11.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,35,31,2023-03-28T23:44:36Z,2180000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M30.00S,2023-03-28T23:44:41.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203935,19.92444152431012,63.48039215686274,1610612738,35,33,2023-03-28T23:45:27Z,2190000,False,-67.0,135.0,1,left,M. Smart 15' Jump Shot (5 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,15.07,Made,5.0,,,,,,J. Tatum,1628369.0,1.0,,,,,,
225,PT07M05.00S,2023-03-28T23:45:07.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,86.28449408672799,37.5,1610612764,35,33,2023-03-28T23:45:12Z,2210000,False,-62.0,76.0,1,right,MISS K. Porzingis 9' fadeaway Shot - blocked,"[204001, 1628369]",1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Left,,,,9.87,Missed,,,,,,,,,,,,,,Tatum,1628369.0
226,PT07M05.00S,2023-03-28T23:45:07.0Z,2,REGULAR,block,,[],1628369,,,1610612764,35,33,2023-03-28T23:45:09Z,2220000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
227,PT07M02.00S,2023-03-28T23:45:10.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,33,2023-03-28T23:45:12Z,2230000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,225.0,6.0,6.0,0.0,,
228,PT06M49.00S,2023-03-28T23:45:22.5Z,2,REGULAR,3pt,Jump Shot,[],203935,35.03613666228647,49.26470588235294,1610612738,35,33,2023-03-28T23:45:27Z,2240000,False,4.0,277.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,27.68,Missed,,,,,,,,,,,,,,,
229,PT06M46.00S,2023-03-28T23:45:25.5Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,35,33,2023-03-28T23:45:27Z,2250000,False,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,228.0,4.0,4.0,0.0,,
230,PT06M26.00S,2023-03-28T23:45:44.6Z,2,REGULAR,3pt,Jump Shot,[],1630166,66.83639947437582,38.970588235294116,1610612764,38,33,2023-03-28T23:45:50Z,2260000,False,-55.0,259.0,1,right,D. Avdija 26' 3PT  (7 PTS) (K. Porzingis 2 AST),"[1630166, 204001]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,26.5,Made,7.0,,,,,,K. Porzingis,204001.0,2.0,,,,,,
232,PT06M07.00S,2023-03-28T23:46:03.9Z,2,REGULAR,2pt,Jump Shot,[],1628369,22.946780551905388,58.08823529411765,1610612738,38,33,2023-03-28T23:46:08Z,2280000,False,-40.0,163.0,1,left,MISS J. Tatum 16' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,16.81,Missed,,,,,,,,,,,,,,,
233,PT06M05.00S,2023-03-28T23:46:05.9Z,2,REGULAR,rebound,defensive,[],1631098,,,1610612764,38,33,2023-03-28T23:46:08Z,2290000,False,,,0,,J. Davis REBOUND (Off:2 Def:4),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,232.0,6.0,4.0,2.0,,
234,PT05M55.00S,2023-03-28T23:46:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.64323258869908,44.85294117647059,1610612764,38,33,2023-03-28T23:46:54Z,2300000,False,-26.0,7.0,1,right,MISS C. Kispert driving Layup,[1630557],1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,2.67,Missed,,,,,,,,,,,,,,,
235,PT05M53.00S,2023-03-28T23:46:18.7Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,38,33,2023-03-28T23:46:22Z,2310000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,234.0,2.0,2.0,0.0,,
236,PT05M48.00S,2023-03-28T23:46:24.1Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,38,33,2023-03-28T23:46:27Z,2320000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1628420]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,2.0,Morris,1628420.0,,,,,,,,,,,,,,,,,
237,PT05M48.00S,2023-03-28T23:46:24.1Z,2,REGULAR,steal,,[],1628420,,,1610612764,38,33,2023-03-28T23:46:25Z,2330000,False,,,0,,M. Morris STEAL (1 STL),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
238,PT05M43.00S,2023-03-28T23:46:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,94.95729303547962,54.41176470588235,1610612764,40,33,2023-03-28T23:46:32Z,2340000,False,22.0,-5.0,1,right,M. Morris running Layup (6 PTS),[1628420],1610612764.0,WAS,running,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,2.27,Made,6.0,,,,,,,,,,,,,,
239,PT05M23.00S,2023-03-28T23:46:48.4Z,2,REGULAR,3pt,Jump Shot,[],203935,33.98488830486202,19.607843137254903,1610612738,40,36,2023-03-28T23:46:54Z,2350000,False,152.0,267.0,1,left,M. Smart 30' 3PT pullup (8 PTS) (M. Brogdon 1 AST),"[203935, 1627763]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,30.72,Made,8.0,,,,,,M. Brogdon,1627763.0,1.0,,,,,,
241,PT05M01.00S,2023-03-28T23:47:09.6Z,2,REGULAR,3pt,Jump Shot,[],1628420,70.51576872536137,23.52941176470588,1610612764,43,36,2023-03-28T23:48:21Z,2370000,False,-132.0,225.0,1,right,M. Morris 26' 3PT pullup (9 PTS) (C. Kispert 1 AST),"[1628420, 1630557]",1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,26.08,Made,9.0,,,,,,C. Kispert,1630557.0,1.0,,,,,,
243,PT04M41.00S,2023-03-28T23:47:30.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,31.882391590013142,70.83333333333334,1610612738,43,36,2023-03-28T23:47:35Z,2390000,False,-104.0,247.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,26.83,Missed,,,,,,,,,,,,,,,
244,PT04M38.00S,2023-03-28T23:47:33.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,43,36,2023-03-28T23:47:35Z,2400000,False,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,243.0,5.0,5.0,0.0,,
245,PT04M31.00S,2023-03-28T23:47:40.1Z,2,REGULAR,3pt,Jump Shot,[],1630557,66.04796320630749,75.0,1610612764,46,36,2023-03-28T23:47:45Z,2410000,False,125.0,267.0,1,right,C. Kispert 29' 3PT  (5 PTS) (D. Avdija 2 AST),"[1630557, 1630166]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,29.44,Made,5.0,,,,,,D. Avdija,1630166.0,2.0,,,,,,
247,PT04M30.00S,2023-03-28T23:47:45.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,46,36,2023-03-28T23:47:45Z,2430000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M30.00S,2023-03-28T23:49:32.9Z,2,REGULAR,substitution,out,[],1631098,,,1610612738,46,36,2023-03-28T23:50:19Z,2440000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M30.00S,2023-03-28T23:49:32.9Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,46,36,2023-03-28T23:50:19Z,2450000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M30.00S,2023-03-28T23:49:32.9Z,2,REGULAR,substitution,in,[],1626153,,,1610612738,46,36,2023-03-28T23:50:19Z,2460000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M30.00S,2023-03-28T23:49:32.9Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,46,36,2023-03-28T23:50:19Z,2470000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M20.00S,2023-03-28T23:50:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,7.966491458607096,48.03921568627451,1610612738,46,38,2023-03-28T23:50:59Z,2480000,False,10.0,22.0,1,left,J. Brown driving bank Jump Shot (6 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,driving bank,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,2.44,Made,6.0,,,,,,J. Tatum,1628369.0,2.0,,,,,,
