actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
173,PT10M18.00S,2022-11-04T23:42:07.6Z,2,REGULAR,foul,personal,[],202693,,,1610612764,32,40,2022-11-04T23:42:18Z,1700000,,,0,,M. Morris personal FOUL (1 PF),"[202693, 1629655]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,1.0,0.0,Gafford,1629655.0,,,,,
187,PT10M15.00S,2022-11-04T23:42:23.1Z,2,REGULAR,2pt,Jump Shot,[],1630557,92.32917214191852,71.56862745098039,1610612764,32,40,2022-11-04T23:45:08Z,1715000,108.0,20.0,1,right,MISS C. Kispert 10' step back Shot - blocked,"[1630557, 201988]",1610612764.0,WAS,step back,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,10.96,Missed,,,,,,,,,,,,,,Mills,201988.0,,,
188,PT10M15.00S,2022-11-04T23:42:23.1Z,2,REGULAR,block,,[],201988,,,1610612764,32,40,2022-11-04T23:44:32Z,1717500,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
189,PT10M15.00S,2022-11-04T23:42:23.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,40,2022-11-04T23:44:32Z,1718750,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Right,,,187.0,,,,,,,,,,,,,,,,,
176,PT10M11.00S,2022-11-04T23:43:01.8Z,2,REGULAR,foul,personal,[],1630561,,,1610612764,32,40,2022-11-04T23:43:17Z,1730000,,,0,,D. Duke Jr. personal FOUL (1 PF),"[1630561, 1629655]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,1.0,0.0,Gafford,1629655.0,,,,,
179,PT10M03.00S,2022-11-04T23:43:28.7Z,2,REGULAR,turnover,lost ball,[],1630557,,,1610612764,32,40,2022-11-04T23:43:41Z,1750000,,,0,,C. Kispert lost ball TURNOVER (1 TO),"[1630557, 202693]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Morris,202693.0
180,PT10M03.00S,2022-11-04T23:43:28.7Z,2,REGULAR,steal,,[],202693,,,1610612751,32,40,2022-11-04T23:43:31Z,1760000,,,0,,M. Morris STEAL (1 STL),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
181,PT09M57.00S,2022-11-04T23:43:34.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630561,6.521024967148489,56.86274509803921,1610612751,32,42,2022-11-04T23:43:46Z,1770000,-34.0,9.0,1,left,D. Duke Jr. running Layup (4 PTS) (M. Morris 1 AST),"[1630561, 202693]",1610612751.0,BKN,running,,,Duke Jr.,D. Duke Jr.,,,,,Restricted Area,0-8 Center,3.54,Made,,,,,4.0,M. Morris,202693.0,1.0,,,,,,,,,,
183,PT09M45.00S,2022-11-04T23:43:48.7Z,2,REGULAR,foul,personal,['2freethrow'],203925,,,1610612764,32,42,2022-11-04T23:43:55Z,1790000,,,0,,J. Harris shooting personal FOUL (1 PF) (Kuzma 2 FT),"[203925, 1628398]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,1.0,0.0,Kuzma,1628398.0,,,,,
185,PT09M45.00S,2022-11-04T23:44:16.5Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,32,42,2022-11-04T23:44:16Z,1810000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT09M45.00S,2022-11-04T23:44:16.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,32,42,2022-11-04T23:44:16Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,
190,PT09M45.00S,2022-11-04T23:44:34.4Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,33,42,2022-11-04T23:44:34Z,1830000,,,0,,K. Kuzma Free Throw 2 of 2 (11 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
191,PT09M27.00S,2022-11-04T23:44:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202693,10.068988173455978,62.254901960784316,1610612751,33,42,2022-11-04T23:45:00Z,1840000,-61.0,42.0,1,left,MISS M. Morris 7' driving Layup,[202693],1610612751.0,BKN,driving,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,7.44,Missed,,,,,,,,,,,,,,,,,,
192,PT09M24.00S,2022-11-04T23:44:58.5Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,33,42,2022-11-04T23:45:00Z,1850000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,191.0,3.0,3.0,0.0,,,,,,,,,,,,,,
193,PT09M11.00S,2022-11-04T23:45:10.8Z,2,REGULAR,turnover,bad pass,[],1628420,,,1610612764,33,42,2022-11-04T23:45:15Z,1860000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 201988]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Mills,201988.0
194,PT09M11.00S,2022-11-04T23:45:10.8Z,2,REGULAR,steal,,[],201988,,,1610612751,33,42,2022-11-04T23:45:12Z,1870000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
195,PT09M06.00S,2022-11-04T23:45:16.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630561,9.017739816031538,42.40196078431372,1610612751,33,44,2022-11-04T23:45:22Z,1880000,38.0,32.0,1,left,D. Duke Jr. running Layup (6 PTS) (M. Morris 2 AST),"[1630561, 202693]",1610612751.0,BKN,running,,,Duke Jr.,D. Duke Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,,,,,6.0,M. Morris,202693.0,2.0,,,,,,,,,,
197,PT09M06.00S,2022-11-04T23:45:22.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,33,44,2022-11-04T23:45:22Z,1900000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M51.00S,2022-11-04T23:48:39.1Z,2,REGULAR,3pt,Jump Shot,[],1628398,95.0886990801577,4.6568627450980395,1610612764,36,44,2022-11-04T23:48:55Z,1920000,-227.0,-6.0,1,right,K. Kuzma 3PT  (14 PTS) (M. Morris 4 AST),"[1628398, 1628420]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,14.0,M. Morris,1628420.0,4.0,,,,,,,,,,
201,PT08M29.00S,2022-11-04T23:49:00.3Z,2,REGULAR,3pt,Jump Shot,[],201988,25.443495400788436,90.68627450980392,1610612751,36,47,2022-11-04T23:49:07Z,1940000,-203.0,187.0,1,left,P. Mills 27' 3PT  (3 PTS) (J. Harris 2 AST),"[201988, 203925]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,27.61,Made,,,,,3.0,J. Harris,203925.0,2.0,,,,,,,,,,
203,PT08M16.00S,2022-11-04T23:49:17.3Z,2,REGULAR,foul,personal,['2freethrow'],203925,,,1610612764,36,47,2022-11-04T23:49:24Z,1960000,,,0,,J. Harris shooting personal FOUL (2 PF) (Kuzma 2 FT),"[203925, 1628398]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202901.0,2.0,0.0,Kuzma,1628398.0,,,,,
205,PT08M16.00S,2022-11-04T23:49:53.3Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,37,47,2022-11-04T23:49:53Z,1980000,,,0,,K. Kuzma Free Throw 1 of 2 (15 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
206,PT08M16.00S,2022-11-04T23:49:54.5Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,37,47,2022-11-04T23:50:20Z,1990000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M16.00S,2022-11-04T23:49:54.5Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,37,47,2022-11-04T23:50:20Z,2000000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M16.00S,2022-11-04T23:49:54.5Z,2,REGULAR,substitution,out,[],202693,,,1610612764,37,47,2022-11-04T23:50:20Z,2010000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M16.00S,2022-11-04T23:49:54.5Z,2,REGULAR,substitution,in,[],203078,,,1610612764,37,47,2022-11-04T23:50:20Z,2020000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M16.00S,2022-11-04T23:49:54.5Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,37,47,2022-11-04T23:50:20Z,2030000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M16.00S,2022-11-04T23:49:54.5Z,2,REGULAR,substitution,in,[],201142,,,1610612764,37,47,2022-11-04T23:50:20Z,2040000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M16.00S,2022-11-04T23:50:37.2Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,38,47,2022-11-04T23:50:37Z,2050000,,,0,,K. Kuzma Free Throw 2 of 2 (16 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
213,PT07M57.00S,2022-11-04T23:50:59.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630561,9.017739816031538,47.05882352941176,1610612751,38,47,2022-11-04T23:52:23Z,2060000,15.0,32.0,1,left,MISS D. Duke Jr. driving Layup - blocked,"[1630561, 203078]",1610612751.0,BKN,driving,,,Duke Jr.,D. Duke Jr.,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,Beal,203078.0,,,
214,PT07M57.00S,2022-11-04T23:50:59.7Z,2,REGULAR,block,,[],203078,,,1610612751,38,47,2022-11-04T23:51:03Z,2070000,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT07M51.00S,2022-11-04T23:51:05.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,38,47,2022-11-04T23:51:05Z,2080000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,
216,PT07M43.00S,2022-11-04T23:51:12.7Z,2,REGULAR,3pt,Jump Shot,[],1628398,73.14388961892247,11.76470588235294,1610612764,38,47,2022-11-04T23:51:17Z,2090000,-191.0,200.0,1,right,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,27.66,Missed,,,,,,,,,,,,,,,,,,
217,PT07M40.00S,2022-11-04T23:51:15.7Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,38,47,2022-11-04T23:51:17Z,2100000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT07M32.00S,2022-11-04T23:51:23.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,11.12023653088042,36.76470588235294,1610612751,38,49,2022-11-04T23:53:14Z,2110000,66.0,52.0,1,left,K. Durant 8' pullup Jump Shot (14 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,8.42,Made,,,,,14.0,,,,,,,,,,,,,
219,PT07M14.00S,2022-11-04T23:51:41.6Z,2,REGULAR,3pt,Jump Shot,[],1628420,92.06636005256242,96.81372549019608,1610612764,38,49,2022-11-04T23:51:46Z,2120000,234.0,22.0,1,right,MISS M. Morris 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,23.51,Missed,,,,,,,,,,,,,,,,,,
220,PT07M11.00S,2022-11-04T23:51:44.6Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612751,38,49,2022-11-04T23:51:50Z,2130000,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Right Corner 3,24+ Right,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,,
221,PT07M05.00S,2022-11-04T23:51:51.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201988,8.09789750328515,60.5392156862745,1610612751,38,49,2022-11-04T23:51:57Z,2140000,-53.0,24.0,1,left,MISS P. Mills driving Layup - blocked,"[201988, 1629655]",1610612751.0,BKN,driving,,,Mills,P. Mills,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,Gafford,1629655.0,,,
222,PT07M05.00S,2022-11-04T23:51:51.2Z,2,REGULAR,block,,[],1629655,,,1610612751,38,49,2022-11-04T23:51:54Z,2150000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
223,PT07M00.00S,2022-11-04T23:51:56.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,38,49,2022-11-04T23:51:57Z,2160000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,221.0,3.0,3.0,0.0,,,,,,,,,,,,,,
224,PT06M58.00S,2022-11-04T23:51:57.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203078,68.80749014454665,13.725490196078432,1610612764,41,49,2022-11-04T23:54:34Z,2170000,-181.0,241.0,1,right,B. Beal 30' 3PT running (5 PTS) (M. Morris 5 AST),"[203078, 1628420]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,30.14,Made,,,,,5.0,M. Morris,1628420.0,5.0,,,,,,,,,,
226,PT06M58.00S,2022-11-04T23:52:07.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,41,49,2022-11-04T23:52:07Z,2190000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,out,[],1629655,,,1610612751,41,49,2022-11-04T23:54:43Z,2200000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,out,[],1628420,,,1610612751,41,49,2022-11-04T23:54:43Z,2210000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,out,[],1628398,,,1610612751,41,49,2022-11-04T23:54:43Z,2220000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,out,[],1630561,,,1610612751,41,49,2022-11-04T23:54:43Z,2230000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,out,[],201988,,,1610612751,41,49,2022-11-04T23:54:43Z,2240000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,out,[],1629139,,,1610612751,41,49,2022-11-04T23:54:43Z,2250000,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,in,[],1630264,,,1610612751,41,49,2022-11-04T23:54:43Z,2260000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,in,[],203115,,,1610612751,41,49,2022-11-04T23:54:43Z,2270000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,in,[],204001,,,1610612751,41,49,2022-11-04T23:54:43Z,2280000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,in,[],1626220,,,1610612751,41,49,2022-11-04T23:54:43Z,2290000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,41,49,2022-11-04T23:54:43Z,2300000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M58.00S,2022-11-04T23:54:08.5Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,41,49,2022-11-04T23:54:43Z,2310000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M41.00S,2022-11-04T23:55:17.8Z,2,REGULAR,2pt,Jump Shot,[],1630560,19.267411300919843,79.65686274509804,1610612751,41,51,2022-11-04T23:55:23Z,2320000,-148.0,129.0,1,left,C. Thomas 19' pullup Jump Shot (4 PTS) (K. Durant 6 AST),"[1630560, 201142]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,19.63,Made,,,,,4.0,K. Durant,201142.0,6.0,,,,,,,,,,
240,PT06M28.00S,2022-11-04T23:55:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.72339027595268,55.392156862745104,1610612764,43,51,2022-11-04T23:55:39Z,2330000,27.0,16.0,1,right,D. Avdija driving Layup (2 PTS) (W. Barton 2 AST),"[1630166, 203115]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,2.0,W. Barton,203115.0,2.0,,,,,,,,,,
241,PT06M07.00S,2022-11-04T23:55:54.6Z,2,REGULAR,foul,personal,[],203078,,,1610612751,43,51,2022-11-04T23:56:09Z,2340000,,,0,,B. Beal personal FOUL (1 PF),"[203078, 201142]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1179.0,1.0,0.0,Durant,201142.0,,,,,
243,PT06M07.00S,2022-11-04T23:56:17.2Z,2,REGULAR,foul,personal,[],1630166,,,1610612751,43,51,2022-11-04T23:56:26Z,2360000,,,0,,D. Avdija personal FOUL (2 PF),"[1630166, 201142]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202901.0,2.0,0.0,Durant,201142.0,,,,,
245,PT05M59.00S,2022-11-04T23:56:37.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.09789750328515,49.50980392156863,1610612751,43,53,2022-11-04T23:56:44Z,2380000,2.0,24.0,1,left,N. Claxton DUNK (8 PTS) (C. Thomas 1 AST),"[1629651, 1630560]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,8.0,C. Thomas,1630560.0,1.0,,,,,,,,,,
247,PT05M37.00S,2022-11-04T23:57:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.85479632063075,57.107843137254896,1610612764,45,53,2022-11-04T23:57:04Z,2400000,36.0,15.0,1,right,B. Beal driving Layup (7 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,7.0,,,,,,,,,,,,,
248,PT05M16.00S,2022-11-04T23:57:20.6Z,2,REGULAR,3pt,Jump Shot,[],1630560,29.77989487516426,24.754901960784316,1610612751,45,56,2022-11-04T23:57:25Z,2410000,126.0,227.0,1,left,C. Thomas 26' 3PT  (7 PTS) (K. Durant 7 AST),"[1630560, 201142]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.01,Made,,,,,7.0,K. Durant,201142.0,7.0,,,,,,,,,,
250,PT04M47.00S,2022-11-04T23:57:49.2Z,2,REGULAR,3pt,Jump Shot,[],203115,75.50919842312747,7.8431372549019605,1610612764,45,56,2022-11-04T23:57:53Z,2430000,-211.0,178.0,1,right,MISS W. Barton 27' 3PT,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,27.57,Missed,,,,,,,,,,,,,,,,,,
251,PT04M44.00S,2022-11-04T23:57:52.2Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,45,56,2022-11-04T23:57:53Z,2440000,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,250.0,5.0,4.0,1.0,,,,,,,,,,,,,,
252,PT04M35.00S,2022-11-04T23:58:02.2Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,45,56,2022-11-04T23:58:08Z,2450000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 203078]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Beal,203078.0
253,PT04M35.00S,2022-11-04T23:58:02.2Z,2,REGULAR,steal,,[],203078,,,1610612764,45,56,2022-11-04T23:58:03Z,2460000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
254,PT04M30.00S,2022-11-04T23:58:06.0Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612764,45,56,2022-11-04T23:58:11Z,2470000,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1626220]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0
255,PT04M30.00S,2022-11-04T23:58:06.0Z,2,REGULAR,steal,,[],1626220,,,1610612751,45,56,2022-11-04T23:58:07Z,2480000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT04M20.00S,2022-11-04T23:58:15.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203925,8.492115637319317,5.88235294117647,1610612751,45,56,2022-11-04T23:58:20Z,2490000,221.0,27.0,1,left,MISS J. Harris 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Right Corner 3,24+ Right,22.23,Missed,,,,,,,,,,,,,,,,,,
257,PT04M18.00S,2022-11-04T23:58:17.9Z,2,REGULAR,rebound,defensive,[],203115,,,1610612764,45,56,2022-11-04T23:58:20Z,2500000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Right Corner 3,24+ Right,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,
258,PT04M07.00S,2022-11-04T23:58:32.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612764,45,56,2022-11-04T23:58:44Z,2510000,,,0,,K. Durant shooting personal FOUL (1 PF) (Porzingis 2 FT),"[201142, 204001]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,1.0,0.0,Porzingis,204001.0,,,,,
262,PT04M07.00S,2022-11-04T23:58:56.8Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,46,56,2022-11-04T23:58:56Z,2530000,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
263,PT04M07.00S,2022-11-04T23:58:59.6Z,2,REGULAR,substitution,out,[],203925,,,1610612764,46,56,2022-11-04T23:59:02Z,2540000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M07.00S,2022-11-04T23:58:59.6Z,2,REGULAR,substitution,in,[],1628410,,,1610612764,46,56,2022-11-04T23:59:02Z,2550000,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
