actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
24,PT09M46.00S,2023-01-10T00:16:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,88.25558475689881,60.29411764705882,1610612740,10,0,2023-01-10T00:16:40Z,240000,False,51.0,58.0,1,right,MISS N. Marshall 7' floating Shot,[1630230],1610612740.0,NOP,floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.75,,,,,,,,,,,,
25,PT09M45.00S,2023-01-10T00:16:37.9Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,10,0,2023-01-10T00:16:37Z,250000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,
26,PT09M41.00S,2023-01-10T00:16:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612740,10,0,2023-01-10T00:17:01Z,260000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1629655, 202685]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1193.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
28,PT09M41.00S,2023-01-10T00:17:09.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,10,0,2023-01-10T00:17:09Z,280000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
29,PT09M41.00S,2023-01-10T00:17:09.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,10,0,2023-01-10T00:17:09Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,
30,PT09M41.00S,2023-01-10T00:17:25.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,10,1,2023-01-10T00:17:25Z,300000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
31,PT09M24.00S,2023-01-10T00:17:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,7.5722733245729295,61.51960784313726,1610612764,10,1,2023-01-10T00:17:48Z,310000,False,-58.0,19.0,1,left,MISS D. Gafford 6' Layup,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.06,,,,,,,,,,,,
32,PT09M24.00S,2023-01-10T00:17:42.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,10,1,2023-01-10T00:17:48Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,31.0,,,,,,,,,,,
34,PT09M16.00S,2023-01-10T00:18:02.3Z,1,REGULAR,3pt,Jump Shot,[],203468,67.23061760840999,40.68627450980392,1610612740,10,1,2023-01-10T00:18:07Z,340000,False,-47.0,256.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.97,,,,,,,,,,,,
35,PT09M12.00S,2023-01-10T00:18:06.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,10,1,2023-01-10T00:18:07Z,350000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,
36,PT09M11.00S,2023-01-10T00:18:09.7Z,1,REGULAR,foul,offensive,[],1628398,,,1610612764,10,1,2023-01-10T00:18:16Z,360000,False,,,0,,K. Kuzma charge offensive FOUL (1 PF),"[1628398, 1630529]",1610612764.0,WAS,charge,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,
38,PT09M11.00S,2023-01-10T00:18:09.7Z,1,REGULAR,turnover,offensive foul,[],1628398,,,1610612764,10,1,2023-01-10T00:18:09Z,380000,False,,,0,,K. Kuzma offensive foul TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,1193.0,,,,,,,,,,,,,,,1.0,,,,
39,PT09M00.00S,2023-01-10T00:18:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,92.9862023653088,46.81372549019608,1610612740,10,3,2023-01-10T00:18:39Z,390000,False,-16.0,13.0,1,right,N. Marshall driving Layup (2 PTS) (J. Valanciunas 1 AST),"[1630230, 202685]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.08,,,,,J. Valanciunas,202685.0,1.0,,,,,
40,PT08M50.00S,2023-01-10T00:18:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,7.5722733245729295,50.245098039215684,1610612764,12,3,2023-01-10T00:18:55Z,400000,False,-1.0,19.0,1,left,D. Gafford cutting Layup (2 PTS) (M. Morris 3 AST),"[1629655, 1628420]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.87,,,,,M. Morris,1628420.0,3.0,,,,,
42,PT08M37.00S,2023-01-10T00:19:00.2Z,1,REGULAR,turnover,traveling,[],202685,,,1610612740,12,3,2023-01-10T00:19:05Z,420000,False,,,0,,J. Valanciunas traveling TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,,,,1.0,,,,
43,PT08M25.00S,2023-01-10T00:19:24.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,32.933639947437584,54.65686274509803,1610612764,12,3,2023-01-10T00:19:30Z,430000,False,-23.0,257.0,1,left,MISS K. Kuzma 25' step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.82,,,,,,,,,,,,
44,PT08M20.00S,2023-01-10T00:19:29.2Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,12,3,2023-01-10T00:19:30Z,440000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT08M12.00S,2023-01-10T00:19:40.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,93.9060446780552,48.529411764705884,1610612740,12,5,2023-01-10T00:19:45Z,450000,False,-7.0,5.0,1,right,J. Valanciunas Hook (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,0.88,,,,,,,,,,,,
46,PT08M12.00S,2023-01-10T00:19:42.4Z,1,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612740,12,5,2023-01-10T00:19:48Z,460000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Valanciunas 1 FT),"[1629655, 202685]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1198.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
48,PT08M12.00S,2023-01-10T00:20:05.9Z,1,REGULAR,substitution,out,[],1629655,,,1610612740,12,5,2023-01-10T00:20:55Z,480000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M12.00S,2023-01-10T00:20:05.9Z,1,REGULAR,substitution,in,[],201959,,,1610612740,12,5,2023-01-10T00:20:55Z,490000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M12.00S,2023-01-10T00:20:23.9Z,1,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,12,6,2023-01-10T00:20:23Z,500000,False,,,0,,J. Valanciunas Free Throw 1 of 1 (4 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
51,PT07M50.00S,2023-01-10T00:20:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,11.645860709592641,46.07843137254902,1610612764,14,6,2023-01-10T00:20:55Z,510000,False,20.0,57.0,1,left,M. Morris 6' driving floating Jump Shot (2 PTS) (K. Porzingis 1 AST),"[1628420, 204001]",1610612764.0,WAS,driving floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,6.03,,,,,K. Porzingis,204001.0,1.0,,,,,
53,PT07M39.00S,2023-01-10T00:21:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.32917214191852,43.627450980392155,1610612740,14,8,2023-01-10T00:21:04Z,530000,False,-32.0,20.0,1,right,C. McCollum driving Layup (2 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.74,,,,,,,,,,,,
54,PT07M24.00S,2023-01-10T00:21:14.5Z,1,REGULAR,3pt,Jump Shot,[],1630557,32.933639947437584,52.20588235294118,1610612764,14,8,2023-01-10T00:21:21Z,540000,False,-11.0,257.0,1,left,MISS C. Kispert 25' pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.73,,,,,,,,,,,,
55,PT07M21.00S,2023-01-10T00:21:17.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,14,8,2023-01-10T00:21:21Z,550000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,,,
56,PT07M10.00S,2023-01-10T00:21:28.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,91.93495400788436,51.470588235294116,1610612740,14,10,2023-01-10T00:21:33Z,560000,False,7.0,23.0,1,right,J. Valanciunas driving Hook (6 PTS) (N. Marshall 1 AST),"[202685, 1630230]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,2.44,,,,,N. Marshall,1630230.0,1.0,,,,,
58,PT06M50.00S,2023-01-10T00:21:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,17.821944809461236,34.31372549019608,1610612764,14,10,2023-01-10T00:21:55Z,580000,False,78.0,115.0,1,left,MISS K. Porzingis 13' fadeaway Shot,[204001],1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,13.92,,,,,,,,,,,,
59,PT06M47.00S,2023-01-10T00:21:51.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,14,10,2023-01-10T00:21:55Z,590000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,
60,PT06M43.00S,2023-01-10T00:21:56.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203468,93.24901445466492,48.28431372549019,1610612740,14,12,2023-01-10T00:22:56Z,600000,False,-9.0,11.0,1,right,C. McCollum running reverse Layup (4 PTS),[203468],1610612740.0,NOP,running reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.4,,,,,,,,,,,,
61,PT06M43.00S,2023-01-10T00:22:00.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,14,12,2023-01-10T00:22:00Z,610000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2023-01-10T00:22:25.5Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,14,12,2023-01-10T00:24:44Z,620000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2023-01-10T00:22:25.5Z,1,REGULAR,substitution,out,[],1630530,,,1610612764,14,12,2023-01-10T00:24:44Z,630000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2023-01-10T00:22:25.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,14,12,2023-01-10T00:24:44Z,640000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M43.00S,2023-01-10T00:22:25.5Z,1,REGULAR,substitution,in,[],1630631,,,1610612764,14,12,2023-01-10T00:24:44Z,650000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M23.00S,2023-01-10T00:25:15.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201959,6.783837056504599,50.73529411764706,1610612764,16,12,2023-01-10T00:25:19Z,660000,False,-4.0,11.0,1,left,T. Gibson DUNK (2 PTS) (M. Morris 4 AST),"[201959, 1628420]",1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.19,,,,,M. Morris,1628420.0,4.0,,,,,
69,PT06M12.00S,2023-01-10T00:25:28.8Z,1,REGULAR,foul,personal,[],201959,,,1610612740,16,12,2023-01-10T00:25:35Z,680000,False,,,0,,T. Gibson personal FOUL (1 PF),"[201959, 202685]",1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,1198.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
71,PT06M00.00S,2023-01-10T00:25:56.8Z,1,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612740,16,12,2023-01-10T00:26:02Z,700000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (McCollum 2 FT),"[1630557, 203468]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,1193.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
73,PT06M00.00S,2023-01-10T00:26:20.4Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,16,13,2023-01-10T00:26:20Z,720000,False,,,0,,C. McCollum Free Throw 1 of 2 (5 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
74,PT06M00.00S,2023-01-10T00:26:25.6Z,1,REGULAR,substitution,out,[],201959,,,1610612740,16,13,2023-01-10T00:26:31Z,730000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2023-01-10T00:26:25.6Z,1,REGULAR,substitution,in,[],1629060,,,1610612740,16,13,2023-01-10T00:26:31Z,740000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2023-01-10T00:26:48.3Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,16,14,2023-01-10T00:26:48Z,750000,False,,,0,,C. McCollum Free Throw 2 of 2 (6 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
77,PT05M39.00S,2023-01-10T00:27:11.0Z,1,REGULAR,2pt,Jump Shot,[],1628420,28.203022339027594,59.068627450980394,1610612764,18,14,2023-01-10T00:27:14Z,760000,False,-45.0,213.0,1,left,M. Morris 21' pullup Jump Shot (4 PTS),[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,,,,,,Made,4.0,21.74,,,,,,,,,,,,
78,PT05M25.00S,2023-01-10T00:27:24.8Z,1,REGULAR,2pt,Jump Shot,[],1630529,76.87253613666229,78.69944852941177,1610612740,18,14,2023-01-10T00:42:00Z,770000,False,143.0,165.0,1,right,MISS H. Jones 21' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,21.86,,,,,,,,,,,,
79,PT05M22.00S,2023-01-10T00:27:27.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,18,14,2023-01-10T00:27:28Z,780000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,
80,PT05M18.00S,2023-01-10T00:27:31.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628420,7.178055190538765,48.529411764705884,1610612764,20,14,2023-01-10T01:05:02Z,790000,False,7.0,15.0,1,left,M. Morris running Layup (6 PTS),[1628420],1610612764.0,WAS,running,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,1.67,,,,,,,,,,,,
82,PT05M10.00S,2023-01-10T00:27:39.4Z,1,REGULAR,2pt,Jump Shot,[],203468,79.84559789750328,33.82352941176471,1610612740,20,14,2023-01-10T00:27:46Z,810000,False,-81.0,137.0,1,right,MISS C. McCollum 15' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,Missed,,15.91,,,,,,,,,,,,
83,PT05M06.00S,2023-01-10T00:27:43.4Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,20,14,2023-01-10T01:11:20Z,820000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,
84,PT05M00.00S,2023-01-10T00:27:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,6.521024967148489,43.627450980392155,1610612764,20,14,2023-01-10T00:27:53Z,830000,False,32.0,9.0,1,left,MISS C. Kispert driving Layup,[1630557],1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.31,,,,,,,,,,,,
85,PT04M58.00S,2023-01-10T00:27:51.5Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,20,14,2023-01-10T00:27:53Z,840000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,
87,PT04M56.00S,2023-01-10T00:27:56.2Z,1,REGULAR,violation,kicked ball,[],1629060,,,1610612740,20,14,2023-01-10T00:28:28Z,860000,False,,,0,,R. Hachimura kicked ball VIOLATION,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,
88,PT04M56.00S,2023-01-10T00:28:01.4Z,1,REGULAR,substitution,out,[],1630230,,,1610612740,20,14,2023-01-10T00:28:07Z,870000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
