actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
170,PT11M22.00S,2023-03-04T22:39:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.72339027595268,57.107843137254896,1610612764,32,28,2023-03-04T22:39:49Z,1620000,False,36.0,16.0,1,right,D. Gafford Layup (2 PTS),[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,Restricted Area,0-8 Center,3.89,Made,2.0,,,,,,,,,,,,,,,,
171,PT11M09.00S,2023-03-04T22:39:57.0Z,2,REGULAR,2pt,Jump Shot,[],1630567,20.97568988173456,36.51960784313725,1610612761,32,28,2023-03-04T22:40:02Z,1630000,False,67.0,145.0,1,left,MISS S. Barnes 15' pullup Shot,[1630567],1610612761.0,TOR,,Barnes,S. Barnes,pullup,,,,,,,Mid-Range,8-16 Center,15.96,Missed,,,,,,,,,,,,,,,,,
172,PT11M06.00S,2023-03-04T22:40:00.8Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,32,28,2023-03-04T22:40:00Z,1640000,False,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,Boucher,C. Boucher,,,,,,,,Mid-Range,8-16 Center,,,,,,,171.0,1.0,0.0,1.0,,,,,,,,,
173,PT11M02.00S,2023-03-04T22:40:04.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203115,32.933639947437584,25.0,1610612761,32,31,2023-03-04T22:40:09Z,1650000,False,125.0,257.0,1,left,W. Barton 28' 3PT  (3 PTS) (G. Trent Jr. 2 AST),"[203115, 1629018]",1610612761.0,TOR,,Barton,W. Barton,,,,,,,,Above the Break 3,24+ Right Center,28.59,Made,3.0,G. Trent Jr.,1629018.0,2.0,,,,,,,,,,,,,
175,PT10M41.00S,2023-03-04T22:40:25.3Z,2,REGULAR,turnover,bad pass,[],1629134,,,1610612764,32,31,2023-03-04T22:40:28Z,1670000,False,,,0,,K. Nunn bad pass TURNOVER (1 TO),"[1629134, 203115]",1610612764.0,WAS,,Nunn,K. Nunn,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,1.0,Barton,203115.0
176,PT10M41.00S,2023-03-04T22:40:25.3Z,2,REGULAR,steal,,[],203115,,,1610612761,32,31,2023-03-04T22:40:27Z,1680000,False,,,0,,W. Barton STEAL (1 STL),[203115],1610612761.0,TOR,,Barton,W. Barton,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
177,PT10M32.00S,2023-03-04T22:40:34.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,23.73521681997372,53.92156862745098,1610612761,32,31,2023-03-04T22:40:38Z,1690000,False,-20.0,171.0,1,left,MISS S. Barnes 17' Jump Shot,[1630567],1610612761.0,TOR,,Barnes,S. Barnes,,,,,,,,Mid-Range,16-24 Center,17.17,Missed,,,,,,,,,,,,,,,,,
178,PT10M29.00S,2023-03-04T22:40:37.0Z,2,REGULAR,rebound,defensive,[],1629134,,,1610612764,32,31,2023-03-04T22:40:38Z,1700000,False,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612764.0,WAS,,Nunn,K. Nunn,,,,,,,,Mid-Range,16-24 Center,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,
180,PT10M21.00S,2023-03-04T22:41:03.8Z,2,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612764,32,31,2023-03-04T22:41:08Z,1720000,False,,,0,,C. Boucher shooting personal FOUL (2 PF) (Gafford 2 FT),"[1628449, 1629655]",1610612761.0,TOR,1662.0,Boucher,C. Boucher,shooting,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Gafford,1629655.0,,,,,
182,PT10M21.00S,2023-03-04T22:41:30.5Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,33,31,2023-03-04T22:41:53Z,1740000,False,,,0,,D. Gafford Free Throw 1 of 2 (3 PTS),[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
183,PT10M21.00S,2023-03-04T22:41:30.5Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,33,31,2023-03-04T22:41:53Z,1750000,False,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
184,PT10M18.00S,2023-03-04T22:41:33.5Z,2,REGULAR,rebound,defensive,[],203115,,,1610612761,33,31,2023-03-04T22:41:53Z,1760000,False,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612761.0,TOR,,Barton,W. Barton,,,,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,
185,PT10M01.00S,2023-03-04T22:42:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.966491458607096,60.5392156862745,1610612761,33,33,2023-03-04T22:42:13Z,1770000,False,-53.0,22.0,1,left,P. Achiuwa driving Layup (4 PTS),[1630173],1610612761.0,TOR,,Achiuwa,P. Achiuwa,driving,,,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,4.0,,,,,,,,,,,,,,,,
186,PT09M50.00S,2023-03-04T22:42:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,90.48948751642575,64.70588235294117,1610612764,33,33,2023-03-04T22:42:26Z,1780000,False,74.0,37.0,1,right,MISS D. Gafford 8' bank Shot,[1629655],1610612764.0,WAS,,Gafford,D. Gafford,bank,,,,,,,In The Paint (Non-RA),8-16 Right,8.22,Missed,,,,,,,,,,,,,,,,,
187,PT09M47.00S,2023-03-04T22:42:23.5Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,33,33,2023-03-04T22:42:26Z,1790000,False,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,Boucher,C. Boucher,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,186.0,2.0,1.0,1.0,,,,,,,,,
188,PT09M44.00S,2023-03-04T22:42:27.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628449,13.485545335085414,41.17647058823529,1610612761,33,35,2023-03-04T22:42:37Z,1800000,False,44.0,74.0,1,left,C. Boucher 8' driving floating Jump Shot (4 PTS),[1628449],1610612761.0,TOR,,Boucher,C. Boucher,driving floating,,,,,,,In The Paint (Non-RA),8-16 Center,8.64,Made,4.0,,,,,,,,,,,,,,,,
189,PT09M27.00S,2023-03-04T22:42:46.2Z,2,REGULAR,turnover,out-of-bounds,[],1629134,,,1610612764,33,35,2023-03-04T22:42:52Z,1810000,False,,,0,,K. Nunn lost ball out-of-bounds TURNOVER (2 TO),[1629134],1610612764.0,WAS,1179.0,Nunn,K. Nunn,lost ball,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,2.0,,
190,PT09M13.00S,2023-03-04T22:43:12.2Z,2,REGULAR,turnover,lost ball,[],1630173,,,1610612761,33,35,2023-03-04T22:43:17Z,1820000,False,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1629655]",1610612761.0,TOR,,Achiuwa,P. Achiuwa,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,Gafford,1629655.0
191,PT09M13.00S,2023-03-04T22:43:12.2Z,2,REGULAR,steal,,[],1629655,,,1610612764,33,35,2023-03-04T22:43:15Z,1830000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
192,PT09M03.00S,2023-03-04T22:43:22.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,92.46057818659659,51.71568627450981,1610612764,35,35,2023-03-04T22:43:27Z,1840000,False,9.0,18.0,1,right,D. Gafford cutting DUNK (5 PTS) (J. Goodwin 1 AST),"[1629655, 1630692]",1610612764.0,WAS,,Gafford,D. Gafford,cutting,,,,,,,Restricted Area,0-8 Center,2.03,Made,5.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,,
194,PT08M41.00S,2023-03-04T22:43:42.6Z,2,REGULAR,3pt,Jump Shot,[],1628449,5.732588699080158,4.411764705882353,1610612761,35,35,2023-03-04T22:43:47Z,1860000,False,228.0,1.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,Boucher,C. Boucher,,,,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,
195,PT08M39.00S,2023-03-04T22:43:44.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,35,35,2023-03-04T22:43:47Z,1870000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,Kuzma,K. Kuzma,,,,,,,,Right Corner 3,24+ Right,,,,,,,194.0,4.0,4.0,0.0,,,,,,,,,
196,PT08M21.00S,2023-03-04T22:44:03.8Z,2,REGULAR,turnover,lost ball,[],1629134,,,1610612764,35,35,2023-03-04T22:44:10Z,1880000,False,,,0,,K. Nunn lost ball TURNOVER (3 TO),"[1629134, 1629018]",1610612764.0,WAS,,Nunn,K. Nunn,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,3.0,Trent Jr.,1629018.0
197,PT08M21.00S,2023-03-04T22:44:03.8Z,2,REGULAR,steal,,[],1629018,,,1610612761,35,35,2023-03-04T22:44:05Z,1890000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
198,PT08M16.00S,2023-03-04T22:44:08.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,17.559132720105126,3.1862745098039214,1610612761,35,35,2023-03-04T22:44:18Z,1900000,False,234.0,113.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,,,,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,
199,PT08M13.00S,2023-03-04T22:44:11.9Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,35,35,2023-03-04T22:44:36Z,1910000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,Kispert,C. Kispert,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,
202,PT07M59.00S,2023-03-04T22:44:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.77463863337714,51.470588235294116,1610612764,35,35,2023-03-04T22:44:51Z,1940000,False,7.0,6.0,1,right,MISS K. Kuzma driving reverse Layup,[1628398],1610612764.0,WAS,,Kuzma,K. Kuzma,driving reverse,,,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,
203,PT07M52.00S,2023-03-04T22:44:50.5Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,35,35,2023-03-04T22:44:50Z,1950000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,Restricted Area,0-8 Center,,,,,,,202.0,2.0,1.0,1.0,,,,,,,,,
204,PT07M52.00S,2023-03-04T22:44:50.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612764,37,35,2023-03-04T22:44:58Z,1960000,False,0.0,0.0,1,right,D. Gafford putback Layup (7 PTS),[1629655],1610612764.0,WAS,,Gafford,D. Gafford,putback,,,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,
205,PT07M44.00S,2023-03-04T22:44:59.2Z,2,REGULAR,3pt,Jump Shot,[],1629018,4.28712220762155,5.147058823529411,1610612761,37,38,2023-03-04T22:45:03Z,1970000,False,224.0,-12.0,1,left,G. Trent Jr. 3PT  (9 PTS) (S. Barnes 2 AST),"[1629018, 1630567]",1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,,,,,,,,Right Corner 3,24+ Right,22.46,Made,9.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,
207,PT07M28.00S,2023-03-04T22:45:16.9Z,2,REGULAR,foul,personal,[],203115,,,1610612764,37,38,2023-03-04T22:45:22Z,1990000,False,,,0,,W. Barton personal FOUL (1 PF),"[203115, 1630557]",1610612761.0,TOR,1179.0,Barton,W. Barton,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,0.0,Kispert,1630557.0,,,,,
209,PT07M28.00S,2023-03-04T22:45:22.4Z,2,REGULAR,substitution,out,[],1630173,,,1610612764,37,38,2023-03-04T22:45:26Z,2010000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M28.00S,2023-03-04T22:45:22.4Z,2,REGULAR,substitution,in,[],201152,,,1610612764,37,38,2023-03-04T22:45:26Z,2020000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M23.00S,2023-03-04T22:45:47.3Z,2,REGULAR,3pt,Jump Shot,[],1629134,67.36202365308804,50.98039215686274,1610612764,37,38,2023-03-04T22:45:52Z,2030000,False,5.0,254.0,1,right,MISS K. Nunn 25' 3PT,[1629134],1610612764.0,WAS,,Nunn,K. Nunn,,,,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,
212,PT07M21.00S,2023-03-04T22:45:49.3Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612764,37,38,2023-03-04T22:45:52Z,2040000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612764.0,WAS,,Goodwin,J. Goodwin,,,,,,,,Above the Break 3,24+ Center,,,,,,,211.0,1.0,0.0,1.0,,,,,,,,,
213,PT07M19.00S,2023-03-04T22:45:51.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,70.12155059132719,15.441176470588236,1610612764,40,38,2023-03-04T22:45:56Z,2050000,False,-173.0,228.0,1,right,C. Kispert 28' 3PT  (3 PTS) (J. Goodwin 2 AST),"[1630557, 1630692]",1610612764.0,WAS,,Kispert,C. Kispert,,,,,,,,Above the Break 3,24+ Left Center,28.64,Made,3.0,J. Goodwin,1630692.0,2.0,,,,,,,,,,,,,
216,PT07M00.00S,2023-03-04T22:46:24.3Z,2,REGULAR,foul,technical,['1freethrow'],1628398,,,1610612761,40,38,2023-03-04T22:46:32Z,2080000,False,,,0,,K. Kuzma defensive-3-second technical FOUL (1 Tech),[1628398],1610612764.0,WAS,1179.0,Kuzma,K. Kuzma,defensive-3-second,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,1.0,,,,,,,
217,PT07M00.00S,2023-03-04T22:46:34.4Z,2,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,40,38,2023-03-04T22:46:34Z,2090000,False,,,0,,MISS G. Trent Jr. technical Free Throw 1 of 1,[1629018],1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,technical,,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
218,PT07M00.00S,2023-03-04T22:46:34.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,40,38,2023-03-04T22:46:34Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,
219,PT07M00.00S,2023-03-04T22:46:36.8Z,2,REGULAR,substitution,out,[],1628398,,,1610612761,40,38,2023-03-04T22:46:40Z,2110000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M00.00S,2023-03-04T22:46:36.8Z,2,REGULAR,substitution,in,[],1630166,,,1610612761,40,38,2023-03-04T22:46:40Z,2120000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M52.00S,2023-03-04T22:47:00.6Z,2,REGULAR,3pt,Jump Shot,[],203115,35.43035479632063,52.94117647058824,1610612761,40,38,2023-03-04T22:47:08Z,2130000,False,-15.0,281.0,1,left,MISS W. Barton 28' step back 3PT,[203115],1610612761.0,TOR,,Barton,W. Barton,step back,,,,,,,Above the Break 3,24+ Center,28.09,Missed,,,,,,,,,,,,,,,,,
222,PT06M47.00S,2023-03-04T22:47:05.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,40,38,2023-03-04T22:47:08Z,2140000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,Above the Break 3,24+ Center,,,,,,,221.0,3.0,2.0,1.0,,,,,,,,,
223,PT06M44.00S,2023-03-04T22:47:09.8Z,2,REGULAR,foul,personal,[],1629018,,,1610612764,40,38,2023-03-04T22:47:15Z,2150000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1630692]",1610612761.0,TOR,1628484.0,Trent Jr.,G. Trent Jr.,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,0.0,Goodwin,1630692.0,,,,,
225,PT06M44.00S,2023-03-04T22:47:23.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,40,38,2023-03-04T22:47:23Z,2170000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,out,[],1629134,,,1610612764,40,38,2023-03-04T22:50:03Z,2180000,False,,,0,,SUB out: K. Nunn,[1629134],1610612764.0,WAS,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,out,[],1629655,,,1610612764,40,38,2023-03-04T22:50:03Z,2190000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,40,38,2023-03-04T22:50:03Z,2200000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,out,[],1630567,,,1610612764,40,38,2023-03-04T22:50:03Z,2210000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612764,40,38,2023-03-04T22:50:03Z,2220000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,in,[],1626153,,,1610612764,40,38,2023-03-04T22:50:03Z,2230000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,in,[],204001,,,1610612764,40,38,2023-03-04T22:50:03Z,2240000,False,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,in,[],203078,,,1610612764,40,38,2023-03-04T22:50:03Z,2250000,False,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,in,[],1628384,,,1610612764,40,38,2023-03-04T22:50:03Z,2260000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M44.00S,2023-03-04T22:47:27.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612764,40,38,2023-03-04T22:50:03Z,2270000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M31.00S,2023-03-04T22:50:41.5Z,2,REGULAR,foul,offensive,[],1630166,,,1610612764,40,38,2023-03-04T22:50:47Z,2280000,False,,,0,,D. Avdija charge offensive FOUL (3 PF),"[1630166, 1628384]",1610612764.0,WAS,1662.0,Avdija,D. Avdija,charge,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,0.0,Anunoby,1628384.0,,,,,
238,PT06M31.00S,2023-03-04T22:50:41.5Z,2,REGULAR,turnover,offensive foul,[],1630166,,,1610612764,40,38,2023-03-04T22:50:41Z,2300000,False,,,0,,D. Avdija offensive foul TURNOVER (1 TO),[1630166],1610612764.0,WAS,1662.0,Avdija,D. Avdija,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,,
239,PT06M31.00S,2023-03-04T22:50:57.0Z,2,REGULAR,substitution,out,[],1630166,,,1610612761,40,38,2023-03-04T22:51:00Z,2310000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M31.00S,2023-03-04T22:50:57.0Z,2,REGULAR,substitution,in,[],1628398,,,1610612761,40,38,2023-03-04T22:51:00Z,2320000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M19.00S,2023-03-04T22:51:17.4Z,2,REGULAR,turnover,out-of-bounds,[],201152,,,1610612761,40,38,2023-03-04T22:51:22Z,2330000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[201152],1610612761.0,TOR,1662.0,Young,T. Young,bad pass,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,1.0,,
242,PT06M03.00S,2023-03-04T22:51:40.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204001,93.38042049934296,54.166666666666664,1610612764,42,38,2023-03-04T22:51:46Z,2340000,False,21.0,10.0,1,right,K. Porzingis cutting Layup (14 PTS) (B. Beal 2 AST),"[204001, 203078]",1610612764.0,WAS,,Porzingis,K. Porzingis,cutting,,,,,,,Restricted Area,0-8 Center,2.3,Made,14.0,B. Beal,203078.0,2.0,,,,,,,,,,,,,
244,PT05M48.00S,2023-03-04T22:51:56.6Z,2,REGULAR,turnover,bad pass,[],1628384,,,1610612761,42,38,2023-03-04T22:52:00Z,2360000,False,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1626153]",1610612761.0,TOR,,Anunoby,O. Anunoby,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,2.0,Wright,1626153.0
245,PT05M48.00S,2023-03-04T22:51:56.6Z,2,REGULAR,steal,,[],1626153,,,1610612764,42,38,2023-03-04T22:51:58Z,2370000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,Wright,D. Wright,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
246,PT05M44.00S,2023-03-04T22:52:00.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630692,75.1149802890933,13.480392156862745,1610612764,42,38,2023-03-04T22:52:07Z,2380000,False,-183.0,181.0,1,right,MISS J. Goodwin 25' 3PT,[1630692],1610612764.0,WAS,,Goodwin,J. Goodwin,,,,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,
247,PT05M41.00S,2023-03-04T22:52:03.7Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,42,38,2023-03-04T22:52:07Z,2390000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,Young,T. Young,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,246.0,1.0,1.0,0.0,,,,,,,,,
248,PT05M33.00S,2023-03-04T22:52:11.8Z,2,REGULAR,2pt,Jump Shot,[],1629018,17.559132720105126,72.30392156862744,1610612761,42,38,2023-03-04T22:52:16Z,2400000,False,-112.0,113.0,1,left,MISS G. Trent Jr. 15' step back Shot,[1629018],1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,step back,,,,,,,Mid-Range,8-16 Left,15.85,Missed,,,,,,,,,,,,,,,,,
249,PT05M29.00S,2023-03-04T22:52:15.8Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612764,42,38,2023-03-04T22:52:16Z,2410000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612764.0,WAS,,Goodwin,J. Goodwin,,,,,,,,Mid-Range,8-16 Left,,,,,,,248.0,2.0,1.0,1.0,,,,,,,,,
250,PT05M16.00S,2023-03-04T22:52:27.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.11760840998686,51.470588235294116,1610612764,44,38,2023-03-04T22:52:33Z,2420000,False,7.0,12.0,1,right,B. Beal driving Layup (8 PTS) (K. Porzingis 3 AST),"[203078, 204001]",1610612764.0,WAS,,Beal,B. Beal,driving,,,,,,,Restricted Area,0-8 Center,1.43,Made,8.0,K. Porzingis,204001.0,3.0,,,,,,,,,,,,,
252,PT04M52.00S,2023-03-04T22:52:52.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201152,8.754927726675426,64.95098039215686,1610612761,44,38,2023-03-04T22:52:56Z,2440000,False,-75.0,30.0,1,left,MISS T. Young 8' Hook,[201152],1610612761.0,TOR,,Young,T. Young,,,,,,,,In The Paint (Non-RA),8-16 Left,8.05,Missed,,,,,,,,,,,,,,,,,
253,PT04M50.00S,2023-03-04T22:52:54.9Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,44,38,2023-03-04T22:52:56Z,2450000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,Beal,B. Beal,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,252.0,1.0,1.0,0.0,,,,,,,,,
