actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
79,PT05M41.00S,2023-03-04T22:23:36.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204001,65.65374507227332,35.78431372549019,1610612764,16,12,2023-03-04T22:25:59Z,770000,False,-71.0,270.0,1,right,K. Porzingis 27' 3PT  (10 PTS) (D. Wright 3 AST),"[204001, 1626153]",1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,Above the Break 3,24+ Center,27.96,Made,10.0,D. Wright,1626153.0,3.0,,,,,,,,,,,,,
84,PT05M24.00S,2023-03-04T22:23:38.5Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612761,16,12,2023-03-04T22:24:05Z,790000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 204001]",1610612761.0,TOR,,Anunoby,O. Anunoby,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,1.0,Porzingis,204001.0
85,PT05M24.00S,2023-03-04T22:23:38.5Z,1,REGULAR,steal,,[],204001,,,1610612764,16,12,2023-03-04T22:23:40Z,800000,False,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
86,PT05M24.00S,2023-03-04T22:23:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612764,16,12,2023-03-04T22:23:52Z,810000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Porzingis 2 FT),"[1627751, 204001]",1610612761.0,TOR,1628484.0,Poeltl,J. Poeltl,shooting,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Porzingis,204001.0,,,,,
88,PT05M24.00S,2023-03-04T22:24:11.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",204001,,,1610612764,17,12,2023-03-04T22:24:11Z,830000,False,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
89,PT05M24.00S,2023-03-04T22:24:12.4Z,1,REGULAR,substitution,out,[],1627751,,,1610612764,17,12,2023-03-04T22:24:18Z,840000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M24.00S,2023-03-04T22:24:12.4Z,1,REGULAR,substitution,in,[],1630173,,,1610612764,17,12,2023-03-04T22:24:18Z,850000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M24.00S,2023-03-04T22:24:35.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",204001,,,1610612764,18,12,2023-03-04T22:24:35Z,860000,False,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
92,PT05M10.00S,2023-03-04T22:24:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,9.806176084099869,59.068627450980394,1610612761,18,12,2023-03-04T22:24:58Z,870000,False,-45.0,40.0,1,left,MISS P. Achiuwa 6' driving Layup - blocked,"[1630173, 204001]",1610612761.0,TOR,,Achiuwa,P. Achiuwa,driving,,,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,Porzingis,204001.0,,,
93,PT05M10.00S,2023-03-04T22:24:52.7Z,1,REGULAR,block,,[],204001,,,1610612761,18,12,2023-03-04T22:24:55Z,880000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
94,PT05M06.00S,2023-03-04T22:24:56.7Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,18,12,2023-03-04T22:24:58Z,890000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:2),[1627832],1610612761.0,TOR,,VanVleet,F. VanVleet,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,92.0,3.0,2.0,1.0,,,,,,,,,
95,PT05M02.00S,2023-03-04T22:25:00.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627832,20.45006570302234,36.029411764705884,1610612761,18,12,2023-03-04T22:25:05Z,900000,False,70.0,140.0,1,left,MISS F. VanVleet 15' pullup Shot,[1627832],1610612761.0,TOR,,VanVleet,F. VanVleet,pullup,,,,,,,Mid-Range,8-16 Center,15.62,Missed,,,,,,,,,,,,,,,,,
96,PT04M59.00S,2023-03-04T22:25:03.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,18,12,2023-03-04T22:25:05Z,910000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,Mid-Range,8-16 Center,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,
97,PT04M51.00S,2023-03-04T22:25:12.3Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,18,12,2023-03-04T22:25:17Z,920000,False,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 1627832]",1610612764.0,WAS,,Beal,B. Beal,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0
98,PT04M51.00S,2023-03-04T22:25:12.3Z,1,REGULAR,steal,,[],1627832,,,1610612761,18,12,2023-03-04T22:25:15Z,930000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,VanVleet,F. VanVleet,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
99,PT04M46.00S,2023-03-04T22:25:16.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,17.559132720105126,94.85294117647058,1610612761,18,15,2023-03-04T22:25:24Z,940000,False,-224.0,113.0,1,left,G. Trent Jr. 25' 3PT  (3 PTS) (P. Siakam 1 AST),"[1629018, 1627783]",1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,,,,,,,,Above the Break 3,24+ Left Center,25.1,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,
161,PT04M16.00S,2023-03-04T22:25:51.1Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,18,15,2023-03-04T22:37:01Z,995000,False,,,0,,B. Beal bad pass TURNOVER (3 TO),"[203078, 1627783]",1610612764.0,WAS,,Beal,B. Beal,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,3.0,Siakam,1627783.0
162,PT04M16.00S,2023-03-04T22:25:51.1Z,1,REGULAR,steal,,[],1627783,,,1610612761,18,15,2023-03-04T22:37:01Z,997500,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,Siakam,P. Siakam,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
105,PT04M09.00S,2023-03-04T22:25:53.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628384,27.54599211563732,15.196078431372548,1610612761,18,15,2023-03-04T22:37:01Z,1000000,False,174.0,206.0,1,left,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,Anunoby,O. Anunoby,,,,,,,,Above the Break 3,24+ Right Center,27.0,Missed,,,,,,,,,,,,,,,,,
106,PT04M03.00S,2023-03-04T22:25:59.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,18,15,2023-03-04T22:25:59Z,1010000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,Avdija,D. Avdija,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,
107,PT03M57.00S,2023-03-04T22:26:05.9Z,1,REGULAR,turnover,lost ball,[],204001,,,1610612764,18,15,2023-03-04T22:26:10Z,1020000,False,,,0,,K. Porzingis lost ball TURNOVER (1 TO),"[204001, 1627783]",1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,1.0,Siakam,1627783.0
108,PT03M57.00S,2023-03-04T22:26:05.9Z,1,REGULAR,steal,,[],1627783,,,1610612761,18,15,2023-03-04T22:30:59Z,1030000,False,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,Siakam,P. Siakam,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
109,PT03M51.00S,2023-03-04T22:26:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,8.492115637319317,59.80392156862745,1610612761,18,15,2023-03-04T22:26:38Z,1040000,False,-49.0,27.0,1,left,MISS O. Anunoby Layup - blocked,"[1628384, 203078]",1610612761.0,TOR,,Anunoby,O. Anunoby,,,,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,Beal,203078.0,,,
110,PT03M51.00S,2023-03-04T22:26:11.6Z,1,REGULAR,block,,[],203078,,,1610612761,18,15,2023-03-04T22:26:13Z,1050000,False,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612764.0,WAS,,Beal,B. Beal,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
111,PT03M49.00S,2023-03-04T22:26:13.6Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,18,15,2023-03-04T22:26:38Z,1060000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,Anunoby,O. Anunoby,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,
112,PT03M49.00S,2023-03-04T22:26:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,7.966491458607096,53.92156862745098,1610612761,18,17,2023-03-04T22:32:12Z,1070000,False,-20.0,22.0,1,left,O. Anunoby putback Layup (2 PTS),[1628384],1610612761.0,TOR,,Anunoby,O. Anunoby,putback,,,,,,,Restricted Area,0-8 Center,2.98,Made,2.0,,,,,,,,,,,,,,,,
113,PT03M49.00S,2023-03-04T22:26:21.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,17,2023-03-04T22:26:21Z,1080000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M49.00S,2023-03-04T22:27:42.3Z,1,REGULAR,substitution,out,[],1626153,,,1610612764,18,17,2023-03-04T22:28:53Z,1090000,False,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M49.00S,2023-03-04T22:27:42.3Z,1,REGULAR,substitution,in,[],1630692,,,1610612764,18,17,2023-03-04T22:28:53Z,1100000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M34.00S,2023-03-04T22:29:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.9060446780552,47.30392156862745,1610612764,20,17,2023-03-04T22:29:33Z,1110000,False,-13.0,5.0,1,right,B. Beal cutting Layup (4 PTS) (K. Porzingis 2 AST),"[203078, 204001]",1610612764.0,WAS,,Beal,B. Beal,cutting,,,,,,,Restricted Area,0-8 Center,1.43,Made,4.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,,
119,PT03M12.00S,2023-03-04T22:29:52.4Z,1,REGULAR,foul,offensive,[],1627783,,,1610612761,20,17,2023-03-04T22:29:59Z,1130000,False,,,0,,P. Siakam offensive FOUL (2 PF),"[1627783, 1630692]",1610612761.0,TOR,1179.0,Siakam,P. Siakam,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,0.0,Goodwin,1630692.0,,,,,
121,PT03M12.00S,2023-03-04T22:29:52.4Z,1,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,20,17,2023-03-04T22:29:52Z,1150000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612761.0,TOR,1179.0,Siakam,P. Siakam,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,1.0,,
122,PT03M12.00S,2023-03-04T22:30:06.8Z,1,REGULAR,substitution,out,[],1627783,,,1610612764,20,17,2023-03-04T22:30:13Z,1160000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M12.00S,2023-03-04T22:30:06.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612764,20,17,2023-03-04T22:30:13Z,1170000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M51.00S,2023-03-04T22:30:41.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630692,82.7365308804205,85.5392156862745,1610612764,22,17,2023-03-04T22:30:46Z,1180000,False,178.0,110.0,1,right,J. Goodwin 20' step back Jump Shot (2 PTS),[1630692],1610612764.0,WAS,,Goodwin,J. Goodwin,step back,,,,,,,Mid-Range,16-24 Right,20.89,Made,2.0,,,,,,,,,,,,,,,,
125,PT02M51.00S,2023-03-04T22:30:44.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628384,,,1610612764,22,17,2023-03-04T22:30:57Z,1190000,False,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Goodwin 1 FT),"[1628384, 1630692]",1610612761.0,TOR,1628484.0,Anunoby,O. Anunoby,shooting,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,2.0,0.0,Goodwin,1630692.0,,,,,
127,PT02M51.00S,2023-03-04T22:31:12.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630692,,,1610612764,23,17,2023-03-04T22:31:12Z,1210000,False,,,0,,J. Goodwin Free Throw 1 of 1 (3 PTS),[1630692],1610612764.0,WAS,,Goodwin,J. Goodwin,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
128,PT02M36.00S,2023-03-04T22:31:31.2Z,1,REGULAR,2pt,Jump Shot,[],1627832,13.748357424441524,17.647058823529413,1610612761,23,19,2023-03-04T22:31:37Z,1220000,False,162.0,77.0,1,left,F. VanVleet 17' pullup Jump Shot (2 PTS),[1627832],1610612761.0,TOR,,VanVleet,F. VanVleet,pullup,,,,,,,Mid-Range,16-24 Right,17.91,Made,2.0,,,,,,,,,,,,,,,,
129,PT02M19.00S,2023-03-04T22:31:48.4Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,23,19,2023-03-04T22:31:52Z,1230000,False,,,0,,B. Beal bad pass TURNOVER (4 TO),"[203078, 1630173]",1610612764.0,WAS,,Beal,B. Beal,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,4.0,Achiuwa,1630173.0
130,PT02M19.00S,2023-03-04T22:31:48.4Z,1,REGULAR,steal,,[],1630173,,,1610612761,23,19,2023-03-04T22:31:50Z,1240000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,Achiuwa,P. Achiuwa,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
131,PT02M03.00S,2023-03-04T22:32:03.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,30.436925098554536,25.735294117647058,1610612761,23,22,2023-03-04T22:32:08Z,1250000,False,121.0,234.0,1,left,G. Trent Jr. 26' 3PT  (6 PTS) (F. VanVleet 2 AST),"[1629018, 1627832]",1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,,,,,,,,Above the Break 3,24+ Right Center,26.32,Made,6.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,
133,PT01M39.00S,2023-03-04T22:32:32.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612764,23,22,2023-03-04T22:32:37Z,1270000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Beal 2 FT),"[1628449, 203078]",1610612761.0,TOR,1628484.0,Boucher,C. Boucher,shooting,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Beal,203078.0,,,,,
135,PT01M39.00S,2023-03-04T22:33:08.1Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,24,22,2023-03-04T22:33:08Z,1290000,False,,,0,,B. Beal Free Throw 1 of 2 (5 PTS),[203078],1610612764.0,WAS,,Beal,B. Beal,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
136,PT01M39.00S,2023-03-04T22:33:08.7Z,1,REGULAR,substitution,out,[],204001,,,1610612764,24,22,2023-03-04T22:33:14Z,1300000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M39.00S,2023-03-04T22:33:08.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612764,24,22,2023-03-04T22:33:14Z,1310000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M39.00S,2023-03-04T22:33:08.7Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,24,22,2023-03-04T22:33:14Z,1320000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M39.00S,2023-03-04T22:33:08.7Z,1,REGULAR,substitution,in,[],1630567,,,1610612764,24,22,2023-03-04T22:33:14Z,1330000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M39.00S,2023-03-04T22:33:27.7Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,25,22,2023-03-04T22:33:27Z,1340000,False,,,0,,B. Beal Free Throw 2 of 2 (6 PTS),[203078],1610612764.0,WAS,,Beal,B. Beal,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
141,PT01M26.00S,2023-03-04T22:33:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,15.325229960578188,35.049019607843135,1610612761,25,22,2023-03-04T22:33:49Z,1350000,False,75.0,92.0,1,left,MISS G. Trent Jr. 11' floating Shot,[1629018],1610612761.0,TOR,,Trent Jr.,G. Trent Jr.,floating,,,,,,,In The Paint (Non-RA),8-16 Right,11.83,Missed,,,,,,,,,,,,,,,,,
142,PT01M23.00S,2023-03-04T22:33:48.8Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,25,22,2023-03-04T22:33:49Z,1360000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,Achiuwa,P. Achiuwa,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,141.0,1.0,0.0,1.0,,,,,,,,,
143,PT01M23.00S,2023-03-04T22:33:48.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630173,6.915243101182654,43.872549019607845,1610612761,25,22,2023-03-04T22:33:56Z,1370000,False,31.0,13.0,1,left,MISS P. Achiuwa turnaround Hook,[1630173],1610612761.0,TOR,,Achiuwa,P. Achiuwa,turnaround,,,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,
144,PT01M20.00S,2023-03-04T22:33:51.8Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,25,22,2023-03-04T22:33:52Z,1380000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,Kispert,C. Kispert,,,,,,,,Restricted Area,0-8 Center,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,
145,PT01M08.00S,2023-03-04T22:34:06.0Z,1,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,25,22,2023-03-04T22:34:11Z,1390000,False,,,0,,C. Kispert lost ball out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,1179.0,Kispert,C. Kispert,lost ball,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,1.0,,
146,PT01M08.00S,2023-03-04T22:34:08.3Z,1,REGULAR,substitution,out,[],203078,,,1610612761,25,22,2023-03-04T22:34:11Z,1400000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M08.00S,2023-03-04T22:34:08.3Z,1,REGULAR,substitution,in,[],1628398,,,1610612761,25,22,2023-03-04T22:34:11Z,1410000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M47.50S,2023-03-04T22:34:40.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,15.850854139290407,64.70588235294117,1610612761,25,24,2023-03-04T22:36:59Z,1420000,False,-74.0,96.0,1,left,S. Barnes 12' turnaround fadeaway Jump Shot (6 PTS),[1630567],1610612761.0,TOR,,Barnes,S. Barnes,turnaround fadeaway,,,,,,,In The Paint (Non-RA),8-16 Left,12.13,Made,6.0,,,,,,,,,,,,,,,,
150,PT00M35.40S,2023-03-04T22:34:53.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,65.65374507227332,40.931372549019606,1610612764,28,24,2023-03-04T22:37:17Z,1440000,False,-45.0,270.0,1,right,K. Kuzma 27' 3PT pullup (5 PTS),[1628398],1610612764.0,WAS,,Kuzma,K. Kuzma,pullup,,,,,,,Above the Break 3,24+ Center,27.42,Made,5.0,,,,,,,,,,,,,,,,
151,PT00M29.40S,2023-03-04T22:35:07.3Z,1,REGULAR,foul,personal,[],1630692,,,1610612761,28,24,2023-03-04T22:35:10Z,1450000,False,,,0,,J. Goodwin personal FOUL (1 PF),"[1630692, 1627832]",1610612764.0,WAS,1662.0,Goodwin,J. Goodwin,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,,,,
153,PT00M22.20S,2023-03-04T22:35:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,7.703679369250986,49.26470588235294,1610612761,28,26,2023-03-04T22:37:43Z,1470000,False,4.0,20.0,1,left,C. Boucher reverse Layup (2 PTS) (F. VanVleet 3 AST),"[1628449, 1627832]",1610612761.0,TOR,,Boucher,C. Boucher,reverse,,,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,,,
155,PT00M22.20S,2023-03-04T22:35:37.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630166,,,1610612761,28,26,2023-03-04T22:35:44Z,1490000,False,,,0,,D. Avdija shooting personal FOUL (2 PF) (Boucher 1 FT),"[1630166, 1628449]",1610612764.0,WAS,1662.0,Avdija,D. Avdija,shooting,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Boucher,1628449.0,,,,,
157,PT00M22.20S,2023-03-04T22:36:01.0Z,1,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,28,26,2023-03-04T22:36:01Z,1510000,False,,,0,,MISS C. Boucher Free Throw 1 of 1,[1628449],1610612761.0,TOR,,Boucher,C. Boucher,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
158,PT00M20.70S,2023-03-04T22:36:02.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,28,26,2023-03-04T22:36:06Z,1520000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,Avdija,D. Avdija,,,,,,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,
159,PT00M01.90S,2023-03-04T22:36:20.9Z,1,REGULAR,2pt,Jump Shot,[],1630692,79.84559789750328,19.11764705882353,1610612764,30,26,2023-03-04T22:38:14Z,1530000,False,-154.0,137.0,1,right,J. Goodwin 20' step back Jump Shot (5 PTS),[1630692],1610612764.0,WAS,,Goodwin,J. Goodwin,step back,,,,,,,Mid-Range,16-24 Left Center,20.64,Made,5.0,,,,,,,,,,,,,,,,
160,PT00M00.00S,2023-03-04T22:36:31.1Z,1,REGULAR,period,end,[],0,,,1610612761,30,26,2023-03-04T22:36:31Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-03-04T22:36:36.0Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612761,30,26,2023-03-04T22:39:01Z,1550000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-03-04T22:36:36.0Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,30,26,2023-03-04T22:39:01Z,1560000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-03-04T22:36:36.0Z,2,REGULAR,substitution,in,['startperiod'],1629134,,,1610612761,30,26,2023-03-04T22:39:01Z,1570000,False,,,0,,SUB in: K. Nunn,[1629134],1610612764.0,WAS,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-03-04T22:36:36.0Z,2,REGULAR,substitution,in,['startperiod'],203115,,,1610612761,30,26,2023-03-04T22:39:01Z,1580000,False,,,0,,SUB in: W. Barton,[203115],1610612761.0,TOR,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-03-04T22:39:07.4Z,2,REGULAR,period,start,[],0,,,1610612761,30,26,2023-03-04T22:39:07Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M43.00S,2023-03-04T22:39:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,6.389618922470433,47.05882352941176,1610612761,30,28,2023-03-04T22:39:29Z,1600000,False,15.0,8.0,1,left,P. Achiuwa Layup (2 PTS) (G. Trent Jr. 1 AST),"[1630173, 1629018]",1610612761.0,TOR,,Achiuwa,P. Achiuwa,,,,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,
