actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-11-29T00:11:14.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-29T00:11:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-29T00:11:17.4Z,1,REGULAR,jumpball,recovered,[],1628398,,,1610612764,0,0,2022-11-29T00:11:17Z,40000,False,,,0,,Jump Ball K. Porzingis vs. R. Gobert: Tip to K. Kuzma,"[1628398, 204001, 203497]",1610612764.0,WAS,startperiod,K. Kuzma,1628398.0,Kuzma,K. Kuzma,Porzingis,204001.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-29T00:11:32.8Z,1,REGULAR,3pt,Jump Shot,[],204001,69.85873850197109,26.96078431372549,1610612764,3,0,2022-11-29T00:11:37Z,70000,False,-115.0,231.0,1,right,K. Porzingis 25' 3PT  (3 PTS) (K. Kuzma 1 AST),"[204001, 1628398]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,25.8,Made,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2022-11-29T00:11:51.6Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,3,0,2022-11-29T00:11:56Z,90000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1628420]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Morris,1628420.0,,,,,,,,,,,
10,PT11M23.00S,2022-11-29T00:11:51.6Z,1,REGULAR,steal,,[],1628420,,,1610612764,3,0,2022-11-29T00:11:56Z,100000,False,,,0,,M. Morris STEAL (1 STL),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2022-11-29T00:11:55.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630166,94.43166885676742,38.970588235294116,1610612764,3,0,2022-11-29T00:12:50Z,110000,False,-55.0,0.0,1,right,MISS D. Avdija running finger roll Layup - blocked,"[1630166, 1626156]",1610612764.0,WAS,running finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,Russell,1626156.0,,,,,,,,,
12,PT11M20.00S,2022-11-29T00:11:55.4Z,1,REGULAR,block,,[],1626156,,,1610612764,3,0,2022-11-29T00:11:58Z,120000,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M20.00S,2022-11-29T00:11:55.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,3,0,2022-11-29T00:12:02Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,11.0,,,,,,,,
15,PT11M17.00S,2022-11-29T00:12:18.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",204001,66.83639947437582,44.11764705882353,1610612764,6,0,2022-11-29T00:12:22Z,150000,False,-29.0,259.0,1,right,K. Porzingis 26' 3PT  (6 PTS) (K. Kuzma 2 AST),"[204001, 1628398]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.09,Made,6.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,,
17,PT11M02.00S,2022-11-29T00:12:32.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,9.674770039421814,43.627450980392155,1610612750,6,2,2022-11-29T00:12:38Z,170000,False,32.0,38.0,1,left,R. Gobert alley-oop DUNK (2 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
19,PT10M50.00S,2022-11-29T00:12:44.3Z,1,REGULAR,3pt,Jump Shot,[],204001,70.25295663600527,73.52941176470588,1610612764,9,2,2022-11-29T00:12:48Z,190000,False,118.0,227.0,1,right,K. Porzingis 25' 3PT  (9 PTS) (K. Kuzma 3 AST),"[204001, 1628398]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,25.57,Made,9.0,K. Kuzma,1628398.0,3.0,,,,,,,,,,,,,,
21,PT10M41.00S,2022-11-29T00:12:53.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,32.013797634691194,65.93137254901961,1610612750,9,2,2022-11-29T00:12:58Z,210000,False,-80.0,248.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
22,PT10M38.00S,2022-11-29T00:12:56.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,9,2,2022-11-29T00:12:58Z,220000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
