actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
59,PT08M09.00S,2022-12-04T23:17:47.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,9,10,2022-12-04T23:17:47Z,590000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,,
60,PT08M06.00S,2022-12-04T23:17:50.5Z,1,REGULAR,2pt,Hook,['2ndchance'],203076,89.17542706964521,32.1078431372549,1610612747,9,10,2022-12-04T23:17:54Z,600000,False,-89.0,49.0,1,right,MISS A. Davis 10' turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,10.22,Missed,,,,,,,,,,,,,,,,,,
61,PT08M04.00S,2022-12-04T23:17:52.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,9,10,2022-12-04T23:17:54Z,610000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT07M50.00S,2022-12-04T23:18:28.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,10.463206307490145,39.21568627450981,1610612764,11,10,2022-12-04T23:23:13Z,630000,False,54.0,46.0,1,left,K. Kuzma 7' driving Hook (4 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,,,,,,,,,,4.0,,,,,,,,
64,PT07M37.00S,2022-12-04T23:18:41.6Z,1,REGULAR,3pt,Jump Shot,[],203076,66.83639947437582,55.392156862745104,1610612747,11,10,2022-12-04T23:18:47Z,640000,False,27.0,259.0,1,right,MISS A. Davis 26' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
65,PT07M32.00S,2022-12-04T23:18:46.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,11,10,2022-12-04T23:18:47Z,650000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
66,PT07M21.00S,2022-12-04T23:18:57.5Z,1,REGULAR,2pt,Jump Shot,[],1628420,16.245072273324574,76.7156862745098,1610612764,13,10,2022-12-04T23:19:02Z,660000,False,-134.0,100.0,1,left,M. Morris 16' pullup Jump Shot (5 PTS),[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Left Center,16.7,Made,,,,,,,,,,5.0,,,,,,,,
67,PT07M05.00S,2022-12-04T23:19:13.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,13,10,2022-12-04T23:19:17Z,670000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1630166]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Avdija,1630166.0
68,PT07M05.00S,2022-12-04T23:19:13.2Z,1,REGULAR,steal,,[],1630166,,,1610612764,13,10,2022-12-04T23:19:15Z,680000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
69,PT07M01.00S,2022-12-04T23:19:20.6Z,1,REGULAR,foul,personal,['2freethrow'],201976,,,1610612764,13,10,2022-12-04T23:19:28Z,690000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Kuzma 2 FT),"[201976, 1628398]",1610612747.0,LAL,shooting,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628171.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,
71,PT07M01.00S,2022-12-04T23:19:33.4Z,1,REGULAR,foul,technical,['1freethrow'],201976,,,1610612764,13,10,2022-12-04T23:19:42Z,710000,False,,,0,,P. Beverley technical FOUL (1 Tech),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,1628171.0,1.0,1.0,,,,,,,,,,,
72,PT07M01.00S,2022-12-04T23:19:56.8Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612764,13,10,2022-12-04T23:19:56Z,720000,False,,,0,,MISS K. Porzingis technical Free Throw 1 of 1,[204001],1610612764.0,WAS,technical,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT07M01.00S,2022-12-04T23:19:56.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,13,10,2022-12-04T23:19:56Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
74,PT07M01.00S,2022-12-04T23:19:58.3Z,1,REGULAR,substitution,out,[],201976,,,1610612764,13,10,2022-12-04T23:20:01Z,740000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M01.00S,2022-12-04T23:19:58.3Z,1,REGULAR,substitution,in,[],201566,,,1610612764,13,10,2022-12-04T23:20:01Z,750000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M01.00S,2022-12-04T23:20:28.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628398,,,1610612764,14,10,2022-12-04T23:20:28Z,760000,False,,,0,,K. Kuzma Free Throw 1 of 2 (5 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
77,PT07M01.00S,2022-12-04T23:20:47.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628398,,,1610612764,15,10,2022-12-04T23:20:47Z,770000,False,,,0,,K. Kuzma Free Throw 2 of 2 (6 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
78,PT06M53.00S,2022-12-04T23:20:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.30026281208936,62.254901960784316,1610612747,15,10,2022-12-04T23:21:04Z,780000,False,61.0,1.0,1,right,MISS R. Westbrook 6' driving Layup - blocked,"[201566, 1630166]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,Avdija,1630166.0,,,,,,
79,PT06M53.00S,2022-12-04T23:20:58.8Z,1,REGULAR,block,,[],1630166,,,1610612747,15,10,2022-12-04T23:21:02Z,790000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT06M53.00S,2022-12-04T23:20:58.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,15,10,2022-12-04T23:21:04Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,,,,,,,,,,,,,,,,,
82,PT06M53.00S,2022-12-04T23:21:07.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,15,10,2022-12-04T23:21:07Z,820000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M41.00S,2022-12-04T23:24:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,93.51182654402102,46.32352941176471,1610612747,15,12,2022-12-04T23:24:16Z,830000,False,-18.0,8.0,1,right,L. James cutting Layup (5 PTS) (R. Westbrook 1 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,,5.0,,,R. Westbrook,201566.0,1.0,,,
85,PT06M26.00S,2022-12-04T23:24:25.3Z,1,REGULAR,turnover,traveling,[],1628398,,,1610612764,15,12,2022-12-04T23:24:30Z,850000,False,,,0,,K. Kuzma traveling TURNOVER (2 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,,202053.0,,,,,,,,,,,2.0,,
86,PT06M12.00S,2022-12-04T23:24:49.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",2544,87.07293035479631,63.725490196078425,1610612747,15,14,2022-12-04T23:24:55Z,860000,False,69.0,69.0,1,right,L. James 9' turnaround fadeaway Jump Shot (7 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,9.73,Made,,,,,,,,,,7.0,,,,,,,,
87,PT05M59.00S,2022-12-04T23:25:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630166,32.013797634691194,26.225490196078432,1610612764,15,14,2022-12-04T23:25:07Z,870000,False,119.0,248.0,1,left,MISS D. Avdija 27' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,27.54,Missed,,,,,,,,,,,,,,,,,,
88,PT05M57.00S,2022-12-04T23:25:03.9Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,15,14,2022-12-04T23:25:10Z,880000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
90,PT05M49.00S,2022-12-04T23:25:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.85479632063075,50.0,1610612747,15,16,2022-12-04T23:25:23Z,900000,False,0.0,15.0,1,right,L. James cutting Layup (9 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,9.0,,,R. Westbrook,201566.0,2.0,,,
