actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-12T00:10:53.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-12T00:10:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-12T00:10:56.0Z,1,REGULAR,jumpball,recovered,[],1628420,,,1610612764,0,0,2023-01-12T00:10:56Z,40000,False,,,0,,Jump Ball T. Gibson vs. N. Vucevic: Tip to M. Morris,"[1628420, 201959, 202696]",1610612764.0,WAS,startperiod,M. Morris,1628420.0,Morris,M. Morris,Gibson,201959.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-01-12T00:11:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,13.222733245729303,64.2156862745098,1610612764,0,0,2023-01-12T00:11:19Z,70000,False,-71.0,72.0,1,left,MISS T. Gibson 10' turnaround Shot,[201959],1610612764.0,WAS,turnaround,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Left,10.1,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-01-12T00:11:17.2Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,0,0,2023-01-12T00:11:19Z,80000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-01-12T00:11:33.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,97.9796320630749,2.450980392156863,1610612741,0,0,2023-01-12T00:11:38Z,90000,False,-238.0,-34.0,1,right,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,24.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2023-01-12T00:11:36.1Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,0,0,2023-01-12T00:11:38Z,100000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M09.00S,2023-01-12T00:11:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,6.258212877792378,56.86274509803921,1610612764,2,0,2023-01-12T00:11:49Z,110000,False,-34.0,6.0,1,left,M. Morris driving reverse Layup (2 PTS),[1628420],1610612764.0,WAS,driving reverse,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,2.0,,,,,,,,,,,,,
13,PT10M47.00S,2023-01-12T00:12:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,88.12417871222075,52.450980392156865,1610612741,2,0,2023-01-12T00:12:09Z,130000,False,12.0,59.0,1,right,MISS A. Caruso 6' pullup Shot,[1627936],1610612741.0,CHI,pullup,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2023-01-12T00:12:06.6Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,2,0,2023-01-12T00:12:09Z,140000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M39.00S,2023-01-12T00:12:14.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,5.206964520367937,52.69607843137255,1610612764,4,0,2023-01-12T00:12:18Z,150000,False,-13.0,-4.0,1,left,K. Kuzma driving DUNK (2 PTS) (C. Kispert 1 AST),"[1628398, 1630557]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,2.0,C. Kispert,1630557.0,1.0,,,,,,,,,,
