shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,jerseyNumber,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
10:14,18,PT10M14.00S,2022-12-11T00:14:12.6Z,1,REGULAR,foul,personal,[],1628398,,,1610612746,8,0,2022-12-11T00:14:25Z,170000,False,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 202695]",1610612764.0,WAS,1627534.0,33,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,0.0,Leonard,202695.0,,,,,
10:02,20,PT10M02.00S,2022-12-11T00:14:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,88.64980289093299,51.9607843137255,1610612746,8,0,2022-12-11T00:14:44Z,190000,False,10.0,54.0,1,right,MISS P. George reverse Layup,[202331],1610612746.0,LAC,,13,reverse,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,
10:00,21,PT10M00.00S,2022-12-11T00:14:42.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,8,0,2022-12-11T00:14:44Z,200000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,6,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,
09:54,22,PT09M54.00S,2022-12-11T00:14:48.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628398,7.703679369250986,55.88235294117647,1610612764,10,0,2022-12-11T00:16:07Z,210000,False,-29.0,20.0,1,left,K. Kuzma running DUNK (5 PTS),[1628398],1610612764.0,WAS,,33,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.55,Made,5.0,,,,,,,,,,,,,,,,
09:54,23,PT09M54.00S,2022-12-11T00:14:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,0,2022-12-11T00:14:53Z,220000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:33,24,PT09M33.00S,2022-12-11T00:18:19.1Z,1,REGULAR,2pt,Jump Shot,[],202695,83.52496714848883,25.245098039215684,1610612746,10,2,2022-12-11T00:18:48Z,230000,False,-124.0,102.0,1,right,K. Leonard 16' Jump Shot (2 PTS),[202695],1610612746.0,LAC,,2,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,16.07,Made,2.0,,,,,,,,,,,,,,,,
09:20,25,PT09M20.00S,2022-12-11T00:18:32.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,29.6484888304862,18.38235294117647,1610612764,13,2,2022-12-11T00:18:37Z,240000,False,158.0,226.0,1,left,K. Kuzma 27' 3PT  (8 PTS) (J. Goodwin 2 AST),"[1628398, 1630692]",1610612764.0,WAS,,33,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,27.6,Made,8.0,J. Goodwin,1630692.0,2.0,,,,,,,,,,,,,
09:10,27,PT09M10.00S,2022-12-11T00:18:42.9Z,1,REGULAR,3pt,Jump Shot,[],202322,67.88764783180025,72.30392156862744,1610612746,13,2,2022-12-11T00:18:47Z,260000,False,112.0,249.0,1,right,MISS J. Wall 27' 3PT,[202322],1610612746.0,LAC,,11,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,
09:07,28,PT09M07.00S,2022-12-11T00:18:45.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,13,2,2022-12-11T00:18:47Z,270000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,6,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,
08:56,29,PT08M56.00S,2022-12-11T00:18:56.6Z,1,REGULAR,3pt,Jump Shot,[],1630692,32.670827858081466,70.58823529411765,1610612764,13,2,2022-12-11T00:19:03Z,280000,False,-103.0,255.0,1,left,MISS J. Goodwin 27' 3PT,[1630692],1610612764.0,WAS,,7,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,27.46,Missed,,,,,,,,,,,,,,,,,
08:53,30,PT08M53.00S,2022-12-11T00:18:59.6Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,13,2,2022-12-11T00:19:03Z,290000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,2,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,
08:47,31,PT08M47.00S,2022-12-11T00:19:10.1Z,1,REGULAR,foul,personal,['2freethrow'],1630692,,,1610612746,13,2,2022-12-11T00:19:23Z,300000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Wall 2 FT),"[1630692, 202322]",1610612764.0,WAS,203177.0,7,shooting,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Wall,202322.0,,,,,
08:47,33,PT08M47.00S,2022-12-11T00:19:39.0Z,1,REGULAR,freethrow,1 of 2,[],202322,,,1610612746,13,3,2022-12-11T00:20:20Z,320000,False,,,0,,J. Wall Free Throw 1 of 2 (1 PTS),[202322],1610612746.0,LAC,,11,,,,Wall,J. Wall,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
08:47,34,PT08M47.00S,2022-12-11T00:19:39.0Z,1,REGULAR,freethrow,2 of 2,[],202322,,,1610612746,13,3,2022-12-11T00:20:20Z,330000,False,,,0,,MISS J. Wall Free Throw 2 of 2,[202322],1610612746.0,LAC,,11,,,,Wall,J. Wall,,,,,,,,Missed,,,,,,,,,,,,,,,,,
08:44,35,PT08M44.00S,2022-12-11T00:19:42.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,13,3,2022-12-11T00:20:20Z,340000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,9,,,,Avdija,D. Avdija,,,,,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,
08:23,36,PT08M23.00S,2022-12-11T00:20:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630166,17.821944809461236,7.598039215686274,1610612764,13,3,2022-12-11T00:20:23Z,350000,False,212.0,115.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612764.0,WAS,,9,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,24.12,Missed,,,,,,,,,,,,,,,,,
08:21,37,PT08M21.00S,2022-12-11T00:20:21.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,13,3,2022-12-11T00:20:23Z,360000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,2,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,
08:17,38,PT08M17.00S,2022-12-11T00:20:25.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202322,90.75229960578186,51.470588235294116,1610612746,13,5,2022-12-11T00:21:14Z,370000,False,7.0,34.0,1,right,J. Wall running Layup (3 PTS) (K. Leonard 1 AST),"[202322, 202695]",1610612746.0,LAC,,11,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,3.52,Made,3.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,
07:52,40,PT07M52.00S,2022-12-11T00:20:50.0Z,1,REGULAR,2pt,Jump Shot,[],204001,9.937582128777924,67.40196078431373,1610612764,13,5,2022-12-11T00:20:54Z,390000,False,-87.0,41.0,1,left,MISS K. Porzingis 9' turnaround bank Shot,[204001],1610612764.0,WAS,,6,turnaround bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,9.61,Missed,,,,,,,,,,,,,,,,,
07:50,41,PT07M50.00S,2022-12-11T00:20:52.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,13,5,2022-12-11T00:20:54Z,400000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,2,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,,
07:39,42,PT07M39.00S,2022-12-11T00:21:02.5Z,1,REGULAR,3pt,Jump Shot,[],202694,83.78777923784494,95.34313725490196,1610612746,13,8,2022-12-11T00:21:06Z,410000,False,227.0,100.0,1,right,M. Morris Sr. 24' 3PT  (3 PTS) (K. Leonard 2 AST),"[202694, 202695]",1610612746.0,LAC,,8,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,24.77,Made,3.0,K. Leonard,202695.0,2.0,,,,,,,,,,,,,
07:30,44,PT07M30.00S,2022-12-11T00:21:14.4Z,1,REGULAR,foul,personal,[],202694,,,1610612764,13,8,2022-12-11T00:21:30Z,430000,False,,,0,,M. Morris Sr. personal FOUL (1 PF),"[202694, 204001]",1610612746.0,LAC,1627534.0,8,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,0.0,Porzingis,204001.0,,,,,
07:25,46,PT07M25.00S,2022-12-11T00:21:40.5Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612764,13,8,2022-12-11T00:21:59Z,450000,False,,,0,,M. Morris Sr. shooting personal FOUL (2 PF) (Porzingis 2 FT),"[202694, 204001]",1610612746.0,LAC,1627534.0,8,shooting,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,0.0,Porzingis,204001.0,,,,,
07:25,48,PT07M25.00S,2022-12-11T00:22:16.5Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,14,8,2022-12-11T00:22:16Z,470000,False,,,0,,K. Porzingis Free Throw 1 of 2 (4 PTS),[204001],1610612764.0,WAS,,6,,,,Porzingis,K. Porzingis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
07:25,49,PT07M25.00S,2022-12-11T00:22:36.3Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,15,8,2022-12-11T00:22:36Z,480000,False,,,0,,K. Porzingis Free Throw 2 of 2 (5 PTS),[204001],1610612764.0,WAS,,6,,,,Porzingis,K. Porzingis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
07:06,51,PT07M06.00S,2022-12-11T00:23:08.5Z,1,REGULAR,3pt,Jump Shot,[],202695,82.07950065703022,94.36274509803921,1610612746,15,8,2022-12-11T00:23:13Z,500000,False,222.0,116.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,2,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,
07:04,52,PT07M04.00S,2022-12-11T00:23:10.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,15,8,2022-12-11T00:23:13Z,510000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,33,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,
06:56,53,PT06M56.00S,2022-12-11T00:23:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,15.982260183968464,38.23529411764706,1610612764,15,8,2022-12-11T00:23:24Z,520000,False,59.0,98.0,1,left,MISS K. Kuzma 11' driving Layup - blocked,"[1628398, 202331]",1610612764.0,WAS,,33,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,11.4,Missed,,,,,,,,,,,,,George,202331.0,,,
06:56,54,PT06M56.00S,2022-12-11T00:23:18.6Z,1,REGULAR,block,,[],202331,,,1610612764,15,8,2022-12-11T00:23:21Z,530000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,13,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
06:53,55,PT06M53.00S,2022-12-11T00:23:21.6Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,15,8,2022-12-11T00:23:24Z,540000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612764.0,WAS,,33,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,
06:50,56,PT06M50.00S,2022-12-11T00:23:24.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],204001,15.193823915900131,7.352941176470589,1610612764,15,8,2022-12-11T00:24:31Z,550000,False,213.0,90.0,1,left,MISS K. Porzingis 23' driving floating bank Shot,[204001],1610612764.0,WAS,,6,driving floating bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right,23.15,Missed,,,,,,,,,,,,,,,,,
06:48,57,PT06M48.00S,2022-12-11T00:23:26.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,15,8,2022-12-11T00:23:28Z,560000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,40,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,
06:40,58,PT06M40.00S,2022-12-11T00:23:34.9Z,1,REGULAR,3pt,Jump Shot,[],202694,65.25952693823915,63.725490196078425,1610612746,15,11,2022-12-11T00:23:42Z,570000,False,69.0,274.0,1,right,M. Morris Sr. 28' 3PT step back (6 PTS),[202694],1610612746.0,LAC,,8,step back,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,28.26,Made,6.0,,,,,,,,,,,,,,,,
06:22,59,PT06M22.00S,2022-12-11T00:23:54.9Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612764,15,11,2022-12-11T00:24:04Z,580000,False,,,0,,M. Morris Sr. shooting personal FOUL (3 PF) (Porzingis 2 FT),"[202694, 204001]",1610612746.0,LAC,1627534.0,8,shooting,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,0.0,Porzingis,204001.0,,,,,
06:22,61,PT06M22.00S,2022-12-11T00:24:34.2Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,15,11,2022-12-11T00:24:34Z,600000,False,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612764.0,WAS,,6,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,
06:22,62,PT06M22.00S,2022-12-11T00:24:34.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,15,11,2022-12-11T00:24:34Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,
06:22,63,PT06M22.00S,2022-12-11T00:24:35.4Z,1,REGULAR,substitution,out,[],1630692,,,1610612764,15,11,2022-12-11T00:24:56Z,620000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,7,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,64,PT06M22.00S,2022-12-11T00:24:35.4Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,15,11,2022-12-11T00:24:56Z,630000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,33,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,65,PT06M22.00S,2022-12-11T00:24:35.4Z,1,REGULAR,substitution,out,[],202694,,,1610612764,15,11,2022-12-11T00:24:56Z,640000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,8,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,66,PT06M22.00S,2022-12-11T00:24:35.4Z,1,REGULAR,substitution,in,[],1629653,,,1610612764,15,11,2022-12-11T00:24:56Z,650000,False,,,0,,SUB in: D. Dotson,[1629653],1610612764.0,WAS,,15,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,67,PT06M22.00S,2022-12-11T00:24:35.4Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,15,11,2022-12-11T00:24:56Z,660000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,16,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,68,PT06M22.00S,2022-12-11T00:24:35.4Z,1,REGULAR,substitution,in,[],201587,,,1610612764,15,11,2022-12-11T00:24:56Z,670000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,33,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
06:22,69,PT06M22.00S,2022-12-11T00:25:01.3Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,16,11,2022-12-11T00:25:01Z,680000,False,,,0,,K. Porzingis Free Throw 2 of 2 (6 PTS),[204001],1610612764.0,WAS,,6,,,,Porzingis,K. Porzingis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
06:11,70,PT06M11.00S,2022-12-11T00:25:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,90.48948751642575,51.225490196078425,1610612746,16,13,2022-12-11T00:26:13Z,690000,False,6.0,37.0,1,right,P. George driving floating Jump Shot (2 PTS),[202331],1610612746.0,LAC,,13,driving floating,,,George,P. George,,,,,Restricted Area,0-8 Center,3.74,Made,2.0,,,,,,,,,,,,,,,,
06:11,71,PT06M11.00S,2022-12-11T00:25:23.2Z,1,REGULAR,foul,personal,['1freethrow'],1629653,,,1610612746,16,13,2022-12-11T00:25:48Z,700000,False,,,0,,D. Dotson shooting personal FOUL (1 PF) (George 1 FT),"[1629653, 202331]",1610612764.0,WAS,202026.0,15,shooting,,,Dotson,D. Dotson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,George,202331.0,,,,,
06:11,73,PT06M11.00S,2022-12-11T00:25:53.0Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,16,14,2022-12-11T00:25:53Z,720000,False,,,0,,P. George Free Throw 1 of 1 (3 PTS),[202331],1610612746.0,LAC,,13,,,,George,P. George,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
05:59,74,PT05M59.00S,2022-12-11T00:26:06.9Z,1,REGULAR,3pt,Jump Shot,[],1630166,28.991458607095925,76.9607843137255,1610612764,19,14,2022-12-11T00:26:12Z,730000,False,-135.0,220.0,1,left,D. Avdija 25' 3PT pullup (3 PTS) (D. Dotson 1 AST),"[1630166, 1629653]",1610612764.0,WAS,,9,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,25.8,Made,3.0,D. Dotson,1629653.0,1.0,,,,,,,,,,,,,
05:39,76,PT05M39.00S,2022-12-11T00:26:27.1Z,1,REGULAR,3pt,Jump Shot,[],202322,63.02562417871223,55.63725490196079,1610612746,19,14,2022-12-11T00:26:32Z,750000,False,28.0,295.0,1,right,MISS J. Wall 29' 3PT,[202322],1610612746.0,LAC,,11,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,29.64,Missed,,,,,,,,,,,,,,,,,
05:36,77,PT05M36.00S,2022-12-11T00:26:29.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,19,14,2022-12-11T00:26:29Z,760000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612764.0,WAS,,6,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,
05:27,78,PT05M27.00S,2022-12-11T00:26:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630166,35.56176084099869,45.588235294117645,1610612764,22,14,2022-12-11T00:26:43Z,770000,False,22.0,282.0,1,left,D. Avdija 28' 3PT  (6 PTS) (K. Porzingis 1 AST),"[1630166, 204001]",1610612764.0,WAS,,9,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,28.27,Made,6.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,
05:04,80,PT05M04.00S,2022-12-11T00:27:01.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202331,90.48948751642575,51.470588235294116,1610612746,22,16,2022-12-11T00:27:15Z,790000,False,7.0,37.0,1,right,P. George driving bank Hook (5 PTS),[202331],1610612746.0,LAC,,13,driving bank,,,George,P. George,,,,,Restricted Area,0-8 Center,3.76,Made,5.0,,,,,,,,,,,,,,,,
04:38,82,PT04M38.00S,2022-12-11T00:27:28.5Z,1,REGULAR,3pt,Jump Shot,[],1629653,14.799605781865965,5.392156862745098,1610612764,22,16,2022-12-11T00:27:33Z,810000,False,223.0,87.0,1,left,MISS D. Dotson 3PT,[1629653],1610612764.0,WAS,,15,,,,Dotson,D. Dotson,,,,,Right Corner 3,24+ Right,23.92,Missed,,,,,,,,,,,,,,,,,
04:34,83,PT04M34.00S,2022-12-11T00:27:32.5Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,22,16,2022-12-11T00:27:33Z,820000,False,,,0,,K. Leonard REBOUND (Off:0 Def:4),[202695],1610612746.0,LAC,,2,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,,,82.0,4.0,4.0,0.0,,,,,,,,,
04:29,84,PT04M29.00S,2022-12-11T00:27:36.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202322,92.72339027595268,48.28431372549019,1610612746,22,16,2022-12-11T00:28:15Z,830000,False,-9.0,16.0,1,right,MISS J. Wall running Layup,[202322],1610612746.0,LAC,,11,running,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,1.81,Missed,,,,,,,,,,,,,,,,,
