actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-13T23:10:43.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-13T23:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-13T23:10:46.3Z,1,REGULAR,jumpball,recovered,[],1630557,,,1610612764,0,0,2022-11-13T23:10:46Z,40000,False,,,0,,Jump Ball K. Porzingis vs. S. Adams: Tip to C. Kispert,"[1630557, 204001, 203500]",1610612764.0,WAS,startperiod,C. Kispert,1630557.0,Kispert,C. Kispert,Porzingis,204001.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-13T23:11:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,14.273981603153747,53.18627450980392,1610612764,0,0,2022-11-13T23:11:11Z,70000,False,-16.0,82.0,1,left,MISS C. Kispert 8' floating Shot,[1630557],1610612764.0,WAS,floating,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,8.32,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-11-13T23:11:02.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,0,0,2022-11-13T23:11:11Z,80000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2022-11-13T23:11:16.9Z,1,REGULAR,2pt,Jump Shot,[],1628415,74.72076215505913,59.55882352941176,1610612763,0,0,2022-11-13T23:11:24Z,90000,False,48.0,185.0,1,right,MISS D. Brooks 19' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,19.12,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2022-11-13T23:11:19.9Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,0,0,2022-11-13T23:11:24Z,100000,False,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M13.00S,2022-11-13T23:11:29.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630583,92.59198423127464,62.745098039215684,1610612763,0,2,2022-11-13T23:11:39Z,110000,False,64.0,17.0,1,right,S. Aldama 6' driving Hook (2 PTS) (S. Adams 1 AST),"[1630583, 203500]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,,,,,2.0,S. Adams,203500.0,1.0,,,,,,,,,,
13,PT11M05.00S,2022-11-13T23:11:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,7.966491458607096,46.32352941176471,1610612764,2,2,2022-11-13T23:12:25Z,130000,False,18.0,22.0,1,left,D. Avdija driving floating Jump Shot (2 PTS) (M. Morris 1 AST),"[1630166, 1628420]",1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,
15,PT10M52.00S,2022-11-13T23:11:51.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,92.32917214191852,55.14705882352941,1610612763,2,4,2022-11-13T23:11:56Z,150000,False,26.0,20.0,1,right,S. Adams Hook (2 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M41.00S,2022-11-13T23:12:02.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,30.436925098554536,74.26470588235294,1610612764,2,4,2022-11-13T23:12:08Z,160000,False,-121.0,234.0,1,left,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
17,PT10M41.00S,2022-11-13T23:12:02.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,2,4,2022-11-13T23:12:08Z,170000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,16.0,,,,,,,,,,,,,,,,,
19,PT10M23.00S,2022-11-13T23:12:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,93.11760840998686,47.549019607843135,1610612763,2,4,2022-11-13T23:12:32Z,190000,False,-12.0,12.0,1,right,MISS S. Adams cutting Layup,[203500],1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2022-11-13T23:12:26.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,2,4,2022-11-13T23:12:32Z,200000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M15.00S,2022-11-13T23:12:32.1Z,1,REGULAR,3pt,Jump Shot,[],204001,32.14520367936925,71.56862745098039,1610612764,5,4,2022-11-13T23:12:37Z,210000,False,-108.0,250.0,1,left,K. Porzingis 27' 3PT  (3 PTS) (C. Kispert 1 AST),"[204001, 1630557]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,27.2,Made,,,,,3.0,C. Kispert,1630557.0,1.0,,,,,,,,,,
23,PT09M54.00S,2022-11-13T23:12:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.32917214191852,60.5392156862745,1610612763,5,6,2022-11-13T23:15:23Z,230000,False,53.0,20.0,1,right,D. Brooks driving Layup (2 PTS),[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,,,,,2.0,,,,,,,,,,,,,
25,PT09M39.00S,2022-11-13T23:13:08.3Z,1,REGULAR,3pt,Jump Shot,[],204001,35.8245729303548,39.705882352941174,1610612764,5,6,2022-11-13T23:13:15Z,250000,False,51.0,284.0,1,left,MISS K. Porzingis 28' step back 3PT,[204001],1610612764.0,WAS,step back,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,28.89,Missed,,,,,,,,,,,,,,,,,,
26,PT09M35.00S,2022-11-13T23:13:12.3Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,5,6,2022-11-13T23:13:15Z,260000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT09M25.00S,2022-11-13T23:13:22.8Z,1,REGULAR,3pt,Jump Shot,[],1626145,76.82325886990802,12.5,1610612763,5,6,2022-11-13T23:13:36Z,270000,False,-188.0,165.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
28,PT09M22.00S,2022-11-13T23:13:25.8Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,5,6,2022-11-13T23:13:36Z,280000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,
29,PT09M21.00S,2022-11-13T23:13:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,93.77463863337714,47.794117647058826,1610612763,5,8,2022-11-13T23:16:03Z,290000,False,-11.0,6.0,1,right,S. Adams putback Layup (4 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,4.0,,,,,,,,,,,,,
30,PT09M03.00S,2022-11-13T23:13:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.178055190538765,37.99019607843137,1610612764,5,8,2022-11-13T23:16:27Z,300000,False,60.0,15.0,1,left,MISS K. Kuzma 6' driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
31,PT08M59.00S,2022-11-13T23:13:48.5Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,5,8,2022-11-13T23:13:58Z,310000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M57.00S,2022-11-13T23:13:50.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629723,90.75229960578186,26.96078431372549,1610612763,5,8,2022-11-13T23:17:03Z,320000,False,-115.0,34.0,1,right,MISS J. Konchar 12' running Shot,[1629723],1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,12.02,Missed,,,,,,,,,,,,,,,,,,
33,PT08M54.00S,2022-11-13T23:13:53.2Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,5,8,2022-11-13T23:14:36Z,330000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M50.00S,2022-11-13T23:13:57.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630166,7.5722733245729295,46.81372549019608,1610612764,7,8,2022-11-13T23:17:20Z,340000,False,16.0,19.0,1,left,D. Avdija running alley-oop DUNK (4 PTS) (M. Morris 2 AST),"[1630166, 1628420]",1610612764.0,WAS,running alley-oop,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,4.0,M. Morris,1628420.0,2.0,,,,,,,,,,
36,PT08M34.00S,2022-11-13T23:14:13.2Z,1,REGULAR,2pt,Jump Shot,[],1628415,78.9257555847569,20.34313725490196,1610612763,7,8,2022-11-13T23:17:44Z,360000,False,-148.0,146.0,1,right,MISS D. Brooks 20' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,20.78,Missed,,,,,,,,,,,,,,,,,,
37,PT08M34.00S,2022-11-13T23:14:13.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,7,8,2022-11-13T23:14:53Z,370000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M19.00S,2022-11-13T23:14:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.30946123521682,47.549019607843135,1610612764,9,8,2022-11-13T23:18:17Z,380000,False,12.0,16.0,1,left,D. Avdija finger roll Layup (6 PTS),[1630166],1610612764.0,WAS,finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,6.0,,,,,,,,,,,,,
39,PT08M09.00S,2022-11-13T23:14:51.2Z,1,REGULAR,violation,kicked ball,[],204001,,,1610612763,9,8,2022-11-13T23:15:25Z,390000,False,,,0,,K. Porzingis kicked ball VIOLATION,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,
40,PT08M01.00S,2022-11-13T23:14:58.6Z,1,REGULAR,2pt,Jump Shot,[],1626145,81.42247043363994,32.59803921568628,1610612763,9,10,2022-11-13T23:19:00Z,400000,False,-87.0,122.0,1,right,T. Jones 14' pullup Jump Shot (2 PTS) (S. Aldama 1 AST),"[1626145, 1630583]",1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,14.99,Made,,,,,2.0,S. Aldama,1630583.0,1.0,,,,,,,,,,
42,PT07M43.00S,2022-11-13T23:15:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.5722733245729295,46.32352941176471,1610612764,11,10,2022-11-13T23:19:25Z,420000,False,18.0,19.0,1,left,M. Morris driving Layup (2 PTS),[1628420],1610612764.0,WAS,driving,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,2.0,,,,,,,,,,,,,
43,PT07M28.00S,2022-11-13T23:15:33.5Z,1,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612763,11,10,2022-11-13T23:15:49Z,430000,False,,,0,,D. Brooks lost ball out-of-bounds TURNOVER (1 TO),[1628415],1610612763.0,MEM,lost ball,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204058.0,1.0,,,,,,,,
44,PT07M21.00S,2022-11-13T23:15:58.9Z,1,REGULAR,foul,personal,[],203500,,,1610612764,11,10,2022-11-13T23:16:06Z,440000,False,,,0,,S. Adams personal FOUL (1 PF),"[203500, 204001]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1201.0,,1.0,0.0,Porzingis,204001.0,,,,
46,PT07M16.00S,2022-11-13T23:16:21.2Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612764,11,10,2022-11-13T23:16:29Z,460000,False,,,0,,S. Adams shooting personal FOUL (2 PF) (Porzingis 2 FT),"[203500, 204001]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,204058.0,,2.0,0.0,Porzingis,204001.0,,,,
48,PT07M16.00S,2022-11-13T23:16:48.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],204001,,,1610612764,12,10,2022-11-13T23:16:48Z,480000,False,,,0,,K. Porzingis Free Throw 1 of 2 (4 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
