actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M24.00S,2023-02-12T00:14:03.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,21.895532194480946,9.068627450980392,1610612754,2,5,2023-02-12T00:16:40Z,150000,False,205.0,153.0,1,left,B. Hield 25' 3PT step back (3 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,step back,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.57,Made,3.0,,,,,T. Haliburton,1630169.0,1.0,,,,,,,,,,
18,PT10M01.00S,2023-02-12T00:14:26.3Z,1,REGULAR,2pt,Jump Shot,[],1628420,94.1688567674113,27.450980392156865,1610612764,4,5,2023-02-12T00:17:55Z,170000,False,-113.0,2.0,1,right,M. Morris 11' fadeaway Jump Shot (2 PTS) (B. Beal 1 AST),"[1628420, 203078]",1610612764.0,WAS,fadeaway,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,11.27,Made,2.0,,,,,B. Beal,203078.0,1.0,,,,,,,,,,
20,PT09M42.00S,2023-02-12T00:14:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,9.149145860709593,58.57843137254902,1610612754,4,7,2023-02-12T00:14:49Z,190000,False,-43.0,34.0,1,left,M. Turner alley-oop Layup (2 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,alley-oop,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,2.0,,,,,A. Nembhard,1629614.0,1.0,,,,,,,,,,
22,PT09M24.00S,2023-02-12T00:15:03.2Z,1,REGULAR,2pt,Jump Shot,[],203078,92.46057818659659,22.30392156862745,1610612764,6,7,2023-02-12T00:15:06Z,210000,False,-138.0,18.0,1,right,B. Beal 13' step back Jump Shot (2 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,13.97,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M15.00S,2023-02-12T00:15:12.4Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.98488830486202,48.529411764705884,1610612754,6,7,2023-02-12T00:15:16Z,220000,False,7.0,267.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
24,PT09M12.00S,2023-02-12T00:15:15.2Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,6,7,2023-02-12T00:15:15Z,230000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,
25,PT09M10.00S,2023-02-12T00:15:16.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,31.61957950065703,78.18627450980392,1610612754,6,7,2023-02-12T00:15:21Z,240000,False,-141.0,245.0,1,left,MISS T. Haliburton 28' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,28.24,Missed,,,,,,,,,,,,,,,,,,
26,PT09M07.00S,2023-02-12T00:15:19.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,6,7,2023-02-12T00:15:21Z,250000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,
27,PT08M56.00S,2023-02-12T00:15:31.0Z,1,REGULAR,2pt,Jump Shot,[],1628420,90.88370565045992,22.30392156862745,1610612764,8,7,2023-02-12T00:15:34Z,260000,False,-138.0,33.0,1,right,M. Morris 14' pullup Jump Shot (4 PTS),[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,14.24,Made,4.0,,,,,,,,,,,,,,,,,
28,PT08M39.00S,2023-02-12T00:15:48.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,5.469776609724048,97.54901960784314,1610612754,8,7,2023-02-12T00:15:52Z,270000,False,-238.0,-1.0,1,left,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
29,PT08M36.00S,2023-02-12T00:15:51.2Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,8,7,2023-02-12T00:15:52Z,280000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,
30,PT08M33.00S,2023-02-12T00:15:54.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203078,75.24638633377135,12.009803921568627,1610612764,11,7,2023-02-12T00:23:14Z,290000,False,-190.0,180.0,1,right,B. Beal 26' 3PT running (5 PTS) (M. Morris 1 AST),"[203078, 1628420]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,26.19,Made,5.0,,,,,M. Morris,1628420.0,1.0,,,,,,,,,,
32,PT08M19.00S,2023-02-12T00:16:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.389618922470433,46.568627450980394,1610612754,11,9,2023-02-12T00:16:13Z,310000,False,17.0,8.0,1,left,T. Haliburton driving Layup (2 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.88,Made,2.0,,,,,,,,,,,,,,,,,
33,PT08M08.00S,2023-02-12T00:16:19.6Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,11,9,2023-02-12T00:16:30Z,320000,False,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1627741]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Hield,1627741.0,,,,,,,
34,PT08M08.00S,2023-02-12T00:16:19.6Z,1,REGULAR,steal,,[],1627741,,,1610612754,11,9,2023-02-12T00:16:21Z,330000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
35,PT08M01.00S,2023-02-12T00:16:26.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630169,5.075558475689881,3.1862745098039214,1610612754,11,9,2023-02-12T00:27:06Z,340000,False,234.0,-5.0,1,left,MISS T. Haliburton running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
36,PT07M58.00S,2023-02-12T00:16:29.0Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,11,9,2023-02-12T00:27:06Z,350000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,
37,PT07M34.00S,2023-02-12T00:16:53.4Z,1,REGULAR,2pt,Jump Shot,[],203078,91.93495400788436,65.93137254901961,1610612764,13,9,2023-02-12T00:33:27Z,360000,False,80.0,23.0,1,right,B. Beal 8' turnaround bank Jump Shot (7 PTS),[203078],1610612764.0,WAS,turnaround bank,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,8.3,Made,7.0,,,,,,,,,,,,,,,,,
39,PT07M14.00S,2023-02-12T00:17:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,14.931011826544022,39.705882352941174,1610612754,13,11,2023-02-12T00:17:19Z,380000,False,51.0,88.0,1,left,M. Turner 10' driving Layup (4 PTS) (A. Nembhard 2 AST),"[1626167, 1629614]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,10.19,Made,4.0,,,,,A. Nembhard,1629614.0,2.0,,,,,,,,,,
41,PT07M03.00S,2023-02-12T00:17:25.1Z,1,REGULAR,2pt,Jump Shot,[],1628420,82.86793692509855,30.88235294117647,1610612764,15,11,2023-02-12T00:17:32Z,400000,False,-96.0,109.0,1,right,M. Morris 14' driving floating Jump Shot (6 PTS),[1628420],1610612764.0,WAS,driving floating,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,14.46,Made,6.0,,,,,,,,,,,,,,,,,
42,PT06M53.00S,2023-02-12T00:17:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,7.178055190538765,42.64705882352941,1610612754,15,13,2023-02-12T00:17:39Z,410000,False,37.0,15.0,1,left,B. Hield driving Layup (5 PTS),[1627741],1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.97,Made,5.0,,,,,,,,,,,,,,,,,
44,PT06M41.00S,2023-02-12T00:17:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.9060446780552,43.872549019607845,1610612764,17,13,2023-02-12T00:33:58Z,430000,False,-31.0,5.0,1,right,B. Beal cutting Layup (9 PTS) (M. Morris 2 AST),"[203078, 1628420]",1610612764.0,WAS,cutting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.1,Made,9.0,,,,,M. Morris,1628420.0,2.0,,,,,,,,,,
46,PT06M41.00S,2023-02-12T00:17:51.0Z,1,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612764,17,13,2023-02-12T00:18:00Z,450000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Beal 1 FT),"[1630174, 203078]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Beal,203078.0,,
48,PT06M41.00S,2023-02-12T00:18:03.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,17,13,2023-02-12T00:20:24Z,470000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M41.00S,2023-02-12T00:18:06.4Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,17,13,2023-02-12T00:20:40Z,480000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M41.00S,2023-02-12T00:18:06.4Z,1,REGULAR,substitution,out,[],1626167,,,1610612764,17,13,2023-02-12T00:20:40Z,490000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M41.00S,2023-02-12T00:18:06.4Z,1,REGULAR,substitution,out,[],1629614,,,1610612764,17,13,2023-02-12T00:20:40Z,500000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M41.00S,2023-02-12T00:18:06.4Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,17,13,2023-02-12T00:20:40Z,510000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M41.00S,2023-02-12T00:18:06.4Z,1,REGULAR,substitution,in,[],1631097,,,1610612764,17,13,2023-02-12T00:20:40Z,520000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M41.00S,2023-02-12T00:18:06.4Z,1,REGULAR,substitution,in,[],1630543,,,1610612764,17,13,2023-02-12T00:20:40Z,530000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M41.00S,2023-02-12T00:21:10.7Z,1,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,18,13,2023-02-12T00:21:10Z,540000,False,,,0,,B. Beal Free Throw 1 of 1 (10 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
57,PT06M26.00S,2023-02-12T00:21:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,12.828515111695138,57.59803921568627,1610612754,18,13,2023-02-12T00:37:01Z,550000,False,-38.0,68.0,1,left,MISS A. Nesmith 7' turnaround Shot - blocked,"[1630174, 1629655]",1610612754.0,IND,turnaround,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0
58,PT06M26.00S,2023-02-12T00:21:29.8Z,1,REGULAR,block,,[],1629655,,,1610612754,18,13,2023-02-12T00:21:32Z,560000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M23.00S,2023-02-12T00:21:32.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,18,13,2023-02-12T00:21:36Z,570000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,
60,PT06M16.00S,2023-02-12T00:21:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.9862023653088,46.568627450980394,1610612764,20,13,2023-02-12T00:21:45Z,580000,False,-17.0,13.0,1,right,D. Gafford reverse Layup (2 PTS) (B. Beal 2 AST),"[1629655, 203078]",1610612764.0,WAS,reverse,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.18,Made,2.0,,,,,B. Beal,203078.0,2.0,,,,,,,,,,
62,PT06M07.00S,2023-02-12T00:21:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,24.917871222076215,10.294117647058822,1610612754,20,16,2023-02-12T00:21:52Z,600000,False,199.0,182.0,1,left,T. Haliburton 26' 3PT  (5 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.91,Made,5.0,,,,,,,,,,,,,,,,,
63,PT05M44.00S,2023-02-12T00:22:12.3Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612764,20,16,2023-02-12T00:22:20Z,610000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1627741]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Hield,1627741.0,,,,,,,
64,PT05M44.00S,2023-02-12T00:22:12.3Z,1,REGULAR,steal,,[],1627741,,,1610612754,20,16,2023-02-12T00:22:16Z,620000,False,,,0,,B. Hield STEAL (2 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
65,PT05M38.00S,2023-02-12T00:22:17.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,28.86005256241787,24.754901960784316,1610612754,20,19,2023-02-12T00:40:34Z,630000,False,126.0,219.0,1,left,B. Hield 25' 3PT running pullup (8 PTS) (B. Mathurin 1 AST),"[1627741, 1631097]",1610612754.0,IND,running pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.26,Made,8.0,,,,,B. Mathurin,1631097.0,1.0,,,,,,,,,,
66,PT05M34.00S,2023-02-12T00:22:22.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,92.46057818659659,55.63725490196079,1610612764,22,19,2023-02-12T00:22:39Z,640000,False,28.0,18.0,1,right,D. Gafford alley-oop DUNK (4 PTS) (M. Morris 3 AST),"[1629655, 1628420]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.37,Made,4.0,,,,,M. Morris,1628420.0,3.0,,,,,,,,,,
68,PT05M06.00S,2023-02-12T00:22:49.9Z,1,REGULAR,2pt,Jump Shot,[],1627741,27.283180026281208,49.26470588235294,1610612754,22,21,2023-02-12T00:22:56Z,660000,False,4.0,204.0,1,left,B. Hield 20' pullup Jump Shot (10 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,20.4,Made,10.0,,,,,T. Haliburton,1630169.0,2.0,,,,,,,,,,
70,PT04M46.00S,2023-02-12T00:23:10.2Z,1,REGULAR,turnover,lost ball,[],203078,,,1610612764,22,21,2023-02-12T00:23:16Z,680000,False,,,0,,B. Beal lost ball TURNOVER (2 TO),"[203078, 1630543]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,Jackson,1630543.0,,,,,,,
71,PT04M46.00S,2023-02-12T00:23:10.2Z,1,REGULAR,steal,,[],1630543,,,1610612754,22,21,2023-02-12T00:23:13Z,690000,False,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
72,PT04M42.00S,2023-02-12T00:23:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630169,5.995400788436268,46.07843137254902,1610612754,22,23,2023-02-12T00:42:29Z,700000,False,20.0,4.0,1,left,T. Haliburton running Layup (7 PTS) (A. Nesmith 1 AST),"[1630169, 1630174]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.0,Made,7.0,,,,,A. Nesmith,1630174.0,1.0,,,,,,,,,,
74,PT04M42.00S,2023-02-12T00:23:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,22,23,2023-02-12T00:23:20Z,720000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M42.00S,2023-02-12T00:25:04.0Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,22,23,2023-02-12T00:26:05Z,730000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M42.00S,2023-02-12T00:25:04.0Z,1,REGULAR,substitution,out,[],1628420,,,1610612764,22,23,2023-02-12T00:26:05Z,740000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M42.00S,2023-02-12T00:25:04.0Z,1,REGULAR,substitution,in,[],1626153,,,1610612764,22,23,2023-02-12T00:26:05Z,750000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M42.00S,2023-02-12T00:25:04.0Z,1,REGULAR,substitution,in,[],1629134,,,1610612764,22,23,2023-02-12T00:26:05Z,760000,False,,,0,,SUB in: K. Nunn,[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M23.00S,2023-02-12T00:26:32.1Z,1,REGULAR,3pt,Jump Shot,[],1629134,95.74572930354796,2.696078431372549,1610612764,22,23,2023-02-12T00:26:37Z,770000,False,-237.0,-13.0,1,right,MISS K. Nunn 3PT,[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
80,PT04M21.00S,2023-02-12T00:26:34.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,22,23,2023-02-12T00:26:37Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,79.0,,,,,,,,,,,,,,,,
82,PT04M04.00S,2023-02-12T00:26:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.783837056504599,63.725490196078425,1610612754,22,23,2023-02-12T00:27:00Z,800000,False,-69.0,11.0,1,left,MISS A. Nesmith 6' driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,6.95,Missed,,,,,,,,,,,,,,,,,,
83,PT04M03.00S,2023-02-12T00:26:58.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,22,23,2023-02-12T00:27:00Z,810000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,
84,PT03M56.00S,2023-02-12T00:27:05.8Z,1,REGULAR,3pt,Jump Shot,[],204001,69.46452036793693,75.73529411764706,1610612764,25,23,2023-02-12T00:27:09Z,820000,False,129.0,235.0,1,right,K. Porzingis 26' 3PT  (5 PTS) (D. Avdija 1 AST),"[204001, 1630166]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,26.75,Made,5.0,,,,,D. Avdija,1630166.0,1.0,,,,,,,,,,
86,PT03M46.00S,2023-02-12T00:27:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630543,12.171484888304862,53.67647058823529,1610612754,25,25,2023-02-12T00:27:22Z,840000,False,-18.0,62.0,1,left,I. Jackson 6' floating Jump Shot (2 PTS) (T. Haliburton 3 AST),"[1630543, 1630169]",1610612754.0,IND,floating,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,2.0,,,,,T. Haliburton,1630169.0,3.0,,,,,,,,,,
