actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT04M43.00S,2023-03-03T00:26:10.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,12,12,2023-03-03T00:26:12Z,830000,False,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,82.0,4.0,2.0,2.0,,,,,,,,,,,,,,
85,PT04M30.00S,2023-03-03T00:26:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.046649145860711,62.254901960784316,1610612761,12,14,2023-03-03T00:28:35Z,840000,False,-61.0,14.0,1,left,S. Barnes 6' driving Layup (4 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,,,,,,,4.0,,,,,,,,,,,
86,PT04M13.00S,2023-03-03T00:26:41.0Z,1,REGULAR,3pt,Jump Shot,[],1626153,93.77463863337714,97.05882352941177,1610612764,12,14,2023-03-03T00:26:46Z,850000,False,235.0,6.0,1,right,MISS D. Wright 3PT,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
87,PT04M09.00S,2023-03-03T00:26:45.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,12,14,2023-03-03T00:26:46Z,860000,False,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,86.0,5.0,3.0,2.0,,,,,,,,,,,,,,
88,PT04M05.00S,2023-03-03T00:26:49.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,8.09789750328515,45.588235294117645,1610612761,12,16,2023-03-03T00:29:03Z,870000,False,22.0,24.0,1,left,P. Siakam running Layup (5 PTS),[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,5.0,,,,,,,,,,,
89,PT03M56.00S,2023-03-03T00:26:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,81.94809461235218,52.69607843137255,1610612764,12,16,2023-03-03T00:29:33Z,880000,False,13.0,117.0,1,right,MISS B. Beal 11' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,11.8,Missed,,,,,,,,,,,,,,,,,,
90,PT03M55.00S,2023-03-03T00:26:59.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,12,16,2023-03-03T00:27:02Z,890000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,,,
91,PT03M46.00S,2023-03-03T00:27:09.2Z,1,REGULAR,2pt,Jump Shot,[],1630567,22.28975032851511,61.029411764705884,1610612761,12,18,2023-03-03T00:27:15Z,900000,False,-55.0,157.0,1,left,S. Barnes 16' turnaround Jump Shot (6 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,16.64,Made,,,,,,,6.0,,,,,,,,,,,
92,PT03M20.00S,2023-03-03T00:27:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,91.93495400788436,60.29411764705882,1610612764,12,18,2023-03-03T00:27:42Z,910000,False,51.0,23.0,1,right,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,,
94,PT03M18.00S,2023-03-03T00:27:36.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,12,18,2023-03-03T00:27:42Z,930000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT03M18.00S,2023-03-03T00:27:41.6Z,1,REGULAR,foul,personal,[],203078,,,1610612761,12,18,2023-03-03T00:28:09Z,940000,False,,,0,,B. Beal personal FOUL (1 PF),"[203078, 1630173]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201245.0,,1.0,0.0,Achiuwa,1630173.0,,
97,PT03M18.00S,2023-03-03T00:27:47.8Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,12,18,2023-03-03T00:27:52Z,960000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M18.00S,2023-03-03T00:27:47.8Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,12,18,2023-03-03T00:27:52Z,970000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M02.00S,2023-03-03T00:28:14.5Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612761,12,18,2023-03-03T00:28:20Z,980000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1626153]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,,,,,Wright,1626153.0
100,PT03M02.00S,2023-03-03T00:28:14.5Z,1,REGULAR,steal,,[],1626153,,,1610612764,12,18,2023-03-03T00:28:16Z,990000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
101,PT02M58.00S,2023-03-03T00:28:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,93.51182654402102,47.30392156862745,1610612764,14,18,2023-03-03T00:28:27Z,1000000,False,-13.0,8.0,1,right,C. Kispert running Layup (2 PTS) (D. Wright 2 AST),"[1630557, 1626153]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,2.0,D. Wright,1626153.0,2.0,,,,,,,,
103,PT02M33.00S,2023-03-03T00:28:43.5Z,1,REGULAR,3pt,Jump Shot,[],1629018,16.90210249671485,98.77450980392157,1610612761,14,18,2023-03-03T00:28:49Z,1020000,False,-244.0,106.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
104,PT02M30.00S,2023-03-03T00:28:46.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,14,18,2023-03-03T00:28:49Z,1030000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,
105,PT02M25.00S,2023-03-03T00:28:51.7Z,1,REGULAR,3pt,Jump Shot,[],1630557,95.6143232588699,3.6764705882352944,1610612764,14,18,2023-03-03T00:28:58Z,1040000,False,-232.0,-11.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
106,PT02M22.00S,2023-03-03T00:28:54.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,14,18,2023-03-03T00:28:58Z,1050000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,,
107,PT02M06.00S,2023-03-03T00:29:10.6Z,1,REGULAR,turnover,lost ball,[],1630173,,,1610612761,14,18,2023-03-03T00:29:17Z,1060000,False,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1626153]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,Wright,1626153.0
108,PT02M06.00S,2023-03-03T00:29:10.6Z,1,REGULAR,steal,,[],1626153,,,1610612764,14,18,2023-03-03T00:29:12Z,1070000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
109,PT02M01.00S,2023-03-03T00:29:16.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,93.38042049934296,46.07843137254902,1610612764,16,18,2023-03-03T00:29:22Z,1080000,False,-20.0,10.0,1,right,C. Kispert running Layup (4 PTS) (D. Wright 3 AST),"[1630557, 1626153]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,,4.0,D. Wright,1626153.0,3.0,,,,,,,,
111,PT01M37.00S,2023-03-03T00:29:40.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,12.434296977660972,52.20588235294118,1610612761,16,18,2023-03-03T00:33:20Z,1100000,False,-11.0,64.0,1,left,MISS S. Barnes 6' driving Hook - blocked,"[1630567, 204001]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,
112,PT01M37.00S,2023-03-03T00:29:40.5Z,1,REGULAR,block,,[],204001,,,1610612761,16,18,2023-03-03T00:29:42Z,1110000,False,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT01M34.00S,2023-03-03T00:29:43.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612764,16,18,2023-03-03T00:29:44Z,1120000,False,,,0,,D. Wright REBOUND (Off:0 Def:3),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,111.0,3.0,3.0,0.0,,,,,,,,,,,,,,
114,PT01M33.00S,2023-03-03T00:29:44.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203078,74.72076215505913,17.401960784313726,1610612764,19,18,2023-03-03T00:33:57Z,1130000,False,-163.0,185.0,1,right,B. Beal 24' 3PT running (3 PTS) (D. Wright 4 AST),"[203078, 1626153]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,24.66,Made,,,,,,,3.0,D. Wright,1626153.0,4.0,,,,,,,,
117,PT01M20.00S,2023-03-03T00:30:09.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,15.325229960578188,26.225490196078432,1610612761,19,18,2023-03-03T00:34:41Z,1160000,False,119.0,92.0,1,left,MISS P. Siakam 15' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,15.01,Missed,,,,,,,,,,,,,,,,,,
118,PT01M17.00S,2023-03-03T00:30:12.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,19,18,2023-03-03T00:30:13Z,1170000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT01M14.00S,2023-03-03T00:30:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203078,94.03745072273325,55.392156862745104,1610612764,19,18,2023-03-03T00:30:25Z,1180000,False,27.0,4.0,1,right,MISS B. Beal running Layup,[203078],1610612764.0,WAS,running,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
120,PT01M11.00S,2023-03-03T00:30:19.6Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,19,18,2023-03-03T00:30:27Z,1190000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,119.0,3.0,2.0,1.0,,,,,,,,,,,,,,
121,PT01M11.00S,2023-03-03T00:30:19.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,93.24901445466492,50.98039215686274,1610612764,21,18,2023-03-03T00:35:06Z,1200000,False,5.0,11.0,1,right,K. Porzingis putback DUNK (2 PTS),[204001],1610612764.0,WAS,putback,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,,,2.0,,,,,,,,,,,
122,PT00M52.90S,2023-03-03T00:30:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.440867279894875,44.36274509803921,1610612761,21,20,2023-03-03T00:30:52Z,1210000,False,28.0,17.0,1,left,P. Siakam driving Layup (7 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,7.0,,,,,,,,,,,
123,PT00M41.60S,2023-03-03T00:31:02.5Z,1,REGULAR,3pt,Jump Shot,[],203078,79.58278580814718,92.40196078431373,1610612764,24,20,2023-03-03T00:31:06Z,1220000,False,212.0,139.0,1,right,B. Beal 25' 3PT  (6 PTS) (D. Wright 5 AST),"[203078, 1626153]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,,,6.0,D. Wright,1626153.0,5.0,,,,,,,,
125,PT00M34.60S,2023-03-03T00:31:14.0Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,24,20,2023-03-03T00:31:22Z,1240000,False,,,0,,P. Siakam step out-of-bounds TURNOVER (2 TO),[1627783],1610612761.0,TOR,step,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1626302.0,2.0,,,,,,
126,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,out,[],204001,,,1610612764,24,20,2023-03-03T00:31:35Z,1250000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,out,[],1626153,,,1610612764,24,20,2023-03-03T00:31:35Z,1260000,False,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612764,24,20,2023-03-03T00:31:35Z,1270000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612764,24,20,2023-03-03T00:31:35Z,1280000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,24,20,2023-03-03T00:31:35Z,1290000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,in,[],1630692,,,1610612764,24,20,2023-03-03T00:31:35Z,1300000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,in,[],1627832,,,1610612764,24,20,2023-03-03T00:31:35Z,1310000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M34.60S,2023-03-03T00:31:17.9Z,1,REGULAR,substitution,in,[],1628449,,,1610612764,24,20,2023-03-03T00:31:35Z,1320000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M16.60S,2023-03-03T00:31:52.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,74.32654402102497,84.06862745098039,1610612764,24,20,2023-03-03T00:31:58Z,1330000,False,170.0,189.0,1,right,MISS J. Goodwin 25' 3PT,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
135,PT00M13.70S,2023-03-03T00:31:55.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,24,20,2023-03-03T00:31:58Z,1340000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,
136,PT00M11.00S,2023-03-03T00:31:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,93.11760840998686,56.61764705882353,1610612764,24,20,2023-03-03T00:36:46Z,1350000,False,33.0,12.0,1,right,MISS D. Gafford putback Layup - blocked,"[1629655, 1630173]",1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,Achiuwa,1630173.0,,,,,,,,,,,,
137,PT00M11.00S,2023-03-03T00:31:58.0Z,1,REGULAR,block,,[],1630173,,,1610612764,24,20,2023-03-03T00:32:00Z,1360000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT00M07.40S,2023-03-03T00:32:01.6Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,24,20,2023-03-03T00:32:05Z,1370000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT00M00.10S,2023-03-03T00:32:09.0Z,1,REGULAR,3pt,Jump Shot,[],1629018,30.56833114323259,23.284313725490197,1610612761,24,20,2023-03-03T00:37:10Z,1380000,False,134.0,235.0,1,left,MISS G. Trent Jr. 27' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
140,PT00M00.10S,2023-03-03T00:32:09.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,24,20,2023-03-03T00:32:16Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,139.0,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2023-03-03T00:32:18.0Z,1,REGULAR,period,end,[],0,,,1610612761,24,20,2023-03-03T00:32:18Z,1400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-03-03T00:33:25.8Z,2,REGULAR,substitution,out,['startperiod'],203078,,,1610612761,24,20,2023-03-03T00:34:30Z,1410000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-03-03T00:33:25.8Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,24,20,2023-03-03T00:34:30Z,1420000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-03-03T00:33:25.8Z,2,REGULAR,substitution,in,['startperiod'],1628398,,,1610612761,24,20,2023-03-03T00:34:30Z,1430000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-03-03T00:33:25.8Z,2,REGULAR,substitution,in,['startperiod'],203115,,,1610612761,24,20,2023-03-03T00:34:30Z,1440000,False,,,0,,SUB in: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-03-03T00:34:47.7Z,2,REGULAR,period,start,[],0,,,1610612761,24,20,2023-03-03T00:34:47Z,1450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M47.00S,2023-03-03T00:35:00.6Z,2,REGULAR,3pt,Jump Shot,[],1628449,5.995400788436268,5.392156862745098,1610612761,24,23,2023-03-03T00:35:05Z,1460000,False,223.0,4.0,1,left,C. Boucher 3PT  (3 PTS) (F. VanVleet 1 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,22.3,Made,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,
149,PT11M36.00S,2023-03-03T00:35:09.9Z,2,REGULAR,turnover,lost ball,[],1630692,,,1610612764,24,23,2023-03-03T00:35:16Z,1480000,False,,,0,,J. Goodwin lost ball TURNOVER (1 TO),"[1630692, 1627832]",1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,VanVleet,1627832.0
150,PT11M36.00S,2023-03-03T00:35:09.9Z,2,REGULAR,steal,,[],1627832,,,1610612761,24,23,2023-03-03T00:35:12Z,1490000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
151,PT11M34.00S,2023-03-03T00:35:15.4Z,2,REGULAR,foul,personal,['2freethrow'],1630692,,,1610612761,24,23,2023-03-03T00:35:23Z,1500000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Boucher 2 FT),"[1630692, 1628449]",1610612764.0,WAS,shooting,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201245.0,,1.0,0.0,Boucher,1628449.0,,
153,PT11M34.00S,2023-03-03T00:35:36.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,24,24,2023-03-03T00:35:36Z,1520000,False,,,0,,C. Boucher Free Throw 1 of 2 (4 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
154,PT11M34.00S,2023-03-03T00:35:48.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,24,25,2023-03-03T00:35:48Z,1530000,False,,,0,,C. Boucher Free Throw 2 of 2 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
155,PT11M20.00S,2023-03-03T00:36:04.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,92.06636005256242,63.23529411764706,1610612764,26,25,2023-03-03T00:36:14Z,1540000,False,66.0,22.0,1,right,K. Kuzma 6' driving bank Hook (12 PTS),[1628398],1610612764.0,WAS,driving bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.98,Made,,,,,,,12.0,,,,,,,,,,,
156,PT11M05.00S,2023-03-03T00:36:18.6Z,2,REGULAR,2pt,Jump Shot,[],203115,12.171484888304862,32.84313725490196,1610612761,26,25,2023-03-03T00:36:22Z,1550000,False,86.0,62.0,1,left,MISS W. Barton 10' pullup Shot,[203115],1610612761.0,TOR,pullup,,,Barton,W. Barton,,,,,Mid-Range,8-16 Right,10.58,Missed,,,,,,,,,,,,,,,,,,
157,PT11M02.00S,2023-03-03T00:36:21.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,26,25,2023-03-03T00:36:22Z,1560000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,
158,PT10M57.00S,2023-03-03T00:36:26.2Z,2,REGULAR,3pt,Jump Shot,[],1628398,66.44218134034165,59.31372549019608,1610612764,29,25,2023-03-03T00:36:33Z,1570000,False,47.0,263.0,1,right,K. Kuzma 26' 3PT pullup (15 PTS),[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,26.7,Made,,,,,,,15.0,,,,,,,,,,,
159,PT10M36.00S,2023-03-03T00:36:47.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,20.318659658344284,50.0,1610612761,29,25,2023-03-03T00:38:32Z,1580000,False,0.0,138.0,1,left,MISS P. Achiuwa 13' driving floating Shot,[1630173],1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,13.85,Missed,,,,,,,,,,,,,,,,,,
160,PT10M34.00S,2023-03-03T00:36:49.4Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,29,25,2023-03-03T00:36:51Z,1590000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,159.0,3.0,3.0,0.0,,,,,,,,,,,,,,
161,PT10M24.00S,2023-03-03T00:36:59.4Z,2,REGULAR,3pt,Jump Shot,[],1628398,69.59592641261499,83.82352941176471,1610612764,29,25,2023-03-03T00:39:00Z,1600000,False,169.0,233.0,1,right,MISS K. Kuzma 28' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,28.81,Missed,,,,,,,,,,,,,,,,,,
162,PT10M22.00S,2023-03-03T00:37:01.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,29,25,2023-03-03T00:37:08Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,161.0,,,,,,,,,,,,,,,,,
