actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-11T00:11:15.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-11T00:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-11-11T00:11:37.2Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2022-11-11T00:11:37Z,40000,False,,,0,,Jump Ball D. Powell vs. A. Gill: Tip to L. Doncic,"[1629029, 203939, 1630264]",1610612742.0,DAL,startperiod,L. Doncic,1629029.0,Doncic,L. Doncic,Powell,203939.0,Gill,1630264.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-11T00:11:50.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,90.98226018396846,49.50980392156863,1610612742,0,2,2022-11-11T00:11:55Z,70000,False,-2.0,32.0,1,right,D. Powell cutting DUNK (2 PTS) (L. Doncic 1 AST),"[203939, 1629029]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,3.24,Made,2.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2022-11-11T00:12:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.750985545335084,47.549019607843135,1610612764,0,2,2022-11-11T00:12:08Z,90000,False,12.0,11.0,1,left,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2022-11-11T00:12:04.6Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,0,2,2022-11-11T00:12:04Z,100000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M25.00S,2022-11-11T00:12:07.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,29.352825229960573,18.627450980392155,1610612764,3,2,2022-11-11T00:12:11Z,110000,False,157.0,223.0,1,left,C. Kispert 27' 3PT  (3 PTS) (M. Morris 1 AST),"[1630557, 1628420]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,27.3,Made,3.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,
13,PT11M18.00S,2022-11-11T00:12:13.3Z,1,REGULAR,3pt,Jump Shot,[],1627827,70.3515111695138,78.18627450980392,1610612742,3,2,2022-11-11T00:12:19Z,130000,False,141.0,226.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2022-11-11T00:12:17.7Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,3,2,2022-11-11T00:12:17Z,140000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT11M06.00S,2022-11-11T00:12:25.6Z,1,REGULAR,turnover,lost ball,[],203939,,,1610612742,3,2,2022-11-11T00:12:30Z,150000,False,,,0,,D. Powell lost ball TURNOVER (1 TO),"[203939, 1628398]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Kuzma,1628398.0,,,,,,,
16,PT11M06.00S,2022-11-11T00:12:25.6Z,1,REGULAR,steal,,[],1628398,,,1610612764,3,2,2022-11-11T00:12:28Z,160000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M59.00S,2022-11-11T00:12:33.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,32.37516425755584,25.735294117647058,1610612764,6,2,2022-11-11T00:12:36Z,170000,False,121.0,252.0,1,left,K. Kuzma 27' 3PT pullup (3 PTS),[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,27.95,Made,3.0,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2022-11-11T00:12:50.8Z,1,REGULAR,3pt,Jump Shot,[],203493,89.01116951379764,3.1862745098039227,1610612742,6,5,2022-11-11T00:12:54Z,180000,False,-234.0,51.0,1,right,R. Bullock 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[203493, 203915]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,23.95,Made,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
20,PT10M27.00S,2022-11-11T00:13:05.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,33.6892247043364,25.980392156862735,1610612764,6,5,2022-11-11T00:13:09Z,200000,False,120.0,264.0,1,left,MISS K. Kuzma 29' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,29.02,Missed,,,,,,,,,,,,,,,,,,
21,PT10M23.00S,2022-11-11T00:13:09.3Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,6,5,2022-11-11T00:13:09Z,210000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M17.00S,2022-11-11T00:13:14.9Z,1,REGULAR,3pt,Jump Shot,[],203915,71.13994743758212,82.84313725490196,1610612742,6,8,2022-11-11T00:13:20Z,220000,False,164.0,219.0,1,right,S. Dinwiddie 27' 3PT step back (3 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,27.36,Made,3.0,,,,,,,,,,,,,,,,,
23,PT09M55.00S,2022-11-11T00:13:37.4Z,1,REGULAR,2pt,Jump Shot,[],1628398,20.41721419185282,45.58823529411765,1610612764,6,8,2022-11-11T00:13:41Z,230000,False,22.0,139.0,1,left,MISS K. Kuzma 14' floating Shot,[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Center,14.11,Missed,,,,,,,,,,,,,,,,,,
24,PT09M52.00S,2022-11-11T00:13:40.4Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,6,8,2022-11-11T00:13:41Z,240000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Center,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,
25,PT09M51.00S,2022-11-11T00:13:41.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,10.430354796320628,49.01960784313726,1610612764,6,8,2022-11-11T00:13:52Z,250000,False,5.0,46.0,1,left,MISS D. Avdija tip Layup,[1630166],1610612764.0,WAS,tip,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2022-11-11T00:13:43.9Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,6,8,2022-11-11T00:13:44Z,260000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,
27,PT09M38.00S,2022-11-11T00:13:53.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,89.01116951379764,3.4313725490196134,1610612742,6,11,2022-11-11T00:13:59Z,270000,False,-233.0,51.0,1,right,D. Finney-Smith 3PT  (3 PTS) (L. Doncic 2 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,23.83,Made,3.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
