actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
524,PT08M23.00S,2022-10-26T01:00:40.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630587,,,1610612764,96,83,2022-10-26T01:00:53Z,5190000,,,0,,I. Livers personal FOUL (3 PF) (Gafford 2 FT),"[1630587, 1629655]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,Livers,I. Livers,,,,,204059.0,3.0,0.0,Gafford,1629655.0,,,,,,,,,
526,PT08M23.00S,2022-10-26T01:01:11.7Z,4,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,96,83,2022-10-26T01:01:11Z,5210000,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612764.0,WAS,,,,,,,,,,Missed,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
527,PT08M23.00S,2022-10-26T01:01:11.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,96,83,2022-10-26T01:01:11Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,
528,PT08M23.00S,2022-10-26T01:01:32.2Z,4,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,97,83,2022-10-26T01:01:32Z,5230000,,,0,,D. Gafford Free Throw 2 of 2 (9 PTS),[1629655],1610612764.0,WAS,,,,,,,,,,Made,Gafford,D. Gafford,,,,,,,,,,9.0,,,,,,,,
530,PT08M08.00S,2022-10-26T01:01:54.9Z,4,REGULAR,foul,personal,['2freethrow'],1628420,,,1610612765,97,83,2022-10-26T01:11:07Z,5250000,,,0,,M. Morris shooting personal FOUL (3 PF) (Ivey 2 FT),"[1628420, 1631093]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Morris,M. Morris,,,,,204059.0,3.0,0.0,Ivey,1631093.0,,,,,,,,,
532,PT08M08.00S,2022-10-26T01:02:19.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,97,83,2022-10-26T01:11:35Z,5270000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M08.00S,2022-10-26T01:05:18.6Z,4,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,97,83,2022-10-26T01:05:18Z,5300000,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,,,,,,,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
536,PT08M08.00S,2022-10-26T01:05:18.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,97,83,2022-10-26T01:05:18Z,5310000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,,,
537,PT08M08.00S,2022-10-26T01:05:38.2Z,4,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,97,84,2022-10-26T01:05:38Z,5320000,,,0,,J. Ivey Free Throw 2 of 2 (11 PTS),[1631093],1610612765.0,DET,,,,,,,,,,Made,Ivey,J. Ivey,,,,,,,,,,11.0,,,,,,,,
541,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,out,[],203115,,,1610612764,97,84,2022-10-26T01:06:14Z,5325000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,,,,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,
542,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,out,[],1629655,,,1610612764,97,84,2022-10-26T01:06:14Z,5327500,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
543,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,out,[],1628977,,,1610612764,97,84,2022-10-26T01:06:14Z,5328750,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
544,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,out,[],1630587,,,1610612764,97,84,2022-10-26T01:06:14Z,5329375,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,
545,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,in,[],204001,,,1610612764,97,84,2022-10-26T01:06:14Z,5329687,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
546,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,in,[],1630166,,,1610612764,97,84,2022-10-26T01:06:14Z,5329843,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
547,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,in,[],1630595,,,1610612764,97,84,2022-10-26T01:06:14Z,5329921,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
548,PT08M08.00S,2022-10-26T01:05:38.7Z,4,REGULAR,substitution,in,[],1630180,,,1610612764,97,84,2022-10-26T01:06:14Z,5329960,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
538,PT07M49.00S,2022-10-26T01:05:58.8Z,4,REGULAR,2pt,Jump Shot,[],203078,22.552562417871222,36.029411764705884,1610612764,97,84,2022-10-26T01:06:18Z,5330000,70.0,159.0,1,left,MISS B. Beal 17' pullup Shot,[203078],1610612764.0,WAS,pullup,,,,,,Mid-Range,16-24 Right Center,17.41,Missed,Beal,B. Beal,,,,,,,,,,,,,,,,,,
539,PT07M46.00S,2022-10-26T01:06:02.5Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,97,84,2022-10-26T01:06:02Z,5340000,,,0,,I. Stewart REBOUND (Off:1 Def:7),[1630191],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,Stewart,I. Stewart,538.0,8.0,7.0,1.0,,,,,,,,,,,,,,
540,PT07M37.00S,2022-10-26T01:06:11.5Z,4,REGULAR,2pt,Jump Shot,[],1630595,79.31997371879106,64.95098039215686,1610612765,97,84,2022-10-26T01:06:21Z,5350000,75.0,142.0,1,right,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Right Center,16.04,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
549,PT07M35.00S,2022-10-26T01:06:13.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,97,84,2022-10-26T01:06:21Z,5360000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,,,540.0,,,,,,,,,,,,,,,,,
550,PT07M35.00S,2022-10-26T01:06:18.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612765,97,84,2022-10-26T01:06:27Z,5370000,,,0,,K. Porzingis loose ball personal FOUL (5 PF) (Stewart 2 FT),"[204001, 1630191]",1610612764.0,WAS,loose ball,,,,,,In The Paint (Non-RA),8-16 Right,,,Porzingis,K. Porzingis,,,,,1627519.0,5.0,1.0,Stewart,1630191.0,,,,,,,,,
552,PT07M35.00S,2022-10-26T01:06:43.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630191,,,1610612765,97,85,2022-10-26T01:06:43Z,5390000,,,0,,I. Stewart Free Throw 1 of 2 (12 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,Stewart,I. Stewart,,,,,,,,,,12.0,,,,,,,,
553,PT07M35.00S,2022-10-26T01:06:49.6Z,4,REGULAR,substitution,out,[],204001,,,1610612765,97,85,2022-10-26T01:06:56Z,5400000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
554,PT07M35.00S,2022-10-26T01:06:49.6Z,4,REGULAR,substitution,in,[],1629655,,,1610612765,97,85,2022-10-26T01:06:56Z,5410000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
555,PT07M35.00S,2022-10-26T01:07:13.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630191,,,1610612765,97,86,2022-10-26T01:07:13Z,5420000,,,0,,I. Stewart Free Throw 2 of 2 (13 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,Stewart,I. Stewart,,,,,,,,,,13.0,,,,,,,,
556,PT07M12.00S,2022-10-26T01:07:38.1Z,4,REGULAR,3pt,Jump Shot,[],1630166,34.510512483574246,59.068627450980394,1610612764,100,86,2022-10-26T01:07:43Z,5430000,-45.0,272.0,1,left,D. Avdija 27' 3PT  (7 PTS) (B. Beal 5 AST),"[1630166, 203078]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,27.56,Made,Avdija,D. Avdija,,,,,,,,,,7.0,B. Beal,203078.0,5.0,,,,,
558,PT07M03.00S,2022-10-26T01:07:50.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612765,100,86,2022-10-26T01:08:02Z,5450000,,,0,,D. Avdija personal FOUL (3 PF) (Bogdanovic 2 FT),"[1630166, 202711]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Avdija,D. Avdija,,,,,202007.0,3.0,0.0,Bogdanovic,202711.0,,,,,,,,,
560,PT07M03.00S,2022-10-26T01:08:17.9Z,4,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,100,87,2022-10-26T01:08:17Z,5470000,,,0,,B. Bogdanovic Free Throw 1 of 2 (22 PTS),[202711],1610612765.0,DET,,,,,,,,,,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,22.0,,,,,,,,
561,PT07M03.00S,2022-10-26T01:08:19.1Z,4,REGULAR,substitution,out,[],1629060,,,1610612765,100,87,2022-10-26T01:08:24Z,5480000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,,,,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,
562,PT07M03.00S,2022-10-26T01:08:19.1Z,4,REGULAR,substitution,in,[],1628398,,,1610612765,100,87,2022-10-26T01:08:24Z,5490000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
563,PT07M03.00S,2022-10-26T01:08:36.5Z,4,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,100,88,2022-10-26T01:08:36Z,5500000,,,0,,B. Bogdanovic Free Throw 2 of 2 (23 PTS),[202711],1610612765.0,DET,,,,,,,,,,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,23.0,,,,,,,,
564,PT06M42.00S,2022-10-26T01:09:02.8Z,4,REGULAR,3pt,Jump Shot,[],203078,20.71287779237845,93.13725490196079,1610612764,103,88,2022-10-26T01:09:09Z,5510000,-216.0,142.0,1,left,B. Beal 25' 3PT step back (13 PTS) (M. Morris 6 AST),"[203078, 1628420]",1610612764.0,WAS,step back,,,,,,Above the Break 3,24+ Left Center,25.84,Made,Beal,B. Beal,,,,,,,,,,13.0,M. Morris,1628420.0,6.0,,,,,
566,PT06M34.00S,2022-10-26T01:09:12.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202711,88.12417871222075,34.55882352941176,1610612765,103,90,2022-10-26T01:09:17Z,5530000,-77.0,59.0,1,right,B. Bogdanovic 9' driving Layup (25 PTS),[202711],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),8-16 Left,9.72,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,25.0,,,,,,,,
567,PT06M13.00S,2022-10-26T01:09:35.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612764,103,90,2022-10-26T01:09:45Z,5540000,,,0,,J. Ivey personal FOUL (3 PF) (Morris 2 FT),"[1631093, 1628420]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Ivey,J. Ivey,,,,,202007.0,3.0,0.0,Morris,1628420.0,,,,,,,,,
569,PT06M13.00S,2022-10-26T01:10:05.6Z,4,REGULAR,freethrow,1 of 2,[],1628420,,,1610612764,104,90,2022-10-26T01:10:05Z,5560000,,,0,,M. Morris Free Throw 1 of 2 (9 PTS),[1628420],1610612764.0,WAS,,,,,,,,,,Made,Morris,M. Morris,,,,,,,,,,9.0,,,,,,,,
570,PT06M13.00S,2022-10-26T01:10:05.6Z,4,REGULAR,freethrow,2 of 2,[],1628420,,,1610612764,104,90,2022-10-26T01:10:23Z,5570000,,,0,,MISS M. Morris Free Throw 2 of 2,[1628420],1610612764.0,WAS,,,,,,,,,,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,
571,PT06M10.00S,2022-10-26T01:10:08.6Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,104,90,2022-10-26T01:10:23Z,5580000,,,0,,I. Stewart REBOUND (Off:1 Def:8),[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,570.0,9.0,8.0,1.0,,,,,,,,,,,,,,
572,PT05M58.00S,2022-10-26T01:10:33.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,87.33574244415243,55.14705882352941,1610612765,104,90,2022-10-26T01:10:40Z,5590000,26.0,67.0,1,right,MISS C. Cunningham 7' turnaround Hook,[1630595],1610612765.0,DET,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
573,PT05M57.00S,2022-10-26T01:10:34.9Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,104,90,2022-10-26T01:10:40Z,5600000,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,572.0,6.0,6.0,0.0,,,,,,,,,,,,,,
574,PT05M57.00S,2022-10-26T01:10:39.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612764,104,90,2022-10-26T01:10:46Z,5610000,,,0,,C. Cunningham personal FOUL (3 PF) (Avdija 2 FT),"[1630595, 1630166]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Cunningham,C. Cunningham,,,,,1627519.0,3.0,0.0,Avdija,1630166.0,,,,,,,,,
576,PT05M57.00S,2022-10-26T01:11:07.9Z,4,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,105,90,2022-10-26T01:11:07Z,5630000,,,0,,D. Avdija Free Throw 1 of 2 (8 PTS),[1630166],1610612764.0,WAS,,,,,,,,,,Made,Avdija,D. Avdija,,,,,,,,,,8.0,,,,,,,,
577,PT05M57.00S,2022-10-26T01:11:23.5Z,4,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,106,90,2022-10-26T01:11:23Z,5640000,,,0,,D. Avdija Free Throw 2 of 2 (9 PTS),[1630166],1610612764.0,WAS,,,,,,,,,,Made,Avdija,D. Avdija,,,,,,,,,,9.0,,,,,,,,
578,PT05M44.00S,2022-10-26T01:11:38.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,87.72996057818659,48.77450980392157,1610612765,106,90,2022-10-26T01:11:44Z,5650000,-6.0,63.0,1,right,MISS J. Ivey 6' floating Shot,[1631093],1610612765.0,DET,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
579,PT05M42.00S,2022-10-26T01:11:39.7Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,106,90,2022-10-26T01:11:39Z,5660000,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Kuzma,K. Kuzma,578.0,6.0,6.0,0.0,,,,,,,,,,,,,,
580,PT05M26.00S,2022-10-26T01:11:58.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612764,106,90,2022-10-26T01:12:07Z,5670000,,,0,,J. Ivey shooting personal FOUL (4 PF) (Kuzma 2 FT),"[1631093, 1628398]",1610612765.0,DET,shooting,,,,,,Mid-Range,8-16 Left,,,Ivey,J. Ivey,,,,,204059.0,4.0,0.0,Kuzma,1628398.0,,,,,,,,,
582,PT05M26.00S,2022-10-26T01:12:25.8Z,4,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,106,90,2022-10-26T01:12:25Z,5690000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,,,,,,,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
583,PT05M26.00S,2022-10-26T01:12:25.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,106,90,2022-10-26T01:12:25Z,5700000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,
584,PT05M26.00S,2022-10-26T01:12:44.6Z,4,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,107,90,2022-10-26T01:12:44Z,5710000,,,0,,K. Kuzma Free Throw 2 of 2 (18 PTS),[1628398],1610612764.0,WAS,,,,,,,,,,Made,Kuzma,K. Kuzma,,,,,,,,,,18.0,,,,,,,,
585,PT05M15.00S,2022-10-26T01:12:56.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,89.70105124835742,62.254901960784316,1610612765,107,90,2022-10-26T01:13:03Z,5720000,61.0,44.0,1,right,MISS B. Bogdanovic 7' floating Shot,[202711],1610612765.0,DET,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
586,PT05M13.00S,2022-10-26T01:12:58.4Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,107,90,2022-10-26T01:12:58Z,5730000,,,0,,D. Avdija REBOUND (Off:0 Def:7),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,585.0,7.0,7.0,0.0,,,,,,,,,,,,,,
588,PT04M53.00S,2022-10-26T01:13:32.7Z,4,REGULAR,3pt,Jump Shot,[],203078,31.488173455978973,13.970588235294118,1610612764,107,90,2022-10-26T01:13:38Z,5750000,180.0,243.0,1,left,MISS B. Beal 30' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,,,,Above the Break 3,24+ Right Center,30.29,Missed,Beal,B. Beal,,,,,,,,,,,,,,,,,,
589,PT04M48.00S,2022-10-26T01:13:37.7Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,107,90,2022-10-26T01:13:38Z,5760000,,,0,,I. Stewart REBOUND (Off:1 Def:9),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Stewart,I. Stewart,588.0,10.0,9.0,1.0,,,,,,,,,,,,,,
590,PT04M40.00S,2022-10-26T01:13:44.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.9060446780552,37.254901960784316,1610612765,107,90,2022-10-26T01:13:53Z,5770000,-64.0,5.0,1,right,MISS C. Cunningham 6' driving Layup - blocked,"[1630595, 1630166]",1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,Avdija,1630166.0
591,PT04M40.00S,2022-10-26T01:13:44.9Z,4,REGULAR,block,,[],1630166,,,1610612765,107,90,2022-10-26T01:13:47Z,5780000,,,0,,D. Avdija BLOCK (2 BLK),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
592,PT04M37.00S,2022-10-26T01:13:47.9Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,107,90,2022-10-26T01:13:53Z,5790000,,,0,,B. Beal REBOUND (Off:1 Def:3),[203078],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Beal,B. Beal,590.0,4.0,3.0,1.0,,,,,,,,,,,,,,
593,PT04M36.00S,2022-10-26T01:13:52.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,9.149145860709593,53.92156862745098,1610612764,109,90,2022-10-26T01:14:09Z,5800000,-20.0,34.0,1,left,K. Kuzma driving Layup (20 PTS) (B. Beal 6 AST),"[1628398, 203078]",1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,3.88,Made,Kuzma,K. Kuzma,,,,,,,,,,20.0,B. Beal,203078.0,6.0,,,,,
594,PT04M36.00S,2022-10-26T01:13:58.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631093,,,1610612764,109,90,2022-10-26T01:14:05Z,5810000,,,0,,J. Ivey shooting personal FOUL (5 PF) (Kuzma 1 FT),"[1631093, 1628398]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Ivey,J. Ivey,,,,,202007.0,5.0,0.0,Kuzma,1628398.0,,,,,,,,,
596,PT04M36.00S,2022-10-26T01:14:05.9Z,4,REGULAR,substitution,out,[],1629655,,,1610612764,109,90,2022-10-26T01:16:27Z,5830000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
597,PT04M36.00S,2022-10-26T01:14:05.9Z,4,REGULAR,substitution,in,[],204001,,,1610612764,109,90,2022-10-26T01:16:27Z,5840000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
599,PT04M36.00S,2022-10-26T01:14:30.7Z,4,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,110,90,2022-10-26T01:14:30Z,5850000,,,0,,K. Kuzma Free Throw 1 of 1 (21 PTS),[1628398],1610612764.0,WAS,,,,,,,,,,Made,Kuzma,K. Kuzma,,,,,,,,,,21.0,,,,,,,,
600,PT04M36.00S,2022-10-26T01:14:34.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,110,90,2022-10-26T01:14:47Z,5860000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M36.00S,2022-10-26T01:16:02.7Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,110,90,2022-10-26T01:16:27Z,5870000,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,,,,,
602,PT04M36.00S,2022-10-26T01:16:06.2Z,4,REGULAR,substitution,out,[],202711,,,1610612765,110,90,2022-10-26T01:16:16Z,5880000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
603,PT04M36.00S,2022-10-26T01:16:06.2Z,4,REGULAR,substitution,in,[],1631105,,,1610612765,110,90,2022-10-26T01:16:16Z,5890000,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
604,PT04M21.00S,2022-10-26T01:16:26.3Z,4,REGULAR,2pt,Jump Shot,[],1630595,76.69185282522996,49.754901960784316,1610612765,110,92,2022-10-26T01:16:43Z,5900000,-1.0,167.0,1,right,C. Cunningham 16' pullup Jump Shot (17 PTS),[1630595],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Center,16.66,Made,Cunningham,C. Cunningham,,,,,,,,,,17.0,,,,,,,,
605,PT04M01.00S,2022-10-26T01:16:51.5Z,4,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,110,92,2022-10-26T01:16:59Z,5910000,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (3 TO),[1628398],1610612764.0,WAS,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Kuzma,K. Kuzma,,,,,1627519.0,,,,,,,,,3.0,,,,
606,PT03M45.00S,2022-10-26T01:17:07.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,84.31340341655716,83.08823529411765,1610612765,110,92,2022-10-26T01:17:12Z,5920000,165.0,95.0,1,right,MISS C. Cunningham 19' pullup Shot,[1630595],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Right,19.07,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
607,PT03M42.00S,2022-10-26T01:17:10.7Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612764,110,92,2022-10-26T01:17:12Z,5930000,,,0,,M. Morris REBOUND (Off:1 Def:5),[1628420],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right,,,Morris,M. Morris,606.0,6.0,5.0,1.0,,,,,,,,,,,,,,
608,PT03M31.00S,2022-10-26T01:17:21.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,9.543363994743759,44.6078431372549,1610612764,110,92,2022-10-26T01:17:31Z,5940000,27.0,37.0,1,left,MISS M. Morris driving Layup,[1628420],1610612764.0,WAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,
609,PT03M26.00S,2022-10-26T01:17:26.7Z,4,REGULAR,rebound,offensive,[],204001,,,1610612764,110,92,2022-10-26T01:17:31Z,5950000,,,0,,K. Porzingis REBOUND (Off:4 Def:2),[204001],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,608.0,6.0,2.0,4.0,,,,,,,,,,,,,,
610,PT03M26.00S,2022-10-26T01:17:26.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,5.590000152587891,50.0,1610612764,112,92,2022-10-26T01:17:26Z,5960000,0.0,0.0,1,left,K. Porzingis putback DUNK (20 PTS),[204001],1610612764.0,WAS,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Porzingis,K. Porzingis,,,,,,,,,,20.0,,,,,,,,
611,PT03M24.00S,2022-10-26T01:17:28.6Z,4,REGULAR,3pt,Jump Shot,[],1631093,66.44218134034165,18.38235294117647,1610612765,112,92,2022-10-26T01:17:45Z,5970000,-158.0,263.0,1,right,MISS J. Ivey 30' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Left Center,30.68,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
612,PT03M24.00S,2022-10-26T01:17:28.6Z,4,REGULAR,rebound,offensive,[],1630180,,,1610612765,112,92,2022-10-26T01:17:45Z,5980000,,,0,,S. Bey REBOUND (Off:2 Def:0),[1630180],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Bey,S. Bey,611.0,2.0,0.0,2.0,,,,,,,,,,,,,,
