actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-19T00:10:24.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-19T00:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-19T00:10:27.6Z,1,REGULAR,jumpball,recovered,[],1628398,,,1610612764,0,0,2022-11-19T00:10:27Z,40000,False,,,0,,Jump Ball K. Porzingis vs. N. Jovic: Tip to K. Kuzma,"[1628398, 204001, 1631107]",1610612764.0,WAS,startperiod,K. Kuzma,1628398.0,Kuzma,K. Kuzma,Porzingis,204001.0,Jovic,1631107.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2022-11-19T00:10:36.8Z,1,REGULAR,turnover,out-of-bounds,[],204001,,,1610612764,0,0,2022-11-19T00:10:48Z,70000,False,,,0,,K. Porzingis bad pass out-of-bounds TURNOVER (1 TO),[204001],1610612764.0,WAS,bad pass,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,1627541.0,1.0,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2022-11-19T00:10:58.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629622,22.026938239159,75.73529411764706,1610612748,0,0,2022-11-19T00:11:04Z,90000,False,-129.0,155.0,1,left,MISS M. Strus 20' step back Shot,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left Center,,,20.12,Missed,,,,,,,,,,,,,,,,
10,PT11M28.00S,2022-11-19T00:11:01.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2022-11-19T00:11:04Z,100000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,
11,PT11M19.00S,2022-11-19T00:11:10.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,76.42904073587385,89.95098039215686,1610612764,0,0,2022-11-19T00:11:15Z,110000,False,200.0,169.0,1,right,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,26.18,Missed,,,,,,,,,,,,,,,,
12,PT11M16.00S,2022-11-19T00:11:13.8Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,0,0,2022-11-19T00:11:15Z,120000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M07.00S,2022-11-19T00:11:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,7.966491458607096,53.431372549019606,1610612748,0,2,2022-11-19T00:11:30Z,130000,False,-17.0,22.0,1,left,N. Jovic driving Layup (2 PTS) (K. Lowry 1 AST),"[1631107, 200768]",1610612748.0,MIA,driving,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,2.82,Made,,,,,2.0,K. Lowry,200768.0,1.0,,,,,,,,
15,PT10M56.00S,2022-11-19T00:11:35.0Z,1,REGULAR,2pt,Jump Shot,[],204001,79.31997371879106,50.73529411764706,1610612764,2,2,2022-11-19T00:11:40Z,150000,False,4.0,142.0,1,right,K. Porzingis 14' turnaround Jump Shot (2 PTS) (B. Beal 1 AST),"[204001, 203078]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,,,14.19,Made,,,,,2.0,B. Beal,203078.0,1.0,,,,,,,,
17,PT10M45.00S,2022-11-19T00:11:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,9.017739816031538,47.30392156862745,1610612748,2,2,2022-11-19T00:11:54Z,170000,False,13.0,32.0,1,left,MISS K. Lowry driving Layup,[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,3.5,Missed,,,,,,,,,,,,,,,,
19,PT10M40.00S,2022-11-19T00:11:50.2Z,1,REGULAR,rebound,offensive,[],200768,,,1610612748,2,2,2022-11-19T00:11:54Z,190000,False,,,0,,K. Lowry REBOUND (Off:1 Def:0),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,
20,PT10M40.00S,2022-11-19T00:11:55.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629312,6.652431011826544,24.509803921568626,1610612748,2,2,2022-11-19T00:12:30Z,200000,False,127.0,10.0,1,left,MISS H. Highsmith 12' floating Shot,[1629312],1610612748.0,MIA,floating,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Right,,,12.79,Missed,,,,,,,,,,,,,,,,
21,PT10M40.00S,2022-11-19T00:11:55.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,2,2,2022-11-19T00:12:30Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Right,,,,,20.0,,,,,,,,,,,,,,,
22,PT10M40.00S,2022-11-19T00:12:08.2Z,1,REGULAR,foul,personal,[],1628398,,,1610612748,2,2,2022-11-19T00:23:00Z,220000,False,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 1629312]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,202041.0,,,,,,,,,,,,1.0,0.0,Highsmith,1629312.0,,,,
24,PT10M29.00S,2022-11-19T00:12:19.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631107,31.882391590013142,71.07843137254902,1610612748,2,5,2022-11-19T00:12:33Z,240000,False,-105.0,247.0,1,left,N. Jovic 26' 3PT  (5 PTS) (C. Martin 1 AST),"[1631107, 1628997]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,,,26.87,Made,,,,,5.0,C. Martin,1628997.0,1.0,,,,,,,,
