actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-19T00:40:30.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-19T00:40:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-19T00:40:32.7Z,1,REGULAR,jumpball,recovered,[],1642461,,,1610612743,0,0,2026-03-19T00:40:32Z,40000,False,,,0,,Jump Ball N. Jokić vs. O. Prosper: Tip to S. Jones,"[1642461, 203999, 1641765]",1610612743.0,DEN,startperiod,S. Jones,1642461.0,Jones,S. Jones,Jokić,203999.0,Prosper,1641765.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-03-19T00:40:45.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,13.485545335085414,49.50980392156863,1610612743,0,2,2026-03-19T00:40:50Z,70000,False,2.0,74.0,1,left,J. Murray 7' turnaround Jump Shot (2 PTS),[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.43,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2026-03-19T00:40:58.5Z,1,REGULAR,3pt,Jump Shot,[],1642907,76.2976346911958,11.27450980392157,1610612763,0,2,2026-03-19T00:41:04Z,80000,False,-194.0,170.0,1,right,MISS C. Coward 25' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
9,PT11M29.00S,2026-03-19T00:41:00.5Z,1,REGULAR,rebound,offensive,[],1642377,,,1610612763,0,2,2026-03-19T00:41:11Z,90000,False,,,0,,J. Wells REBOUND (Off:1 Def:0),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,,
10,PT11M29.00S,2026-03-19T00:41:04.9Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612763,0,2,2026-03-19T00:41:24Z,100000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Wells 2 FT),"[203999, 1642377]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,1.0,0.0,Wells,1642377.0,,,,,,,,
12,PT11M29.00S,2026-03-19T00:41:29.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642377,,,1610612763,0,2,2026-03-19T00:41:29Z,120000,False,,,0,,MISS J. Wells Free Throw 1 of 2,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
13,PT11M29.00S,2026-03-19T00:41:29.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,0,2,2026-03-19T00:41:29Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,
14,PT11M29.00S,2026-03-19T00:41:44.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642377,,,1610612763,1,2,2026-03-19T00:41:44Z,140000,False,,,0,,J. Wells Free Throw 2 of 2 (1 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT11M17.00S,2026-03-19T00:41:59.1Z,1,REGULAR,3pt,Jump Shot,[],1627750,27.94021024967148,23.52941176470588,1610612743,1,2,2026-03-19T00:42:02Z,150000,False,132.0,210.0,1,left,MISS J. Murray 24' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
