actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-13T01:10:52.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-13T01:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-13T01:10:54.4Z,1,REGULAR,jumpball,recovered,[],1629004,,,1610612762,0,0,2025-12-13T01:10:54Z,40000,False,,,0,,Jump Ball J. Nurkić vs. J. Jackson Jr.: Tip to S. Mykhailiuk,"[1629004, 203994, 1628991]",1610612762.0,UTA,startperiod,S. Mykhailiuk,1629004.0,Mykhailiuk,S. Mykhailiuk,Nurkić,203994.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-12-13T01:11:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642846,6.783837056504599,52.450980392156865,1610612762,0,0,2025-12-13T01:12:34Z,70000,False,-12.0,11.0,1,left,MISS A. Bailey cutting finger roll Layup,[1642846],1610612762.0,UTA,cutting finger roll,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2025-12-13T01:11:04.3Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,0,0,2025-12-13T01:12:34Z,80000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M43.00S,2025-12-13T01:11:08.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,92.72339027595268,45.83333333333333,1610612763,2,0,2025-12-13T01:11:15Z,90000,False,-21.0,16.0,1,right,J. Morant running Layup (2 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M43.00S,2025-12-13T01:11:10.9Z,1,REGULAR,foul,personal,['1freethrow'],1641718,,,1610612763,2,0,2025-12-13T01:11:33Z,100000,False,,,0,,K. George shooting personal FOUL (1 PF) (Morant 1 FT),"[1641718, 1629630]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Morant,1629630.0,,,,,,,,
12,PT11M43.00S,2025-12-13T01:11:35.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629630,,,1610612763,3,0,2025-12-13T01:11:35Z,120000,False,,,0,,J. Morant Free Throw 1 of 1 (3 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
13,PT11M20.00S,2025-12-13T01:11:59.8Z,1,REGULAR,2pt,Jump Shot,[],1628374,21.369908015768726,30.88235294117647,1610612762,3,0,2025-12-13T01:12:04Z,130000,False,96.0,148.0,1,left,MISS L. Markkanen 17' turnaround Shot,[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,17.65,Missed,,,,,,,,,,,,,,,,,,
14,PT11M16.00S,2025-12-13T01:12:03.8Z,1,REGULAR,rebound,offensive,[],1629004,,,1610612762,3,0,2025-12-13T01:12:04Z,140000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:0),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,16-24 Right Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT11M14.00S,2025-12-13T01:12:06.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,29.6484888304862,69.36274509803921,1610612762,3,3,2025-12-13T01:12:10Z,150000,False,-97.0,226.0,1,left,K. George 24' 3PT  (3 PTS) (S. Mykhailiuk 1 AST),"[1641718, 1629004]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.6,Made,,,,,3.0,,,,,,S. Mykhailiuk,1629004.0,1.0,,,,,
