actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M54.00S,2025-11-04T01:11:27.8Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,2,2025-11-04T01:11:29Z,170000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M51.00S,2025-11-04T01:11:31.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,92.9862023653088,52.450980392156865,1610612765,0,4,2025-11-04T01:11:36Z,180000,False,12.0,13.0,1,right,J. Duren running alley-oop DUNK (4 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,,,4.0,C. Cunningham,1630595.0,2.0,,,,
20,PT10M40.00S,2025-11-04T01:11:42.3Z,1,REGULAR,3pt,Jump Shot,[],203484,29.38567674113009,26.715686274509803,1610612763,0,4,2025-11-04T01:11:46Z,200000,False,116.0,224.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
21,PT10M37.00S,2025-11-04T01:11:45.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,4,2025-11-04T01:11:46Z,210000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M29.00S,2025-11-04T01:11:53.6Z,1,REGULAR,3pt,Jump Shot,[],1630191,94.03745072273325,5.147058823529411,1610612765,0,4,2025-11-04T01:11:57Z,220000,False,-224.0,4.0,1,right,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
23,PT10M26.00S,2025-11-04T01:11:56.6Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,0,4,2025-11-04T01:11:57Z,230000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M10.00S,2025-11-04T01:12:12.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,5.995400788436268,61.76470588235294,1610612763,2,4,2025-11-04T01:12:17Z,240000,False,-59.0,4.0,1,left,J. Landale turnaround Hook (2 PTS) (K. Caldwell-Pope 1 AST),"[1629111, 203484]",1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,,,,,,,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,,,
27,PT09M51.00S,2025-11-04T01:12:55.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,90.75229960578186,42.40196078431372,1610612765,2,4,2025-11-04T01:23:33Z,270000,False,-38.0,34.0,1,right,MISS I. Stewart turnaround Hook,[1630191],1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,,,,,,,,,,
28,PT09M47.00S,2025-11-04T01:12:59.4Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,2,4,2025-11-04T01:13:01Z,280000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,
29,PT09M47.00S,2025-11-04T01:12:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,89.56964520367937,46.07843137254902,1610612765,2,6,2025-11-04T01:23:45Z,290000,False,-20.0,46.0,1,right,I. Stewart putback Layup (2 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,,,,,,,,,,,2.0,,,,,,,
30,PT09M37.00S,2025-11-04T01:13:08.8Z,1,REGULAR,2pt,Jump Shot,[],1642377,11.514454664914586,9.803921568627452,1610612763,4,6,2025-11-04T01:13:12Z,300000,False,201.0,56.0,1,left,J. Wells 20' Jump Shot (2 PTS) (J. Morant 1 AST),"[1642377, 1629630]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right,20.86,Made,,,,,,,,,,,2.0,J. Morant,1629630.0,1.0,,,,
32,PT09M24.00S,2025-11-04T01:13:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.19776609724047,54.90196078431373,1610612765,4,8,2025-11-04T01:13:26Z,320000,False,25.0,21.0,1,right,J. Duren driving Layup (6 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,,,,,6.0,,,,,,,
33,PT09M09.00S,2025-11-04T01:13:37.0Z,1,REGULAR,turnover,lost ball,[],1629111,,,1610612763,4,8,2025-11-04T01:19:01Z,330000,False,,,0,,J. Landale lost ball TURNOVER (2 TO),"[1629111, 1631105]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,Duren,1631105.0,,
34,PT09M09.00S,2025-11-04T01:13:37.0Z,1,REGULAR,steal,,[],1631105,,,1610612765,4,8,2025-11-04T01:19:01Z,340000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2025-11-04T01:13:40.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630595,91.01511169513797,49.50980392156863,1610612765,4,10,2025-11-04T01:24:09Z,350000,False,-2.0,32.0,1,right,C. Cunningham running finger roll Layup (2 PTS),[1630595],1610612765.0,DET,running finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,,,,,2.0,,,,,,,
36,PT08M59.00S,2025-11-04T01:13:46.9Z,1,REGULAR,3pt,Jump Shot,[],1629111,30.305519053876477,67.64705882352942,1610612763,7,10,2025-11-04T01:13:58Z,360000,False,-88.0,232.0,1,left,J. Landale 24' 3PT  (5 PTS) (J. Morant 2 AST),"[1629111, 1629630]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,,,,,5.0,J. Morant,1629630.0,2.0,,,,
38,PT08M32.00S,2025-11-04T01:14:13.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,87.72996057818659,49.754901960784316,1610612765,7,10,2025-11-04T01:14:18Z,380000,False,-1.0,63.0,1,right,MISS I. Stewart 6' turnaround Hook,[1630191],1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
39,PT08M29.00S,2025-11-04T01:14:16.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,7,10,2025-11-04T01:14:18Z,390000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M15.00S,2025-11-04T01:14:30.7Z,1,REGULAR,3pt,Jump Shot,[],1629630,17.821944809461236,4.6568627450980395,1610612763,7,10,2025-11-04T01:14:39Z,400000,False,227.0,115.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
41,PT08M14.00S,2025-11-04T01:14:31.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,7,10,2025-11-04T01:14:39Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,40.0,,,,,,,,,,,,,,,,,
42,PT08M14.00S,2025-11-04T01:14:37.1Z,1,REGULAR,foul,personal,[],1641709,,,1610612763,7,10,2025-11-04T01:14:50Z,420000,False,,,0,,A. Thompson loose ball personal FOUL (1 PF),"[1641709, 1629111]",1610612765.0,DET,loose ball,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,1.0,0.0,Landale,1629111.0,,,,,,,,,
44,PT08M14.00S,2025-11-04T01:14:49.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,7,10,2025-11-04T01:14:58Z,440000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2025-11-04T01:14:49.8Z,1,REGULAR,substitution,out,[],203484,,,1610612763,7,10,2025-11-04T01:14:58Z,450000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M14.00S,2025-11-04T01:14:49.8Z,1,REGULAR,substitution,in,[],1642907,,,1610612763,7,10,2025-11-04T01:14:58Z,460000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2025-11-04T01:14:49.8Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,7,10,2025-11-04T01:14:58Z,470000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M59.00S,2025-11-04T01:15:17.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642907,30.962549277266753,41.911764705882355,1610612763,7,10,2025-11-04T01:48:43Z,480000,False,40.0,239.0,1,left,MISS C. Coward 24' step back 3PT,[1642907],1610612763.0,MEM,step back,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,24.19,Missed,,,,,,,,,,,,,,,,,,
49,PT07M55.00S,2025-11-04T01:15:21.7Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,7,10,2025-11-04T01:15:21Z,490000,False,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
50,PT07M54.00S,2025-11-04T01:15:25.2Z,1,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,7,10,2025-11-04T01:15:30Z,500000,False,,,0,,S. Aldama lost ball out-of-bounds TURNOVER (1 TO),[1630583],1610612763.0,MEM,lost ball,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,,,,202027.0,,,,,1.0,,,,,,,,
51,PT07M44.00S,2025-11-04T01:15:38.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,73.40670170827858,17.647058823529413,1610612765,7,10,2025-11-04T01:15:44Z,510000,False,-162.0,197.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
52,PT07M40.00S,2025-11-04T01:15:42.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,7,10,2025-11-04T01:38:00Z,520000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M35.00S,2025-11-04T01:15:48.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,5.732588699080158,50.98039215686274,1610612763,7,10,2025-11-04T01:59:34Z,530000,False,-5.0,1.0,1,left,MISS J. Morant running Layup,[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
54,PT07M33.00S,2025-11-04T01:15:50.1Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,7,10,2025-11-04T01:15:52Z,540000,False,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,53.0,3.0,2.0,1.0,,,,,,,,,,,,,,
55,PT07M30.00S,2025-11-04T01:15:53.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641709,92.59198423127464,47.549019607843135,1610612765,7,12,2025-11-04T01:15:58Z,550000,False,-12.0,17.0,1,right,A. Thompson running alley-oop DUNK (2 PTS) (C. Cunningham 3 AST),"[1641709, 1630595]",1610612765.0,DET,running alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,,,2.0,C. Cunningham,1630595.0,3.0,,,,
57,PT07M05.00S,2025-11-04T01:16:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,5.338370565045992,44.36274509803921,1610612763,7,12,2025-11-04T01:16:22Z,570000,False,28.0,-2.0,1,left,MISS C. Coward Layup - blocked,"[1642907, 1630191]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
58,PT07M05.00S,2025-11-04T01:16:18.1Z,1,REGULAR,block,,[],1630191,,,1610612763,7,12,2025-11-04T01:16:20Z,580000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M05.00S,2025-11-04T01:16:18.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,7,12,2025-11-04T01:16:22Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,57.0,,,,,,,,,,,,,,,,,
61,PT07M05.00S,2025-11-04T01:16:23.3Z,1,REGULAR,substitution,out,[],1641709,,,1610612763,7,12,2025-11-04T01:16:27Z,610000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M05.00S,2025-11-04T01:16:23.3Z,1,REGULAR,substitution,in,[],1627747,,,1610612763,7,12,2025-11-04T01:16:27Z,620000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M05.00S,2025-11-04T01:16:23.3Z,1,REGULAR,substitution,out,[],1629111,,,1610612763,7,12,2025-11-04T01:16:42Z,630000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2025-11-04T01:16:23.3Z,1,REGULAR,substitution,in,[],1629646,,,1610612763,7,12,2025-11-04T01:16:42Z,640000,False,,,0,,SUB in: C. Bassey,[1629646],1610612763.0,MEM,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M00.00S,2025-11-04T01:16:56.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,31.882391590013142,46.81372549019608,1610612763,7,12,2025-11-04T01:17:00Z,650000,False,16.0,247.0,1,left,MISS J. Wells 24' pullup 3PT,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,24.77,Missed,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2025-11-04T01:16:59.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,7,12,2025-11-04T01:17:02Z,660000,False,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,65.0,4.0,3.0,1.0,,,,,,,,,,,,,,
67,PT06M47.00S,2025-11-04T01:17:09.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,86.41590013140605,52.20588235294118,1610612765,7,12,2025-11-04T01:17:18Z,670000,False,11.0,75.0,1,right,MISS C. Cunningham 7' driving Hook,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
68,PT06M44.00S,2025-11-04T01:17:12.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,7,12,2025-11-04T01:17:12Z,680000,False,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
69,PT06M41.00S,2025-11-04T01:17:15.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,13.091327201051248,95.09803921568627,1610612763,10,12,2025-11-04T01:17:21Z,690000,False,-225.0,71.0,1,left,S. Aldama 3PT running (3 PTS) (J. Morant 3 AST),"[1630583, 1629630]",1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,23.63,Made,,,,,,,,,,,3.0,J. Morant,1629630.0,3.0,,,,
71,PT06M27.00S,2025-11-04T01:17:29.2Z,1,REGULAR,3pt,Jump Shot,[],1630191,94.43166885676742,4.901960784313726,1610612765,10,12,2025-11-04T01:17:33Z,710000,False,-225.0,0.0,1,right,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
72,PT06M25.00S,2025-11-04T01:17:31.2Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,10,12,2025-11-04T01:17:33Z,720000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,71.0,2.0,1.0,1.0,,,,,,,,,,,,,,
73,PT06M20.00S,2025-11-04T01:17:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642377,5.469776609724048,52.450980392156865,1610612763,10,12,2025-11-04T01:17:40Z,730000,False,-12.0,-1.0,1,left,MISS J. Wells running alley-oop Layup,[1642377],1610612763.0,MEM,running alley-oop,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
74,PT06M19.00S,2025-11-04T01:17:37.5Z,1,REGULAR,rebound,offensive,[],1642377,,,1610612763,10,12,2025-11-04T01:17:40Z,740000,False,,,0,,J. Wells REBOUND (Off:1 Def:0),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,73.0,1.0,0.0,1.0,,,,,,,,,,,,,,
75,PT06M19.00S,2025-11-04T01:17:40.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1642377,5.590000152587891,50.0,1610612763,12,12,2025-11-04T01:17:47Z,750000,False,0.0,0.0,1,left,J. Wells tip Layup (4 PTS),[1642377],1610612763.0,MEM,tip,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,4.0,,,,,,,
76,PT06M19.00S,2025-11-04T01:17:42.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,12,12,2025-11-04T01:17:42Z,760000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M19.00S,2025-11-04T01:20:14.5Z,1,REGULAR,substitution,out,[],1642377,,,1610612765,12,12,2025-11-04T01:20:31Z,770000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M19.00S,2025-11-04T01:20:14.5Z,1,REGULAR,substitution,out,[],1629630,,,1610612765,12,12,2025-11-04T01:20:31Z,780000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M19.00S,2025-11-04T01:20:14.5Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,12,12,2025-11-04T01:20:31Z,790000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M19.00S,2025-11-04T01:20:14.5Z,1,REGULAR,substitution,in,[],1631246,,,1610612765,12,12,2025-11-04T01:20:31Z,800000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M19.00S,2025-11-04T01:20:14.5Z,1,REGULAR,substitution,in,[],1628991,,,1610612765,12,12,2025-11-04T01:20:31Z,810000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M19.00S,2025-11-04T01:20:14.5Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,12,12,2025-11-04T01:20:31Z,820000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
