actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
169,PT11M44.00S,2026-01-11T21:07:04.9Z,2,REGULAR,steal,,[],1631213,,,1610612751,34,23,2026-01-11T21:07:06Z,1690000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
170,PT11M39.00S,2026-01-11T21:07:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642849,93.64323258869908,53.431372549019606,1610612751,34,23,2026-01-11T21:07:14Z,1700000,False,17.0,7.0,1,right,MISS N. Traore running finger roll Layup,[1642849],1610612751.0,BKN,running finger roll,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
171,PT11M36.00S,2026-01-11T21:07:11.9Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,34,23,2026-01-11T21:07:14Z,1710000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,170.0,,,,,6.0,3.0,3.0,,,,,,,,,,
172,PT11M36.00S,2026-01-11T21:07:12.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630549,94.40999984741211,50.0,1610612751,34,23,2026-01-11T21:07:18Z,1720000,False,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
173,PT11M35.00S,2026-01-11T21:07:13.3Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,34,23,2026-01-11T21:07:18Z,1730000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,172.0,,,,,7.0,3.0,4.0,,,,,,,,,,
174,PT11M32.00S,2026-01-11T21:07:16.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631213,71.04139290407359,78.92156862745098,1610612751,34,26,2026-01-11T21:07:21Z,1740000,False,145.0,220.0,1,right,T. Martin 26' 3PT  (6 PTS) (D. Sharpe 1 AST),"[1631213, 1630549]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,26.3,Made,,6.0,D. Sharpe,1630549.0,1.0,,,,,,,,,,,,,
176,PT11M16.00S,2026-01-11T21:07:32.7Z,2,REGULAR,turnover,bad pass,[],1641713,,,1610612763,34,26,2026-01-11T21:07:35Z,1760000,False,,,0,,G. Jackson bad pass TURNOVER (1 TO),"[1641713, 1630592]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Wilson,1630592.0,,,,,,,
177,PT11M16.00S,2026-01-11T21:07:32.7Z,2,REGULAR,steal,,[],1630592,,,1610612751,34,26,2026-01-11T21:07:34Z,1770000,False,,,0,,J. Wilson STEAL (1 STL),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT11M09.00S,2026-01-11T21:07:39.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630560,84.57621550591328,64.2156862745098,1610612751,34,28,2026-01-11T21:07:43Z,1780000,False,71.0,92.0,1,right,C. Thomas 11' driving floating bank Jump Shot (2 PTS),[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,11.67,Made,,2.0,,,,,,,,,,,,,,,,
179,PT11M08.00S,2026-01-11T21:07:46.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,34,28,2026-01-11T21:08:16Z,1790000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M59.00S,2026-01-11T21:10:49.6Z,2,REGULAR,foul,personal,[],1642849,,,1610612763,34,28,2026-01-11T21:11:03Z,1800000,False,,,0,,N. Traore personal FOUL (1 PF),"[1642849, 1642285]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1627963.0,1.0,0.0,Spencer,1642285.0,,
182,PT10M49.00S,2026-01-11T21:11:10.3Z,2,REGULAR,2pt,Jump Shot,[],1628991,12.959921156373195,31.127450980392158,1610612763,36,28,2026-01-11T21:11:14Z,1820000,False,94.0,69.0,1,left,J. Jackson Jr. 11' pullup Jump Shot (6 PTS),[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,11.71,Made,,6.0,,,,,,,,,,,,,,,,
183,PT10M37.00S,2026-01-11T21:11:27.0Z,2,REGULAR,foul,personal,[],1641713,,,1610612751,36,28,2026-01-11T21:11:32Z,1830000,False,,,0,,G. Jackson personal FOUL (1 PF),"[1641713, 1630560]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Thomas,1630560.0,,
185,PT10M23.00S,2026-01-11T21:11:58.1Z,2,REGULAR,3pt,Jump Shot,[],1630560,67.36202365308804,56.61764705882353,1610612751,36,28,2026-01-11T21:12:03Z,1850000,False,33.0,254.0,1,right,MISS C. Thomas 25' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
186,PT10M18.00S,2026-01-11T21:12:03.1Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,36,28,2026-01-11T21:12:03Z,1860000,False,,,0,,C. Coward REBOUND (Off:0 Def:4),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,185.0,,,,,4.0,4.0,0.0,,,,,,,,,,
187,PT10M12.00S,2026-01-11T21:12:09.0Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,36,28,2026-01-11T21:12:13Z,1870000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (2 TO),"[1628991, 1630549]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2.0,Sharpe,1630549.0,,,,,,,
188,PT10M12.00S,2026-01-11T21:12:09.0Z,2,REGULAR,steal,,[],1630549,,,1610612751,36,28,2026-01-11T21:12:10Z,1880000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
189,PT10M08.00S,2026-01-11T21:12:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631213,93.9060446780552,53.431372549019606,1610612751,36,30,2026-01-11T21:12:18Z,1890000,False,17.0,5.0,1,right,T. Martin running finger roll Layup (8 PTS),[1631213],1610612751.0,BKN,running finger roll,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,1.79,Made,,8.0,,,,,,,,,,,,,,,,
190,PT09M55.00S,2026-01-11T21:12:29.9Z,2,REGULAR,foul,technical,['1freethrow'],1642849,,,1610612763,36,30,2026-01-11T21:12:37Z,1900000,False,,,0,,N. Traore defensive-3-second technical FOUL (1 Tech),[1642849],1610612751.0,BKN,defensive-3-second,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,1.0,,,,
191,PT09M55.00S,2026-01-11T21:12:49.5Z,2,REGULAR,freethrow,1 of 1,[],1642285,,,1610612763,37,30,2026-01-11T21:12:49Z,1910000,False,,,0,,C. Spencer technical Free Throw 1 of 1 (1 PTS),[1642285],1610612763.0,MEM,technical,,,Spencer,C. Spencer,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
192,PT09M43.00S,2026-01-11T21:13:13.1Z,2,REGULAR,3pt,Jump Shot,[],1628991,34.11629434954008,25.98039215686275,1610612763,37,30,2026-01-11T21:13:16Z,1920000,False,120.0,268.0,1,left,MISS J. Jackson Jr. 29' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,29.39,Missed,,,,,,,,,,,,,,,,,,
193,PT09M40.00S,2026-01-11T21:13:16.1Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612763,37,30,2026-01-11T21:13:16Z,1930000,False,,,0,,J. Landale REBOUND (Off:2 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,192.0,,,,,4.0,2.0,2.0,,,,,,,,,,
194,PT09M38.00S,2026-01-11T21:13:17.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629111,11.514454664914586,52.69607843137255,1610612763,39,30,2026-01-11T21:13:22Z,1940000,False,-13.0,56.0,1,left,J. Landale driving Hook (9 PTS),[1629111],1610612763.0,MEM,driving,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,9.0,,,,,,,,,,,,,,,,
195,PT09M17.00S,2026-01-11T21:13:38.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630549,87.07293035479631,49.50980392156863,1610612751,39,32,2026-01-11T21:13:43Z,1950000,False,-2.0,69.0,1,right,D. Sharpe 6' driving Hook (6 PTS),[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,,6.0,,,,,,,,,,,,,,,,
196,PT09M05.00S,2026-01-11T21:13:53.4Z,2,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612763,39,32,2026-01-11T21:14:00Z,1960000,False,,,0,,N. Traore shooting personal FOUL (2 PF) (Landale 2 FT),"[1642849, 1629111]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2530.0,2.0,1.0,Landale,1629111.0,,
198,PT09M05.00S,2026-01-11T21:14:15.9Z,2,REGULAR,freethrow,1 of 2,[],1629111,,,1610612763,40,32,2026-01-11T21:14:15Z,1980000,False,,,0,,J. Landale Free Throw 1 of 2 (10 PTS),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
199,PT09M05.00S,2026-01-11T21:14:28.2Z,2,REGULAR,freethrow,2 of 2,[],1629111,,,1610612763,41,32,2026-01-11T21:14:28Z,1990000,False,,,0,,J. Landale Free Throw 2 of 2 (11 PTS),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
200,PT08M50.00S,2026-01-11T21:14:45.4Z,2,REGULAR,3pt,Jump Shot,[],1642849,95.3515111695138,3.1862745098039214,1610612751,41,32,2026-01-11T21:14:49Z,2000000,False,-234.0,-9.0,1,right,MISS N. Traore 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
201,PT08M46.00S,2026-01-11T21:14:49.4Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,41,32,2026-01-11T21:15:40Z,2010000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Left Corner 3,24+ Left,,,200.0,,,,,1.0,1.0,0.0,,,,,,,,,,
203,PT08M34.00S,2026-01-11T21:15:12.4Z,2,REGULAR,turnover,bad pass,[],1628991,,,1610612763,41,32,2026-01-11T21:15:16Z,2030000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (3 TO),"[1628991, 1631213]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,3.0,Martin,1631213.0,,,,,,,
204,PT08M34.00S,2026-01-11T21:15:12.4Z,2,REGULAR,steal,,[],1631213,,,1610612751,41,32,2026-01-11T21:15:14Z,2040000,False,,,0,,T. Martin STEAL (2 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
205,PT08M21.00S,2026-01-11T21:15:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,94.03745072273325,53.431372549019606,1610612751,41,34,2026-01-11T21:15:29Z,2050000,False,17.0,4.0,1,right,D. Sharpe alley-oop Layup (8 PTS) (N. Traore 3 AST),"[1630549, 1642849]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.76,Made,,8.0,N. Traore,1642849.0,3.0,,,,,,,,,,,,,
207,PT08M05.00S,2026-01-11T21:15:44.4Z,2,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612763,41,34,2026-01-11T21:15:54Z,2070000,False,,,0,,N. Traore shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1642849, 1628991]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627963.0,3.0,1.0,Jackson Jr.,1628991.0,,
209,PT08M05.00S,2026-01-11T21:16:20.4Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,42,34,2026-01-11T21:16:20Z,2090000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
210,PT08M05.00S,2026-01-11T21:16:21.1Z,2,REGULAR,substitution,out,[],1642907,,,1610612763,42,34,2026-01-11T21:16:31Z,2100000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M05.00S,2026-01-11T21:16:21.1Z,2,REGULAR,substitution,out,[],1642285,,,1610612763,42,34,2026-01-11T21:16:31Z,2110000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M05.00S,2026-01-11T21:16:21.1Z,2,REGULAR,substitution,out,[],1642849,,,1610612763,42,34,2026-01-11T21:16:31Z,2120000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M05.00S,2026-01-11T21:16:21.1Z,2,REGULAR,substitution,in,[],203484,,,1610612763,42,34,2026-01-11T21:16:31Z,2130000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M05.00S,2026-01-11T21:16:21.1Z,2,REGULAR,substitution,in,[],1631246,,,1610612763,42,34,2026-01-11T21:16:31Z,2140000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M05.00S,2026-01-11T21:16:21.1Z,2,REGULAR,substitution,in,[],1642856,,,1610612763,42,34,2026-01-11T21:16:31Z,2150000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M05.00S,2026-01-11T21:16:45.2Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,43,34,2026-01-11T21:16:45Z,2160000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
217,PT07M55.00S,2026-01-11T21:17:00.2Z,2,REGULAR,turnover,traveling,[],1630560,,,1610612751,43,34,2026-01-11T21:17:07Z,2170000,False,,,0,,C. Thomas traveling TURNOVER (1 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,1627963.0,,,,,,
218,PT07M55.00S,2026-01-11T21:17:04.6Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,43,34,2026-01-11T21:17:06Z,2180000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M55.00S,2026-01-11T21:17:04.6Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,43,34,2026-01-11T21:17:06Z,2190000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M44.00S,2026-01-11T21:17:26.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203484,11.645860709592641,72.54901960784314,1610612763,45,34,2026-01-11T21:17:30Z,2200000,False,-113.0,57.0,1,left,K. Caldwell-Pope 12' pullup Jump Shot (7 PTS) (S. Aldama 1 AST),"[203484, 1630583]",1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,12.63,Made,,7.0,S. Aldama,1630583.0,1.0,,,,,,,,,,,,,
223,PT07M25.00S,2026-01-11T21:17:49.7Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,45,34,2026-01-11T21:17:57Z,2230000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M25.00S,2026-01-11T21:17:49.7Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,45,34,2026-01-11T21:17:57Z,2240000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M25.00S,2026-01-11T21:17:49.7Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,45,34,2026-01-11T21:17:57Z,2250000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M25.00S,2026-01-11T21:17:49.7Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,45,34,2026-01-11T21:17:57Z,2260000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M17.00S,2026-01-11T21:18:19.1Z,2,REGULAR,3pt,Jump Shot,[],1631213,83.919185282523,4.901960784313726,1610612751,45,37,2026-01-11T21:18:24Z,2270000,False,-225.0,99.0,1,right,T. Martin 24' 3PT  (11 PTS) (E. Dëmin 1 AST),"[1631213, 1642856]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,24.62,Made,,11.0,E. Dëmin,1642856.0,1.0,,,,,,,,,,,,,
229,PT07M05.00S,2026-01-11T21:18:34.9Z,2,REGULAR,turnover,traveling,[],1641713,,,1610612763,45,37,2026-01-11T21:18:39Z,2290000,False,,,0,,G. Jackson traveling TURNOVER (2 TO),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,,,2530.0,,,,,,
230,PT06M52.00S,2026-01-11T21:18:57.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,67.88764783180025,69.11764705882352,1610612751,45,40,2026-01-11T21:19:01Z,2300000,False,96.0,249.0,1,right,N. Clowney 26' 3PT  (9 PTS) (C. Thomas 3 AST),"[1641730, 1630560]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,26.71,Made,,9.0,C. Thomas,1630560.0,3.0,,,,,,,,,,,,,
232,PT06M24.00S,2026-01-11T21:19:24.6Z,2,REGULAR,3pt,Jump Shot,[],1629111,5.469776609724048,3.6764705882352944,1610612763,48,40,2026-01-11T21:19:28Z,2320000,False,232.0,-1.0,1,left,J. Landale 3PT  (14 PTS) (S. Aldama 2 AST),"[1629111, 1630583]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,23.16,Made,,14.0,S. Aldama,1630583.0,2.0,,,,,,,,,,,,,
237,PT06M16.00S,2026-01-11T21:19:41.5Z,2,REGULAR,turnover,out-of-bounds,[],1641730,,,1610612751,48,40,2026-01-11T21:22:06Z,2345000,False,,,0,,N. Clowney lost ball out-of-bounds TURNOVER (1 TO),[1641730],1610612751.0,BKN,lost ball,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,2530.0,,,,,,
235,PT06M16.00S,2026-01-11T21:19:46.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,48,40,2026-01-11T21:22:06Z,2350000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,out,[],1629111,,,1610612763,48,40,2026-01-11T21:22:37Z,2370000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,out,[],1641713,,,1610612763,48,40,2026-01-11T21:22:37Z,2380000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,out,[],1631213,,,1610612763,48,40,2026-01-11T21:22:37Z,2390000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,out,[],1630560,,,1610612763,48,40,2026-01-11T21:22:37Z,2400000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,in,[],1642377,,,1610612763,48,40,2026-01-11T21:22:37Z,2410000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,in,[],1631132,,,1610612763,48,40,2026-01-11T21:22:37Z,2420000,False,,,0,,SUB in: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,in,[],1642874,,,1610612763,48,40,2026-01-11T21:22:37Z,2430000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M16.00S,2026-01-11T21:22:12.6Z,2,REGULAR,substitution,in,[],1629611,,,1610612763,48,40,2026-01-11T21:22:37Z,2440000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M02.00S,2026-01-11T21:22:54.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631246,17.69053876478318,41.17647058823529,1610612763,50,40,2026-01-11T21:23:01Z,2450000,False,44.0,114.0,1,left,V. Williams Jr. 12' step back Jump Shot (2 PTS),[1631246],1610612763.0,MEM,step back,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.2,Made,,2.0,,,,,,,,,,,,,,,,
247,PT05M41.00S,2026-01-11T21:23:18.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,88.12417871222075,46.81372549019608,1610612751,50,42,2026-01-11T21:23:23Z,2460000,False,-16.0,59.0,1,right,N. Claxton 6' driving Layup (2 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,,2.0,,,,,,,,,,,,,,,,
249,PT05M41.00S,2026-01-11T21:23:20.5Z,2,REGULAR,foul,personal,['1freethrow'],1642377,,,1610612751,50,42,2026-01-11T21:23:26Z,2480000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Claxton 1 FT),"[1642377, 1629651]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Claxton,1629651.0,,
251,PT05M41.00S,2026-01-11T21:23:43.1Z,2,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,50,42,2026-01-11T21:23:45Z,2500000,False,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT05M38.00S,2026-01-11T21:23:46.1Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612763,50,42,2026-01-11T21:23:45Z,2510000,False,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,251.0,,,,,2.0,2.0,0.0,,,,,,,,,,
253,PT05M28.00S,2026-01-11T21:23:55.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,17.69053876478318,44.11764705882353,1610612763,52,42,2026-01-11T21:23:59Z,2520000,False,29.0,114.0,1,left,S. Aldama 11' driving floating Jump Shot (7 PTS) (V. Williams Jr. 1 AST),"[1630583, 1631246]",1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,11.75,Made,,7.0,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,,,,
256,PT05M08.00S,2026-01-11T21:24:32.8Z,2,REGULAR,foul,offensive,[],1642856,,,1610612751,52,42,2026-01-11T21:24:39Z,2550000,False,,,0,,E. Dëmin offensive FOUL (1 PF),"[1642856, 1630583]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1627963.0,1.0,0.0,Aldama,1630583.0,,
