actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT11M02.00S,2026-03-21T00:12:58.3Z,1,REGULAR,jumpball,recovered,[],1630573,,,1610612738,2,2,2026-03-21T00:13:45Z,170000,False,,,0,,Jump Ball J. Brown vs. T. Hendricks: Tip to S. Hauser,"[1630573, 1627759, 1641707]",1610612738.0,BOS,heldball,S. Hauser,1630573.0,Hauser,S. Hauser,Brown,1627759.0,Hendricks,1641707.0,,,,,,,,,,,,,,,,,,,,,,
20,PT10M52.00S,2026-03-21T00:13:03.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,93.38042049934296,3.9215686274509802,1610612738,2,5,2026-03-21T00:13:07Z,200000,False,-230.0,10.0,1,right,D. White 3PT  (3 PTS) (S. Hauser 1 AST),"[1628401, 1630573]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,23.06,S. Hauser,1630573.0,1.0,,,,,,,,,
22,PT10M40.00S,2026-03-21T00:13:16.0Z,1,REGULAR,3pt,Jump Shot,[],1641765,28.991458607095925,74.75490196078431,1610612763,5,5,2026-03-21T00:13:19Z,220000,False,-124.0,220.0,1,left,O. Prosper 25' 3PT  (3 PTS) (T. Jerome 1 AST),"[1641765, 1629660]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.24,T. Jerome,1629660.0,1.0,,,,,,,,,
25,PT10M18.00S,2026-03-21T00:13:55.6Z,1,REGULAR,foul,offensive,[],1629674,,,1610612738,5,5,2026-03-21T00:15:55Z,250000,False,,,0,,N. Queta offensive FOUL (1 PF),"[1629674, 1642377]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,2530.0,1.0,0.0,Wells,1642377.0,,,,,,,,,,,,,,,
27,PT10M18.00S,2026-03-21T00:13:55.6Z,1,REGULAR,turnover,offensive foul,[],1629674,,,1610612738,5,5,2026-03-21T00:13:55Z,270000,False,,,0,,N. Queta offensive foul TURNOVER (1 TO),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,2530.0,,,,,,,,,,,,,,,,,1.0,,
29,PT10M04.00S,2026-03-21T00:14:23.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,27.94021024967148,76.7156862745098,1610612763,5,5,2026-03-21T00:14:29Z,280000,False,-134.0,210.0,1,left,MISS T. Jerome 24' 3PT,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.9,,,,,,,,,,,,
30,PT10M02.00S,2026-03-21T00:14:26.2Z,1,REGULAR,rebound,offensive,[],1642914,,,1610612763,5,5,2026-03-21T00:14:26Z,290000,False,,,0,,J. Small REBOUND (Off:1 Def:0),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,29.0,1.0,0.0,1.0,,,,,
31,PT10M00.00S,2026-03-21T00:14:27.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642914,6.389618922470433,46.568627450980394,1610612763,5,5,2026-03-21T00:14:31Z,300000,False,17.0,8.0,1,left,MISS J. Small floating Shot,[1642914],1610612763.0,MEM,floating,,,Small,J. Small,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.88,,,,,,,,,,,,
32,PT10M00.00S,2026-03-21T00:14:27.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,5,5,2026-03-21T00:14:31Z,310000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,
33,PT09M43.00S,2026-03-21T00:14:45.1Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,5,5,2026-03-21T00:14:48Z,320000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1641707]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Hendricks,1641707.0
34,PT09M43.00S,2026-03-21T00:14:45.1Z,1,REGULAR,steal,,[],1641707,,,1610612763,5,5,2026-03-21T00:14:46Z,330000,False,,,0,,T. Hendricks STEAL (1 STL),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
35,PT09M31.00S,2026-03-21T00:14:56.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,26.888961892247043,79.65686274509804,1610612763,5,5,2026-03-21T00:15:00Z,340000,False,-148.0,200.0,1,left,MISS T. Jerome 24' step back 3PT,[1629660],1610612763.0,MEM,step back,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.92,,,,,,,,,,,,
36,PT09M27.00S,2026-03-21T00:15:00.9Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,5,5,2026-03-21T00:15:00Z,350000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,
37,PT09M20.00S,2026-03-21T00:15:09.3Z,1,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612738,5,5,2026-03-21T00:15:23Z,360000,False,,,0,,J. Wells shooting personal FOUL (2 PF) (Queta 2 FT),"[1642377, 1629674]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,1193.0,2.0,0.0,Queta,1629674.0,,,,,,,,,,,,,,,
39,PT09M20.00S,2026-03-21T00:15:35.3Z,1,REGULAR,freethrow,1 of 2,[],1629674,,,1610612738,5,6,2026-03-21T00:15:35Z,380000,False,,,0,,N. Queta Free Throw 1 of 2 (1 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
40,PT09M20.00S,2026-03-21T00:15:56.3Z,1,REGULAR,freethrow,2 of 2,[],1629674,,,1610612738,5,7,2026-03-21T00:15:56Z,390000,False,,,0,,N. Queta Free Throw 2 of 2 (2 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
41,PT09M09.00S,2026-03-21T00:16:09.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,11.383048620236531,54.90196078431373,1610612763,5,7,2026-03-21T00:16:15Z,400000,False,-25.0,55.0,1,left,MISS J. Wells driving floating Shot - blocked,"[1642377, 1628401]",1610612763.0,MEM,driving floating,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.98,,,,,,,,White,1628401.0,,,
42,PT09M09.00S,2026-03-21T00:16:09.9Z,1,REGULAR,block,,[],1628401,,,1610612763,5,7,2026-03-21T00:16:14Z,410000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT09M09.00S,2026-03-21T00:16:09.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,5,7,2026-03-21T00:16:15Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,41.0,,,,,,,,
45,PT09M07.00S,2026-03-21T00:16:26.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629660,9.806176084099869,68.13725490196079,1610612763,7,7,2026-03-21T00:16:29Z,440000,False,-91.0,40.0,1,left,T. Jerome 9' driving floating bank Jump Shot (4 PTS) (J. Small 1 AST),"[1629660, 1642914]",1610612763.0,MEM,driving floating bank,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,9.9,J. Small,1642914.0,1.0,,,,,,,,,
47,PT08M50.00S,2026-03-21T00:16:42.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,80.3712220762155,8.823529411764707,1610612738,7,7,2026-03-21T00:16:45Z,460000,False,-206.0,132.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.46,,,,,,,,,,,,
48,PT08M47.00S,2026-03-21T00:16:45.1Z,1,REGULAR,rebound,defensive,[],1642914,,,1610612763,7,7,2026-03-21T00:16:45Z,470000,False,,,0,,J. Small REBOUND (Off:1 Def:1),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,47.0,2.0,1.0,1.0,,,,,
49,PT08M39.00S,2026-03-21T00:16:53.0Z,1,REGULAR,3pt,Jump Shot,[],1641707,28.991458607095925,73.52941176470588,1610612763,7,7,2026-03-21T00:16:56Z,480000,False,-118.0,220.0,1,left,MISS T. Hendricks 24' 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.95,,,,,,,,,,,,
50,PT08M37.00S,2026-03-21T00:16:55.0Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,7,7,2026-03-21T00:16:56Z,490000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,
51,PT08M31.00S,2026-03-21T00:17:03.7Z,1,REGULAR,foul,personal,['2freethrow'],1641707,,,1610612738,7,7,2026-03-21T00:17:17Z,500000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Brown 2 FT),"[1641707, 1627759]",1610612763.0,MEM,shooting,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,1193.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
53,PT08M31.00S,2026-03-21T00:17:30.4Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,7,8,2026-03-21T00:17:30Z,520000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
54,PT08M31.00S,2026-03-21T00:17:50.9Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,7,9,2026-03-21T00:17:50Z,530000,False,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
55,PT08M13.00S,2026-03-21T00:18:12.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642377,14.799605781865965,47.794117647058826,1610612763,9,9,2026-03-21T00:18:15Z,540000,False,11.0,87.0,1,left,J. Wells 8' driving Hook (2 PTS),[1642377],1610612763.0,MEM,driving,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,8.73,,,,,,,,,,,,
57,PT07M59.00S,2026-03-21T00:18:28.8Z,1,REGULAR,substitution,out,[],1641765,,,1610612738,9,9,2026-03-21T00:18:46Z,560000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M59.00S,2026-03-21T00:18:28.8Z,1,REGULAR,substitution,out,[],1642914,,,1610612738,9,9,2026-03-21T00:18:46Z,570000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M59.00S,2026-03-21T00:18:28.8Z,1,REGULAR,substitution,in,[],1642285,,,1610612738,9,9,2026-03-21T00:18:46Z,580000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M59.00S,2026-03-21T00:18:28.8Z,1,REGULAR,substitution,in,[],1631174,,,1610612738,9,9,2026-03-21T00:18:46Z,590000,False,,,0,,SUB in: T. Burton,[1631174],1610612763.0,MEM,,,,Burton,T. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M46.00S,2026-03-21T00:19:01.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.41327201051249,63.970588235294116,1610612738,9,9,2026-03-21T00:19:05Z,600000,False,70.0,244.0,1,right,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.42,,,,,,,,,,,,
62,PT07M45.00S,2026-03-21T00:19:04.0Z,1,REGULAR,rebound,defensive,[],1631174,,,1610612763,9,9,2026-03-21T00:19:04Z,610000,False,,,0,,T. Burton REBOUND (Off:0 Def:1),[1631174],1610612763.0,MEM,,,,Burton,T. Burton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,
64,PT07M27.00S,2026-03-21T00:19:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631174,6.389618922470433,45.09803921568628,1610612763,9,9,2026-03-21T00:19:34Z,630000,False,25.0,8.0,1,left,MISS T. Burton Layup,[1631174],1610612763.0,MEM,,,,Burton,T. Burton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.57,,,,,,,,,,,,
65,PT07M25.00S,2026-03-21T00:19:33.2Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,9,9,2026-03-21T00:19:34Z,640000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,
66,PT07M15.00S,2026-03-21T00:19:46.6Z,1,REGULAR,violation,kicked ball,[],1642377,,,1610612738,9,9,2026-03-21T00:19:50Z,650000,False,,,0,,J. Wells kicked ball VIOLATION,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,1627534.0,,,,,,,,,,,,,,,,,,,
67,PT07M05.00S,2026-03-21T00:20:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.01511169513797,45.588235294117645,1610612738,9,9,2026-03-21T00:20:19Z,660000,False,-22.0,32.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.89,,,,,,,,,,,,
68,PT07M05.00S,2026-03-21T00:20:18.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,9,9,2026-03-21T00:20:18Z,670000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,67.0,,,,,,,,
69,PT07M05.00S,2026-03-21T00:20:18.8Z,1,REGULAR,foul,personal,[],1629674,,,1610612763,9,9,2026-03-21T00:20:23Z,680000,False,,,0,,N. Queta loose ball personal FOUL (2 PF),"[1629674, 1631174]",1610612738.0,BOS,loose ball,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,2.0,0.0,Burton,1631174.0,,,,,,,,,,,,,,,
71,PT07M05.00S,2026-03-21T00:20:25.4Z,1,REGULAR,substitution,out,[],1629674,,,1610612763,9,9,2026-03-21T00:20:27Z,700000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M05.00S,2026-03-21T00:20:25.4Z,1,REGULAR,substitution,in,[],1630568,,,1610612763,9,9,2026-03-21T00:20:27Z,710000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M52.00S,2026-03-21T00:20:54.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641707,7.178055190538765,46.07843137254902,1610612763,11,9,2026-03-21T00:20:58Z,720000,False,20.0,15.0,1,left,T. Hendricks driving DUNK (2 PTS) (T. Jerome 2 AST),"[1641707, 1629660]",1610612763.0,MEM,driving,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.47,T. Jerome,1629660.0,2.0,,,,,,,,,
75,PT06M52.00S,2026-03-21T00:20:58.2Z,1,REGULAR,foul,personal,['1freethrow'],1630568,,,1610612763,11,9,2026-03-21T00:24:06Z,740000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Hendricks 1 FT),"[1630568, 1641707]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,1627534.0,1.0,0.0,Hendricks,1641707.0,,,,,,,,,,,,,,,
77,PT06M52.00S,2026-03-21T00:21:16.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,9,2026-03-21T00:24:35Z,760000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M52.00S,2026-03-21T00:23:21.4Z,1,REGULAR,substitution,out,[],1628401,,,1610612763,11,9,2026-03-21T00:24:35Z,770000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M52.00S,2026-03-21T00:23:21.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612763,11,9,2026-03-21T00:24:35Z,780000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M52.00S,2026-03-21T00:24:06.7Z,1,REGULAR,freethrow,1 of 1,[],1641707,,,1610612763,12,9,2026-03-21T00:24:06Z,790000,False,,,0,,T. Hendricks Free Throw 1 of 1 (3 PTS),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
81,PT06M42.00S,2026-03-21T00:24:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,94.03745072273325,53.18627450980392,1610612738,12,11,2026-03-21T00:24:19Z,800000,False,16.0,4.0,1,right,P. Pritchard driving Layup (2 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.63,,,,,,,,,,,,
82,PT06M27.00S,2026-03-21T00:24:31.8Z,1,REGULAR,3pt,Jump Shot,[],1631174,32.14520367936925,58.333333333333336,1610612763,12,11,2026-03-21T00:24:35Z,810000,False,-42.0,250.0,1,left,MISS T. Burton 25' 3PT,[1631174],1610612763.0,MEM,,,,Burton,T. Burton,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.32,,,,,,,,,,,,
83,PT06M24.00S,2026-03-21T00:24:34.8Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,12,11,2026-03-21T00:24:35Z,820000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,
84,PT06M13.00S,2026-03-21T00:24:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630202,64.47109067017082,37.5,1610612738,12,14,2026-03-21T00:24:50Z,830000,False,-62.0,281.0,1,right,P. Pritchard 28' 3PT pullup (5 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,28.84,,,,,,,,,,,,
85,PT06M03.00S,2026-03-21T00:24:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641707,12.828515111695138,42.40196078431372,1610612763,14,14,2026-03-21T00:25:00Z,840000,False,38.0,68.0,1,left,T. Hendricks 7' driving floating Jump Shot (5 PTS) (C. Spencer 1 AST),"[1641707, 1642285]",1610612763.0,MEM,driving floating,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,7.8,C. Spencer,1642285.0,1.0,,,,,,,,,
87,PT05M53.00S,2026-03-21T00:25:08.6Z,1,REGULAR,foul,personal,['2freethrow'],1631174,,,1610612738,14,14,2026-03-21T00:25:18Z,860000,False,,,0,,T. Burton shooting personal FOUL (1 PF) (Tatum 2 FT),"[1631174, 1628369]",1610612763.0,MEM,shooting,,,Burton,T. Burton,,,,,In The Paint (Non-RA),8-16 Center,1193.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
89,PT05M53.00S,2026-03-21T00:25:30.4Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,14,15,2026-03-21T00:25:30Z,880000,False,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
90,PT05M53.00S,2026-03-21T00:25:31.0Z,1,REGULAR,substitution,out,[],1642377,,,1610612738,14,15,2026-03-21T00:25:46Z,890000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M53.00S,2026-03-21T00:25:31.0Z,1,REGULAR,substitution,out,[],1629660,,,1610612738,14,15,2026-03-21T00:25:46Z,900000,False,,,0,,SUB out: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M53.00S,2026-03-21T00:25:31.0Z,1,REGULAR,substitution,out,[],1630573,,,1610612738,14,15,2026-03-21T00:25:46Z,910000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
