actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M52.00S,2026-03-13T00:12:18.6Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,0,2,2026-03-13T00:12:20Z,170000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,
18,PT10M47.00S,2026-03-13T00:12:24.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641765,4.812746386333772,94.85294117647058,1610612763,0,2,2026-03-13T00:12:28Z,180000,False,-224.0,-7.0,1,left,MISS O. Prosper running 3PT,[1641765],1610612763.0,MEM,running,,,Prosper,O. Prosper,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,,
19,PT10M46.00S,2026-03-13T00:12:25.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,0,2,2026-03-13T00:12:28Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,18.0,,,,,,,
21,PT10M42.00S,2026-03-13T00:12:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,91.40932982917214,53.92156862745098,1610612742,0,4,2026-03-13T00:12:42Z,210000,False,20.0,28.0,1,right,P. Washington driving finger roll Layup (2 PTS) (C. Flagg 1 AST),"[1629023, 1642843]",1610612742.0,DAL,driving finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,3.44,Made,2.0,C. Flagg,1642843.0,1.0,,,,,,,,,,,,,,
23,PT10M24.00S,2026-03-13T00:12:57.1Z,1,REGULAR,foul,personal,[],1630230,,,1610612763,0,4,2026-03-13T00:13:10Z,230000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1641765]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1162.0,,1.0,0.0,Prosper,1641765.0,,,,,,,,
25,PT10M16.00S,2026-03-13T00:13:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,10.33180026281209,57.107843137254896,1610612763,0,4,2026-03-13T00:13:32Z,250000,False,-36.0,45.0,1,left,MISS J. Wells driving floating Shot,[1642377],1610612763.0,MEM,driving floating,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
26,PT10M11.00S,2026-03-13T00:13:31.5Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,0,4,2026-03-13T00:13:32Z,260000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,
27,PT10M09.00S,2026-03-13T00:13:33.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,71.17279894875165,75.73529411764706,1610612742,0,4,2026-03-13T00:13:38Z,270000,False,129.0,218.0,1,right,MISS M. Christie 25' running pullup 3PT,[1631108],1610612742.0,DAL,running pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
28,PT10M05.00S,2026-03-13T00:13:37.5Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,0,4,2026-03-13T00:13:38Z,280000,False,,,0,,O. Prosper REBOUND (Off:0 Def:2),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,27.0,2.0,2.0,0.0,,,,
29,PT09M54.00S,2026-03-13T00:13:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1642843,,,1610612763,0,4,2026-03-13T00:14:00Z,290000,False,,,0,,C. Flagg shooting personal FOUL (1 PF) (Jackson 2 FT),"[1642843, 1641713]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,1.0,0.0,Jackson,1641713.0,,,,,,,,
31,PT09M54.00S,2026-03-13T00:14:15.0Z,1,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,0,4,2026-03-13T00:14:15Z,310000,False,,,0,,MISS G. Jackson Free Throw 1 of 2,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT09M54.00S,2026-03-13T00:14:15.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,0,4,2026-03-13T00:14:15Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,
33,PT09M54.00S,2026-03-13T00:14:30.6Z,1,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,1,4,2026-03-13T00:14:30Z,330000,False,,,0,,G. Jackson Free Throw 2 of 2 (1 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT09M46.00S,2026-03-13T00:14:40.7Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612742,1,4,2026-03-13T00:14:44Z,340000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1641765]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,Prosper,1641765.0,,
35,PT09M46.00S,2026-03-13T00:14:40.7Z,1,REGULAR,steal,,[],1641765,,,1610612763,1,4,2026-03-13T00:14:42Z,350000,False,,,0,,O. Prosper STEAL (1 STL),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M42.00S,2026-03-13T00:14:44.5Z,1,REGULAR,turnover,lost ball,[],1641765,,,1610612763,1,4,2026-03-13T00:14:47Z,360000,False,,,0,,O. Prosper lost ball TURNOVER (1 TO),"[1641765, 1631108]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,,,,,,,,,Christie,1631108.0,,
37,PT09M42.00S,2026-03-13T00:14:44.5Z,1,REGULAR,steal,,[],1631108,,,1610612742,1,4,2026-03-13T00:14:46Z,370000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M38.00S,2026-03-13T00:14:48.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631108,91.14651773981603,50.73529411764706,1610612742,1,4,2026-03-13T00:14:54Z,380000,False,4.0,31.0,1,right,MISS M. Christie running DUNK - blocked,"[1631108, 1641713]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,Jackson,1641713.0
39,PT09M38.00S,2026-03-13T00:14:48.8Z,1,REGULAR,block,,[],1641713,,,1610612742,1,4,2026-03-13T00:14:50Z,390000,False,,,0,,G. Jackson BLOCK (1 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M33.00S,2026-03-13T00:14:53.8Z,1,REGULAR,rebound,offensive,[],1642843,,,1610612742,1,4,2026-03-13T00:14:54Z,400000,False,,,0,,C. Flagg REBOUND (Off:1 Def:0),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,38.0,1.0,0.0,1.0,,,,
41,PT09M33.00S,2026-03-13T00:14:53.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1642843,94.40999984741211,50.0,1610612742,1,6,2026-03-13T00:14:57Z,410000,False,0.0,0.0,1,right,C. Flagg putback DUNK (2 PTS),[1642843],1610612742.0,DAL,putback,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
42,PT09M24.00S,2026-03-13T00:15:04.0Z,1,REGULAR,foul,personal,[],1642843,,,1610612763,1,6,2026-03-13T00:15:16Z,420000,False,,,0,,C. Flagg personal FOUL (2 PF),"[1642843, 1642377]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,8-16 Left,,,,,,,1627529.0,,2.0,0.0,Wells,1642377.0,,,,,,,,
44,PT09M11.00S,2026-03-13T00:15:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642914,10.200394218134035,37.254901960784316,1610612763,1,6,2026-03-13T00:15:43Z,440000,False,64.0,43.0,1,left,MISS J. Small 7' driving floating Shot,[1642914],1610612763.0,MEM,driving floating,,,Small,J. Small,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
45,PT09M06.00S,2026-03-13T00:15:40.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,1,6,2026-03-13T00:15:40Z,450000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,
46,PT09M03.00S,2026-03-13T00:15:43.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,95.22010512483574,3.431372549019608,1610612742,1,9,2026-03-13T00:15:48Z,460000,False,-233.0,-8.0,1,right,M. Christie 3PT running (3 PTS) (C. Flagg 2 AST),"[1631108, 1642843]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,23.29,Made,3.0,C. Flagg,1642843.0,2.0,,,,,,,,,,,,,,
48,PT09M02.00S,2026-03-13T00:15:47.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,1,9,2026-03-13T00:15:47Z,480000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M54.00S,2026-03-13T00:18:51.2Z,1,REGULAR,3pt,Jump Shot,[],1642377,9.543363994743759,3.9215686274509802,1610612763,1,9,2026-03-13T00:18:55Z,490000,False,230.0,37.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
50,PT08M50.00S,2026-03-13T00:18:55.2Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,1,9,2026-03-13T00:18:55Z,500000,False,,,0,,C. Flagg REBOUND (Off:1 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,49.0,2.0,1.0,1.0,,,,
51,PT08M44.00S,2026-03-13T00:19:00.2Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612742,1,9,2026-03-13T00:19:02Z,510000,False,,,0,,N. Marshall bad pass TURNOVER (2 TO),"[1630230, 1642377]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,,,,,,,,,Wells,1642377.0,,
52,PT08M44.00S,2026-03-13T00:19:00.2Z,1,REGULAR,steal,,[],1642377,,,1610612763,1,9,2026-03-13T00:19:01Z,520000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
53,PT08M36.00S,2026-03-13T00:19:08.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642914,13.222733245729303,50.0,1610612763,3,9,2026-03-13T00:19:12Z,530000,False,0.0,72.0,1,left,J. Small 7' driving floating Jump Shot (2 PTS) (R. Rupert 1 AST),"[1642914, 1641712]",1610612763.0,MEM,driving floating,,,Small,J. Small,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,2.0,R. Rupert,1641712.0,1.0,,,,,,,,,,,,,,
55,PT08M20.00S,2026-03-13T00:19:28.1Z,1,REGULAR,foul,personal,[],1641712,,,1610612742,3,9,2026-03-13T00:19:35Z,550000,False,,,0,,R. Rupert personal FOUL (1 PF),"[1641712, 1642843]",1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627529.0,,1.0,0.0,Flagg,1642843.0,,,,,,,,
57,PT08M20.00S,2026-03-13T00:19:34.1Z,1,REGULAR,substitution,out,[],1641713,,,1610612742,3,9,2026-03-13T00:19:50Z,570000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M20.00S,2026-03-13T00:19:34.1Z,1,REGULAR,substitution,out,[],1642914,,,1610612742,3,9,2026-03-13T00:19:50Z,580000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M20.00S,2026-03-13T00:19:34.1Z,1,REGULAR,substitution,in,[],1642942,,,1610612742,3,9,2026-03-13T00:19:50Z,590000,False,,,0,,SUB in: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M20.00S,2026-03-13T00:19:34.1Z,1,REGULAR,substitution,in,[],1631174,,,1610612742,3,9,2026-03-13T00:19:50Z,600000,False,,,0,,SUB in: T. Burton,[1631174],1610612763.0,MEM,,,,Burton,T. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M06.00S,2026-03-13T00:20:05.1Z,1,REGULAR,turnover,bad pass,[],1631108,,,1610612742,3,9,2026-03-13T00:20:08Z,610000,False,,,0,,M. Christie bad pass TURNOVER (1 TO),"[1631108, 1642942]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,,,,,,,,,Mashack,1642942.0,,
62,PT08M06.00S,2026-03-13T00:20:05.1Z,1,REGULAR,steal,,[],1642942,,,1610612763,3,9,2026-03-13T00:20:07Z,620000,False,,,0,,J. Mashack STEAL (1 STL),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
63,PT08M01.00S,2026-03-13T00:20:10.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642942,6.915243101182654,43.872549019607845,1610612763,3,9,2026-03-13T00:20:15Z,630000,False,31.0,13.0,1,left,MISS J. Mashack running Layup,[1642942],1610612763.0,MEM,running,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
64,PT07M58.00S,2026-03-13T00:20:13.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,3,9,2026-03-13T00:20:15Z,640000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,
66,PT07M55.00S,2026-03-13T00:20:21.0Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,3,9,2026-03-13T00:20:30Z,660000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M55.00S,2026-03-13T00:20:21.0Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,3,9,2026-03-13T00:20:30Z,670000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M55.00S,2026-03-13T00:20:21.0Z,1,REGULAR,substitution,in,[],1628963,,,1610612742,3,9,2026-03-13T00:20:30Z,680000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M55.00S,2026-03-13T00:20:21.0Z,1,REGULAR,substitution,in,[],1630314,,,1610612742,3,9,2026-03-13T00:20:30Z,690000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M48.00S,2026-03-13T00:20:43.9Z,1,REGULAR,turnover,bad pass,[],1631108,,,1610612742,3,9,2026-03-13T00:20:46Z,700000,False,,,0,,M. Christie bad pass TURNOVER (2 TO),"[1631108, 1641765]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,Prosper,1641765.0,,
71,PT07M48.00S,2026-03-13T00:20:43.9Z,1,REGULAR,steal,,[],1641765,,,1610612763,3,9,2026-03-13T00:20:45Z,710000,False,,,0,,O. Prosper STEAL (2 STL),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT07M36.00S,2026-03-13T00:20:56.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641712,22.946780551905388,29.65686274509804,1610612763,5,9,2026-03-13T00:28:14Z,720000,False,102.0,163.0,1,left,R. Rupert 19' step back Jump Shot (2 PTS),[1641712],1610612763.0,MEM,step back,,,Rupert,R. Rupert,,,,,Mid-Range,16-24 Right Center,19.23,Made,2.0,,,,,,,,,,,,,,,,,
73,PT07M15.00S,2026-03-13T00:21:17.1Z,1,REGULAR,3pt,Jump Shot,[],1642843,66.83639947437582,59.068627450980394,1610612742,5,9,2026-03-13T00:21:22Z,730000,False,45.0,259.0,1,right,MISS C. Flagg 26' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
74,PT07M12.00S,2026-03-13T00:21:20.1Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,5,9,2026-03-13T00:21:22Z,740000,False,,,0,,O. Prosper REBOUND (Off:0 Def:3),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,73.0,3.0,3.0,0.0,,,,
75,PT07M06.00S,2026-03-13T00:21:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641712,6.258212877792378,45.09803921568628,1610612763,7,9,2026-03-13T00:21:33Z,750000,False,25.0,6.0,1,left,R. Rupert running Layup (4 PTS) (O. Prosper 1 AST),"[1641712, 1641765]",1610612763.0,MEM,running,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,2.53,Made,4.0,O. Prosper,1641765.0,1.0,,,,,,,,,,,,,,
76,PT06M50.00S,2026-03-13T00:21:41.4Z,1,REGULAR,2pt,Jump Shot,[],1631108,75.24638633377135,69.85294117647058,1610612742,7,9,2026-03-13T00:21:47Z,760000,False,99.0,180.0,1,right,MISS M. Christie 20' step back Shot,[1631108],1610612742.0,DAL,step back,,,Christie,M. Christie,,,,,Mid-Range,16-24 Right Center,20.57,Missed,,,,,,,,,,,,,,,,,,
77,PT06M48.00S,2026-03-13T00:21:44.9Z,1,REGULAR,rebound,offensive,[],1642843,,,1610612742,7,9,2026-03-13T00:21:44Z,770000,False,,,0,,C. Flagg REBOUND (Off:2 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,76.0,3.0,1.0,2.0,,,,
79,PT06M48.00S,2026-03-13T00:21:49.0Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,7,9,2026-03-13T00:21:57Z,790000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M48.00S,2026-03-13T00:21:49.0Z,1,REGULAR,substitution,in,[],203114,,,1610612742,7,9,2026-03-13T00:21:57Z,800000,False,,,0,,SUB in: K. Middleton,[203114],1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M40.00S,2026-03-13T00:22:13.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642843,84.97043363994744,49.26470588235294,1610612742,7,11,2026-03-13T00:22:18Z,810000,False,-4.0,89.0,1,right,C. Flagg 8' driving floating Jump Shot (4 PTS),[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,8.89,Made,4.0,,,,,,,,,,,,,,,,,
82,PT06M31.00S,2026-03-13T00:22:22.8Z,1,REGULAR,2pt,Jump Shot,[],1641712,7.5722733245729295,72.54901960784314,1610612763,9,11,2026-03-13T00:22:28Z,820000,False,-113.0,19.0,1,left,R. Rupert 11' step back Jump Shot (6 PTS),[1641712],1610612763.0,MEM,step back,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Left,11.42,Made,6.0,,,,,,,,,,,,,,,,,
83,PT06M10.00S,2026-03-13T00:22:43.5Z,1,REGULAR,3pt,Jump Shot,[],203114,93.51182654402102,3.9215686274509802,1610612742,9,14,2026-03-13T00:22:46Z,830000,False,-230.0,8.0,1,right,K. Middleton 3PT  (3 PTS) (N. Marshall 2 AST),"[203114, 1630230]",1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,23.06,Made,3.0,N. Marshall,1630230.0,2.0,,,,,,,,,,,,,,
85,PT05M55.00S,2026-03-13T00:22:59.0Z,1,REGULAR,3pt,Jump Shot,[],1641712,12.302890932982917,95.83333333333334,1610612763,9,14,2026-03-13T00:23:05Z,850000,False,-229.0,63.0,1,left,MISS R. Rupert 3PT,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
