actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-01T01:11:09.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-01T01:11:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-01T01:11:11.8Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612750,0,0,2026-02-01T01:11:11Z,40000,False,,,0,,Jump Ball R. Gobert vs. J. Landale: Tip to J. Randle,"[203944, 203497, 1629111]",1610612750.0,MIN,startperiod,J. Randle,203944.0,Randle,J. Randle,Gobert,203497.0,Landale,1629111.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2026-02-01T01:11:21.2Z,1,REGULAR,3pt,Jump Shot,[],1630183,29.77989487516426,27.450980392156865,1610612750,0,0,2026-02-01T01:11:26Z,70000,False,113.0,227.0,1,left,MISS J. McDaniels 25' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2026-02-01T01:11:26.2Z,1,REGULAR,rebound,defensive,[],1642907,,,1610612763,0,0,2026-02-01T01:11:26Z,80000,False,,,0,,C. Coward REBOUND (Off:0 Def:1),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2026-02-01T01:11:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,93.24901445466492,53.18627450980392,1610612763,2,0,2026-02-01T01:11:51Z,90000,False,16.0,11.0,1,right,T. Jerome driving floating bank Jump Shot (2 PTS),[1629660],1610612763.0,MEM,driving floating bank,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M00.00S,2026-02-01T01:12:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.1268068331143235,52.94117647058824,1610612750,2,0,2026-02-01T01:12:14Z,100000,False,-15.0,5.0,1,left,MISS A. Edwards driving finger roll Layup,[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
11,PT10M56.00S,2026-02-01T01:12:12.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,2,0,2026-02-01T01:12:12Z,110000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT10M56.00S,2026-02-01T01:12:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,5.590000152587891,50.0,1610612750,2,2,2026-02-01T01:12:12Z,120000,False,0.0,0.0,1,left,R. Gobert putback Layup (2 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
13,PT10M45.00S,2026-02-01T01:12:23.4Z,1,REGULAR,3pt,Jump Shot,[],1629660,60.92312746386334,22.794117647058822,1610612763,2,2,2026-02-01T01:12:28Z,130000,False,-136.0,315.0,1,right,MISS T. Jerome 34' pullup 3PT,[1629660],1610612763.0,MEM,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,34.29,Missed,,,,,,,,,,,,,,,,,,
14,PT10M41.00S,2026-02-01T01:12:27.4Z,1,REGULAR,rebound,offensive,[],1631246,,,1610612763,2,2,2026-02-01T01:12:28Z,140000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:0),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M33.00S,2026-02-01T01:12:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629660,93.24901445466492,53.18627450980392,1610612763,4,2,2026-02-01T01:12:39Z,150000,False,16.0,11.0,1,right,T. Jerome driving reverse Layup (4 PTS) (J. Landale 1 AST),"[1629660, 1629111]",1610612763.0,MEM,driving reverse,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,4.0,J. Landale,1629111.0,1.0,,,,,,,,,,
17,PT10M12.00S,2026-02-01T01:12:56.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,11.514454664914586,39.705882352941174,1610612750,4,2,2026-02-01T01:13:01Z,170000,False,51.0,56.0,1,left,MISS R. Gobert 7' floating Shot,[203497],1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,7.59,Missed,,,,,,,,,,,,,,,,,,
18,PT10M09.00S,2026-02-01T01:12:59.3Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,4,2,2026-02-01T01:13:01Z,180000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M01.00S,2026-02-01T01:13:08.5Z,1,REGULAR,3pt,Jump Shot,[],1629111,67.09921156373193,47.549019607843135,1610612763,7,2,2026-02-01T01:13:12Z,190000,False,-12.0,257.0,1,right,J. Landale 25' 3PT  (3 PTS) (T. Jerome 1 AST),"[1629111, 1629660]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,25.71,Made,,,,,3.0,T. Jerome,1629660.0,1.0,,,,,,,,,,
21,PT09M48.00S,2026-02-01T01:13:20.7Z,1,REGULAR,3pt,Jump Shot,[],1628978,5.469776609724048,94.85294117647058,1610612750,7,5,2026-02-01T01:13:26Z,210000,False,-224.0,-1.0,1,left,D. DiVincenzo 3PT step back (3 PTS),[1628978],1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,22.43,Made,,,,,3.0,,,,,,,,,,,,,
22,PT09M33.00S,2026-02-01T01:13:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629660,72.7496714848883,19.362745098039216,1610612763,7,5,2026-02-01T01:13:39Z,220000,False,-153.0,204.0,1,right,MISS T. Jerome 25' pullup 3PT,[1629660],1610612763.0,MEM,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
23,PT09M30.00S,2026-02-01T01:13:38.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,7,5,2026-02-01T01:13:39Z,230000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,22.0,2.0,1.0,1.0,,,,,,,,,,,,,,
24,PT09M26.00S,2026-02-01T01:13:43.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,27.54599211563732,18.872549019607842,1610612750,7,8,2026-02-01T01:13:47Z,240000,False,156.0,206.0,1,left,J. Randle 25' 3PT running (3 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,running,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
26,PT09M21.00S,2026-02-01T01:14:13.0Z,1,REGULAR,foul,technical,['1freethrow'],203497,,,1610612763,7,8,2026-02-01T01:14:20Z,260000,False,,,0,,R. Gobert technical FOUL (1 Tech),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,201639.0,0.0,1.0,,,,,,,
27,PT09M21.00S,2026-02-01T01:14:21.1Z,1,REGULAR,freethrow,1 of 1,[],1629660,,,1610612763,8,8,2026-02-01T01:14:21Z,270000,False,,,0,,T. Jerome technical Free Throw 1 of 1 (5 PTS),[1629660],1610612763.0,MEM,technical,,,Jerome,T. Jerome,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
28,PT09M08.00S,2026-02-01T01:14:46.4Z,1,REGULAR,3pt,Jump Shot,[],1631246,66.3107752956636,48.77450980392157,1610612763,8,8,2026-02-01T01:14:53Z,280000,False,-6.0,264.0,1,right,MISS V. Williams Jr. 26' pullup 3PT,[1631246],1610612763.0,MEM,pullup,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,26.43,Missed,,,,,,,,,,,,,,,,,,
29,PT09M06.00S,2026-02-01T01:14:49.8Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612763,8,8,2026-02-01T01:14:49Z,290000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
30,PT09M04.00S,2026-02-01T01:14:51.1Z,1,REGULAR,turnover,bad pass,[],1629111,,,1610612763,8,8,2026-02-01T01:14:55Z,300000,False,,,0,,J. Landale bad pass TURNOVER (1 TO),"[1629111, 1628978]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,
31,PT09M04.00S,2026-02-01T01:14:51.1Z,1,REGULAR,steal,,[],1628978,,,1610612750,8,8,2026-02-01T01:14:53Z,310000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2026-02-01T01:14:58.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,29.25427069645204,24.754901960784316,1610612750,8,11,2026-02-01T01:15:01Z,320000,False,126.0,222.0,1,left,J. Randle 25' 3PT  (6 PTS) (J. McDaniels 1 AST),"[203944, 1630183]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,6.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,
34,PT08M42.00S,2026-02-01T01:15:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642377,92.59198423127464,52.69607843137255,1610612763,10,11,2026-02-01T01:15:17Z,340000,False,13.0,17.0,1,right,J. Wells cutting Layup (2 PTS) (T. Jerome 2 AST),"[1642377, 1629660]",1610612763.0,MEM,cutting,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,2.0,T. Jerome,1629660.0,2.0,,,,,,,,,,
36,PT08M28.00S,2026-02-01T01:15:27.1Z,1,REGULAR,2pt,Jump Shot,[],203944,22.421156373193167,32.59803921568628,1610612750,10,11,2026-02-01T01:15:31Z,360000,False,87.0,158.0,1,left,MISS J. Randle 18' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,18.06,Missed,,,,,,,,,,,,,,,,,,
37,PT08M25.00S,2026-02-01T01:15:30.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,10,11,2026-02-01T01:20:22Z,370000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Right Center,,,36.0,,,,,,,,,,,,,,,,,
39,PT08M14.00S,2026-02-01T01:15:50.9Z,1,REGULAR,3pt,Jump Shot,[],1629111,66.3107752956636,68.62745098039215,1610612763,10,11,2026-02-01T01:20:25Z,390000,False,93.0,264.0,1,right,MISS J. Landale 28' 3PT,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,28.01,Missed,,,,,,,,,,,,,,,,,,
40,PT08M10.00S,2026-02-01T01:15:54.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,10,11,2026-02-01T01:15:54Z,400000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M01.00S,2026-02-01T01:16:03.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,14.011169513797633,3.431372549019608,1610612750,10,11,2026-02-01T01:16:08Z,410000,False,233.0,79.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,24.59,Missed,,,,,,,,,,,,,,,,,,
42,PT07M56.00S,2026-02-01T01:16:08.9Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,10,11,2026-02-01T01:16:08Z,420000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT07M49.00S,2026-02-01T01:16:15.5Z,1,REGULAR,3pt,Jump Shot,[],1642377,79.188567674113,8.57843137254902,1610612763,10,11,2026-02-01T01:29:44Z,430000,False,-207.0,143.0,1,right,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
