actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
44,PT07M44.00S,2026-02-01T01:16:20.5Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,10,11,2026-02-01T01:17:43Z,440000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M34.00S,2026-02-01T01:16:29.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.25427069645204,71.81372549019608,1610612750,10,14,2026-02-01T01:16:34Z,450000,False,-109.0,222.0,1,left,A. Edwards 24' 3PT step back (3 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.78,Made,,,,,3.0,,,,,,,,,,,,,
46,PT07M22.00S,2026-02-01T01:16:44.2Z,1,REGULAR,foul,personal,['3freethrow'],1630162,,,1610612763,10,14,2026-02-01T01:17:10Z,460000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Jerome 3 FT),"[1630162, 1629660]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627539.0,1.0,0.0,,,,Jerome,1629660.0,,
48,PT07M22.00S,2026-02-01T01:17:12.2Z,1,REGULAR,freethrow,1 of 3,[],1629660,,,1610612763,11,14,2026-02-01T01:17:12Z,480000,False,,,0,,T. Jerome Free Throw 1 of 3 (6 PTS),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
49,PT07M22.00S,2026-02-01T01:17:25.2Z,1,REGULAR,freethrow,2 of 3,[],1629660,,,1610612763,11,14,2026-02-01T01:17:25Z,490000,False,,,0,,MISS T. Jerome Free Throw 2 of 3,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M22.00S,2026-02-01T01:17:25.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,11,14,2026-02-01T01:17:25Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2026-02-01T01:17:39.1Z,1,REGULAR,freethrow,3 of 3,[],1629660,,,1610612763,12,14,2026-02-01T01:17:39Z,510000,False,,,0,,T. Jerome Free Throw 3 of 3 (7 PTS),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
52,PT06M58.00S,2026-02-01T01:18:04.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.488173455978973,27.696078431372552,1610612750,12,14,2026-02-01T01:18:07Z,520000,False,112.0,243.0,1,left,MISS A. Edwards 26' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
53,PT06M55.00S,2026-02-01T01:18:07.7Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,12,14,2026-02-01T01:18:07Z,530000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,,
54,PT06M46.00S,2026-02-01T01:18:16.1Z,1,REGULAR,2pt,Jump Shot,[],1642907,92.19776609724047,33.33333333333333,1610612763,12,14,2026-02-01T01:30:05Z,540000,False,-83.0,21.0,1,right,MISS C. Coward 8' turnaround fadeaway Shot,[1642907],1610612763.0,MEM,turnaround fadeaway,,,Coward,C. Coward,,,,,Mid-Range,8-16 Left,8.59,Missed,,,,,,,,,,,,,,,,,,
55,PT06M44.00S,2026-02-01T01:18:18.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,12,14,2026-02-01T01:18:19Z,550000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT06M26.00S,2026-02-01T01:18:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612750,12,14,2026-02-01T01:21:40Z,560000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Edwards 2 FT),"[1642377, 1630162]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628951.0,1.0,0.0,,,,Edwards,1630162.0,,
58,PT06M26.00S,2026-02-01T01:18:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,12,14,2026-02-01T01:18:50Z,580000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M26.00S,2026-02-01T01:19:51.7Z,1,REGULAR,substitution,out,[],1642907,,,1610612750,12,14,2026-02-01T01:21:27Z,590000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M26.00S,2026-02-01T01:19:51.7Z,1,REGULAR,substitution,out,[],1629660,,,1610612750,12,14,2026-02-01T01:21:27Z,600000,False,,,0,,SUB out: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M26.00S,2026-02-01T01:19:51.7Z,1,REGULAR,substitution,out,[],1631246,,,1610612750,12,14,2026-02-01T01:21:27Z,610000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M26.00S,2026-02-01T01:19:51.7Z,1,REGULAR,substitution,in,[],1641713,,,1610612750,12,14,2026-02-01T01:21:27Z,620000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2026-02-01T01:19:51.7Z,1,REGULAR,substitution,in,[],1642285,,,1610612750,12,14,2026-02-01T01:21:27Z,630000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M26.00S,2026-02-01T01:19:51.7Z,1,REGULAR,substitution,in,[],1642914,,,1610612750,12,14,2026-02-01T01:21:27Z,640000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M26.00S,2026-02-01T01:21:50.9Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,12,15,2026-02-01T01:21:50Z,650000,False,,,0,,A. Edwards Free Throw 1 of 2 (4 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
66,PT06M26.00S,2026-02-01T01:22:09.8Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,12,16,2026-02-01T01:22:09Z,660000,False,,,0,,A. Edwards Free Throw 2 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
67,PT06M16.00S,2026-02-01T01:22:21.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641713,94.1688567674113,50.73529411764706,1610612763,14,16,2026-02-01T01:22:26Z,670000,False,4.0,2.0,1,right,G. Jackson driving DUNK (2 PTS) (J. Small 1 AST),"[1641713, 1642914]",1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,2.0,J. Small,1642914.0,1.0,,,,,,,,,,
69,PT05M57.00S,2026-02-01T01:22:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,5.601182654402102,45.588235294117645,1610612750,14,18,2026-02-01T01:30:30Z,690000,False,22.0,0.0,1,left,R. Gobert cutting Layup (4 PTS) (D. DiVincenzo 1 AST),"[203497, 1628978]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,4.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
71,PT05M44.00S,2026-02-01T01:22:53.9Z,1,REGULAR,3pt,Jump Shot,[],1642377,84.05059132720105,4.901960784313726,1610612763,14,18,2026-02-01T01:22:57Z,710000,False,-225.0,97.0,1,right,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2026-02-01T01:22:56.9Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,14,18,2026-02-01T01:22:57Z,720000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT05M30.00S,2026-02-01T01:23:10.8Z,1,REGULAR,foul,personal,[],1642285,,,1610612750,14,18,2026-02-01T01:23:16Z,730000,False,,,0,,C. Spencer personal FOUL (1 PF),"[1642285, 1630183]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627539.0,1.0,0.0,,,,McDaniels,1630183.0,,
75,PT05M30.00S,2026-02-01T01:23:19.0Z,1,REGULAR,substitution,out,[],203944,,,1610612750,14,18,2026-02-01T01:23:22Z,750000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M30.00S,2026-02-01T01:23:19.0Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,14,18,2026-02-01T01:23:22Z,760000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M27.00S,2026-02-01T01:23:39.5Z,1,REGULAR,foul,offensive,[],1628978,,,1610612750,14,18,2026-02-01T01:23:44Z,770000,False,,,0,,D. DiVincenzo offensive FOUL (1 PF),"[1628978, 1642377]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627539.0,1.0,0.0,,,,Wells,1642377.0,,
79,PT05M27.00S,2026-02-01T01:23:39.5Z,1,REGULAR,turnover,offensive foul,[],1628978,,,1610612750,14,18,2026-02-01T01:23:39Z,790000,False,,,0,,D. DiVincenzo offensive foul TURNOVER (1 TO),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627539.0,,,1.0,,,,,,
80,PT05M10.00S,2026-02-01T01:24:07.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629111,69.07030223390277,25.98039215686275,1610612763,14,18,2026-02-01T01:24:11Z,800000,False,-120.0,238.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2026-02-01T01:24:09.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,14,18,2026-02-01T01:24:11Z,810000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,,
82,PT04M56.00S,2026-02-01T01:24:21.9Z,1,REGULAR,2pt,Jump Shot,[],1628978,12.959921156373195,70.83333333333334,1610612750,14,18,2026-02-01T01:24:25Z,820000,False,-104.0,69.0,1,left,MISS D. DiVincenzo 12' driving floating bank Shot,[1628978],1610612750.0,MIN,driving floating bank,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,12.51,Missed,,,,,,,,,,,,,,,,,,
83,PT04M53.00S,2026-02-01T01:24:24.9Z,1,REGULAR,rebound,defensive,[],1642285,,,1610612763,14,18,2026-02-01T01:24:25Z,830000,False,,,0,,C. Spencer REBOUND (Off:0 Def:1),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Left,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
