actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT05M22.00S,2026-04-07T00:23:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,6.1268068331143235,47.794117647058826,1610612739,21,18,2026-04-07T00:23:15Z,850000,False,11.0,5.0,1,left,C. Porter Jr. cutting finger roll Layup (2 PTS) (D. Schröder 4 AST),"[1641854, 203471]",1610612739.0,CLE,cutting finger roll,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,,,,,,,,,,D. Schröder,203471.0,4.0,,,,,
87,PT05M21.00S,2026-04-07T00:23:16.4Z,1,REGULAR,turnover,bad pass,[],1643253,,,1610612763,21,18,2026-04-07T00:29:27Z,862500,False,,,0,,T. Okani bad pass TURNOVER (1 TO),"[1643253, 1641854]",1610612763.0,MEM,,,,Okani,T. Okani,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Porter Jr.,1641854.0,,
88,PT05M21.00S,2026-04-07T00:23:16.4Z,1,REGULAR,steal,,[],1641854,,,1610612739,21,18,2026-04-07T00:23:17Z,863750,False,,,0,,C. Porter Jr. STEAL (1 STL),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT05M20.00S,2026-04-07T00:23:19.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641854,7.884362680683312,94.38572303921569,1610612739,21,18,2026-04-07T00:29:27Z,865000,False,-222.0,22.0,1,left,MISS C. Porter Jr. pullup 3PT,[1641854],1610612739.0,CLE,pullup,,,Porter Jr.,C. Porter Jr.,,,,,Left Corner 3,24+ Left,22.29,Missed,,,,,,,,,,,,,,,,,,
90,PT05M16.00S,2026-04-07T00:23:23.2Z,1,REGULAR,rebound,offensive,[],1641772,,,1610612739,21,18,2026-04-07T00:29:06Z,867500,False,,,0,,N. Tomlin REBOUND (Off:1 Def:2),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Left Corner 3,24+ Left,,,,89.0,3.0,2.0,1.0,,,,,,,,,,,,,
91,PT05M11.00S,2026-04-07T00:23:22.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641772,5.590000152587891,50.0,1610612739,21,18,2026-04-07T00:29:27Z,910000,False,0.0,0.0,1,left,MISS N. Tomlin tip DUNK,[1641772],1610612739.0,CLE,tip,,,Tomlin,N. Tomlin,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
92,PT05M11.00S,2026-04-07T00:23:22.8Z,1,REGULAR,rebound,defensive,[],1642380,,,1610612763,21,18,2026-04-07T00:23:24Z,920000,False,,,0,,A. Bal REBOUND (Off:0 Def:1),[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,Restricted Area,0-8 Center,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,
93,PT05M09.00S,2026-04-07T00:23:25.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631351,70.25295663600527,72.79411764705883,1610612763,21,18,2026-04-07T00:23:29Z,930000,False,114.0,227.0,1,right,MISS L. Williamson 25' running pullup 3PT,[1631351],1610612763.0,MEM,running pullup,,,Williamson,L. Williamson,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
94,PT05M05.00S,2026-04-07T00:23:29.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612739,21,18,2026-04-07T00:23:29Z,940000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,
95,PT04M54.00S,2026-04-07T00:23:40.8Z,1,REGULAR,2pt,Jump Shot,[],203471,21.50131406044678,45.09803921568628,1610612739,21,18,2026-04-07T00:24:08Z,950000,False,25.0,150.0,1,left,MISS D. Schröder 15' pullup Shot,[203471],1610612739.0,CLE,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Center,15.16,Missed,,,,,,,,,,,,,,,,,,
96,PT04M54.00S,2026-04-07T00:23:40.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,21,18,2026-04-07T00:24:08Z,960000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Center,,,,95.0,,,,,,,,,,,,,,,,
97,PT04M54.00S,2026-04-07T00:23:45.7Z,1,REGULAR,foul,personal,[],1643253,,,1610612739,21,18,2026-04-07T00:23:54Z,970000,False,,,0,,T. Okani loose ball personal FOUL (2 PF),"[1643253, 1641772]",1610612763.0,MEM,loose ball,,,Okani,T. Okani,,,,,Restricted Area,0-8 Center,,,,,,,,2534.0,2.0,0.0,Tomlin,1641772.0,,,,,,,,
99,PT04M49.00S,2026-04-07T00:24:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642878,29.911300919842315,66.91176470588235,1610612739,21,18,2026-04-07T00:24:11Z,990000,False,-85.0,229.0,1,left,MISS T. Proctor 24' 3PT,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,Above the Break 3,24+ Left Center,24.38,Missed,,,,,,,,,,,,,,,,,,
100,PT04M47.00S,2026-04-07T00:24:04.1Z,1,REGULAR,rebound,defensive,[],1642380,,,1610612763,21,18,2026-04-07T00:24:11Z,1000000,False,,,0,,A. Bal REBOUND (Off:0 Def:2),[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,Above the Break 3,24+ Left Center,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,,
101,PT04M36.00S,2026-04-07T00:24:15.0Z,1,REGULAR,3pt,Jump Shot,[],1641727,70.12155059132719,21.813725490196077,1610612763,24,18,2026-04-07T00:24:19Z,1010000,False,-141.0,228.0,1,right,D. Whitehead 26' 3PT  (3 PTS) (W. Clayton Jr. 1 AST),"[1641727, 1642383]",1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,26.84,Made,3.0,,,,,,,,,,W. Clayton Jr.,1642383.0,1.0,,,,,
103,PT04M10.00S,2026-04-07T00:24:42.1Z,1,REGULAR,3pt,Jump Shot,[],1641772,31.225361366622867,25.49019607843137,1610612739,24,18,2026-04-07T00:24:44Z,1030000,False,123.0,241.0,1,left,MISS N. Tomlin 27' 3PT,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
104,PT04M07.00S,2026-04-07T00:24:44.3Z,1,REGULAR,rebound,defensive,[],1631351,,,1610612763,24,18,2026-04-07T00:24:44Z,1040000,False,,,0,,L. Williamson REBOUND (Off:0 Def:1),[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Above the Break 3,24+ Right Center,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,
105,PT03M44.00S,2026-04-07T00:25:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642383,94.03745072273325,38.48039215686275,1610612763,24,18,2026-04-07T00:25:12Z,1050000,False,-58.0,4.0,1,right,MISS W. Clayton Jr. floating Shot - blocked,"[1642383, 1641772]",1610612763.0,MEM,floating,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,Tomlin,1641772.0
106,PT03M44.00S,2026-04-07T00:25:07.2Z,1,REGULAR,block,,[],1641772,,,1610612763,24,18,2026-04-07T00:25:09Z,1060000,False,,,0,,N. Tomlin BLOCK (1 BLK),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2026-04-07T00:25:09.2Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612739,24,18,2026-04-07T00:25:12Z,1070000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,
108,PT03M33.00S,2026-04-07T00:25:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.1268068331143235,47.549019607843135,1610612739,24,20,2026-04-07T00:25:21Z,1080000,False,12.0,5.0,1,left,D. Schröder driving finger roll Layup (6 PTS),[203471],1610612739.0,CLE,driving finger roll,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,1.33,Made,6.0,,,,,,,,,,,,,,,,,
109,PT03M19.00S,2026-04-07T00:25:32.6Z,1,REGULAR,3pt,Jump Shot,[],1643253,83.65637319316689,95.83333333333334,1610612763,27,20,2026-04-07T00:25:36Z,1090000,False,229.0,101.0,1,right,T. Okani 25' 3PT  (3 PTS) (L. Williamson 1 AST),"[1643253, 1631351]",1610612763.0,MEM,,,,Okani,T. Okani,,,,,Above the Break 3,24+ Right Center,25.05,Made,3.0,,,,,,,,,,L. Williamson,1631351.0,1.0,,,,,
111,PT03M09.00S,2026-04-07T00:25:45.1Z,1,REGULAR,foul,personal,[],1642380,,,1610612739,27,20,2026-04-07T00:25:57Z,1110000,False,,,0,,A. Bal personal FOUL (1 PF),"[1642380, 1642878]",1610612763.0,MEM,,,,Bal,A. Bal,,,,,Above the Break 3,24+ Right Center,,,,,,,,1629178.0,1.0,0.0,Proctor,1642878.0,,,,,,,,
113,PT03M09.00S,2026-04-07T00:25:53.7Z,1,REGULAR,substitution,out,[],203471,,,1610612739,27,20,2026-04-07T00:25:55Z,1130000,False,,,0,,SUB out: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M09.00S,2026-04-07T00:25:53.7Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,27,20,2026-04-07T00:25:55Z,1140000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT03M02.00S,2026-04-07T00:26:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642878,7.046649145860711,51.225490196078425,1610612739,27,20,2026-04-07T01:05:24Z,1155000,False,-6.0,14.0,1,left,MISS T. Proctor driving finger roll Layup,[1642878],1610612739.0,CLE,driving finger roll,,,Proctor,T. Proctor,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
165,PT03M02.00S,2026-04-07T00:26:20.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,27,20,2026-04-07T00:36:12Z,1162500,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,164.0,,,,,,,,,,,,,,,,
117,PT03M02.00S,2026-04-07T00:26:48.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,27,20,2026-04-07T00:36:12Z,1170000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M53.00S,2026-04-07T00:30:14.3Z,1,REGULAR,3pt,Jump Shot,[],1641727,71.04139290407359,22.30392156862745,1610612763,27,20,2026-04-07T00:30:20Z,1190000,False,-138.0,220.0,1,right,MISS D. Whitehead 25' 3PT,[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2026-04-07T00:30:17.9Z,1,REGULAR,rebound,offensive,[],1631351,,,1610612763,27,20,2026-04-07T00:30:17Z,1200000,False,,,0,,L. Williamson REBOUND (Off:1 Def:1),[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Above the Break 3,24+ Left Center,,,,119.0,2.0,1.0,1.0,,,,,,,,,,,,,
121,PT02M46.00S,2026-04-07T00:30:21.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642380,93.64323258869908,4.411764705882353,1610612763,30,20,2026-04-07T00:30:25Z,1210000,False,-228.0,7.0,1,right,A. Bal 3PT  (3 PTS) (W. Clayton Jr. 2 AST),"[1642380, 1642383]",1610612763.0,MEM,,,,Bal,A. Bal,,,,,Left Corner 3,24+ Left,22.8,Made,3.0,,,,,,,,,,W. Clayton Jr.,1642383.0,2.0,,,,,
123,PT02M33.00S,2026-04-07T00:30:34.3Z,1,REGULAR,3pt,Jump Shot,[],1630241,28.86005256241787,24.509803921568626,1610612739,30,20,2026-04-07T00:30:37Z,1230000,False,127.0,219.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
124,PT02M30.00S,2026-04-07T00:30:37.3Z,1,REGULAR,rebound,defensive,[],1642380,,,1610612763,30,20,2026-04-07T00:30:37Z,1240000,False,,,0,,A. Bal REBOUND (Off:0 Def:3),[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,Above the Break 3,24+ Right Center,,,,123.0,3.0,3.0,0.0,,,,,,,,,,,,,
125,PT02M16.00S,2026-04-07T00:30:51.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642383,92.46057818659659,52.20588235294118,1610612763,30,20,2026-04-07T00:35:08Z,1250000,False,11.0,18.0,1,right,MISS W. Clayton Jr. driving Hook,[1642383],1610612763.0,MEM,driving,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
126,PT02M15.00S,2026-04-07T00:30:52.8Z,1,REGULAR,rebound,offensive,[],1642383,,,1610612763,30,20,2026-04-07T00:30:55Z,1260000,False,,,0,,W. Clayton Jr. REBOUND (Off:1 Def:0),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,125.0,1.0,0.0,1.0,,,,,,,,,,,,,
127,PT02M11.00S,2026-04-07T00:30:56.9Z,1,REGULAR,turnover,bad pass,[],1642383,,,1610612763,30,20,2026-04-07T00:31:06Z,1270000,False,,,0,,W. Clayton Jr. bad pass TURNOVER (1 TO),"[1642383, 1630241]",1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Merrill,1630241.0,,
128,PT02M11.00S,2026-04-07T00:30:56.9Z,1,REGULAR,steal,,[],1630241,,,1610612739,30,20,2026-04-07T00:31:06Z,1280000,False,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M00.00S,2026-04-07T00:31:07.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626204,24.78646517739816,8.823529411764707,1610612739,30,20,2026-04-07T00:31:12Z,1290000,False,206.0,180.0,1,left,MISS L. Nance Jr. 27' 3PT,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,27.38,Missed,,,,,,,,,,,,,,,,,,
130,PT01M57.00S,2026-04-07T00:31:10.2Z,1,REGULAR,rebound,defensive,[],1641727,,,1610612763,30,20,2026-04-07T00:31:12Z,1300000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:2),[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Right Center,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,
131,PT01M46.00S,2026-04-07T00:31:22.1Z,1,REGULAR,turnover,bad pass,[],1641727,,,1610612763,30,20,2026-04-07T00:31:28Z,1310000,False,,,0,,D. Whitehead bad pass TURNOVER (1 TO),"[1641727, 1641854]",1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Porter Jr.,1641854.0,,
132,PT01M46.00S,2026-04-07T00:31:22.1Z,1,REGULAR,steal,,[],1641854,,,1610612739,30,20,2026-04-07T00:36:50Z,1320000,False,,,0,,C. Porter Jr. STEAL (2 STL),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT01M46.00S,2026-04-07T00:31:25.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642380,,,1610612739,30,20,2026-04-07T00:31:49Z,1330000,False,,,0,,A. Bal personal FOUL (2 PF) (Proctor 2 FT),"[1642380, 1642878]",1610612763.0,MEM,,,,Bal,A. Bal,,,,,Above the Break 3,24+ Center,,,,,,,,2534.0,2.0,0.0,Proctor,1642878.0,,,,,,,,
135,PT01M46.00S,2026-04-07T00:31:49.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1642878,,,1610612739,30,21,2026-04-07T00:31:49Z,1350000,False,,,0,,T. Proctor Free Throw 1 of 2 (1 PTS),[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
136,PT01M46.00S,2026-04-07T00:31:51.4Z,1,REGULAR,substitution,out,[],1626204,,,1610612739,30,21,2026-04-07T00:31:54Z,1360000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M46.00S,2026-04-07T00:31:51.4Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,30,21,2026-04-07T00:31:54Z,1370000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M46.00S,2026-04-07T00:32:03.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1642878,,,1610612739,30,22,2026-04-07T00:32:03Z,1380000,False,,,0,,T. Proctor Free Throw 2 of 2 (2 PTS),[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
139,PT01M33.00S,2026-04-07T00:32:18.9Z,1,REGULAR,3pt,Jump Shot,[],1642383,69.20170827858082,28.676470588235293,1610612763,30,22,2026-04-07T00:32:23Z,1390000,False,-107.0,237.0,1,right,MISS W. Clayton Jr. 25' pullup 3PT,[1642383],1610612763.0,MEM,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
140,PT01M30.00S,2026-04-07T00:32:21.9Z,1,REGULAR,rebound,defensive,[],1642878,,,1610612739,30,22,2026-04-07T00:32:23Z,1400000,False,,,0,,T. Proctor REBOUND (Off:0 Def:1),[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,Above the Break 3,24+ Left Center,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,
141,PT01M23.00S,2026-04-07T00:32:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,7.703679369250986,43.872549019607845,1610612739,30,24,2026-04-07T00:38:53Z,1410000,False,31.0,20.0,1,left,C. Porter Jr. driving floating Jump Shot (4 PTS) (S. Merrill 1 AST),"[1641854, 1630241]",1610612739.0,CLE,driving floating,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,3.65,Made,4.0,,,,,,,,,,S. Merrill,1630241.0,1.0,,,,,
143,PT00M56.50S,2026-04-07T00:32:55.5Z,1,REGULAR,3pt,Jump Shot,[],1631351,64.99671484888306,62.00980392156863,1610612763,30,24,2026-04-07T00:32:59Z,1430000,False,60.0,277.0,1,right,MISS L. Williamson 28' 3PT,[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,Above the Break 3,24+ Center,28.29,Missed,,,,,,,,,,,,,,,,,,
144,PT00M54.60S,2026-04-07T00:32:58.3Z,1,REGULAR,rebound,defensive,[],1641854,,,1610612739,30,24,2026-04-07T00:32:58Z,1440000,False,,,0,,C. Porter Jr. REBOUND (Off:0 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,
145,PT00M37.60S,2026-04-07T00:33:15.4Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,30,24,2026-04-07T00:33:18Z,1450000,False,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1631351]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Williamson,1631351.0,,
146,PT00M37.60S,2026-04-07T00:33:15.4Z,1,REGULAR,steal,,[],1631351,,,1610612763,30,24,2026-04-07T00:33:17Z,1460000,False,,,0,,L. Williamson STEAL (1 STL),[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M33.60S,2026-04-07T00:33:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631351,93.38042049934296,52.69607843137255,1610612763,30,24,2026-04-07T00:33:25Z,1470000,False,13.0,10.0,1,right,MISS L. Williamson running finger roll Layup - blocked,"[1631351, 1641854]",1610612763.0,MEM,running finger roll,,,Williamson,L. Williamson,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,Porter Jr.,1641854.0
148,PT00M33.60S,2026-04-07T00:33:19.5Z,1,REGULAR,block,,[],1641854,,,1610612763,30,24,2026-04-07T00:33:23Z,1480000,False,,,0,,C. Porter Jr. BLOCK (1 BLK),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT00M33.60S,2026-04-07T00:33:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,30,24,2026-04-07T00:33:25Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,147.0,,,,,,,,,,,,,,,,
151,PT00M33.60S,2026-04-07T00:33:25.1Z,1,REGULAR,substitution,out,[],1643253,,,1610612763,30,24,2026-04-07T00:33:33Z,1510000,False,,,0,,SUB out: T. Okani,[1643253],1610612763.0,MEM,,,,Okani,T. Okani,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M33.60S,2026-04-07T00:33:25.1Z,1,REGULAR,substitution,in,[],1642907,,,1610612763,30,24,2026-04-07T00:33:33Z,1520000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M31.80S,2026-04-07T00:33:44.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642907,84.31340341655716,4.166666666666666,1610612763,33,24,2026-04-07T00:33:47Z,1530000,False,-229.0,95.0,1,right,C. Coward 24' 3PT  (8 PTS) (W. Clayton Jr. 3 AST),"[1642907, 1642383]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,24.81,Made,8.0,,,,,,,,,,W. Clayton Jr.,1642383.0,3.0,,,,,
155,PT00M16.60S,2026-04-07T00:34:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630241,9.806176084099869,39.705882352941174,1610612739,33,24,2026-04-07T00:34:07Z,1550000,False,51.0,40.0,1,left,MISS S. Merrill 6' driving floating bank Shot - blocked,"[1630241, 1642907]",1610612739.0,CLE,driving floating bank,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,Coward,1642907.0
291,PT00M16.60S,2026-04-07T00:34:03.1Z,1,REGULAR,block,,[],1642907,,,1610612739,33,24,2026-04-07T00:54:45Z,1555000,False,,,0,,C. Coward BLOCK (1 BLK),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT00M13.60S,2026-04-07T00:34:06.1Z,1,REGULAR,rebound,defensive,[],1631351,,,1610612763,33,24,2026-04-07T00:34:06Z,1560000,False,,,0,,L. Williamson REBOUND (Off:1 Def:2),[1631351],1610612763.0,MEM,,,,Williamson,L. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,,,
157,PT00M10.20S,2026-04-07T00:34:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641727,91.93495400788436,3.9215686274509802,1610612763,36,24,2026-04-07T00:34:14Z,1570000,False,-230.0,23.0,1,right,D. Whitehead 3PT running (6 PTS) (C. Coward 1 AST),"[1641727, 1642907]",1610612763.0,MEM,running,,,Whitehead,D. Whitehead,,,,,Left Corner 3,24+ Left,23.16,Made,6.0,,,,,,,,,,C. Coward,1642907.0,1.0,,,,,
159,PT00M00.00S,2026-04-07T00:34:22.8Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,36,24,2026-04-07T00:34:39Z,1590000,False,,,0,,E. Mobley lost ball TURNOVER (3 TO),"[1630596, 1642380]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,Bal,1642380.0,,
160,PT00M00.00S,2026-04-07T00:34:22.8Z,1,REGULAR,steal,,[],1642380,,,1610612763,36,24,2026-04-07T00:34:24Z,1600000,False,,,0,,A. Bal STEAL (1 STL),[1642380],1610612763.0,MEM,,,,Bal,A. Bal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2026-04-07T00:34:47.6Z,1,REGULAR,period,end,[],0,,,1610612763,36,24,2026-04-07T00:34:47Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-04-07T00:36:28.8Z,2,REGULAR,substitution,out,['startperiod'],1641727,,,1610612763,36,24,2026-04-07T00:37:06Z,1640000,False,,,0,,SUB out: D. Whitehead,[1641727],1610612763.0,MEM,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-04-07T00:36:28.8Z,2,REGULAR,substitution,out,['startperiod'],1642383,,,1610612763,36,24,2026-04-07T00:37:06Z,1650000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
