actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M37.00S,2026-02-26T00:53:10.3Z,1,REGULAR,substitution,out,[],1630541,,,1610612763,15,17,2026-02-26T00:53:12Z,890000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M37.00S,2026-02-26T00:53:10.3Z,1,REGULAR,substitution,in,[],1642954,,,1610612763,15,17,2026-02-26T00:53:12Z,900000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT05M37.00S,2026-02-26T00:53:10.3Z,1,REGULAR,substitution,out,[],1641764,,,1610612763,15,17,2026-02-26T01:00:02Z,905000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT05M37.00S,2026-02-26T00:53:10.3Z,1,REGULAR,substitution,in,[],1630611,,,1610612763,15,17,2026-02-26T01:00:02Z,907500,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M22.00S,2026-02-26T00:53:32.8Z,1,REGULAR,2pt,Jump Shot,[],1641707,73.80091984231275,46.81372549019608,1610612763,17,17,2026-02-26T00:53:39Z,910000,False,-16.0,194.0,1,right,T. Hendricks 19' pullup Jump Shot (2 PTS),[1641707],1610612763.0,MEM,pullup,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Center,19.45,Made,2.0,,,,,,,,,,,,,,,,,
92,PT05M02.00S,2026-02-26T00:53:57.1Z,1,REGULAR,foul,technical,['1freethrow'],1630590,,,1610612744,17,17,2026-02-26T00:54:15Z,920000,False,,,0,,S. Pippen Jr. defensive-3-second technical FOUL (1 Tech),[1630590],1610612763.0,MEM,defensive-3-second,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,0.0,1.0,,,,,,,
93,PT05M02.00S,2026-02-26T00:54:28.4Z,1,REGULAR,substitution,out,[],1642377,,,1610612744,17,17,2026-02-26T00:54:31Z,930000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M02.00S,2026-02-26T00:54:28.4Z,1,REGULAR,substitution,in,[],1642285,,,1610612744,17,17,2026-02-26T00:54:31Z,940000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M02.00S,2026-02-26T00:54:28.4Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,17,17,2026-02-26T00:54:45Z,950000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M02.00S,2026-02-26T00:54:28.4Z,1,REGULAR,substitution,in,[],1642502,,,1610612744,17,17,2026-02-26T00:54:45Z,970000,False,,,0,,SUB in: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M02.00S,2026-02-26T00:54:49.6Z,1,REGULAR,freethrow,1 of 1,[],1630611,,,1610612744,17,18,2026-02-26T00:54:49Z,990000,False,,,0,,G. Santos technical Free Throw 1 of 1 (3 PTS),[1630611],1610612744.0,GSW,technical,,,Santos,G. Santos,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
100,PT04M50.00S,2026-02-26T00:54:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642366,12.434296977660972,49.26470588235294,1610612744,17,20,2026-02-26T00:54:56Z,1000000,False,4.0,64.0,1,left,Q. Post 6' driving floating Jump Shot (2 PTS) (P. Spencer 2 AST),"[1642366, 1630311]",1610612744.0,GSW,driving floating,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,2.0,P. Spencer,1630311.0,2.0,,,,,,,,,,,,,,
102,PT04M29.00S,2026-02-26T00:55:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,81.68528252299606,48.529411764705884,1610612763,19,20,2026-02-26T00:55:18Z,1020000,False,-7.0,120.0,1,right,S. Pippen Jr. 11' pullup Jump Shot (5 PTS),[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.99,Made,5.0,,,,,,,,,,,,,,,,,
103,PT04M12.00S,2026-02-26T00:55:28.4Z,1,REGULAR,3pt,Jump Shot,[],1642366,7.703679369250986,3.431372549019608,1610612744,19,23,2026-02-26T00:55:32Z,1030000,False,233.0,20.0,1,left,Q. Post 3PT  (5 PTS) (P. Spencer 3 AST),"[1642366, 1630311]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,23.36,Made,5.0,P. Spencer,1630311.0,3.0,,,,,,,,,,,,,,
105,PT04M00.00S,2026-02-26T00:55:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641707,91.80354796320631,53.67647058823529,1610612763,21,23,2026-02-26T00:55:46Z,1050000,False,18.0,25.0,1,right,T. Hendricks driving Layup (4 PTS) (W. Clayton Jr. 1 AST),"[1641707, 1642383]",1610612763.0,MEM,driving,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,3.06,Made,4.0,W. Clayton Jr.,1642383.0,1.0,,,,,,,,,,,,,,
107,PT04M00.00S,2026-02-26T00:55:45.4Z,1,REGULAR,foul,personal,['1freethrow'],1642502,,,1610612763,21,23,2026-02-26T00:55:53Z,1070000,False,,,0,,M. Leons shooting personal FOUL (1 PF) (Hendricks 1 FT),"[1642502, 1641707]",1610612744.0,GSW,shooting,,,Leons,M. Leons,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,,,,,1.0,0.0,Hendricks,1641707.0,,,,,
109,PT04M00.00S,2026-02-26T00:56:03.8Z,1,REGULAR,freethrow,1 of 1,[],1641707,,,1610612763,22,23,2026-02-26T00:56:03Z,1090000,False,,,0,,T. Hendricks Free Throw 1 of 1 (5 PTS),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
110,PT03M44.00S,2026-02-26T00:56:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630311,17.559132720105126,45.83333333333333,1610612744,22,25,2026-02-26T00:56:27Z,1100000,False,21.0,113.0,1,left,P. Spencer 11' pullup Jump Shot (4 PTS),[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,11.45,Made,4.0,,,,,,,,,,,,,,,,,
111,PT03M26.00S,2026-02-26T00:56:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,90.62089356110381,45.09803921568628,1610612763,24,25,2026-02-26T00:56:45Z,1110000,False,-25.0,36.0,1,right,R. Rupert driving finger roll Layup (2 PTS) (C. Spencer 1 AST),"[1641712, 1642285]",1610612763.0,MEM,driving finger roll,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,4.33,Made,2.0,C. Spencer,1642285.0,1.0,,,,,,,,,,,,,,
113,PT03M15.00S,2026-02-26T00:56:52.6Z,1,REGULAR,3pt,Jump Shot,[],1642366,7.835085413929041,3.431372549019608,1610612744,24,25,2026-02-26T00:56:56Z,1130000,False,233.0,21.0,1,left,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,23.38,Missed,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2026-02-26T00:56:56.6Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612763,24,25,2026-02-26T00:56:56Z,1140000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,
115,PT03M06.00S,2026-02-26T00:57:00.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630590,92.9862023653088,4.901960784313726,1610612763,24,25,2026-02-26T00:57:08Z,1150000,False,-225.0,13.0,1,right,MISS S. Pippen Jr. running 3PT,[1630590],1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Left Corner 3,24+ Left,22.59,Missed,,,,,,,,,,,,,,,,,,
116,PT03M01.00S,2026-02-26T00:57:05.9Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,24,25,2026-02-26T00:57:08Z,1160000,False,,,0,,G. Santos REBOUND (Off:0 Def:2),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Left Corner 3,24+ Left,,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,
117,PT02M50.00S,2026-02-26T00:57:16.3Z,1,REGULAR,3pt,Jump Shot,[],1642954,16.245072273324574,4.411764705882353,1610612744,24,28,2026-02-26T00:57:20Z,1170000,False,228.0,100.0,1,left,W. Richard 24' 3PT  (6 PTS) (G. Santos 2 AST),"[1642954, 1630611]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,24.9,Made,6.0,G. Santos,1630611.0,2.0,,,,,,,,,,,,,,
119,PT02M38.00S,2026-02-26T00:57:28.1Z,1,REGULAR,3pt,Jump Shot,[],1642383,67.36202365308804,41.17647058823529,1610612763,24,28,2026-02-26T00:57:32Z,1190000,False,-44.0,254.0,1,right,MISS W. Clayton Jr. 25' pullup 3PT,[1642383],1610612763.0,MEM,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
120,PT02M34.00S,2026-02-26T00:57:32.1Z,1,REGULAR,rebound,defensive,[],1642502,,,1610612744,24,28,2026-02-26T00:57:32Z,1200000,False,,,0,,M. Leons REBOUND (Off:0 Def:1),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,Above the Break 3,24+ Center,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,
121,PT02M29.00S,2026-02-26T00:57:37.7Z,1,REGULAR,2pt,Layup,[],1630311,10.85742444152431,33.82352941176471,1610612744,24,28,2026-02-26T00:57:57Z,1210000,False,81.0,50.0,1,left,MISS P. Spencer 9' driving finger roll Layup,[1630311],1610612744.0,GSW,driving finger roll,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Right,9.49,Missed,,,,,,,,,,,,,,,,,,
122,PT02M28.00S,2026-02-26T00:57:43.1Z,1,REGULAR,rebound,offensive,[],1642502,,,1610612744,24,28,2026-02-26T00:57:43Z,1220000,False,,,0,,M. Leons REBOUND (Off:1 Def:1),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,Mid-Range,8-16 Right,,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,
124,PT02M28.00S,2026-02-26T00:57:45.0Z,1,REGULAR,foul,personal,[],1642383,,,1610612744,24,28,2026-02-26T00:57:49Z,1240000,False,,,0,,W. Clayton Jr. personal FOUL (1 PF),"[1642383, 1642502]",1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202901.0,,,,,1.0,0.0,Leons,1642502.0,,,,,
126,PT02M28.00S,2026-02-26T00:57:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,24,28,2026-02-26T00:57:54Z,1260000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M28.00S,2026-02-26T01:00:16.5Z,1,REGULAR,substitution,out,[],1630311,,,1610612744,24,28,2026-02-26T01:00:37Z,1270000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M28.00S,2026-02-26T01:00:16.5Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,24,28,2026-02-26T01:00:37Z,1280000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M19.00S,2026-02-26T01:00:59.9Z,1,REGULAR,turnover,lost ball,[],1630611,,,1610612744,24,28,2026-02-26T01:01:03Z,1290000,False,,,0,,G. Santos lost ball TURNOVER (1 TO),"[1630611, 1630590]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Pippen Jr.,1630590.0,,
132,PT02M19.00S,2026-02-26T01:00:59.9Z,1,REGULAR,steal,,[],1630590,,,1610612763,24,28,2026-02-26T01:01:01Z,1300000,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M03.00S,2026-02-26T01:01:15.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642285,85.10183968462549,5.147058823529411,1610612763,24,28,2026-02-26T01:01:19Z,1310000,False,-224.0,88.0,1,right,MISS C. Spencer 24' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Left Corner 3,24+ Left,24.08,Missed,,,,,,,,,,,,,,,,,,
134,PT02M00.00S,2026-02-26T01:01:18.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,24,28,2026-02-26T01:01:19Z,1320000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,,
135,PT01M51.00S,2026-02-26T01:01:27.9Z,1,REGULAR,3pt,Jump Shot,[],1641764,23.73521681997372,12.990196078431374,1610612744,24,28,2026-02-26T01:01:34Z,1330000,False,185.0,171.0,1,left,MISS B. Podziemski 25' step back 3PT,[1641764],1610612744.0,GSW,step back,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
136,PT01M48.00S,2026-02-26T01:01:30.9Z,1,REGULAR,rebound,offensive,[],1642502,,,1610612744,24,28,2026-02-26T01:01:34Z,1340000,False,,,0,,M. Leons REBOUND (Off:2 Def:1),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,Above the Break 3,24+ Right Center,,,,,,,,135.0,3.0,1.0,2.0,,,,,,,,,
137,PT01M47.00S,2026-02-26T01:01:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642502,6.915243101182654,51.470588235294116,1610612744,24,30,2026-02-26T01:52:53Z,1350000,False,-7.0,13.0,1,left,M. Leons putback Layup (2 PTS),[1642502],1610612744.0,GSW,putback,,,Leons,M. Leons,,,,,Restricted Area,0-8 Center,1.45,Made,2.0,,,,,,,,,,,,,,,,,
139,PT01M43.00S,2026-02-26T01:01:36.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642502,,,1610612763,24,30,2026-02-26T01:01:47Z,1370000,False,,,0,,M. Leons shooting personal FOUL (2 PF) (Rupert 2 FT),"[1642502, 1641712]",1610612744.0,GSW,shooting,,,Leons,M. Leons,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,,,,,2.0,0.0,Rupert,1641712.0,,,,,
141,PT01M43.00S,2026-02-26T01:02:08.4Z,1,REGULAR,freethrow,1 of 2,[],1641712,,,1610612763,25,30,2026-02-26T01:02:37Z,1390000,False,,,0,,R. Rupert Free Throw 1 of 2 (3 PTS),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
142,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,out,[],1630590,,,1610612763,25,30,2026-02-26T01:02:23Z,1400000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,out,[],1641707,,,1610612763,25,30,2026-02-26T01:02:23Z,1410000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,out,[],1630611,,,1610612763,25,30,2026-02-26T01:02:23Z,1420000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,out,[],1642366,,,1610612763,25,30,2026-02-26T01:02:23Z,1430000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,out,[],1642502,,,1610612763,25,30,2026-02-26T01:02:23Z,1440000,False,,,0,,SUB out: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,in,[],1641765,,,1610612763,25,30,2026-02-26T01:02:23Z,1450000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,in,[],1642914,,,1610612763,25,30,2026-02-26T01:02:23Z,1460000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,in,[],201143,,,1610612763,25,30,2026-02-26T01:02:23Z,1470000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,in,[],1627780,,,1610612763,25,30,2026-02-26T01:02:23Z,1480000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M43.00S,2026-02-26T01:02:09.3Z,1,REGULAR,substitution,in,[],1630541,,,1610612763,25,30,2026-02-26T01:02:23Z,1490000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M43.00S,2026-02-26T01:02:08.4Z,1,REGULAR,freethrow,2 of 2,[],1641712,,,1610612763,25,30,2026-02-26T01:02:37Z,1500000,False,,,0,,MISS R. Rupert Free Throw 2 of 2,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
153,PT01M41.00S,2026-02-26T01:02:10.4Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,25,30,2026-02-26T01:02:37Z,1510000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,
154,PT01M28.00S,2026-02-26T01:02:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,9.280551905387648,48.03921568627451,1610612744,25,32,2026-02-26T01:02:52Z,1520000,False,10.0,35.0,1,left,B. Podziemski driving finger roll Layup (5 PTS),[1641764],1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,3.61,Made,5.0,,,,,,,,,,,,,,,,,
155,PT01M16.00S,2026-02-26T01:02:58.3Z,1,REGULAR,3pt,Jump Shot,[],1642285,67.36202365308804,65.19607843137256,1610612763,28,32,2026-02-26T01:03:02Z,1530000,False,76.0,254.0,1,right,C. Spencer 26' 3PT  (3 PTS) (J. Small 2 AST),"[1642285, 1642914]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,26.54,Made,3.0,J. Small,1642914.0,2.0,,,,,,,,,,,,,,
157,PT00M51.40S,2026-02-26T01:03:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642954,6.783837056504599,55.392156862745104,1610612744,28,34,2026-02-26T01:03:28Z,1550000,False,-27.0,11.0,1,left,W. Richard cutting finger roll Layup (8 PTS) (B. Podziemski 2 AST),"[1642954, 1641764]",1610612744.0,GSW,cutting finger roll,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,2.93,Made,8.0,B. Podziemski,1641764.0,2.0,,,,,,,,,,,,,,
159,PT00M40.40S,2026-02-26T01:03:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641765,82.9993429697766,48.28431372549019,1610612763,28,34,2026-02-26T01:03:48Z,1570000,False,-9.0,107.0,1,right,MISS O. Prosper 10' pullup Shot,[1641765],1610612763.0,MEM,pullup,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,,
160,PT00M37.10S,2026-02-26T01:03:42.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,28,34,2026-02-26T01:03:48Z,1580000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,
161,PT00M30.50S,2026-02-26T01:03:52.8Z,1,REGULAR,foul,offensive,['inpenalty'],1641764,,,1610612744,28,34,2026-02-26T01:04:01Z,1590000,False,,,0,,B. Podziemski charge offensive FOUL (2 PF),"[1641764, 1642383]",1610612744.0,GSW,charge,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,2.0,0.0,Clayton Jr.,1642383.0,,,,,
163,PT00M30.50S,2026-02-26T01:03:52.8Z,1,REGULAR,turnover,offensive foul,[],1641764,,,1610612744,28,34,2026-02-26T01:03:52Z,1610000,False,,,0,,B. Podziemski offensive foul TURNOVER (2 TO),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,,,,,,,,,2.0,,,,
164,PT00M30.50S,2026-02-26T01:03:59.7Z,1,REGULAR,substitution,out,[],1641712,,,1610612763,28,34,2026-02-26T01:04:02Z,1620000,False,,,0,,SUB out: R. Rupert,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M30.50S,2026-02-26T01:03:59.7Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,28,34,2026-02-26T01:04:02Z,1630000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M30.50S,2026-02-26T01:03:59.7Z,1,REGULAR,substitution,out,[],1641764,,,1610612763,28,34,2026-02-26T01:04:15Z,1640000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M30.50S,2026-02-26T01:03:59.7Z,1,REGULAR,substitution,in,[],1630311,,,1610612763,28,34,2026-02-26T01:04:15Z,1650000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M12.20S,2026-02-26T01:04:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641765,92.06636005256242,42.40196078431372,1610612763,28,34,2026-02-26T01:04:43Z,1660000,False,-38.0,22.0,1,right,MISS O. Prosper driving Layup,[1641765],1610612763.0,MEM,driving,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,,
169,PT00M09.90S,2026-02-26T01:04:39.9Z,1,REGULAR,rebound,defensive,[],1642954,,,1610612744,28,34,2026-02-26T01:04:39Z,1670000,False,,,0,,W. Richard REBOUND (Off:0 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,
170,PT00M04.80S,2026-02-26T01:04:45.0Z,1,REGULAR,3pt,Jump Shot,[],201143,20.18725361366623,7.598039215686274,1610612744,28,34,2026-02-26T02:20:35Z,1680000,False,212.0,137.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
171,PT00M03.10S,2026-02-26T01:04:46.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,28,34,2026-02-26T02:18:59Z,1690000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,170.0,,,,,,,,,,,,
173,PT00M03.10S,2026-02-26T01:04:55.7Z,1,REGULAR,substitution,out,[],1630311,,,1610612763,28,34,2026-02-26T01:05:00Z,1710000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M03.10S,2026-02-26T01:04:55.7Z,1,REGULAR,substitution,in,[],1642502,,,1610612763,28,34,2026-02-26T01:05:00Z,1720000,False,,,0,,SUB in: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M00.50S,2026-02-26T01:05:10.0Z,1,REGULAR,3pt,Jump Shot,[],1641713,52.11892247043364,52.94117647058824,1610612763,31,34,2026-02-26T01:05:27Z,1730000,False,15.0,398.0,1,right,G. Jackson 39' 3PT pullup bank (7 PTS) (C. Spencer 2 AST),"[1641713, 1642285]",1610612763.0,MEM,pullup bank,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,39.79,Made,7.0,C. Spencer,1642285.0,2.0,,,,,,,,,,,,,,
176,PT00M00.00S,2026-02-26T01:05:25.6Z,1,REGULAR,period,end,[],0,,,1610612744,31,34,2026-02-26T01:05:25Z,1740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
