actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
572,PT00M02.70S,2025-10-25T01:49:30.0Z,3,REGULAR,3pt,Jump Shot,[],1642285,74.06373193166885,14.460784313725492,1610612763,76,114,2025-10-25T01:49:35Z,5700000,False,-178.0,191.0,1,right,MISS C. Spencer 26' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
573,PT00M02.70S,2025-10-25T01:49:30.0Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,76,114,2025-10-25T01:49:35Z,5710000,False,,,0,,N. Jović REBOUND (Off:1 Def:2),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,,,,,,,,572.0,3.0,2.0,1.0,,,,,,,,,
574,PT00M00.00S,2025-10-25T01:49:35.3Z,3,REGULAR,period,end,[],0,,,1610612748,76,114,2025-10-25T01:49:35Z,5720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612748,76,114,2025-10-25T01:52:11Z,5730000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,out,['startperiod'],1642377,,,1610612748,76,114,2025-10-25T01:52:11Z,5740000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,out,['startperiod'],1629111,,,1610612748,76,114,2025-10-25T01:52:11Z,5750000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,out,['startperiod'],1628389,,,1610612748,76,114,2025-10-25T01:52:11Z,5760000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,in,['startperiod'],1642907,,,1610612748,76,114,2025-10-25T01:52:11Z,5770000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,in,['startperiod'],1641765,,,1610612748,76,114,2025-10-25T01:52:11Z,5780000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,in,['startperiod'],1641790,,,1610612748,76,114,2025-10-25T01:52:11Z,5790000,False,,,0,,SUB in: P. Hall,[1641790],1610612763.0,MEM,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT12M00.00S,2025-10-25T01:51:24.9Z,4,REGULAR,substitution,in,['startperiod'],1642276,,,1610612748,76,114,2025-10-25T01:52:11Z,5800000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT12M00.00S,2025-10-25T01:52:19.9Z,4,REGULAR,period,start,[],0,,,1610612763,76,114,2025-10-25T01:52:19Z,5810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT11M41.00S,2025-10-25T01:52:38.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1642907,85.49605781865965,55.63725490196079,1610612763,78,114,2025-10-25T01:52:50Z,5820000,False,28.0,84.0,1,right,C. Coward 8' driving floating Jump Shot (6 PTS) (C. Spencer 1 AST),"[1642907, 1642285]",1610612763.0,MEM,driving floating,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,8.84,Made,6.0,C. Spencer,1642285.0,1.0,,,,,,,,,,,,,,
586,PT11M41.00S,2025-10-25T01:52:45.2Z,4,REGULAR,violation,defensive goaltending,[],1642276,,,1610612763,78,114,2025-10-25T01:52:50Z,5840000,False,,,0,,K. Ware defensive goaltending VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,
587,PT11M27.00S,2025-10-25T01:53:00.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630696,9.806176084099869,36.51960784313725,1610612748,78,114,2025-10-25T01:53:08Z,5850000,False,67.0,40.0,1,left,MISS D. Smith 7' driving bank Hook,[1630696],1610612748.0,MIA,driving bank,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
588,PT11M21.00S,2025-10-25T01:53:06.6Z,4,REGULAR,rebound,offensive,[],1642276,,,1610612748,78,114,2025-10-25T01:53:08Z,5860000,False,,,0,,K. Ware REBOUND (Off:5 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,587.0,7.0,2.0,5.0,,,,,,,,,
589,PT11M21.00S,2025-10-25T01:53:06.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,5.590000152587891,50.0,1610612748,78,116,2025-10-25T01:53:06Z,5870000,False,0.0,0.0,1,left,K. Ware tip Layup (17 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,0.0,Made,17.0,,,,,,,,,,,,,,,,,
590,PT11M16.00S,2025-10-25T01:53:15.6Z,4,REGULAR,foul,personal,[],1630696,,,1610612763,78,116,2025-10-25T01:53:27Z,5880000,False,,,0,,D. Smith personal FOUL (2 PF),"[1630696, 1642285]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Left,,,,,,,1830.0,,,,,2.0,0.0,Spencer,1642285.0,,,,,
592,PT11M04.00S,2025-10-25T01:53:48.5Z,4,REGULAR,3pt,Jump Shot,[],1641713,68.80749014454665,80.88235294117648,1610612763,78,116,2025-10-25T01:53:53Z,5900000,False,154.0,241.0,1,right,MISS G. Jackson 28' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,28.6,Missed,,,,,,,,,,,,,,,,,,
593,PT11M00.00S,2025-10-25T01:53:52.5Z,4,REGULAR,rebound,defensive,[],1630696,,,1610612748,78,116,2025-10-25T01:53:53Z,5910000,False,,,0,,D. Smith REBOUND (Off:1 Def:1),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,592.0,2.0,1.0,1.0,,,,,,,,,
594,PT10M58.00S,2025-10-25T01:53:55.7Z,4,REGULAR,turnover,out-of-bounds,[],1630696,,,1610612748,78,116,2025-10-25T01:54:00Z,5920000,False,,,0,,D. Smith bad pass out-of-bounds TURNOVER (1 TO),[1630696],1610612748.0,MIA,bad pass,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,1830.0,,,,,,,,,1.0,,,,
595,PT10M46.00S,2025-10-25T01:54:11.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642907,66.96780551905388,39.21568627450981,1610612763,78,116,2025-10-25T01:54:18Z,5930000,False,-54.0,258.0,1,right,MISS C. Coward 26' step back 3PT,[1642907],1610612763.0,MEM,step back,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,26.36,Missed,,,,,,,,,,,,,,,,,,
596,PT10M40.00S,2025-10-25T01:54:17.5Z,4,REGULAR,rebound,offensive,[],1641765,,,1610612763,78,116,2025-10-25T01:54:18Z,5940000,False,,,0,,O. Prosper REBOUND (Off:1 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Center,,,,,,,,595.0,2.0,1.0,1.0,,,,,,,,,
597,PT10M40.00S,2025-10-25T01:54:18.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1641765,94.40999984741211,50.0,1610612763,78,116,2025-10-25T01:54:21Z,5950000,False,0.0,0.0,1,right,MISS O. Prosper tip Layup,[1641765],1610612763.0,MEM,tip,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
598,PT10M40.00S,2025-10-25T01:54:18.0Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,78,116,2025-10-25T01:54:21Z,5960000,False,,,0,,N. Jović REBOUND (Off:1 Def:3),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,,,,,,597.0,4.0,3.0,1.0,,,,,,,,,
599,PT10M34.00S,2025-10-25T01:54:23.5Z,4,REGULAR,3pt,Jump Shot,[],1630696,5.863994743758213,4.901960784313726,1610612748,78,119,2025-10-25T01:54:31Z,5970000,False,225.0,3.0,1,left,D. Smith 3PT  (8 PTS) (J. Jaquez Jr. 6 AST),"[1630696, 1631170]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Right Corner 3,24+ Right,22.55,Made,8.0,J. Jaquez Jr.,1631170.0,6.0,,,,,,,,,,,,,,
601,PT10M16.00S,2025-10-25T01:54:42.8Z,4,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612763,78,119,2025-10-25T01:54:51Z,5990000,False,,,0,,K. Ware shooting personal FOUL (3 PF) (Jackson 2 FT),"[1642276, 1641713]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,3.0,0.0,Jackson,1641713.0,,,,,
603,PT10M16.00S,2025-10-25T01:55:11.2Z,4,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,79,119,2025-10-25T01:55:30Z,6010000,False,,,0,,G. Jackson Free Throw 1 of 2 (1 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
604,PT10M16.00S,2025-10-25T01:55:11.2Z,4,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,79,119,2025-10-25T01:55:30Z,6020000,False,,,0,,MISS G. Jackson Free Throw 2 of 2,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
605,PT10M14.00S,2025-10-25T01:55:13.2Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,79,119,2025-10-25T01:55:30Z,6030000,False,,,0,,K. Ware REBOUND (Off:5 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,604.0,8.0,3.0,5.0,,,,,,,,,
606,PT10M08.00S,2025-10-25T01:55:36.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,14.4053876478318,55.63725490196079,1610612748,79,121,2025-10-25T01:55:43Z,6040000,False,-28.0,83.0,1,left,J. Jaquez Jr. 8' driving floating Jump Shot (16 PTS),[1631170],1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,16.0,,,,,,,,,,,,,,,,,
607,PT10M08.00S,2025-10-25T01:55:40.3Z,4,REGULAR,foul,personal,['1freethrow'],1642907,,,1610612748,79,121,2025-10-25T01:55:49Z,6050000,False,,,0,,C. Coward shooting personal FOUL (2 PF) (Jaquez Jr. 1 FT),"[1642907, 1631170]",1610612763.0,MEM,shooting,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,,,,,2.0,0.0,Jaquez Jr.,1631170.0,,,,,
609,PT10M08.00S,2025-10-25T01:56:00.9Z,4,REGULAR,freethrow,1 of 1,[],1631170,,,1610612748,79,122,2025-10-25T01:56:00Z,6070000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 1 (17 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
610,PT09M59.00S,2025-10-25T01:56:12.4Z,4,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612763,79,122,2025-10-25T01:56:20Z,6080000,False,,,0,,S. Fontecchio shooting personal FOUL (3 PF) (Coward 2 FT),"[1631323, 1642907]",1610612748.0,MIA,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101283.0,,,,,3.0,0.0,Coward,1642907.0,,,,,
612,PT09M59.00S,2025-10-25T01:56:41.0Z,4,REGULAR,freethrow,1 of 2,[],1642907,,,1610612763,80,122,2025-10-25T01:56:41Z,6100000,False,,,0,,C. Coward Free Throw 1 of 2 (7 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
613,PT09M59.00S,2025-10-25T01:56:54.6Z,4,REGULAR,freethrow,2 of 2,[],1642907,,,1610612763,81,122,2025-10-25T01:56:54Z,6110000,False,,,0,,C. Coward Free Throw 2 of 2 (8 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
614,PT09M44.00S,2025-10-25T01:57:12.6Z,4,REGULAR,turnover,lost ball,[],1631107,,,1610612748,81,122,2025-10-25T01:57:16Z,6120000,False,,,0,,N. Jović lost ball TURNOVER (1 TO),"[1631107, 1641713]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Jackson,1641713.0,,
615,PT09M44.00S,2025-10-25T01:57:12.6Z,4,REGULAR,steal,,[],1641713,,,1610612763,81,122,2025-10-25T01:57:14Z,6130000,False,,,0,,G. Jackson STEAL (1 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
616,PT09M40.00S,2025-10-25T01:57:16.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641713,92.46057818659659,57.35294117647059,1610612763,83,122,2025-10-25T01:57:21Z,6140000,False,37.0,18.0,1,right,G. Jackson running finger roll Layup (3 PTS) (C. Spencer 2 AST),"[1641713, 1642285]",1610612763.0,MEM,running finger roll,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,4.11,Made,3.0,C. Spencer,1642285.0,2.0,,,,,,,,,,,,,,
620,PT09M27.00S,2025-10-25T01:57:29.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,5.590000152587891,50.0,1610612748,83,124,2025-10-25T02:05:31Z,6180000,False,0.0,0.0,1,left,N. Jović Layup (17 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,0.0,Made,17.0,,,,,,,,,,,,,,,,,
621,PT09M23.00S,2025-10-25T01:57:33.4Z,4,REGULAR,3pt,Jump Shot,[],1642907,79.05716162943496,9.068627450980392,1610612763,83,124,2025-10-25T01:57:39Z,6190000,False,-205.0,144.0,1,right,MISS C. Coward 25' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,,
622,PT09M18.00S,2025-10-25T01:57:38.4Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,83,124,2025-10-25T01:57:39Z,6200000,False,,,0,,N. Jović REBOUND (Off:1 Def:4),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,,,,,,,,621.0,5.0,4.0,1.0,,,,,,,,,
623,PT09M14.00S,2025-10-25T01:57:43.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,29.77989487516426,69.11764705882352,1610612748,83,124,2025-10-25T01:57:48Z,6210000,False,-96.0,227.0,1,left,MISS S. Fontecchio 24' running pullup 3PT,[1631323],1610612748.0,MIA,running pullup,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
624,PT09M10.00S,2025-10-25T01:57:47.0Z,4,REGULAR,rebound,defensive,[],1642285,,,1610612763,83,124,2025-10-25T01:57:48Z,6220000,False,,,0,,C. Spencer REBOUND (Off:0 Def:2),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,,,,,,,,623.0,2.0,2.0,0.0,,,,,,,,,
625,PT09M06.00S,2025-10-25T01:57:50.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642285,68.54467805519053,30.88235294117647,1610612763,83,124,2025-10-25T01:57:57Z,6230000,False,-96.0,243.0,1,right,MISS C. Spencer 26' running 3PT,[1642285],1610612763.0,MEM,running,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
626,PT09M01.00S,2025-10-25T01:57:55.2Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,83,124,2025-10-25T02:19:28Z,6240000,False,,,0,,K. Ware REBOUND (Off:5 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,,625.0,9.0,4.0,5.0,,,,,,,,,
627,PT09M00.00S,2025-10-25T01:57:56.8Z,4,REGULAR,turnover,bad pass,[],1631323,,,1610612748,83,124,2025-10-25T01:58:00Z,6250000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1642907]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Coward,1642907.0,,
628,PT09M00.00S,2025-10-25T01:57:56.8Z,4,REGULAR,steal,,[],1642907,,,1610612763,83,124,2025-10-25T01:57:58Z,6260000,False,,,0,,C. Coward STEAL (1 STL),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
629,PT08M58.00S,2025-10-25T01:57:59.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641713,92.32917214191852,54.166666666666664,1610612763,85,124,2025-10-25T01:58:04Z,6270000,False,21.0,20.0,1,right,G. Jackson cutting DUNK (5 PTS) (C. Coward 2 AST),"[1641713, 1642907]",1610612763.0,MEM,cutting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,2.86,Made,5.0,C. Coward,1642907.0,2.0,,,,,,,,,,,,,,
631,PT08M43.00S,2025-10-25T01:58:16.1Z,4,REGULAR,turnover,out-of-bounds,[],1631170,,,1610612748,85,124,2025-10-25T01:58:28Z,6290000,False,,,0,,J. Jaquez Jr. bad pass out-of-bounds TURNOVER (3 TO),[1631170],1610612748.0,MIA,bad pass,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101283.0,,,,,,,,,3.0,,,,
632,PT08M27.00S,2025-10-25T01:58:38.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641713,67.09921156373193,46.81372549019608,1610612763,85,124,2025-10-25T01:58:44Z,6300000,False,-16.0,257.0,1,right,MISS G. Jackson 25' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
633,PT08M26.00S,2025-10-25T01:58:39.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,85,124,2025-10-25T01:58:44Z,6310000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,632.0,,,,,,,,,,,,
634,PT08M26.00S,2025-10-25T01:58:43.2Z,4,REGULAR,foul,personal,[],1641790,,,1610612748,85,124,2025-10-25T01:58:51Z,6320000,False,,,0,,P. Hall loose ball personal FOUL (3 PF),"[1641790, 1642276]",1610612763.0,MEM,loose ball,,,Hall,P. Hall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,,,,,3.0,0.0,Ware,1642276.0,,,,,
636,PT08M10.00S,2025-10-25T01:59:10.9Z,4,REGULAR,3pt,Jump Shot,[],1631107,25.969119579500656,13.970588235294118,1610612748,85,127,2025-10-25T01:59:16Z,6340000,False,180.0,192.0,1,left,N. Jović 26' 3PT  (20 PTS) (D. Smith 5 AST),"[1631107, 1630696]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,26.3,Made,20.0,D. Smith,1630696.0,5.0,,,,,,,,,,,,,,
638,PT07M58.00S,2025-10-25T01:59:22.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,90.09526938239159,54.166666666666664,1610612763,85,127,2025-10-25T01:59:27Z,6360000,False,21.0,41.0,1,right,MISS C. Coward driving finger roll Layup,[1642907],1610612763.0,MEM,driving finger roll,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,,
639,PT07M55.00S,2025-10-25T01:59:25.7Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,85,127,2025-10-25T01:59:27Z,6370000,False,,,0,,N. Jović REBOUND (Off:1 Def:5),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,638.0,6.0,5.0,1.0,,,,,,,,,
640,PT07M53.00S,2025-10-25T01:59:28.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642276,7.30946123521682,48.77450980392157,1610612748,85,129,2025-10-25T01:59:34Z,6380000,False,6.0,16.0,1,left,K. Ware running alley-oop DUNK (19 PTS) (N. Jović 3 AST),"[1642276, 1631107]",1610612748.0,MIA,running alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.73,Made,19.0,N. Jović,1631107.0,3.0,,,,,,,,,,,,,,
642,PT07M38.00S,2025-10-25T01:59:43.2Z,4,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612763,85,129,2025-10-25T02:01:08Z,6400000,False,,,0,,N. Jović shooting personal FOUL (2 PF) (Prosper 2 FT),"[1631107, 1641765]",1610612748.0,MIA,shooting,,,Jović,N. Jović,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1830.0,,,,,2.0,0.0,Prosper,1641765.0,,,,,
644,PT07M38.00S,2025-10-25T02:00:13.4Z,4,REGULAR,freethrow,1 of 2,[],1641765,,,1610612763,86,129,2025-10-25T02:01:17Z,6420000,False,,,0,,O. Prosper Free Throw 1 of 2 (7 PTS),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
645,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,out,[],1642285,,,1610612763,86,129,2025-10-25T02:00:31Z,6430000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,out,[],1641713,,,1610612763,86,129,2025-10-25T02:00:31Z,6440000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,out,[],1631170,,,1610612763,86,129,2025-10-25T02:00:31Z,6450000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,out,[],1642276,,,1610612763,86,129,2025-10-25T02:00:31Z,6460000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,in,[],1629723,,,1610612763,86,129,2025-10-25T02:00:31Z,6470000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,in,[],1642914,,,1610612763,86,129,2025-10-25T02:00:31Z,6480000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,in,[],1642352,,,1610612763,86,129,2025-10-25T02:00:31Z,6490000,False,,,0,,SUB in: K. Johnson,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT07M38.00S,2025-10-25T02:00:14.9Z,4,REGULAR,substitution,in,[],1641796,,,1610612763,86,129,2025-10-25T02:00:31Z,6500000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT07M38.00S,2025-10-25T02:00:13.4Z,4,REGULAR,freethrow,2 of 2,[],1641765,,,1610612763,87,129,2025-10-25T02:01:17Z,6510000,False,,,0,,O. Prosper Free Throw 2 of 2 (8 PTS),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
656,PT07M14.00S,2025-10-25T02:01:03.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630696,9.674770039421814,38.23529411764706,1610612748,87,129,2025-10-25T02:01:12Z,6520000,False,59.0,38.0,1,left,MISS D. Smith 7' driving floating Shot,[1630696],1610612748.0,MIA,driving floating,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
657,PT07M09.00S,2025-10-25T02:01:08.2Z,4,REGULAR,rebound,offensive,[],1630696,,,1610612748,87,129,2025-10-25T02:01:08Z,6530000,False,,,0,,D. Smith REBOUND (Off:2 Def:1),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,656.0,3.0,1.0,2.0,,,,,,,,,
