actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT06M59.00S,2025-12-27T01:19:20.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1626171,89.43823915900131,21.323529411764707,1610612749,10,15,2025-12-27T01:19:28Z,820000,False,-143.0,47.0,1,right,B. Portis 15' running pullup Jump Shot (7 PTS),[1626171],1610612749.0,MIL,running pullup,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,15.08,Made,,,,,,,,,7.0,,,,,,,,,
83,PT06M35.00S,2025-12-27T01:19:43.5Z,1,REGULAR,3pt,Jump Shot,[],1630583,8.804204993429698,95.61121323529412,1610612763,13,15,2025-12-27T01:19:51Z,830000,False,-228.0,30.0,1,left,S. Aldama 3PT  (5 PTS) (J. Wells 1 AST),"[1630583, 1642377]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,23.01,Made,,,,,,,,,5.0,,,J. Wells,1642377.0,1.0,,,,
85,PT06M10.00S,2025-12-27T01:20:08.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,70.38436268068331,21.568627450980394,1610612749,13,15,2025-12-27T01:20:13Z,850000,False,-142.0,226.0,1,right,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
86,PT06M07.00S,2025-12-27T01:20:11.1Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612763,13,15,2025-12-27T01:20:13Z,860000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT06M04.00S,2025-12-27T01:20:14.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642377,26.888961892247043,80.3921568627451,1610612763,13,15,2025-12-27T01:20:19Z,870000,False,-152.0,200.0,1,left,MISS J. Wells 25' running 3PT,[1642377],1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
88,PT06M01.00S,2025-12-27T01:20:17.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,13,15,2025-12-27T01:20:19Z,880000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,,,
89,PT05M53.00S,2025-12-27T01:20:29.2Z,1,REGULAR,foul,personal,[],1642377,,,1610612749,13,15,2025-12-27T01:20:39Z,890000,False,,,0,,J. Wells personal FOUL (1 PF),"[1642377, 1626167]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,,,,,,,,,,1.0,0.0,Turner,1626167.0
91,PT05M53.00S,2025-12-27T01:20:42.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,13,15,2025-12-27T01:20:42Z,910000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M53.00S,2025-12-27T01:22:39.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,13,15,2025-12-27T01:23:25Z,920000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M53.00S,2025-12-27T01:22:39.7Z,1,REGULAR,substitution,out,[],1628398,,,1610612749,13,15,2025-12-27T01:23:25Z,930000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M53.00S,2025-12-27T01:22:39.7Z,1,REGULAR,substitution,in,[],1630579,,,1610612749,13,15,2025-12-27T01:23:25Z,940000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M53.00S,2025-12-27T01:22:39.7Z,1,REGULAR,substitution,in,[],1631157,,,1610612749,13,15,2025-12-27T01:23:25Z,950000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M40.00S,2025-12-27T01:23:49.7Z,1,REGULAR,2pt,Jump Shot,[],1626171,74.32654402102497,73.2843137254902,1610612749,13,15,2025-12-27T01:23:55Z,960000,False,116.0,189.0,1,right,MISS B. Portis 22' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,22.18,Missed,,,,,,,,,,,,,,,,,,
97,PT05M37.00S,2025-12-27T01:23:52.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,13,15,2025-12-27T01:23:55Z,970000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
98,PT05M26.00S,2025-12-27T01:24:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642377,7.5722733245729295,52.69607843137255,1610612763,13,15,2025-12-27T01:24:08Z,980000,False,-13.0,19.0,1,left,MISS J. Wells driving Layup,[1642377],1610612763.0,MEM,driving,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
99,PT05M22.00S,2025-12-27T01:24:07.6Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,13,15,2025-12-27T01:24:08Z,990000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT05M20.00S,2025-12-27T01:24:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,74.98357424441524,12.5,1610612749,13,18,2025-12-27T01:24:13Z,1000000,False,-188.0,183.0,1,right,A. Green 26' 3PT running pullup (6 PTS) (R. Rollins 1 AST),"[1631260, 1631157]",1610612749.0,MIL,running pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,,,,,6.0,,,R. Rollins,1631157.0,1.0,,,,
102,PT05M03.00S,2025-12-27T01:24:25.9Z,1,REGULAR,3pt,Jump Shot,[],1642377,27.94021024967148,20.098039215686274,1610612763,16,18,2025-12-27T01:24:29Z,1020000,False,150.0,210.0,1,left,J. Wells 25' 3PT  (3 PTS) (K. Caldwell-Pope 1 AST),"[1642377, 203484]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.79,Made,,,,,,,,,3.0,,,K. Caldwell-Pope,203484.0,1.0,,,,
104,PT04M52.00S,2025-12-27T01:24:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.51182654402102,55.14705882352941,1610612749,16,20,2025-12-27T01:24:42Z,1040000,False,26.0,8.0,1,right,K. Porter Jr. driving reverse Layup (7 PTS),[1629645],1610612749.0,MIL,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,,,7.0,,,,,,,,,
105,PT04M37.00S,2025-12-27T01:24:51.3Z,1,REGULAR,3pt,Jump Shot,[],1630583,31.09395532194481,35.78431372549019,1610612763,16,20,2025-12-27T01:24:55Z,1050000,False,71.0,240.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
106,PT04M35.00S,2025-12-27T01:24:53.3Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,16,20,2025-12-27T01:24:55Z,1060000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT04M22.00S,2025-12-27T01:25:07.5Z,1,REGULAR,3pt,Jump Shot,[],1631157,92.85479632063075,4.166666666666666,1610612749,16,20,2025-12-27T01:25:11Z,1070000,False,-229.0,15.0,1,right,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
108,PT04M19.00S,2025-12-27T01:25:10.5Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,16,20,2025-12-27T01:25:11Z,1080000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,107.0,2.0,1.0,1.0,,,,,,,,,,,,,,
109,PT04M10.00S,2025-12-27T01:25:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630583,31.882391590013142,28.431372549019606,1610612763,16,20,2025-12-27T01:25:24Z,1090000,False,108.0,247.0,1,left,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,26.97,Missed,,,,,,,,,,,,,,,,,,
110,PT04M08.00S,2025-12-27T01:25:21.1Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,16,20,2025-12-27T01:25:24Z,1100000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,109.0,3.0,3.0,0.0,,,,,,,,,,,,,,
111,PT03M55.00S,2025-12-27T01:25:34.0Z,1,REGULAR,2pt,Jump Shot,[],1626171,76.82325886990802,48.77450980392157,1610612749,16,22,2025-12-27T01:25:39Z,1110000,False,-6.0,165.0,1,right,B. Portis 16' turnaround Jump Shot (9 PTS) (K. Porter Jr. 3 AST),"[1626171, 1629645]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,16.55,Made,,,,,,,,,9.0,,,K. Porter Jr.,1629645.0,3.0,,,,
113,PT03M44.00S,2025-12-27T01:25:45.0Z,1,REGULAR,3pt,Jump Shot,[],203484,30.831143232588698,64.2156862745098,1610612763,19,22,2025-12-27T01:25:49Z,1130000,False,-71.0,237.0,1,left,K. Caldwell-Pope 24' 3PT pullup (3 PTS),[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,24.77,Made,,,,,,,,,3.0,,,,,,,,,
114,PT03M26.00S,2025-12-27T01:26:05.3Z,1,REGULAR,foul,personal,[],1642285,,,1610612749,19,22,2025-12-27T01:26:32Z,1140000,False,,,0,,C. Spencer personal FOUL (1 PF),"[1642285, 1631260]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203591.0,,,,,,,,,,1.0,0.0,Green,1631260.0
116,PT03M26.00S,2025-12-27T01:26:19.6Z,1,REGULAR,substitution,out,[],1642377,,,1610612749,19,22,2025-12-27T01:26:33Z,1160000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M26.00S,2025-12-27T01:26:19.6Z,1,REGULAR,substitution,out,[],1630583,,,1610612749,19,22,2025-12-27T01:26:33Z,1170000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M26.00S,2025-12-27T01:26:19.6Z,1,REGULAR,substitution,out,[],1631260,,,1610612749,19,22,2025-12-27T01:26:33Z,1180000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M26.00S,2025-12-27T01:26:19.6Z,1,REGULAR,substitution,in,[],1628991,,,1610612749,19,22,2025-12-27T01:26:33Z,1190000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M26.00S,2025-12-27T01:26:19.6Z,1,REGULAR,substitution,in,[],1641713,,,1610612749,19,22,2025-12-27T01:26:33Z,1200000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M26.00S,2025-12-27T01:26:19.6Z,1,REGULAR,substitution,in,[],203914,,,1610612749,19,22,2025-12-27T01:26:33Z,1210000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M18.00S,2025-12-27T01:26:40.8Z,1,REGULAR,turnover,out-of-bounds,[],1630579,,,1610612749,19,22,2025-12-27T01:26:46Z,1220000,False,,,0,,J. Sims bad pass out-of-bounds TURNOVER (1 TO),[1630579],1610612749.0,MIL,bad pass,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201638.0,1.0,,,,,,,,,,,,
123,PT03M07.00S,2025-12-27T01:26:57.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,11.514454664914586,37.5,1610612763,21,22,2025-12-27T01:30:32Z,1230000,False,62.0,56.0,1,left,J. Jackson Jr. 8' floating Jump Shot (8 PTS) (K. Caldwell-Pope 2 AST),"[1628991, 203484]",1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.37,Made,,,,,,,,,8.0,,,K. Caldwell-Pope,203484.0,2.0,,,,
125,PT03M07.00S,2025-12-27T01:26:59.7Z,1,REGULAR,foul,personal,['1freethrow'],1631157,,,1610612763,21,22,2025-12-27T01:27:10Z,1250000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1631157, 1628991]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,203591.0,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
127,PT03M07.00S,2025-12-27T01:27:24.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628991,,,1610612763,21,22,2025-12-27T01:27:26Z,1270000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 1,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT03M04.00S,2025-12-27T01:27:27.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,21,22,2025-12-27T01:27:26Z,1280000,False,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,127.0,4.0,2.0,2.0,,,,,,,,,,,,,,
129,PT02M53.00S,2025-12-27T01:27:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,90.75229960578186,43.627450980392155,1610612749,21,22,2025-12-27T01:31:35Z,1290000,False,-32.0,34.0,1,right,MISS R. Rollins driving Layup,[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
130,PT02M51.00S,2025-12-27T01:27:37.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,21,22,2025-12-27T01:50:19Z,1300000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,129.0,5.0,5.0,0.0,,,,,,,,,,,,,,
131,PT02M46.00S,2025-12-27T01:27:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641713,5.469776609724048,48.28431372549019,1610612763,23,22,2025-12-27T01:27:48Z,1310000,False,9.0,-1.0,1,left,G. Jackson running finger roll Layup (2 PTS) (C. Spencer 1 AST),"[1641713, 1642285]",1610612763.0,MEM,running finger roll,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,,,2.0,,,C. Spencer,1642285.0,1.0,,,,
133,PT02M46.00S,2025-12-27T01:27:46.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,23,22,2025-12-27T01:27:46Z,1330000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M46.00S,2025-12-27T01:29:32.4Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,23,22,2025-12-27T01:30:27Z,1340000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M46.00S,2025-12-27T01:29:32.4Z,1,REGULAR,substitution,in,[],1626167,,,1610612749,23,22,2025-12-27T01:30:27Z,1350000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M32.00S,2025-12-27T01:30:55.0Z,1,REGULAR,3pt,Jump Shot,[],203914,87.86136662286465,94.85294117647058,1610612749,23,25,2025-12-27T01:31:00Z,1360000,False,224.0,62.0,1,right,G. Harris 3PT  (3 PTS) (K. Porter Jr. 4 AST),"[203914, 1629645]",1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,23.26,Made,,,,,,,,,3.0,,,K. Porter Jr.,1629645.0,4.0,,,,
138,PT02M18.00S,2025-12-27T01:31:11.9Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612763,23,25,2025-12-27T01:31:20Z,1380000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Jackson 2 FT),"[1626167, 1641713]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,,,,,,,,,2.0,0.0,Jackson,1641713.0
140,PT02M18.00S,2025-12-27T01:31:41.0Z,1,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,23,25,2025-12-27T01:32:16Z,1400000,False,,,0,,MISS G. Jackson Free Throw 1 of 2,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT02M18.00S,2025-12-27T01:31:41.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,23,25,2025-12-27T01:32:16Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,
142,PT02M18.00S,2025-12-27T01:31:41.0Z,1,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,23,25,2025-12-27T01:32:16Z,1420000,False,,,0,,MISS G. Jackson Free Throw 2 of 2,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT02M14.00S,2025-12-27T01:31:45.0Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,23,25,2025-12-27T01:32:16Z,1430000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,142.0,6.0,5.0,1.0,,,,,,,,,,,,,,
144,PT02M05.00S,2025-12-27T01:32:14.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628991,5.995400788436268,67.8921568627451,1610612763,23,25,2025-12-27T01:32:23Z,1440000,False,-89.0,4.0,1,left,MISS J. Jackson Jr. 8' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,8.96,Missed,,,,,,,,,,,,,,,,,,
145,PT02M02.00S,2025-12-27T01:32:17.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,23,25,2025-12-27T02:08:15Z,1450000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT01M48.00S,2025-12-27T01:32:35.2Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612749,23,25,2025-12-27T01:34:32Z,1460000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1629645],1610612749.0,MIL,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201638.0,2.0,,,,,,,,,,,,
147,PT01M33.00S,2025-12-27T01:32:54.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,19.136005256241788,7.598039215686274,1610612763,23,25,2025-12-27T01:32:59Z,1470000,False,212.0,127.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
148,PT01M30.00S,2025-12-27T01:32:57.5Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,23,25,2025-12-27T01:32:59Z,1480000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:4),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,147.0,4.0,4.0,0.0,,,,,,,,,,,,,,
149,PT01M24.00S,2025-12-27T01:33:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631157,90.48948751642575,39.21568627450981,1610612749,23,25,2025-12-27T01:33:12Z,1490000,False,-54.0,37.0,1,right,MISS R. Rollins 6' running Layup - blocked,"[1631157, 203484]",1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,Caldwell-Pope,203484.0,,,,,,,
150,PT01M24.00S,2025-12-27T01:33:03.6Z,1,REGULAR,block,,[],203484,,,1610612749,23,25,2025-12-27T01:33:07Z,1500000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M19.00S,2025-12-27T01:33:08.6Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612749,23,25,2025-12-27T01:33:12Z,1510000,False,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,,,
152,PT01M09.00S,2025-12-27T01:33:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612749,23,25,2025-12-27T01:33:30Z,1520000,False,,,0,,G. Jackson shooting personal FOUL (1 PF) (Turner 2 FT),"[1641713, 1626167]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Turner,1626167.0
154,PT01M09.00S,2025-12-27T01:33:51.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626167,,,1610612749,23,26,2025-12-27T01:33:51Z,1540000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
155,PT01M09.00S,2025-12-27T01:33:52.6Z,1,REGULAR,substitution,out,[],203484,,,1610612749,23,26,2025-12-27T01:34:11Z,1550000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M09.00S,2025-12-27T01:33:52.6Z,1,REGULAR,substitution,out,[],1631132,,,1610612749,23,26,2025-12-27T01:34:11Z,1560000,False,,,0,,SUB out: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M09.00S,2025-12-27T01:33:52.6Z,1,REGULAR,substitution,out,[],1629645,,,1610612749,23,26,2025-12-27T01:34:11Z,1570000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M09.00S,2025-12-27T01:33:52.6Z,1,REGULAR,substitution,in,[],1642907,,,1610612749,23,26,2025-12-27T01:34:11Z,1580000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M09.00S,2025-12-27T01:33:52.6Z,1,REGULAR,substitution,in,[],1630583,,,1610612749,23,26,2025-12-27T01:34:11Z,1590000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M09.00S,2025-12-27T01:33:52.6Z,1,REGULAR,substitution,in,[],1629599,,,1610612749,23,26,2025-12-27T01:34:11Z,1600000,False,,,0,,SUB in: A. Coffey,[1629599],1610612749.0,MIL,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M09.00S,2025-12-27T01:34:15.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626167,,,1610612749,23,27,2025-12-27T01:34:15Z,1610000,False,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
162,PT00M54.40S,2025-12-27T01:34:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.258212877792378,51.225490196078425,1610612763,25,27,2025-12-27T01:34:38Z,1620000,False,-6.0,6.0,1,left,J. Jackson Jr. driving Layup (10 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,10.0,,,,,,,,,
163,PT00M43.60S,2025-12-27T01:34:47.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.44218134034165,33.088235294117645,1610612749,25,30,2025-12-27T01:34:51Z,1630000,False,-85.0,263.0,1,right,M. Turner 27' 3PT  (5 PTS) (R. Rollins 2 AST),"[1626167, 1631157]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.62,Made,,,,,,,,,5.0,,,R. Rollins,1631157.0,2.0,,,,
