actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-02T00:10:36.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-02T00:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-02T00:10:38.8Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2026-04-02T00:10:38Z,40000,False,,,0,,Jump Ball K. Towns vs. O. Prosper: Tip to J. Hart,"[1628404, 1626157, 1641765]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Towns,1626157.0,Prosper,1641765.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-04-02T00:10:49.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.38042049934296,48.03921568627451,1610612752,0,2,2026-04-02T00:10:53Z,70000,False,-10.0,10.0,1,right,O. Anunoby alley-oop DUNK (2 PTS) (J. Alvarado 1 AST),"[1628384, 1630631]",1610612752.0,NYK,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-04-02T00:11:03.8Z,1,REGULAR,2pt,Jump Shot,[],1642907,10.068988173455978,20.098039215686274,1610612763,0,2,2026-04-02T00:11:08Z,90000,False,150.0,42.0,1,left,MISS C. Coward 15' pullup Shot,[1642907],1610612763.0,MEM,pullup,,,Coward,C. Coward,,,,,Mid-Range,8-16 Right,15.53,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2026-04-02T00:11:06.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,2,2026-04-02T00:11:08Z,100000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M15.00S,2026-04-02T00:11:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630631,67.62483574244416,37.99019607843137,1610612752,0,5,2026-04-02T00:11:25Z,110000,False,-60.0,252.0,1,right,J. Alvarado 25' 3PT  (3 PTS) (J. Hart 1 AST),"[1630631, 1628404]",1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,25.88,Made,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
13,PT10M54.00S,2026-04-02T00:11:41.9Z,1,REGULAR,3pt,Jump Shot,[],1641713,31.882391590013142,48.77450980392157,1610612763,3,5,2026-04-02T00:11:47Z,130000,False,6.0,247.0,1,left,G. Jackson 24' 3PT step back (3 PTS) (C. Spencer 1 AST),"[1641713, 1642285]",1610612763.0,MEM,step back,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,24.73,Made,3.0,C. Spencer,1642285.0,1.0,,,,,,,,,,,,,,
15,PT10M31.00S,2026-04-02T00:12:05.7Z,1,REGULAR,foul,personal,['3freethrow'],1642907,,,1610612752,3,5,2026-04-02T00:12:25Z,150000,False,,,0,,C. Coward shooting personal FOUL (1 PF) (Anunoby 3 FT),"[1642907, 1628384]",1610612763.0,MEM,shooting,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,,,,,,,,,201638.0,1.0,0.0,Anunoby,1628384.0,,,,,
17,PT10M31.00S,2026-04-02T00:12:38.5Z,1,REGULAR,freethrow,1 of 3,[],1628384,,,1610612752,3,6,2026-04-02T00:12:38Z,170000,False,,,0,,O. Anunoby Free Throw 1 of 3 (3 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2026-04-02T00:12:58.1Z,1,REGULAR,freethrow,2 of 3,[],1628384,,,1610612752,3,7,2026-04-02T00:12:58Z,180000,False,,,0,,O. Anunoby Free Throw 2 of 3 (4 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2026-04-02T00:13:14.2Z,1,REGULAR,freethrow,3 of 3,[],1628384,,,1610612752,3,8,2026-04-02T00:13:14Z,190000,False,,,0,,O. Anunoby Free Throw 3 of 3 (5 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2026-04-02T00:13:26.8Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612763,3,8,2026-04-02T00:13:35Z,200000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Prosper 2 FT),"[1628384, 1641765]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,1.0,0.0,Prosper,1641765.0,,,,,
22,PT10M21.00S,2026-04-02T00:13:54.8Z,1,REGULAR,freethrow,1 of 2,[],1641765,,,1610612763,4,8,2026-04-02T00:13:54Z,220000,False,,,0,,O. Prosper Free Throw 1 of 2 (1 PTS),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
23,PT10M21.00S,2026-04-02T00:14:13.1Z,1,REGULAR,freethrow,2 of 2,[],1641765,,,1610612763,5,8,2026-04-02T00:14:13Z,230000,False,,,0,,O. Prosper Free Throw 2 of 2 (2 PTS),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2026-04-02T00:14:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.11760840998686,45.09803921568628,1610612752,5,8,2026-04-02T00:14:56Z,240000,False,-25.0,12.0,1,right,MISS J. Hart cutting Layup - blocked,"[1628404, 1641765]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,Prosper,1641765.0,,,
25,PT09M56.00S,2026-04-02T00:14:40.6Z,1,REGULAR,block,,[],1641765,,,1610612752,5,8,2026-04-02T00:14:43Z,250000,False,,,0,,O. Prosper BLOCK (1 BLK),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M53.00S,2026-04-02T00:14:43.6Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,5,8,2026-04-02T00:14:46Z,260000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M51.00S,2026-04-02T00:14:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641765,9.017739816031538,48.77450980392157,1610612763,7,8,2026-04-02T00:14:51Z,270000,False,6.0,32.0,1,left,O. Prosper running Layup (4 PTS) (G. Jackson 1 AST),"[1641765, 1641713]",1610612763.0,MEM,running,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,3.29,Made,4.0,G. Jackson,1641713.0,1.0,,,,,,,,,,,,,,
29,PT09M31.00S,2026-04-02T00:15:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.51182654402102,54.90196078431373,1610612752,7,10,2026-04-02T00:15:10Z,290000,False,25.0,8.0,1,right,M. Bridges cutting Layup (2 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.59,Made,2.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,
31,PT09M15.00S,2026-04-02T00:15:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612763,7,10,2026-04-02T00:15:51Z,310000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Small 2 FT),"[1626157, 1642914]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Small,1642914.0,,,,,
33,PT09M15.00S,2026-04-02T00:15:52.2Z,1,REGULAR,freethrow,1 of 2,[],1642914,,,1610612763,8,10,2026-04-02T00:15:52Z,330000,False,,,0,,J. Small Free Throw 1 of 2 (1 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT09M15.00S,2026-04-02T00:16:06.8Z,1,REGULAR,freethrow,2 of 2,[],1642914,,,1610612763,9,10,2026-04-02T00:16:06Z,340000,False,,,0,,J. Small Free Throw 2 of 2 (2 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
