actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
35,PT09M07.00S,2025-12-31T01:14:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,80.6340341655716,63.48039215686274,1610612755,9,5,2025-12-31T01:14:54Z,350000,False,67.0,130.0,1,right,J. Embiid 14' Jump Shot (2 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,14.6,Made,2.0,,,,,,,,T. Maxey,1630178.0,1.0,,,,,,,
37,PT08M50.00S,2025-12-31T01:15:06.2Z,1,REGULAR,3pt,Jump Shot,[],1628991,28.203022339027594,13.725490196078432,1610612763,12,5,2025-12-31T01:15:09Z,370000,False,181.0,213.0,1,left,J. Jackson Jr. 27' 3PT  (3 PTS) (J. Wells 1 AST),"[1628991, 1642377]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,27.95,Made,3.0,,,,,,,,J. Wells,1642377.0,1.0,,,,,,,
39,PT08M28.00S,2025-12-31T01:15:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,92.19776609724047,54.90196078431373,1610612755,12,7,2025-12-31T01:15:32Z,390000,False,25.0,21.0,1,right,D. Barlow reverse Layup (2 PTS) (J. Embiid 1 AST),"[1631230, 203954]",1610612755.0,PHI,reverse,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,3.21,Made,2.0,,,,,,,,J. Embiid,203954.0,1.0,,,,,,,
41,PT08M15.00S,2025-12-31T01:15:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,19.267411300919843,51.470588235294116,1610612763,14,7,2025-12-31T01:15:44Z,410000,False,-7.0,129.0,1,left,J. Wells 12' Jump Shot (5 PTS) (J. Landale 2 AST),"[1642377, 1629111]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,12.88,Made,5.0,,,,,,,,J. Landale,1629111.0,2.0,,,,,,,
43,PT07M57.00S,2025-12-31T01:15:57.9Z,1,REGULAR,3pt,Jump Shot,[],202331,66.5735873850197,53.18627450980392,1610612755,14,7,2025-12-31T01:16:02Z,430000,False,16.0,262.0,1,right,MISS P. George 26' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
44,PT07M56.00S,2025-12-31T01:15:58.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,14,7,2025-12-31T01:16:02Z,440000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,
45,PT07M51.00S,2025-12-31T01:16:04.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642907,7.046649145860711,3.431372549019608,1610612763,17,7,2025-12-31T01:16:10Z,450000,False,233.0,14.0,1,left,C. Coward 3PT running (5 PTS) (J. Morant 1 AST),"[1642907, 1629630]",1610612763.0,MEM,running,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,23.32,Made,5.0,,,,,,,,J. Morant,1629630.0,1.0,,,,,,,
47,PT07M42.00S,2025-12-31T01:16:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,17,7,2025-12-31T01:16:20Z,470000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M42.00S,2025-12-31T01:16:22.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612755,17,7,2025-12-31T01:19:23Z,480000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M42.00S,2025-12-31T01:16:22.2Z,1,REGULAR,substitution,out,[],1642907,,,1610612755,17,7,2025-12-31T01:19:23Z,490000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M42.00S,2025-12-31T01:16:22.2Z,1,REGULAR,substitution,in,[],1630583,,,1610612755,17,7,2025-12-31T01:19:23Z,500000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M42.00S,2025-12-31T01:16:22.2Z,1,REGULAR,substitution,in,[],1641713,,,1610612755,17,7,2025-12-31T01:19:23Z,510000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2025-12-31T01:20:14.8Z,1,REGULAR,2pt,Jump Shot,[],1630178,92.59198423127464,91.66666666666666,1610612755,17,9,2025-12-31T01:20:21Z,520000,False,208.0,17.0,1,right,T. Maxey 20' Jump Shot (2 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,20.9,Made,2.0,,,,,,,,J. Embiid,203954.0,2.0,,,,,,,
54,PT07M03.00S,2025-12-31T01:20:35.2Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612763,17,9,2025-12-31T01:20:54Z,540000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Morant 2 FT),"[203954, 1629630]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1662.0,1.0,0.0,Morant,1629630.0,,
56,PT07M03.00S,2025-12-31T01:20:55.5Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,17,9,2025-12-31T01:20:55Z,560000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2025-12-31T01:20:55.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,17,9,2025-12-31T01:20:55Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,
58,PT07M03.00S,2025-12-31T01:21:09.0Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,18,9,2025-12-31T01:21:09Z,580000,False,,,0,,J. Morant Free Throw 2 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
59,PT06M43.00S,2025-12-31T01:21:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.38042049934296,50.73529411764706,1610612755,18,11,2025-12-31T01:21:35Z,590000,False,4.0,10.0,1,right,T. Maxey driving finger roll Layup (4 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.04,Made,4.0,,,,,,,,,,,,,,,,,
60,PT06M25.00S,2025-12-31T01:21:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,12.565703022339028,50.0,1610612763,18,11,2025-12-31T01:21:52Z,600000,False,0.0,66.0,1,left,MISS S. Aldama 6' driving floating Shot,[1630583],1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
61,PT06M23.00S,2025-12-31T01:21:50.1Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,18,11,2025-12-31T01:21:52Z,610000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,
62,PT06M14.00S,2025-12-31T01:21:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,82.7365308804205,40.68627450980392,1610612755,18,13,2025-12-31T01:22:03Z,620000,False,-47.0,110.0,1,right,J. Embiid 11' fadeaway Jump Shot (4 PTS) (P. George 1 AST),"[203954, 202331]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,4.0,,,,,,,,P. George,202331.0,1.0,,,,,,,
63,PT06M06.00S,2025-12-31T01:22:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,6.258212877792378,55.63725490196079,1610612763,20,13,2025-12-31T01:22:11Z,630000,False,-28.0,6.0,1,left,J. Morant driving floating bank Jump Shot (7 PTS),[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.89,Made,7.0,,,,,,,,,,,,,,,,,
64,PT05M52.00S,2025-12-31T01:22:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.46057818659659,53.67647058823529,1610612755,20,13,2025-12-31T01:22:26Z,640000,False,18.0,18.0,1,right,MISS J. Embiid Layup - blocked,"[203954, 1630583]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,Aldama,1630583.0
65,PT05M52.00S,2025-12-31T01:22:21.6Z,1,REGULAR,block,,[],1630583,,,1610612755,20,13,2025-12-31T01:22:23Z,650000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT05M48.00S,2025-12-31T01:22:25.6Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,20,13,2025-12-31T01:22:26Z,660000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,
67,PT05M47.00S,2025-12-31T01:22:26.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,92.46057818659659,52.69607843137255,1610612755,20,13,2025-12-31T01:22:31Z,670000,False,13.0,18.0,1,right,MISS D. Barlow Layup - blocked,"[1631230, 1641713]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,Jackson,1641713.0
68,PT05M47.00S,2025-12-31T01:22:26.5Z,1,REGULAR,block,,[],1641713,,,1610612755,20,13,2025-12-31T01:22:28Z,680000,False,,,0,,G. Jackson BLOCK (1 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2025-12-31T01:22:28.5Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,20,13,2025-12-31T01:27:34Z,690000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT05M44.00S,2025-12-31T01:22:27.8Z,1,REGULAR,turnover,bad pass,[],1630583,,,1610612763,20,13,2025-12-31T01:28:04Z,695000,False,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 1631230]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Barlow,1631230.0,,,,,,,,,,
100,PT05M44.00S,2025-12-31T01:22:27.8Z,1,REGULAR,steal,,[],1631230,,,1610612755,20,13,2025-12-31T01:27:55Z,697500,False,,,0,,D. Barlow STEAL (2 STL),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT05M43.00S,2025-12-31T01:22:29.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631230,92.32917214191852,53.431372549019606,1610612755,20,15,2025-12-31T01:28:21Z,700000,False,17.0,20.0,1,right,D. Barlow DUNK (4 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,2.61,Made,4.0,,,,,,,,,,,,,,,,,
71,PT05M37.00S,2025-12-31T01:22:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,6.389618922470433,54.90196078431373,1610612763,20,15,2025-12-31T01:22:40Z,710000,False,-25.0,8.0,1,left,MISS J. Wells turnaround Shot,[1642377],1610612763.0,MEM,turnaround,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,,
72,PT05M35.00S,2025-12-31T01:22:38.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,20,15,2025-12-31T01:22:40Z,720000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT05M33.00S,2025-12-31T01:22:42.1Z,1,REGULAR,foul,offensive,[],203954,,,1610612755,20,15,2025-12-31T01:22:51Z,730000,False,,,0,,J. Embiid offensive FOUL (2 PF),"[203954, 1642377]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1627529.0,2.0,0.0,Wells,1642377.0,,
75,PT05M33.00S,2025-12-31T01:22:42.1Z,1,REGULAR,turnover,offensive foul,[],203954,,,1610612755,20,15,2025-12-31T01:22:42Z,750000,False,,,0,,J. Embiid offensive foul TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,1627529.0,,,,,,
76,PT05M33.00S,2025-12-31T01:22:48.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,20,15,2025-12-31T01:23:10Z,760000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2025-12-31T01:22:48.8Z,1,REGULAR,substitution,out,[],202331,,,1610612763,20,15,2025-12-31T01:23:10Z,770000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2025-12-31T01:22:48.8Z,1,REGULAR,substitution,out,[],203954,,,1610612763,20,15,2025-12-31T01:23:10Z,780000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2025-12-31T01:22:48.8Z,1,REGULAR,substitution,in,[],1642285,,,1610612763,20,15,2025-12-31T01:23:10Z,790000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M33.00S,2025-12-31T01:22:48.8Z,1,REGULAR,substitution,in,[],1629656,,,1610612763,20,15,2025-12-31T01:23:10Z,800000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2025-12-31T01:22:48.8Z,1,REGULAR,substitution,in,[],1641737,,,1610612763,20,15,2025-12-31T01:23:10Z,810000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
