actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-10-26T00:10:47.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-26T00:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2025-10-26T00:10:52.4Z,1,REGULAR,jumpball,recovered,[],1630164,,,1610612754,0,0,2025-10-26T00:10:52Z,40000,False,,,0,,Jump Ball J. Wiseman vs. J. Jackson Jr.: Tip to J. Wiseman,"[1630164, 1630164, 1628991]",1610612754.0,IND,startperiod,J. Wiseman,1630164.0,Wiseman,J. Wiseman,Wiseman,1630164.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-10-26T00:11:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641767,18.084756898817346,35.049019607843135,1610612754,0,2,2025-10-26T00:11:17Z,70000,False,75.0,117.0,1,left,B. Sheppard 13' pullup Jump Shot (2 PTS) (B. Mathurin 1 AST),"[1641767, 1631097]",1610612754.0,IND,pullup,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,13.93,Made,2.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2025-10-26T00:11:29.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,87.72996057818659,45.09803921568628,1610612763,0,2,2025-10-26T00:11:34Z,90000,False,-25.0,63.0,1,right,MISS J. Landale 6' turnaround Hook,[1629111],1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2025-10-26T00:11:31.3Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,0,2,2025-10-26T00:11:34Z,100000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M10.00S,2025-10-26T00:11:35.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,30.17411300919842,29.901960784313726,1610612754,0,2,2025-10-26T00:11:44Z,110000,False,100.0,231.0,1,left,MISS P. Siakam 25' running 3PT,[1627783],1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2025-10-26T00:11:35.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,0,2,2025-10-26T00:11:40Z,120000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,,,,,,,,,,,,,
14,PT10M55.00S,2025-10-26T00:11:57.2Z,1,REGULAR,2pt,Jump Shot,[],203484,74.58935611038108,46.32352941176471,1610612763,0,2,2025-10-26T00:12:02Z,140000,False,-18.0,186.0,1,right,MISS K. Caldwell-Pope 18' pullup Shot,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,18.73,Missed,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2025-10-26T00:12:01.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,2,2025-10-26T00:12:02Z,150000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M45.00S,2025-10-26T00:12:09.4Z,1,REGULAR,foul,offensive,[],1627783,,,1610612754,0,2,2025-10-26T00:12:18Z,160000,False,,,0,,P. Siakam offensive FOUL (1 PF),"[1627783, 203484]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201638.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,
18,PT10M45.00S,2025-10-26T00:12:09.4Z,1,REGULAR,turnover,offensive foul,[],1627783,,,1610612754,0,2,2025-10-26T00:12:09Z,180000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201638.0,,,,,1.0,,,,
19,PT10M29.00S,2025-10-26T00:12:34.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203484,91.80354796320631,37.745098039215684,1610612763,0,2,2025-10-26T00:12:42Z,190000,False,-61.0,25.0,1,right,MISS K. Caldwell-Pope 6' driving floating Shot,[203484],1610612763.0,MEM,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
20,PT10M28.00S,2025-10-26T00:12:35.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,0,2,2025-10-26T00:12:42Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,19.0,,,,,,,,,,,,,
22,PT10M25.00S,2025-10-26T00:12:55.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629630,87.20433639947439,47.05882352941176,1610612763,2,2,2025-10-26T00:13:00Z,220000,False,-15.0,68.0,1,right,J. Morant 6' cutting Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1629630, 203484]",1610612763.0,MEM,cutting,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,6.94,Made,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
24,PT10M13.00S,2025-10-26T00:13:09.4Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612754,2,2,2025-10-26T00:13:23Z,240000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Siakam 2 FT),"[1628991, 1627783]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1629183.0,1.0,0.0,Siakam,1627783.0,,,,,
26,PT10M13.00S,2025-10-26T00:13:38.9Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,2,2,2025-10-26T00:13:38Z,260000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M13.00S,2025-10-26T00:13:38.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,2,2,2025-10-26T00:13:38Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,
28,PT10M13.00S,2025-10-26T00:13:57.2Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,2,3,2025-10-26T00:13:57Z,280000,False,,,0,,P. Siakam Free Throw 2 of 2 (1 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
30,PT09M51.00S,2025-10-26T00:14:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,82.7365308804205,55.63725490196079,1610612763,4,3,2025-10-26T00:14:40Z,300000,False,28.0,110.0,1,right,J. Jackson Jr. 11' driving floating Jump Shot (2 PTS) (K. Caldwell-Pope 2 AST),"[1628991, 203484]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.34,Made,2.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,
31,PT09M34.00S,2025-10-26T00:14:52.6Z,1,REGULAR,2pt,Jump Shot,[],1631097,25.443495400788436,68.62745098039215,1610612754,4,3,2025-10-26T00:14:57Z,310000,False,-93.0,187.0,1,left,MISS B. Mathurin 20' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,20.86,Missed,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2025-10-26T00:14:54.6Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,4,3,2025-10-26T00:14:57Z,320000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
33,PT09M28.00S,2025-10-26T00:14:58.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,71.96123521681997,79.65686274509804,1610612763,4,3,2025-10-26T00:15:04Z,330000,False,148.0,211.0,1,right,MISS J. Jackson Jr. 25' running 3PT,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
34,PT09M24.00S,2025-10-26T00:15:02.9Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,4,3,2025-10-26T00:15:04Z,340000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,
