actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
19,PT10M35.00S,2025-12-07T23:12:01.1Z,1,REGULAR,3pt,Jump Shot,[],1642907,20.844283837056505,89.2156862745098,1610612763,4,3,2025-12-07T23:12:03Z,190000,False,-196.0,143.0,1,left,MISS C. Coward 24' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,24.29,Missed,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2025-12-07T23:12:04.1Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,4,3,2025-12-07T23:12:03Z,200000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,19.0,,,,,1.0,1.0,0.0,,,,,,,,
21,PT10M24.00S,2025-12-07T23:12:14.2Z,1,REGULAR,foul,offensive,[],1642905,,,1610612757,4,3,2025-12-07T23:12:18Z,210000,False,,,0,,Yang offensive FOUL (1 PF),"[1642905, 1642377]",1610612757.0,POR,,,,Hansen,Yang,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Wells,1642377.0,,,
23,PT10M24.00S,2025-12-07T23:12:14.2Z,1,REGULAR,turnover,offensive foul,[],1642905,,,1610612757,4,3,2025-12-07T23:12:14Z,230000,False,,,0,,Yang offensive foul TURNOVER (1 TO),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1627962.0,,,,,1.0,,
24,PT10M08.00S,2025-12-07T23:12:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641744,10.33180026281209,54.65686274509803,1610612763,6,3,2025-12-07T23:12:44Z,240000,False,-23.0,45.0,1,left,Z. Edey driving Layup (4 PTS) (J. Jackson Jr. 2 AST),"[1641744, 1628991]",1610612763.0,MEM,driving,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,5.03,Made,,,,4.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,,,,,
26,PT09M58.00S,2025-12-07T23:12:50.4Z,1,REGULAR,3pt,Jump Shot,[],1642905,67.23061760840999,38.72549019607843,1610612757,6,3,2025-12-07T23:12:53Z,260000,False,-56.0,256.0,1,right,MISS Yang 26' 3PT,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2025-12-07T23:12:51.4Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,6,3,2025-12-07T23:12:53Z,270000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,,,,,26.0,,,,,1.0,1.0,0.0,,,,,,,,
28,PT09M48.00S,2025-12-07T23:13:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,4.944152431011826,50.73529411764706,1610612763,8,3,2025-12-07T23:13:04Z,280000,False,-4.0,-6.0,1,left,Z. Edey Layup (6 PTS) (J. Jackson Jr. 3 AST),"[1641744, 1628991]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.7,Made,,,,6.0,J. Jackson Jr.,1628991.0,3.0,,,,,,,,,,,
30,PT09M35.00S,2025-12-07T23:13:14.2Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,8,3,2025-12-07T23:13:17Z,300000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1642377]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Wells,1642377.0
31,PT09M35.00S,2025-12-07T23:13:14.2Z,1,REGULAR,steal,,[],1642377,,,1610612763,8,3,2025-12-07T23:13:16Z,310000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M24.00S,2025-12-07T23:13:25.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642907,5.863994743758213,49.26470588235294,1610612763,10,3,2025-12-07T23:13:29Z,320000,False,4.0,3.0,1,left,C. Coward driving DUNK (4 PTS) (Z. Edey 1 AST),"[1642907, 1641744]",1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,0.45,Made,,,,4.0,Z. Edey,1641744.0,1.0,,,,,,,,,,,
34,PT09M24.00S,2025-12-07T23:13:29.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,10,3,2025-12-07T23:13:29Z,340000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M06.00S,2025-12-07T23:16:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630166,72.09264126149803,78.43137254901961,1610612757,10,3,2025-12-07T23:16:44Z,350000,False,142.0,210.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
36,PT09M05.00S,2025-12-07T23:16:41.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,10,3,2025-12-07T23:16:44Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,35.0,,,,,,,,,,,,,,,
38,PT08M53.00S,2025-12-07T23:16:57.1Z,1,REGULAR,turnover,bad pass,[],1631246,,,1610612763,10,3,2025-12-07T23:16:59Z,380000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 1630166]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Avdija,1630166.0
39,PT08M53.00S,2025-12-07T23:16:57.1Z,1,REGULAR,steal,,[],1630166,,,1610612757,10,3,2025-12-07T23:16:58Z,390000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
40,PT08M50.00S,2025-12-07T23:17:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,94.1688567674113,51.9607843137255,1610612757,10,5,2025-12-07T23:17:07Z,400000,False,10.0,2.0,1,right,T. Camara running finger roll Layup (5 PTS) (D. Avdija 2 AST),"[1641739, 1630166]",1610612757.0,POR,running finger roll,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.01,Made,,,,5.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,
42,PT08M31.00S,2025-12-07T23:17:19.2Z,1,REGULAR,2pt,Jump Shot,[],1642377,16.376478318002626,29.411764705882355,1610612763,10,5,2025-12-07T23:17:28Z,420000,False,103.0,101.0,1,left,MISS J. Wells 14' turnaround Shot,[1642377],1610612763.0,MEM,turnaround,,,Wells,J. Wells,,,,,Mid-Range,8-16 Right,14.45,Missed,,,,,,,,,,,,,,,,,,
43,PT08M30.00S,2025-12-07T23:17:20.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,10,5,2025-12-07T23:17:28Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Right,,,,,42.0,,,,,,,,,,,,,,,
45,PT08M24.00S,2025-12-07T23:17:40.4Z,1,REGULAR,turnover,bad pass,[],1641744,,,1610612763,10,5,2025-12-07T23:17:46Z,450000,False,,,0,,Z. Edey bad pass TURNOVER (1 TO),"[1641744, 1641739]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Camara,1641739.0
46,PT08M24.00S,2025-12-07T23:17:40.4Z,1,REGULAR,steal,,[],1641739,,,1610612757,10,5,2025-12-07T23:17:43Z,460000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
47,PT08M19.00S,2025-12-07T23:17:45.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,93.77463863337714,49.01960784313725,1610612757,10,7,2025-12-07T23:17:50Z,470000,False,-5.0,6.0,1,right,D. Avdija running DUNK (2 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.77,Made,,,,2.0,T. Camara,1641739.0,1.0,,,,,,,,,,,
49,PT08M11.00S,2025-12-07T23:17:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,5.469776609724048,44.11764705882353,1610612763,12,7,2025-12-08T00:36:11Z,490000,False,29.0,-1.0,1,left,C. Coward driving Layup (6 PTS),[1642907],1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,2.94,Made,,,,6.0,,,,,,,,,,,,,,
50,PT08M11.00S,2025-12-07T23:17:59.7Z,1,REGULAR,foul,personal,['1freethrow'],1642905,,,1610612763,12,7,2025-12-07T23:18:13Z,500000,False,,,0,,Yang shooting personal FOUL (2 PF) (Coward 1 FT),"[1642905, 1642907]",1610612757.0,POR,shooting,,,Hansen,Yang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627524.0,2.0,0.0,Coward,1642907.0,,,
52,PT08M11.00S,2025-12-07T23:18:19.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,12,7,2025-12-07T23:18:43Z,520000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M11.00S,2025-12-07T23:18:19.5Z,1,REGULAR,substitution,out,[],1642905,,,1610612763,12,7,2025-12-07T23:18:43Z,530000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M11.00S,2025-12-07T23:18:19.5Z,1,REGULAR,substitution,out,[],1631321,,,1610612763,12,7,2025-12-07T23:18:43Z,540000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M11.00S,2025-12-07T23:18:19.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,12,7,2025-12-07T23:18:43Z,550000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M11.00S,2025-12-07T23:18:19.5Z,1,REGULAR,substitution,in,[],1641871,,,1610612763,12,7,2025-12-07T23:18:43Z,560000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M11.00S,2025-12-07T23:18:19.5Z,1,REGULAR,substitution,in,[],1631101,,,1610612763,12,7,2025-12-07T23:18:43Z,570000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M11.00S,2025-12-07T23:18:52.1Z,1,REGULAR,freethrow,1 of 1,[],1642907,,,1610612763,12,7,2025-12-07T23:18:52Z,580000,False,,,0,,MISS C. Coward Free Throw 1 of 1,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT08M05.00S,2025-12-07T23:18:57.1Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,12,7,2025-12-07T23:18:57Z,590000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,58.0,,,,,2.0,2.0,0.0,,,,,,,,
60,PT07M58.00S,2025-12-07T23:19:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,81.2910643889619,60.5392156862745,1610612757,12,7,2025-12-07T23:20:01Z,600000,False,53.0,123.0,1,right,MISS J. Grant 13' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,13.42,Missed,,,,,,,,,,,,,,,,,,
61,PT07M55.00S,2025-12-07T23:19:06.9Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,12,7,2025-12-07T23:20:01Z,610000,False,,,0,,Z. Edey REBOUND (Off:0 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,,,60.0,,,,,1.0,1.0,0.0,,,,,,,,
62,PT07M45.00S,2025-12-07T23:19:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,5.601182654402102,54.166666666666664,1610612763,12,7,2025-12-07T23:19:20Z,620000,False,-21.0,0.0,1,left,MISS C. Coward driving Layup,[1642907],1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
63,PT07M41.00S,2025-12-07T23:19:21.2Z,1,REGULAR,rebound,offensive,[],1642907,,,1610612763,12,7,2025-12-07T23:19:20Z,630000,False,,,0,,C. Coward REBOUND (Off:1 Def:1),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,,,62.0,,,,,2.0,1.0,1.0,,,,,,,,
64,PT07M41.00S,2025-12-07T23:19:20.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642907,5.590000152587891,50.0,1610612763,14,7,2025-12-07T23:19:20Z,640000,False,0.0,0.0,1,left,C. Coward tip Layup (8 PTS),[1642907],1610612763.0,MEM,tip,,,Coward,C. Coward,,,,,Mid-Range,8-16 Left,0.0,Made,,,,8.0,,,,,,,,,,,,,,
65,PT07M30.00S,2025-12-07T23:19:31.8Z,1,REGULAR,2pt,Jump Shot,[],1631101,74.85216819973719,34.80392156862745,1610612757,14,7,2025-12-07T23:19:34Z,650000,False,-76.0,184.0,1,right,MISS S. Sharpe 19' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,19.9,Missed,,,,,,,,,,,,,,,,,,
66,PT07M28.00S,2025-12-07T23:19:33.8Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,14,7,2025-12-07T23:19:34Z,660000,False,,,0,,Z. Edey REBOUND (Off:0 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,16-24 Left Center,,,,,65.0,,,,,2.0,2.0,0.0,,,,,,,,
67,PT07M19.00S,2025-12-07T23:19:43.2Z,1,REGULAR,3pt,Jump Shot,[],1642377,27.94021024967148,74.26470588235294,1610612763,14,7,2025-12-07T23:19:49Z,670000,False,-121.0,210.0,1,left,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,24.26,Missed,,,,,,,,,,,,,,,,,,
68,PT07M14.00S,2025-12-07T23:19:48.2Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,14,7,2025-12-07T23:19:49Z,680000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,67.0,,,,,1.0,1.0,0.0,,,,,,,,
70,PT07M14.00S,2025-12-07T23:19:56.2Z,1,REGULAR,foul,personal,[],1642377,,,1610612757,14,7,2025-12-07T23:22:51Z,700000,False,,,0,,J. Wells personal FOUL (1 PF),"[1642377, 1630166]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627524.0,1.0,0.0,Avdija,1630166.0,,,
73,PT07M14.00S,2025-12-07T23:20:04.7Z,1,REGULAR,substitution,out,[],1631246,,,1610612757,14,7,2025-12-07T23:21:41Z,720000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M14.00S,2025-12-07T23:20:04.7Z,1,REGULAR,substitution,out,[],1642907,,,1610612757,14,7,2025-12-07T23:21:41Z,730000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M14.00S,2025-12-07T23:20:04.7Z,1,REGULAR,substitution,in,[],1642285,,,1610612757,14,7,2025-12-07T23:21:41Z,740000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M14.00S,2025-12-07T23:20:04.7Z,1,REGULAR,substitution,in,[],203484,,,1610612757,14,7,2025-12-07T23:21:41Z,750000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT07M14.00S,2025-12-07T23:20:10.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,7,2025-12-07T23:21:41Z,755000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT07M08.00S,2025-12-07T23:23:31.0Z,1,REGULAR,3pt,Jump Shot,[],203924,71.30420499342969,76.7156862745098,1610612757,14,7,2025-12-07T23:23:35Z,770000,False,134.0,217.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
80,PT07M05.00S,2025-12-07T23:23:35.1Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,14,7,2025-12-07T23:23:35Z,780000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,,79.0,,,,,1.0,0.0,1.0,,,,,,,,
81,PT06M55.00S,2025-12-07T23:23:44.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641871,88.78120893561103,47.30392156862745,1610612757,14,7,2025-12-07T23:23:48Z,790000,False,-13.0,53.0,1,right,MISS D. Reath driving Hook,[1641871],1610612757.0,POR,driving,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
82,PT06M53.00S,2025-12-07T23:23:46.4Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,14,7,2025-12-07T23:23:48Z,800000,False,,,0,,Z. Edey REBOUND (Off:0 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,81.0,,,,,3.0,3.0,0.0,,,,,,,,
83,PT06M39.00S,2025-12-07T23:24:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,17.95335085413929,37.00980392156863,1610612763,16,7,2025-12-07T23:24:07Z,810000,False,65.0,116.0,1,left,C. Spencer 13' fadeaway Jump Shot (2 PTS),[1642285],1610612763.0,MEM,fadeaway,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,13.32,Made,,,,2.0,,,,,,,,,,,,,,
84,PT06M27.00S,2025-12-07T23:24:14.9Z,1,REGULAR,foul,personal,['2freethrow'],1641744,,,1610612757,16,7,2025-12-07T23:24:32Z,820000,False,,,0,,Z. Edey shooting personal FOUL (1 PF) (Avdija 2 FT),"[1641744, 1630166]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627519.0,1.0,0.0,Avdija,1630166.0,,,
86,PT06M27.00S,2025-12-07T23:24:39.1Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,16,7,2025-12-07T23:24:39Z,840000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
87,PT06M27.00S,2025-12-07T23:24:39.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,16,7,2025-12-07T23:24:39Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,
88,PT06M27.00S,2025-12-07T23:24:39.7Z,1,REGULAR,substitution,out,[],203924,,,1610612757,16,7,2025-12-07T23:24:49Z,860000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M27.00S,2025-12-07T23:24:39.7Z,1,REGULAR,substitution,in,[],1631126,,,1610612757,16,7,2025-12-07T23:24:49Z,870000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M27.00S,2025-12-07T23:24:56.7Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,16,7,2025-12-07T23:24:56Z,880000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT06M23.00S,2025-12-07T23:24:58.6Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,16,7,2025-12-07T23:24:58Z,890000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,90.0,,,,,3.0,2.0,1.0,,,,,,,,
