actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-31T00:10:18.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-31T00:10:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-31T00:10:21.9Z,1,REGULAR,jumpball,recovered,[],1642942,,,1610612763,0,0,2026-03-31T00:10:21Z,40000,False,,,0,,Jump Ball T. Hendricks vs. O. Ighodaro: Tip to J. Mashack,"[1642942, 1641707, 1642345]",1610612763.0,MEM,startperiod,J. Mashack,1642942.0,Mashack,J. Mashack,Hendricks,1641707.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2026-03-31T00:10:29.7Z,1,REGULAR,3pt,Jump Shot,[],1642285,32.013797634691194,54.41176470588235,1610612763,3,0,2026-03-31T00:10:34Z,70000,False,-22.0,248.0,1,left,C. Spencer 24' 3PT  (3 PTS) (J. Mashack 1 AST),"[1642285, 1642942]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,24.94,Made,3.0,J. Mashack,1642942.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2026-03-31T00:10:48.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,93.64323258869908,49.01960784313725,1610612756,3,2,2026-03-31T00:10:53Z,90000,False,-5.0,7.0,1,right,J. Green cutting DUNK (2 PTS) (D. Booker 1 AST),"[1630224, 1626164]",1610612756.0,PHX,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.88,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
11,PT11M10.00S,2026-03-31T00:11:07.9Z,1,REGULAR,3pt,Jump Shot,[],1641707,3.630091984231275,95.34313725490196,1610612763,3,2,2026-03-31T00:11:11Z,110000,False,-227.0,-18.0,1,left,MISS T. Hendricks 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,22.74,Missed,,,,,,,,,,,,,,,,,,
12,PT11M07.00S,2026-03-31T00:11:10.9Z,1,REGULAR,rebound,offensive,[],1642285,,,1610612763,3,2,2026-03-31T00:11:11Z,120000,False,,,0,,C. Spencer REBOUND (Off:1 Def:0),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Left Corner 3,24+ Left,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT11M05.00S,2026-03-31T00:11:12.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641713,5.075558475689881,50.0,1610612763,5,2,2026-03-31T00:11:17Z,130000,False,0.0,-5.0,1,left,G. Jackson cutting DUNK (2 PTS) (C. Spencer 1 AST),"[1641713, 1642285]",1610612763.0,MEM,cutting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,0.48,Made,2.0,C. Spencer,1642285.0,1.0,,,,,,,,,,,,,,
15,PT10M47.00S,2026-03-31T00:11:31.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,75.3777923784494,60.049019607843135,1610612756,5,4,2026-03-31T00:11:36Z,150000,False,50.0,179.0,1,right,D. Booker 18' pullup Jump Shot (2 PTS) (C. Gillespie 1 AST),"[1626164, 1631221]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,18.58,Made,2.0,C. Gillespie,1631221.0,1.0,,,,,,,,,,,,,,
17,PT10M35.00S,2026-03-31T00:11:45.2Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612763,5,4,2026-03-31T00:11:52Z,170000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Jackson 2 FT),"[1630224, 1641713]",1610612756.0,PHX,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,1.0,0.0,Jackson,1641713.0,,,,,
19,PT10M35.00S,2026-03-31T00:12:13.6Z,1,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,6,4,2026-03-31T00:12:13Z,190000,False,,,0,,G. Jackson Free Throw 1 of 2 (3 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2026-03-31T00:12:33.8Z,1,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,7,4,2026-03-31T00:12:33Z,200000,False,,,0,,G. Jackson Free Throw 2 of 2 (4 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
