actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-04T00:12:19.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-04T00:12:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-04-04T00:12:20.9Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,0,0,2026-04-04T00:12:21Z,40000,False,,,0,,Jump Ball J. Poeltl vs. T. Hendricks: Tip to S. Barnes,"[1630567, 1627751, 1641707]",1610612761.0,TOR,startperiod,S. Barnes,1630567.0,Barnes,S. Barnes,Poeltl,1627751.0,Hendricks,1641707.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-04-04T00:12:35.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,6.389618922470433,46.568627450980394,1610612761,0,2,2026-04-04T00:12:39Z,70000,False,17.0,8.0,1,left,S. Barnes alley-oop DUNK (2 PTS) (J. Poeltl 1 AST),"[1630567, 1627751]",1610612761.0,TOR,alley-oop,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.88,Made,2.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2026-04-04T00:12:49.3Z,1,REGULAR,turnover,lost ball,[],1641713,,,1610612763,0,2,2026-04-04T00:12:52Z,90000,False,,,0,,G. Jackson lost ball TURNOVER (1 TO),"[1641713, 1630567]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,
10,PT11M29.00S,2026-04-04T00:12:49.3Z,1,REGULAR,steal,,[],1630567,,,1610612761,0,2,2026-04-04T00:12:50Z,100000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2026-04-04T00:13:00.2Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612761,0,2,2026-04-04T00:13:05Z,110000,False,,,0,,B. Ingram step out-of-bounds TURNOVER (1 TO),[1627742],1610612761.0,TOR,step,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,1627534.0,,,,,,,,,,
12,PT11M13.00S,2026-04-04T00:13:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641707,71.82982917214193,75.98039215686273,1610612763,0,2,2026-04-04T00:13:21Z,120000,False,130.0,212.0,1,right,MISS T. Hendricks 24' 3PT,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2026-04-04T00:13:20.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,2,2026-04-04T00:13:21Z,130000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,
14,PT10M55.00S,2026-04-04T00:13:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.601182654402102,47.549019607843135,1610612761,0,4,2026-04-04T00:13:39Z,140000,False,12.0,0.0,1,left,J. Poeltl cutting Layup (2 PTS) (B. Ingram 1 AST),"[1627751, 1627742]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.23,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
16,PT10M41.00S,2026-04-04T00:13:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,84.05059132720105,38.72549019607843,1610612763,0,4,2026-04-04T00:13:57Z,160000,False,-56.0,97.0,1,right,MISS G. Jackson 11' turnaround Shot,[1641713],1610612763.0,MEM,turnaround,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,11.26,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2026-04-04T00:13:55.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,4,2026-04-04T00:13:57Z,170000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,16.0,2.0,2.0,0.0,,,,,,
18,PT10M31.00S,2026-04-04T00:13:59.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,6.652431011826544,46.81372549019608,1610612761,0,6,2026-04-04T00:16:16Z,180000,False,16.0,10.0,1,left,R. Barrett running finger roll Layup (2 PTS) (S. Barnes 1 AST),"[1629628, 1630567]",1610612761.0,TOR,running finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.88,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
19,PT10M21.00S,2026-04-04T00:14:11.5Z,1,REGULAR,turnover,out-of-bounds,[],1642907,,,1610612763,0,6,2026-04-04T00:14:17Z,190000,False,,,0,,C. Coward bad pass out-of-bounds TURNOVER (1 TO),[1642907],1610612763.0,MEM,bad pass,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,1627534.0,,,,,,,,,,
20,PT10M13.00S,2026-04-04T00:14:22.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627751,5.075558475689881,47.30392156862745,1610612761,0,8,2026-04-04T00:14:27Z,200000,False,13.0,-5.0,1,left,J. Poeltl cutting DUNK (4 PTS) (B. Ingram 2 AST),"[1627751, 1627742]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.43,Made,4.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,
22,PT10M13.00S,2026-04-04T00:14:26.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,0,8,2026-04-04T00:14:26Z,220000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M56.00S,2026-04-04T00:17:35.0Z,1,REGULAR,3pt,Jump Shot,[],1642907,73.27529566360053,17.15686274509804,1610612763,0,8,2026-04-04T00:17:38Z,230000,False,-164.0,199.0,1,right,MISS C. Coward 25' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
24,PT09M53.00S,2026-04-04T00:17:38.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,0,8,2026-04-04T00:17:38Z,240000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
