actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
589,PT11M00.00S,2026-01-22T03:00:33.7Z,4,REGULAR,block,,[],1629630,,,1610612737,97,94,2026-01-22T03:00:35Z,5810000,False,,,0,,J. Morant BLOCK (2 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
590,PT10M56.00S,2026-01-22T03:00:37.7Z,4,REGULAR,rebound,defensive,[],1641713,,,1610612763,97,94,2026-01-22T03:00:38Z,5820000,False,,,0,,G. Jackson REBOUND (Off:0 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,588.0,2.0,2.0,0.0,,,,,,,,,,,,,,
591,PT10M49.00S,2026-01-22T03:00:43.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,93.77463863337714,55.392156862745104,1610612763,97,94,2026-01-22T03:00:47Z,5830000,False,27.0,6.0,1,right,MISS C. Coward driving Layup,[1642907],1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
592,PT10M47.00S,2026-01-22T03:00:45.6Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,97,94,2026-01-22T03:00:47Z,5840000,False,,,0,,J. Johnson REBOUND (Off:1 Def:10),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,591.0,11.0,10.0,1.0,,,,,,,,,,,,,,
593,PT10M39.00S,2026-01-22T03:00:53.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,7.046649145860711,51.225490196078425,1610612737,97,94,2026-01-22T03:00:57Z,5850000,False,-6.0,14.0,1,left,MISS L. Kennard driving Layup - blocked,"[1628379, 1641713]",1610612737.0,ATL,driving,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,Jackson,1641713.0,,,,,,,
594,PT10M39.00S,2026-01-22T03:00:53.5Z,4,REGULAR,block,,[],1641713,,,1610612737,97,94,2026-01-22T03:07:51Z,5860000,False,,,0,,G. Jackson BLOCK (2 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
595,PT10M37.00S,2026-01-22T03:00:55.5Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,97,94,2026-01-22T03:00:57Z,5870000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,593.0,5.0,5.0,0.0,,,,,,,,,,,,,,
596,PT10M29.00S,2026-01-22T03:01:03.9Z,4,REGULAR,turnover,lost ball,[],1628991,,,1610612763,97,94,2026-01-22T03:01:07Z,5880000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (4 TO),"[1628991, 1631132]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,4.0,Koloko,1631132.0,,,,,,,,,,
597,PT10M29.00S,2026-01-22T03:01:03.9Z,4,REGULAR,steal,,[],1631132,,,1610612737,97,94,2026-01-22T03:02:09Z,5890000,False,,,0,,C. Koloko STEAL (1 STL),[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
598,PT10M25.00S,2026-01-22T03:01:08.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630249,14.273981603153747,94.85294117647058,1610612737,97,97,2026-01-22T03:01:14Z,5900000,False,-224.0,82.0,1,left,V. Krejčí 3PT running (5 PTS) (D. Daniels 6 AST),"[1630249, 1630700]",1610612737.0,ATL,running,,,Krejčí,V. Krejčí,,,,,Left Corner 3,24+ Left,23.87,Made,,,,,5.0,,,,,,,D. Daniels,1630700.0,6.0,,,,
600,PT10M09.00S,2026-01-22T03:01:25.6Z,4,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612763,97,97,2026-01-22T03:01:51Z,5920000,False,,,0,,C. Koloko shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1631132, 1628991]",1610612737.0,ATL,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,,,2.0,0.0,Jackson Jr.,1628991.0
602,PT10M09.00S,2026-01-22T03:02:10.0Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,98,97,2026-01-22T03:02:10Z,5940000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (15 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
603,PT10M09.00S,2026-01-22T03:02:28.3Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,99,97,2026-01-22T03:02:28Z,5950000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (16 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
604,PT10M00.00S,2026-01-22T03:02:43.7Z,4,REGULAR,foul,personal,[],1629630,,,1610612737,99,97,2026-01-22T03:02:54Z,5960000,False,,,0,,J. Morant personal FOUL (3 PF),"[1629630, 1628379]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627524.0,,,,,,3.0,1.0,Kennard,1628379.0
606,PT09M45.00S,2026-01-22T03:03:19.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,99,97,2026-01-22T03:03:29Z,5980000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,203591.0,,,,,,,,,
607,PT09M28.00S,2026-01-22T03:03:46.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,93.77463863337714,48.28431372549019,1610612763,99,97,2026-01-22T03:03:50Z,5990000,False,-9.0,6.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
608,PT09M26.00S,2026-01-22T03:03:48.6Z,4,REGULAR,rebound,defensive,[],1631132,,,1610612737,99,97,2026-01-22T03:03:50Z,6000000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,607.0,1.0,1.0,0.0,,,,,,,,,,,,,,
609,PT09M19.00S,2026-01-22T03:03:56.3Z,4,REGULAR,foul,personal,['3freethrow'],1629630,,,1610612737,99,97,2026-01-22T03:04:22Z,6010000,False,,,0,,J. Morant shooting personal FOUL (4 PF) (Krejčí 3 FT),"[1629630, 1630249]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627524.0,,,,,,4.0,1.0,Krejčí,1630249.0
611,PT09M19.00S,2026-01-22T03:04:23.7Z,4,REGULAR,freethrow,1 of 3,[],1630249,,,1610612737,99,97,2026-01-22T03:04:23Z,6030000,False,,,0,,MISS V. Krejčí Free Throw 1 of 3,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
612,PT09M19.00S,2026-01-22T03:04:23.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,99,97,2026-01-22T03:04:23Z,6040000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,611.0,,,,,,,,,,,,,,,,,
613,PT09M19.00S,2026-01-22T03:04:38.8Z,4,REGULAR,freethrow,2 of 3,[],1630249,,,1610612737,99,98,2026-01-22T03:04:38Z,6050000,False,,,0,,V. Krejčí Free Throw 2 of 3 (6 PTS),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
614,PT09M19.00S,2026-01-22T03:04:40.1Z,4,REGULAR,substitution,out,[],1629630,,,1610612737,99,98,2026-01-22T03:04:44Z,6060000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT09M19.00S,2026-01-22T03:04:40.1Z,4,REGULAR,substitution,in,[],1631246,,,1610612737,99,98,2026-01-22T03:04:44Z,6070000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT09M19.00S,2026-01-22T03:04:53.9Z,4,REGULAR,freethrow,3 of 3,[],1630249,,,1610612737,99,99,2026-01-22T03:04:53Z,6080000,False,,,0,,V. Krejčí Free Throw 3 of 3 (7 PTS),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
618,PT09M05.00S,2026-01-22T03:05:14.7Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,99,99,2026-01-22T03:05:39Z,6100000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT09M05.00S,2026-01-22T03:05:14.7Z,4,REGULAR,substitution,out,[],1642907,,,1610612763,99,99,2026-01-22T03:05:39Z,6110000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT09M05.00S,2026-01-22T03:05:14.7Z,4,REGULAR,substitution,out,[],1629723,,,1610612763,99,99,2026-01-22T03:05:39Z,6120000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT09M05.00S,2026-01-22T03:05:14.7Z,4,REGULAR,substitution,in,[],1642285,,,1610612763,99,99,2026-01-22T03:05:39Z,6130000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT09M05.00S,2026-01-22T03:05:14.7Z,4,REGULAR,substitution,in,[],1629111,,,1610612763,99,99,2026-01-22T03:05:39Z,6140000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT09M05.00S,2026-01-22T03:05:14.7Z,4,REGULAR,substitution,in,[],203484,,,1610612763,99,99,2026-01-22T03:05:39Z,6150000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT09M05.00S,2026-01-22T03:05:48.3Z,4,REGULAR,foul,personal,['1freethrow'],1630249,,,1610612763,99,99,2026-01-22T03:06:03Z,6160000,False,,,0,,V. Krejčí away-from-play personal FOUL (2 PF) (Williams Jr. 1 FT),"[1630249, 1631246]",1610612737.0,ATL,away-from-play,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203591.0,,,,,,2.0,0.0,Williams Jr.,1631246.0
626,PT09M05.00S,2026-01-22T03:06:14.4Z,4,REGULAR,freethrow,1 of 1,[],1642285,,,1610612763,100,99,2026-01-22T03:06:14Z,6180000,False,,,0,,C. Spencer away-from-play Free Throw 1 of 1 (10 PTS),[1642285],1610612763.0,MEM,away-from-play,,,Spencer,C. Spencer,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
627,PT08M51.00S,2026-01-22T03:06:42.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,93.9060446780552,41.17647058823529,1610612763,100,99,2026-01-22T03:06:46Z,6190000,False,-44.0,5.0,1,right,MISS J. Landale turnaround Hook,[1629111],1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,,,,,,,,,,,,,,
628,PT08M48.00S,2026-01-22T03:06:45.0Z,4,REGULAR,rebound,defensive,[],1630249,,,1610612737,100,99,2026-01-22T03:06:46Z,6200000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,627.0,2.0,1.0,1.0,,,,,,,,,,,,,,
629,PT08M47.00S,2026-01-22T03:06:46.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630552,4.812746386333772,47.794117647058826,1610612737,100,101,2026-01-22T03:06:51Z,6210000,False,11.0,-7.0,1,left,J. Johnson running DUNK (24 PTS) (D. Daniels 7 AST),"[1630552, 1630700]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,24.0,,,,,,,D. Daniels,1630700.0,7.0,,,,
630,PT08M47.00S,2026-01-22T03:06:50.0Z,4,REGULAR,foul,personal,['1freethrow'],1641713,,,1610612737,100,101,2026-01-22T03:06:58Z,6220000,False,,,0,,G. Jackson shooting personal FOUL (3 PF) (Johnson 1 FT),"[1641713, 1630552]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,,,3.0,0.0,Johnson,1630552.0
632,PT08M47.00S,2026-01-22T03:07:00.7Z,4,REGULAR,foul,technical,['1freethrow'],1630249,,,1610612737,100,101,2026-01-22T03:08:10Z,6240000,False,,,0,,V. Krejčí technical FOUL (1 Tech),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,1627524.0,,,,,,2.0,1.0,,
633,PT08M47.00S,2026-01-22T03:07:21.5Z,4,REGULAR,freethrow,1 of 1,[],1642285,,,1610612737,101,101,2026-01-22T03:08:10Z,6250000,False,,,0,,C. Spencer technical Free Throw 1 of 1 (11 PTS),[1642285],1610612763.0,MEM,technical,,,Spencer,C. Spencer,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
634,PT08M47.00S,2026-01-22T03:07:45.8Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1630552,,,1610612737,101,102,2026-01-22T03:07:45Z,6260000,False,,,0,,J. Johnson Free Throw 1 of 1 (25 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
635,PT08M26.00S,2026-01-22T03:08:07.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,82.34231274638634,50.0,1610612763,101,102,2026-01-22T03:08:12Z,6270000,False,0.0,113.0,1,right,MISS J. Landale 11' Jump Shot - blocked,"[1629111, 1631132]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,11.35,Missed,,,,,,,,,,Koloko,1631132.0,,,,,,,
636,PT08M26.00S,2026-01-22T03:08:07.8Z,4,REGULAR,block,,[],1631132,,,1610612763,101,102,2026-01-22T03:08:10Z,6280000,False,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
637,PT08M23.00S,2026-01-22T03:08:10.8Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,101,102,2026-01-22T03:08:12Z,6290000,False,,,0,,J. Johnson REBOUND (Off:1 Def:11),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,635.0,12.0,11.0,1.0,,,,,,,,,,,,,,
638,PT08M14.00S,2026-01-22T03:08:20.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,15.588042049934298,36.51960784313725,1610612737,101,102,2026-01-22T03:08:27Z,6300000,False,67.0,94.0,1,left,MISS J. Johnson 11' floating Shot,[1630552],1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,11.57,Missed,,,,,,,,,,,,,,,,,,
639,PT08M12.00S,2026-01-22T03:08:22.3Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612763,101,102,2026-01-22T03:08:27Z,6310000,False,,,0,,J. Landale REBOUND (Off:5 Def:5),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Right,,,638.0,10.0,5.0,5.0,,,,,,,,,,,,,,
640,PT08M06.00S,2026-01-22T03:08:28.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,93.51182654402102,44.6078431372549,1610612763,103,102,2026-01-22T03:08:33Z,6320000,False,-27.0,8.0,1,right,K. Caldwell-Pope running finger roll Layup (9 PTS) (C. Spencer 3 AST),"[203484, 1642285]",1610612763.0,MEM,running finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,9.0,,,,,,,C. Spencer,1642285.0,3.0,,,,
642,PT07M54.00S,2026-01-22T03:08:42.4Z,4,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612737,103,102,2026-01-22T03:08:46Z,6340000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612737.0,ATL,bad pass,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,,,1627524.0,,,,,,,,,
643,PT07M54.00S,2026-01-22T03:08:45.6Z,4,REGULAR,substitution,out,[],1630700,,,1610612763,103,102,2026-01-22T03:08:54Z,6350000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT07M54.00S,2026-01-22T03:08:45.6Z,4,REGULAR,substitution,in,[],1629638,,,1610612763,103,102,2026-01-22T03:08:54Z,6360000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT07M38.00S,2026-01-22T03:09:17.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631246,66.04796320630749,47.549019607843135,1610612763,103,102,2026-01-22T03:09:22Z,6370000,False,-12.0,267.0,1,right,MISS V. Williams Jr. 26' pullup 3PT,[1631246],1610612763.0,MEM,pullup,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
646,PT07M35.00S,2026-01-22T03:09:20.4Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,103,102,2026-01-22T03:09:22Z,6380000,False,,,0,,J. Johnson REBOUND (Off:1 Def:12),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,645.0,13.0,12.0,1.0,,,,,,,,,,,,,,
647,PT07M25.00S,2026-01-22T03:09:30.5Z,4,REGULAR,3pt,Jump Shot,[],1630552,32.013797634691194,48.28431372549019,1610612737,103,105,2026-01-22T03:09:33Z,6390000,False,9.0,248.0,1,left,J. Johnson 24' 3PT  (28 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,24.85,Made,,,,,28.0,,,,,,,,,,,,,
648,PT07M07.00S,2026-01-22T03:09:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,93.38042049934296,46.81372549019608,1610612763,105,105,2026-01-22T03:09:53Z,6400000,False,-16.0,10.0,1,right,J. Landale cutting Layup (7 PTS) (C. Spencer 4 AST),"[1629111, 1642285]",1610612763.0,MEM,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,7.0,,,,,,,C. Spencer,1642285.0,4.0,,,,
650,PT06M55.00S,2026-01-22T03:09:59.9Z,4,REGULAR,3pt,Jump Shot,[],1631132,30.305519053876477,66.91176470588235,1610612737,105,108,2026-01-22T03:10:03Z,6420000,False,-85.0,232.0,1,left,C. Koloko 24' 3PT  (5 PTS) (N. Alexander-Walker 4 AST),"[1631132, 1629638]",1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,24.73,Made,,,,,5.0,,,,,,,N. Alexander-Walker,1629638.0,4.0,,,,
652,PT06M41.00S,2026-01-22T03:10:17.3Z,4,REGULAR,foul,personal,[],1628379,,,1610612763,105,108,2026-01-22T03:10:24Z,6440000,False,,,0,,L. Kennard personal FOUL (3 PF),"[1628379, 203484]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,,,,,,3.0,0.0,Caldwell-Pope,203484.0
654,PT06M41.00S,2026-01-22T03:10:25.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,105,108,2026-01-22T03:10:25Z,6460000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT06M41.00S,2026-01-22T03:13:01.8Z,4,REGULAR,substitution,out,[],1630249,,,1610612763,105,108,2026-01-22T03:13:10Z,6470000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT06M41.00S,2026-01-22T03:13:01.8Z,4,REGULAR,substitution,out,[],1631132,,,1610612763,105,108,2026-01-22T03:13:10Z,6480000,False,,,0,,SUB out: C. Koloko,[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT06M41.00S,2026-01-22T03:13:01.8Z,4,REGULAR,substitution,in,[],203468,,,1610612763,105,108,2026-01-22T03:13:10Z,6490000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT06M41.00S,2026-01-22T03:13:01.8Z,4,REGULAR,substitution,in,[],1630168,,,1610612763,105,108,2026-01-22T03:13:10Z,6500000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT06M32.00S,2026-01-22T03:13:20.9Z,4,REGULAR,3pt,Jump Shot,[],1642285,68.67608409986859,32.59803921568628,1610612763,105,108,2026-01-22T03:13:28Z,6510000,False,-87.0,242.0,1,right,MISS C. Spencer 25' pullup 3PT,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
660,PT06M25.00S,2026-01-22T03:13:27.9Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612763,105,108,2026-01-22T03:14:19Z,6520000,False,,,0,,J. Landale REBOUND (Off:6 Def:5),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,659.0,11.0,5.0,6.0,,,,,,,,,,,,,,
661,PT06M25.00S,2026-01-22T03:13:27.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629111,94.40999984741211,50.0,1610612763,107,108,2026-01-22T03:14:22Z,6530000,False,0.0,0.0,1,right,J. Landale tip Layup (9 PTS),[1629111],1610612763.0,MEM,tip,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,9.0,,,,,,,,,,,,,
662,PT06M17.00S,2026-01-22T03:13:42.4Z,4,REGULAR,foul,personal,[],1642285,,,1610612737,107,108,2026-01-22T03:13:49Z,6540000,False,,,0,,C. Spencer personal FOUL (1 PF),"[1642285, 1629638]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627524.0,,,,,,1.0,0.0,Alexander-Walker,1629638.0
664,PT06M17.00S,2026-01-22T03:13:49.1Z,4,REGULAR,substitution,out,[],1631246,,,1610612737,107,108,2026-01-22T03:14:00Z,6560000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT06M17.00S,2026-01-22T03:13:49.1Z,4,REGULAR,substitution,out,[],1641713,,,1610612737,107,108,2026-01-22T03:14:00Z,6570000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT06M17.00S,2026-01-22T03:13:49.1Z,4,REGULAR,substitution,in,[],1628991,,,1610612737,107,108,2026-01-22T03:14:00Z,6580000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT06M17.00S,2026-01-22T03:13:49.1Z,4,REGULAR,substitution,in,[],1629630,,,1610612737,107,108,2026-01-22T03:14:00Z,6590000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT06M13.00S,2026-01-22T03:14:07.4Z,4,REGULAR,turnover,out-of-bounds,[],1630168,,,1610612737,107,108,2026-01-22T03:14:13Z,6600000,False,,,0,,O. Okongwu bad pass out-of-bounds TURNOVER (5 TO),[1630168],1610612737.0,ATL,bad pass,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,,,,,,,,5.0,,,203591.0,,,,,,,,,
669,PT06M00.00S,2026-01-22T03:14:23.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,87.20433639947439,58.08823529411765,1610612763,107,108,2026-01-22T03:14:28Z,6610000,False,40.0,68.0,1,right,MISS J. Jackson Jr. 7' driving floating Shot - blocked,"[1628991, 1630168]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.89,Missed,,,,,,,,,,Okongwu,1630168.0,,,,,,,
676,PT06M00.00S,2026-01-22T03:14:23.0Z,4,REGULAR,block,,[],1630168,,,1610612763,107,108,2026-01-22T03:15:24Z,6615000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
670,PT05M56.00S,2026-01-22T03:14:27.0Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,107,108,2026-01-22T03:14:28Z,6620000,False,,,0,,J. Johnson REBOUND (Off:1 Def:13),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,669.0,14.0,13.0,1.0,,,,,,,,,,,,,,
