actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-17T00:42:12.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-17T00:42:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-17T00:42:14.7Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2023-11-17T00:42:14Z,40000,False,,,0,,Jump Ball N. Claxton vs. B. Adebayo: Tip to S. Dinwiddie,"[203915, 1629651, 1628389]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2023-11-17T00:42:24.4Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612751,0,0,2023-11-17T00:42:31Z,70000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612751.0,BKN,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,1155.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2023-11-17T00:42:51.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,79.58278580814718,38.970588235294116,1610612748,0,0,2023-11-17T00:42:56Z,80000,False,-55.0,139.0,1,right,MISS B. Adebayo 14' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,,,14.99,Missed,,,,,,,,,,,,,,,,
9,PT11M26.00S,2023-11-17T00:42:55.1Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,0,0,2023-11-17T00:42:56Z,90000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Center,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M05.00S,2023-11-17T00:43:16.8Z,1,REGULAR,2pt,Jump Shot,[],1627827,5.995400788436268,32.1078431372549,1610612751,0,0,2023-11-17T00:43:25Z,100000,False,89.0,4.0,1,left,MISS D. Finney-Smith 8' floating Shot - blocked,"[1627827, 202710]",1610612751.0,BKN,floating,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Right,,,8.96,Missed,,,,,Butler,202710.0,,,,,,,,,,
11,PT11M05.00S,2023-11-17T00:43:16.8Z,1,REGULAR,block,,[],202710,,,1610612751,0,0,2023-11-17T00:43:22Z,110000,False,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2023-11-17T00:43:16.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,0,0,2023-11-17T00:45:35Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Right,,,,,10.0,,,,,,,,,,,,,,,
26,PT11M05.00S,2023-11-17T00:43:28.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,0,0,2023-11-17T00:45:16Z,130000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Right,203591.0,,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2023-11-17T00:43:41.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202710,80.50262812089356,6.372549019607843,1610612748,0,0,2023-11-17T00:45:16Z,140000,False,-218.0,131.0,1,right,MISS J. Butler 25' step back 3PT,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,25.43,Missed,,,,,,,,,,,,,,,,
15,PT10M49.00S,2023-11-17T00:43:44.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,0,0,2023-11-17T00:43:49Z,150000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M39.00S,2023-11-17T00:43:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,14.273981603153747,50.98039215686274,1610612751,0,0,2023-11-17T00:44:24Z,160000,False,-5.0,82.0,1,left,MISS C. Johnson 8' Jump Shot,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,8.18,Missed,,,,,,,,,,,,,,,,
17,PT10M36.00S,2023-11-17T00:43:58.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2023-11-17T00:43:58Z,170000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT10M33.00S,2023-11-17T00:44:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",200768,93.24901445466492,48.28431372549019,1610612748,0,0,2023-11-17T00:47:04Z,180000,False,-9.0,11.0,1,right,MISS K. Lowry running Layup,[200768],1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,1.4,Missed,,,,,,,,,,,,,,,,
19,PT10M29.00S,2023-11-17T00:44:05.7Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2023-11-17T00:44:28Z,190000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,
20,PT10M19.00S,2023-11-17T00:44:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.652431011826544,50.49019607843137,1610612751,0,2,2023-11-17T00:44:31Z,200000,False,-2.0,10.0,1,left,M. Bridges Layup (2 PTS) (D. Finney-Smith 1 AST),"[1628969, 1627827]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,1.03,Made,,,,,,,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,
22,PT10M08.00S,2023-11-17T00:44:25.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,71.69842312746385,83.82352941176471,1610612748,0,2,2023-11-17T00:44:34Z,220000,False,169.0,214.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,27.24,Missed,,,,,,,,,,,,,,,,
23,PT10M08.00S,2023-11-17T00:44:25.6Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,0,2,2023-11-17T00:44:34Z,230000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,
24,PT09M56.00S,2023-11-17T00:44:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612748,0,2,2023-11-17T00:44:58Z,240000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Butler 2 FT),"[1629661, 202710]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Right,1627529.0,,,,,,,,,,,,,,1.0,0.0,Butler,202710.0,,
27,PT09M56.00S,2023-11-17T00:45:21.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,1,2,2023-11-17T00:45:21Z,260000,False,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
28,PT09M56.00S,2023-11-17T00:45:36.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,2,2,2023-11-17T00:45:36Z,270000,False,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
29,PT09M41.00S,2023-11-17T00:45:57.2Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612751,2,2,2023-11-17T00:46:05Z,280000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1629312, 203915]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,203591.0,,,,,,,,,,,,,,1.0,0.0,Dinwiddie,203915.0,,
31,PT09M41.00S,2023-11-17T00:46:18.7Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,2,2,2023-11-17T00:46:18Z,300000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
32,PT09M41.00S,2023-11-17T00:46:18.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,2,2,2023-11-17T00:46:18Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,
33,PT09M41.00S,2023-11-17T00:46:31.4Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,2,3,2023-11-17T00:46:31Z,320000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (1 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
