actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M56.00S,2023-11-01T23:44:28.1Z,1,REGULAR,turnover,traveling,[],1626220,,,1610612751,2,2,2023-11-01T23:44:43Z,180000,False,,,0,,R. O'Neale traveling TURNOVER (1 TO),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627962.0,1.0,,,,,,,,
19,PT10M41.00S,2023-11-01T23:44:55.3Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,2,2,2023-11-01T23:45:00Z,190000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1626220]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,
20,PT10M41.00S,2023-11-01T23:44:55.3Z,1,REGULAR,steal,,[],1626220,,,1610612751,2,2,2023-11-01T23:44:57Z,200000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
21,PT10M34.00S,2023-11-01T23:45:03.9Z,1,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612751,2,2,2023-11-01T23:45:46Z,210000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (1 PF) (Thomas 2 FT),"[1631170, 1630560]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627962.0,,,,1.0,0.0,Thomas,1630560.0,,
23,PT10M34.00S,2023-11-01T23:45:34.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630560,,,1610612751,2,2,2023-11-01T23:45:34Z,230000,False,,,0,,MISS C. Thomas Free Throw 1 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M34.00S,2023-11-01T23:45:34.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,2,2,2023-11-01T23:45:34Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
25,PT10M34.00S,2023-11-01T23:45:48.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630560,,,1610612751,2,3,2023-11-01T23:45:48Z,250000,False,,,0,,C. Thomas Free Throw 2 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
26,PT10M12.00S,2023-11-01T23:46:12.5Z,1,REGULAR,3pt,Jump Shot,[],1631170,94.43166885676742,95.83333333333334,1610612748,2,3,2023-11-01T23:46:18Z,260000,False,229.0,0.0,1,right,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
27,PT10M07.00S,2023-11-01T23:46:17.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,2,3,2023-11-01T23:46:18Z,270000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M49.00S,2023-11-01T23:46:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,31.488173455978973,60.78431372549019,1610612751,2,3,2023-11-01T23:46:40Z,280000,False,-54.0,243.0,1,left,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,24.94,Missed,,,,,,,,,,,,,,,,,,
29,PT09M45.00S,2023-11-01T23:46:38.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,2,3,2023-11-01T23:46:40Z,290000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M31.00S,2023-11-01T23:46:53.3Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,2,3,2023-11-01T23:46:58Z,300000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1626220]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,
31,PT09M31.00S,2023-11-01T23:46:53.3Z,1,REGULAR,steal,,[],1626220,,,1610612751,2,3,2023-11-01T23:46:55Z,310000,False,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2023-11-01T23:46:57.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,5.995400788436268,45.34313725490196,1610612751,2,5,2023-11-01T23:47:04Z,320000,False,23.0,4.0,1,left,M. Bridges running Layup (2 PTS) (R. O'Neale 1 AST),"[1628969, 1626220]",1610612751.0,BKN,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,2.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,
34,PT09M13.00S,2023-11-01T23:47:10.2Z,1,REGULAR,3pt,Jump Shot,[],1631170,68.15045992115637,33.82352941176471,1610612748,2,5,2023-11-01T23:47:16Z,340000,False,-81.0,247.0,1,right,MISS J. Jaquez Jr. 25' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
35,PT09M09.00S,2023-11-01T23:47:14.6Z,1,REGULAR,rebound,offensive,[],1631170,,,1610612748,2,5,2023-11-01T23:47:14Z,350000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:0),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,
36,PT09M08.00S,2023-11-01T23:47:16.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,67.7562417871222,57.107843137254896,1610612748,5,5,2023-11-01T23:47:22Z,360000,False,36.0,251.0,1,right,T. Herro 25' 3PT pullup (3 PTS) (J. Jaquez Jr. 1 AST),"[1629639, 1631170]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.31,Made,,,,,3.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,
38,PT08M46.00S,2023-11-01T23:47:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,6.521024967148489,54.41176470588235,1610612751,5,5,2023-11-01T23:47:46Z,380000,False,-22.0,9.0,1,left,MISS C. Thomas driving Layup - blocked,"[1630560, 1631170]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,Jaquez Jr.,1631170.0
39,PT08M46.00S,2023-11-01T23:47:37.4Z,1,REGULAR,block,,[],1631170,,,1610612751,5,5,2023-11-01T23:47:40Z,390000,False,,,0,,J. Jaquez Jr. BLOCK (1 BLK),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M43.00S,2023-11-01T23:47:40.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,5,5,2023-11-01T23:47:46Z,400000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M31.00S,2023-11-01T23:47:53.1Z,1,REGULAR,3pt,Jump Shot,[],1631170,94.56307490144546,3.6764705882352944,1610612748,5,5,2023-11-01T23:48:00Z,410000,False,-232.0,-1.0,1,right,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
42,PT08M28.00S,2023-11-01T23:47:56.1Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,5,5,2023-11-01T23:51:11Z,420000,False,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,41.0,3.0,2.0,1.0,,,,,,,,,,,,,,
43,PT08M24.00S,2023-11-01T23:48:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,93.11760840998686,51.470588235294116,1610612748,7,5,2023-11-01T23:48:08Z,430000,False,7.0,12.0,1,right,J. Butler Layup (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,2.0,,,,,,,,,,,,,
44,PT08M11.00S,2023-11-01T23:48:12.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,19.793035479632064,91.66666666666666,1610612751,7,5,2023-11-01T23:48:22Z,440000,False,-208.0,134.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
45,PT08M08.00S,2023-11-01T23:48:15.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,7,5,2023-11-01T23:48:22Z,450000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT08M02.00S,2023-11-01T23:48:23.8Z,1,REGULAR,foul,personal,[],1627827,,,1610612748,7,5,2023-11-01T23:48:46Z,460000,False,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1628389]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627539.0,,,,1.0,0.0,Adebayo,1628389.0,,
48,PT07M54.00S,2023-11-01T23:48:48.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.11760840998686,49.26470588235294,1610612748,9,5,2023-11-01T23:48:54Z,480000,False,-4.0,12.0,1,right,B. Adebayo cutting DUNK (4 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,
50,PT07M35.00S,2023-11-01T23:49:08.3Z,1,REGULAR,turnover,bad pass,[],1627732,,,1610612751,9,5,2023-11-01T23:49:18Z,500000,False,,,0,,B. Simmons bad pass TURNOVER (1 TO),"[1627732, 1631170]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,,,,,
51,PT07M35.00S,2023-11-01T23:49:08.3Z,1,REGULAR,steal,,[],1631170,,,1610612748,9,5,2023-11-01T23:49:12Z,510000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M31.00S,2023-11-01T23:49:15.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,92.19776609724047,50.245098039215684,1610612748,9,5,2023-11-01T23:49:48Z,520000,False,1.0,21.0,1,right,MISS J. Jaquez Jr. floating Shot,[1631170],1610612748.0,MIA,floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
53,PT07M29.00S,2023-11-01T23:49:17.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,9,5,2023-11-01T23:49:48Z,530000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,,
54,PT07M29.00S,2023-11-01T23:49:18.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628389,94.40999984741211,50.0,1610612748,11,5,2023-11-01T23:49:42Z,540000,False,0.0,0.0,1,right,B. Adebayo tip DUNK (6 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
55,PT07M29.00S,2023-11-01T23:49:29.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,11,5,2023-11-01T23:49:29Z,550000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M12.00S,2023-11-01T23:52:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,28.465834428383708,74.75490196078431,1610612751,11,5,2023-11-01T23:53:22Z,560000,False,-124.0,215.0,1,left,MISS M. Bridges 24' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
57,PT07M09.00S,2023-11-01T23:52:37.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,11,5,2023-11-01T23:52:39Z,570000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,56.0,4.0,3.0,1.0,,,,,,,,,,,,,,
58,PT07M04.00S,2023-11-01T23:52:44.8Z,1,REGULAR,foul,personal,[],1627732,,,1610612748,11,5,2023-11-01T23:52:55Z,580000,False,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 1628389]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,,,1.0,0.0,Adebayo,1628389.0,,
60,PT06M51.00S,2023-11-01T23:53:25.0Z,1,REGULAR,2pt,Jump Shot,[],1629639,85.3646517739816,30.637254901960787,1610612748,11,5,2023-11-01T23:53:30Z,600000,False,-97.0,85.0,1,right,MISS T. Herro 12' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,12.89,Missed,,,,,,,,,,,,,,,,,,
61,PT06M49.00S,2023-11-01T23:53:27.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,11,5,2023-11-01T23:53:30Z,610000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT06M43.00S,2023-11-01T23:53:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.1268068331143235,44.36274509803921,1610612751,11,5,2023-11-01T23:53:47Z,620000,False,28.0,5.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628969, 1628389]",1610612751.0,BKN,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,Adebayo,1628389.0
83,PT06M43.00S,2023-11-01T23:53:40.2Z,1,REGULAR,block,,[],1628389,,,1610612751,11,5,2023-11-01T23:55:46Z,625000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2023-11-01T23:53:40.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,11,5,2023-11-01T23:55:46Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,62.0,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2023-11-01T23:53:45.6Z,1,REGULAR,substitution,out,[],1626220,,,1610612751,11,5,2023-11-01T23:53:49Z,650000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M43.00S,2023-11-01T23:53:45.6Z,1,REGULAR,substitution,in,[],1629022,,,1610612751,11,5,2023-11-01T23:53:49Z,660000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M40.00S,2023-11-01T23:53:58.6Z,1,REGULAR,turnover,lost ball,[],1627827,,,1610612751,11,5,2023-11-01T23:54:03Z,670000,False,,,0,,D. Finney-Smith lost ball TURNOVER (1 TO),"[1627827, 1631170]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,,,,,
68,PT06M40.00S,2023-11-01T23:53:58.6Z,1,REGULAR,steal,,[],1631170,,,1610612748,11,5,2023-11-01T23:54:00Z,680000,False,,,0,,J. Jaquez Jr. STEAL (2 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
69,PT06M34.00S,2023-11-01T23:54:03.5Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,11,5,2023-11-01T23:54:32Z,690000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1630560]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,Thomas,1630560.0,,,,,,
70,PT06M34.00S,2023-11-01T23:54:03.5Z,1,REGULAR,steal,,[],1630560,,,1610612751,11,5,2023-11-01T23:54:05Z,700000,False,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
71,PT06M29.00S,2023-11-01T23:54:08.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628969,7.178055190538765,3.9215686274509802,1610612751,11,8,2023-11-01T23:54:18Z,710000,False,230.0,15.0,1,left,M. Bridges 3PT  (5 PTS) (B. Simmons 1 AST),"[1628969, 1627732]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.09,Made,,,,,5.0,B. Simmons,1627732.0,1.0,,,,,,,,,,
73,PT06M13.00S,2023-11-01T23:54:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.9862023653088,46.07843137254902,1610612748,13,8,2023-11-01T23:54:39Z,730000,False,-20.0,13.0,1,right,J. Butler driving Layup (4 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,4.0,,,,,,,,,,,,,
74,PT06M13.00S,2023-11-01T23:54:31.0Z,1,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612748,13,8,2023-11-01T23:54:40Z,740000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Butler 1 FT),"[1628969, 202710]",1610612751.0,BKN,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627539.0,,,,1.0,0.0,Butler,202710.0,,
76,PT06M13.00S,2023-11-01T23:54:41.8Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,13,8,2023-11-01T23:55:20Z,760000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M13.00S,2023-11-01T23:54:41.8Z,1,REGULAR,substitution,in,[],1626196,,,1610612748,13,8,2023-11-01T23:55:20Z,770000,False,,,0,,SUB in: J. Richardson,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M13.00S,2023-11-01T23:55:01.8Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,14,8,2023-11-01T23:55:01Z,780000,False,,,0,,J. Butler Free Throw 1 of 1 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
79,PT05M59.00S,2023-11-01T23:55:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,14.668199737187912,51.9607843137255,1610612751,14,8,2023-11-01T23:55:22Z,790000,False,-10.0,85.0,1,left,MISS C. Thomas 8' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,,,,,,,,,,,,,,
80,PT05M57.00S,2023-11-01T23:55:20.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,14,8,2023-11-01T23:55:22Z,800000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,79.0,5.0,4.0,1.0,,,,,,,,,,,,,,
82,PT05M46.00S,2023-11-01T23:55:46.1Z,1,REGULAR,turnover,lost ball,[],1631170,,,1610612748,14,8,2023-11-01T23:55:51Z,820000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (1 TO),"[1631170, 1630560]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Thomas,1630560.0,,,,,,
