actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT04M26.00S,2024-04-10T23:58:11.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,72.7496714848883,83.33333333333334,1610612742,18,20,2024-04-10T23:59:57Z,860000,False,167.0,204.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
88,PT04M23.00S,2024-04-10T23:58:14.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,18,20,2024-04-10T23:58:33Z,870000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
89,PT04M18.00S,2024-04-10T23:58:19.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629639,17.296320630749015,46.32352941176471,1610612748,18,20,2024-04-11T00:00:21Z,880000,False,18.0,110.0,1,left,MISS T. Herro 11' running pullup Shot,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,11.16,Missed,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2024-04-10T23:58:20.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,18,20,2024-04-10T23:58:38Z,890000,False,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,89.0,4.0,3.0,1.0,,,,,,,,,,,,,,
91,PT04M04.00S,2024-04-10T23:58:37.0Z,1,REGULAR,foul,personal,[],1631107,,,1610612742,18,20,2024-04-10T23:58:41Z,900000,False,,,0,,N. Jovic personal FOUL (1 PF),"[1631107, 1628467]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,16-24 Left Center,,,,,,,1627961.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,
93,PT03M51.00S,2024-04-10T23:59:05.8Z,1,REGULAR,2pt,Jump Shot,[],203957,71.96123521681997,42.15686274509804,1610612742,18,20,2024-04-11T00:01:18Z,920000,False,-39.0,211.0,1,right,MISS D. Exum 21' pullup Shot,[203957],1610612742.0,DAL,pullup,,,Exum,D. Exum,,,,,Mid-Range,16-24 Center,21.47,Missed,,,,,,,,,,,,,,,,,,
94,PT03M48.00S,2024-04-10T23:59:08.8Z,1,REGULAR,rebound,offensive,[],203501,,,1610612742,18,20,2024-04-10T23:59:11Z,930000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:0),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,,,
95,PT03M47.00S,2024-04-10T23:59:09.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,69.20170827858082,24.509803921568626,1610612742,18,20,2024-04-10T23:59:17Z,940000,False,-127.0,237.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
96,PT03M47.00S,2024-04-10T23:59:09.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,18,20,2024-04-10T23:59:17Z,950000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,95.0,,,,,,,,,,,,,,,,,
97,PT03M46.00S,2024-04-10T23:59:17.8Z,1,REGULAR,foul,personal,[],1629029,,,1610612748,18,20,2024-04-10T23:59:32Z,960000,False,,,0,,L. Doncic loose ball personal FOUL (3 PF),"[1629029, 1628389]",1610612742.0,DAL,loose ball,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,
99,PT03M46.00S,2024-04-10T23:59:25.5Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,18,20,2024-04-10T23:59:42Z,980000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M46.00S,2024-04-10T23:59:25.5Z,1,REGULAR,substitution,out,[],1629029,,,1610612748,18,20,2024-04-10T23:59:42Z,990000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M46.00S,2024-04-10T23:59:25.5Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,18,20,2024-04-10T23:59:42Z,1000000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M46.00S,2024-04-10T23:59:25.5Z,1,REGULAR,substitution,in,[],202681,,,1610612748,18,20,2024-04-10T23:59:42Z,1010000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M27.00S,2024-04-11T00:00:01.4Z,1,REGULAR,3pt,Jump Shot,[],1631170,7.440867279894875,3.6764705882352944,1610612748,21,20,2024-04-11T00:00:07Z,1020000,False,232.0,17.0,1,left,J. Jaquez Jr. 3PT  (3 PTS) (N. Jovic 1 AST),"[1631170, 1631107]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,23.23,Made,,,,,,,,,,3.0,,N. Jovic,1631107.0,1.0,,,,
105,PT03M04.00S,2024-04-11T00:00:23.7Z,1,REGULAR,3pt,Jump Shot,[],203957,93.38042049934296,4.411764705882353,1610612742,21,23,2024-04-11T00:02:45Z,1040000,False,-228.0,10.0,1,right,D. Exum 3PT bank (3 PTS) (T. Hardaway Jr. 1 AST),"[203957, 203501]",1610612742.0,DAL,bank,,,Exum,D. Exum,,,,,Left Corner 3,24+ Left,22.81,Made,,,,,,,,,,3.0,,T. Hardaway Jr.,203501.0,1.0,,,,
107,PT02M53.00S,2024-04-11T00:00:36.9Z,1,REGULAR,2pt,Jump Shot,[],1628389,9.280551905387648,69.6078431372549,1610612748,21,23,2024-04-11T00:02:18Z,1060000,False,-98.0,35.0,1,left,MISS B. Adebayo 10' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,10.4,Missed,,,,,,,,,,,,,,,,,,
108,PT02M50.00S,2024-04-11T00:00:39.9Z,1,REGULAR,rebound,defensive,[],203957,,,1610612742,21,23,2024-04-11T00:02:18Z,1070000,False,,,0,,D. Exum REBOUND (Off:0 Def:1),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Mid-Range,8-16 Left,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
109,PT02M44.00S,2024-04-11T00:00:43.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,70.12155059132719,20.588235294117645,1610612742,21,26,2024-04-11T00:04:43Z,1080000,False,-147.0,228.0,1,right,K. Irving 27' 3PT running pullup (3 PTS) (D. Exum 1 AST),"[202681, 203957]",1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,27.17,Made,,,,,,,,,,3.0,,D. Exum,203957.0,1.0,,,,
111,PT02M43.00S,2024-04-11T00:00:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,26,2024-04-11T00:00:50Z,1100000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M43.00S,2024-04-11T00:03:35.9Z,1,REGULAR,substitution,out,[],1631107,,,1610612748,21,26,2024-04-11T00:04:03Z,1110000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M43.00S,2024-04-11T00:03:35.9Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,21,26,2024-04-11T00:04:03Z,1120000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M43.00S,2024-04-11T00:03:35.9Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,21,26,2024-04-11T00:04:03Z,1130000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M43.00S,2024-04-11T00:03:35.9Z,1,REGULAR,substitution,in,[],201988,,,1610612748,21,26,2024-04-11T00:04:03Z,1140000,False,,,0,,SUB in: P. Mills,[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M43.00S,2024-04-11T00:03:35.9Z,1,REGULAR,substitution,in,[],202710,,,1610612748,21,26,2024-04-11T00:04:03Z,1150000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M43.00S,2024-04-11T00:03:35.9Z,1,REGULAR,substitution,in,[],201567,,,1610612748,21,26,2024-04-11T00:04:03Z,1160000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M23.00S,2024-04-11T00:04:37.8Z,1,REGULAR,2pt,Jump Shot,[],202710,9.411957950065702,18.872549019607842,1610612748,21,26,2024-04-11T00:05:52Z,1170000,False,156.0,36.0,1,left,MISS J. Butler 15' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,15.97,Missed,,,,,,,,,,,,,,,,,,
122,PT02M20.00S,2024-04-11T00:04:40.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,21,26,2024-04-11T00:06:35Z,1180000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Right,,,118.0,,,,,,,,,,,,,,,,,
119,PT02M20.00S,2024-04-11T00:05:47.9Z,1,REGULAR,jumpball,recovered,[],203501,,,1610612742,21,26,2024-04-11T00:06:28Z,1190000,False,,,0,,Jump Ball K. Irving vs. J. Jaquez Jr.: Tip to T. Hardaway Jr.,"[203501, 202681, 1631170]",1610612742.0,DAL,heldball,T. Hardaway Jr.,203501.0,Hardaway Jr.,T. Hardaway Jr.,Irving,202681.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,,,,,,,,,,,
123,PT01M59.00S,2024-04-11T00:06:04.8Z,1,REGULAR,3pt,Jump Shot,[],202681,66.96780551905388,75.49019607843137,1610612742,21,26,2024-04-11T00:06:10Z,1220000,False,127.0,258.0,1,right,MISS K. Irving 28' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,28.78,Missed,,,,,,,,,,,,,,,,,,
124,PT01M57.00S,2024-04-11T00:06:06.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,21,26,2024-04-11T00:06:10Z,1230000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT01M44.00S,2024-04-11T00:06:26.2Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,21,26,2024-04-11T00:06:41Z,1240000,False,,,0,,J. Butler lost ball out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,,1.0,,,,,,,
127,PT01M44.00S,2024-04-11T00:06:30.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,21,26,2024-04-11T00:06:33Z,1260000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M44.00S,2024-04-11T00:06:30.0Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,21,26,2024-04-11T00:07:20Z,1265000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M31.00S,2024-04-11T00:06:56.0Z,1,REGULAR,turnover,bad pass,[],203501,,,1610612742,21,26,2024-04-11T00:07:06Z,1270000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 202710]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,,,,,,Butler,202710.0
129,PT01M31.00S,2024-04-11T00:06:56.0Z,1,REGULAR,steal,,[],202710,,,1610612748,21,26,2024-04-11T00:08:16Z,1280000,False,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
130,PT01M23.00S,2024-04-11T00:07:06.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201988,28.12089356110381,21.59160539215686,1610612748,24,26,2024-04-11T00:10:40Z,1290000,False,142.0,212.0,1,left,P. Mills 25' 3PT  (3 PTS) (J. Butler 3 AST),"[201988, 202710]",1610612748.0,MIA,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,25.5,Made,,,,,,,,,,3.0,,J. Butler,202710.0,3.0,,,,
133,PT00M59.80S,2024-04-11T00:07:27.6Z,1,REGULAR,2pt,Jump Shot,[],202681,84.83902759526939,28.431372549019606,1610612742,24,28,2024-04-11T00:10:59Z,1310000,False,-108.0,90.0,1,right,K. Irving 14' step back Jump Shot (5 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,14.04,Made,,,,,,,,,,5.0,,,,,,,,
135,PT00M50.10S,2024-04-11T00:07:52.3Z,1,REGULAR,turnover,out-of-bounds,[],1631170,,,1610612748,24,28,2024-04-11T00:11:17Z,1330000,False,,,0,,J. Jaquez Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631170],1610612748.0,MIA,bad pass,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Right,,,,,,,2003.0,,,,,,1.0,,,,,,,
136,PT00M36.80S,2024-04-11T00:08:01.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,68.54467805519053,65.68627450980392,1610612742,24,31,2024-04-11T00:08:05Z,1340000,False,78.0,243.0,1,right,K. Irving 25' 3PT  (8 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,25.55,Made,,,,,,,,,,8.0,,,,,,,,
137,PT00M19.90S,2024-04-11T00:08:21.9Z,1,REGULAR,3pt,Jump Shot,[],201988,4.812746386333772,95.83333333333334,1610612748,24,31,2024-04-11T00:08:27Z,1350000,False,-229.0,-7.0,1,left,MISS P. Mills 3PT,[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
138,PT00M16.80S,2024-04-11T00:08:24.9Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,24,31,2024-04-11T00:08:25Z,1360000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT00M00.00S,2024-04-11T00:08:42.4Z,1,REGULAR,2pt,Jump Shot,[],202681,87.20433639947439,29.411764705882355,1610612742,24,33,2024-04-11T00:13:56Z,1370000,False,-103.0,68.0,1,right,K. Irving 12' fadeaway Jump Shot (10 PTS),[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,12.32,Made,,,,,,,,,,10.0,,,,,,,,
141,PT00M00.00S,2024-04-11T00:09:57.8Z,1,REGULAR,period,end,[],0,,,1610612748,24,33,2024-04-11T00:09:57Z,1390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-04-11T00:11:28.3Z,2,REGULAR,substitution,out,['startperiod'],203957,,,1610612748,24,33,2024-04-11T00:12:37Z,1400000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-04-11T00:11:28.3Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612748,24,33,2024-04-11T00:12:37Z,1410000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-04-11T00:11:28.3Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612748,24,33,2024-04-11T00:12:37Z,1420000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-04-11T00:11:28.3Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612748,24,33,2024-04-11T00:12:37Z,1430000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-04-11T00:13:03.7Z,2,REGULAR,period,start,[],0,,,1610612748,24,33,2024-04-11T00:13:03Z,1440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M37.00S,2024-04-11T00:13:28.0Z,2,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612748,24,33,2024-04-11T00:13:34Z,1450000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Mills 2 FT),"[1627884, 201988]",1610612742.0,DAL,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Center,,,,,,,202058.0,1.0,0.0,Mills,201988.0,,,,,,,,,
149,PT11M37.00S,2024-04-11T00:13:57.3Z,2,REGULAR,freethrow,1 of 2,[],201988,,,1610612748,25,33,2024-04-11T00:13:57Z,1470000,False,,,0,,P. Mills Free Throw 1 of 2 (4 PTS),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
150,PT11M37.00S,2024-04-11T00:14:13.1Z,2,REGULAR,freethrow,2 of 2,[],201988,,,1610612748,26,33,2024-04-11T00:14:13Z,1480000,False,,,0,,P. Mills Free Throw 2 of 2 (5 PTS),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
151,PT11M15.00S,2024-04-11T00:14:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.11760840998686,45.09803921568628,1610612742,26,35,2024-04-11T00:14:43Z,1490000,False,-25.0,12.0,1,right,K. Irving driving reverse Layup (12 PTS),[202681],1610612742.0,DAL,driving reverse,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,,,,,,12.0,,,,,,,,
152,PT11M08.00S,2024-04-11T00:14:44.7Z,2,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,26,35,2024-04-11T00:15:22Z,1500000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (2 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,,,,,,2.0,,,,,,,
153,PT10M57.00S,2024-04-11T00:15:06.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,92.32917214191852,56.372549019607845,1610612742,26,37,2024-04-11T00:15:46Z,1510000,False,32.0,20.0,1,right,D. Gafford cutting Layup (2 PTS) (J. Green 1 AST),"[1629655, 1630182]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,,,2.0,,J. Green,1630182.0,1.0,,,,
155,PT10M44.00S,2024-04-11T00:15:22.4Z,2,REGULAR,foul,personal,[],1630182,,,1610612748,26,37,2024-04-11T00:15:43Z,1530000,False,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1631170]",1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Right,,,,,,,1627961.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,
157,PT10M33.00S,2024-04-11T00:15:58.6Z,2,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,26,37,2024-04-11T00:16:06Z,1550000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (3 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627961.0,,,,,,3.0,,,,,,,
158,PT10M17.00S,2024-04-11T00:16:23.2Z,2,REGULAR,foul,personal,[],1629312,,,1610612742,26,37,2024-04-11T00:16:33Z,1560000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 202681]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Center,,,,,,,2003.0,1.0,0.0,Irving,202681.0,,,,,,,,,
160,PT10M17.00S,2024-04-11T00:16:29.3Z,2,REGULAR,substitution,out,[],1629312,,,1610612742,26,37,2024-04-11T00:16:34Z,1580000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M17.00S,2024-04-11T00:16:29.3Z,2,REGULAR,substitution,in,[],1628997,,,1610612742,26,37,2024-04-11T00:16:34Z,1590000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M15.00S,2024-04-11T00:16:51.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,68.41327201051249,73.52941176470588,1610612742,26,37,2024-04-11T00:17:20Z,1600000,False,118.0,244.0,1,right,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,,,,,,,,,,,,,,,,,
163,PT10M15.00S,2024-04-11T00:16:51.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,26,37,2024-04-11T00:16:59Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,162.0,,,,,,,,,,,,,,,,,
164,PT10M15.00S,2024-04-11T00:16:58.1Z,2,REGULAR,foul,personal,[],201567,,,1610612742,26,37,2024-04-11T00:17:09Z,1620000,False,,,0,,K. Love loose ball personal FOUL (1 PF),"[201567, 1629655]",1610612748.0,MIA,loose ball,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
166,PT10M03.00S,2024-04-11T00:17:23.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627884,93.51182654402102,4.166666666666666,1610612742,26,37,2024-04-11T00:17:28Z,1640000,False,-229.0,8.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
167,PT10M01.00S,2024-04-11T00:17:25.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612748,26,37,2024-04-11T00:17:56Z,1650000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,
168,PT09M56.00S,2024-04-11T00:17:30.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202710,6.521024967148489,46.81372549019608,1610612748,26,37,2024-04-11T00:19:07Z,1660000,False,16.0,9.0,1,left,MISS J. Butler running DUNK,[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
169,PT09M54.00S,2024-04-11T00:17:32.9Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,26,37,2024-04-11T00:19:07Z,1670000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT09M49.00S,2024-04-11T00:17:35.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627884,91.5407358738502,46.568627450980394,1610612742,26,37,2024-04-11T00:19:55Z,1680000,False,-17.0,27.0,1,right,MISS D. Jones Jr. running reverse Layup,[1627884],1610612742.0,DAL,running reverse,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
171,PT09M47.00S,2024-04-11T00:17:37.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,26,37,2024-04-11T00:17:46Z,1690000,False,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,170.0,3.0,1.0,2.0,,,,,,,,,,,,,,
172,PT09M41.00S,2024-04-11T00:17:45.0Z,2,REGULAR,3pt,Jump Shot,[],201567,33.459264126149804,49.50980392156863,1610612748,29,37,2024-04-11T00:17:52Z,1700000,False,2.0,262.0,1,left,K. Love 26' 3PT  (3 PTS) (C. Martin 3 AST),"[201567, 1628997]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,26.2,Made,,,,,,,,,,3.0,,C. Martin,1628997.0,3.0,,,,
174,PT09M18.00S,2024-04-11T00:18:07.2Z,2,REGULAR,3pt,Jump Shot,[],1630182,94.95729303547962,95.58823529411765,1610612742,29,37,2024-04-11T00:18:12Z,1720000,False,228.0,-5.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
