actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
86,PT06M01.00S,2023-12-26T01:22:19.8Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,10,18,2023-12-26T01:22:24Z,860000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,
87,PT05M59.00S,2023-12-26T01:22:22.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629639,6.521024967148489,49.50980392156863,1610612748,12,18,2023-12-26T01:22:31Z,870000,False,2.0,9.0,1,left,T. Herro running DUNK (5 PTS) (C. Martin 1 AST),"[1629639, 1628997]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,,,5.0,,,,,,,,,C. Martin,1628997.0,1.0
89,PT05M44.00S,2023-12-26T01:22:37.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629001,89.70105124835742,49.754901960784316,1610612755,12,18,2023-12-26T01:22:56Z,890000,False,-1.0,44.0,1,right,MISS D. Melton turnaround Hook,[1629001],1610612755.0,PHI,turnaround,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
90,PT05M41.00S,2023-12-26T01:22:40.3Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612755,12,18,2023-12-26T01:22:43Z,900000,False,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,,
91,PT05M40.00S,2023-12-26T01:22:42.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,94.43166885676742,94.6078431372549,1610612755,12,21,2023-12-26T01:22:50Z,910000,False,223.0,0.0,1,right,K. Oubre Jr. 3PT  (7 PTS) (D. Melton 1 AST),"[1626162, 1629001]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,22.3,Made,,,,,,,7.0,,,,,,,,,D. Melton,1629001.0,1.0
93,PT05M27.00S,2023-12-26T01:22:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,19.267411300919843,63.23529411764706,1610612748,12,21,2023-12-26T01:23:02Z,930000,False,-66.0,129.0,1,left,MISS T. Herro 14' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,14.46,Missed,,,,,,,,,,,,,,,,,,
94,PT05M24.00S,2023-12-26T01:22:57.7Z,1,REGULAR,rebound,offensive,[],1629639,,,1610612748,12,21,2023-12-26T01:22:57Z,940000,False,,,0,,T. Herro REBOUND (Off:1 Def:0),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,
95,PT05M23.00S,2023-12-26T01:22:58.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,16.90210249671485,43.627450980392155,1610612748,12,21,2023-12-26T01:23:05Z,950000,False,32.0,106.0,1,left,MISS T. Herro 11' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,11.11,Missed,,,,,,,,,,,,,,,,,,
96,PT05M23.00S,2023-12-26T01:22:58.7Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,12,21,2023-12-26T01:23:05Z,960000,False,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,95.0,3.0,2.0,1.0,,,,,,,,,,,,
129,PT05M22.00S,2023-12-26T01:23:58.3Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,12,21,2023-12-26T01:26:46Z,965000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT05M22.00S,2023-12-26T01:23:58.3Z,1,REGULAR,substitution,out,[],1629001,,,1610612748,12,21,2023-12-26T01:26:46Z,967500,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT05M22.00S,2023-12-26T01:23:58.3Z,1,REGULAR,substitution,in,[],201567,,,1610612748,12,21,2023-12-26T01:26:46Z,968750,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT05M22.00S,2023-12-26T01:23:58.3Z,1,REGULAR,substitution,in,[],201976,,,1610612748,12,21,2023-12-26T01:26:46Z,969375,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M22.00S,2023-12-26T01:23:58.3Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612748,12,21,2023-12-26T01:32:04Z,970000,False,,,0,,Jump Ball M. Bamba vs. C. Martin: Tip to T. Maxey,"[1630178, 1628964, 1628997]",1610612755.0,PHI,heldball,T. Maxey,1630178.0,Maxey,T. Maxey,Bamba,1628964.0,Martin,1628997.0,,,,,,,,,,,,,,,,,,,,,,
104,PT05M22.00S,2023-12-26T01:23:58.3Z,1,REGULAR,turnover,lost ball,[],1628997,,,1610612748,12,21,2023-12-26T02:19:29Z,1000000,False,,,0,,C. Martin lost ball TURNOVER (2 TO),"[1628997, 1628964]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,Bamba,1628964.0,,,,,,,
105,PT05M22.00S,2023-12-26T01:23:58.3Z,1,REGULAR,steal,,[],1628964,,,1610612755,12,21,2023-12-26T01:23:58Z,1010000,False,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT05M09.00S,2023-12-26T01:24:07.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,92.32917214191852,61.76470588235294,1610612755,12,21,2023-12-26T01:26:58Z,1020000,False,59.0,20.0,1,right,MISS T. Maxey 6' driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
107,PT05M06.00S,2023-12-26T01:24:10.3Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,12,21,2023-12-26T01:24:15Z,1030000,False,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,106.0,4.0,3.0,1.0,,,,,,,,,,,,
108,PT05M04.00S,2023-12-26T01:24:16.7Z,1,REGULAR,foul,personal,['2freethrow'],201976,,,1610612748,12,21,2023-12-26T01:24:30Z,1040000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Martin 2 FT),"[201976, 1628997]",1610612755.0,PHI,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,,,,1.0,0.0,Martin,1628997.0,,,
110,PT05M04.00S,2023-12-26T01:24:55.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628997,,,1610612748,12,21,2023-12-26T01:24:55Z,1060000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
111,PT05M04.00S,2023-12-26T01:24:55.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,12,21,2023-12-26T01:24:55Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,
112,PT05M04.00S,2023-12-26T01:25:15.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628997,,,1610612748,13,21,2023-12-26T01:25:15Z,1080000,False,,,0,,C. Martin Free Throw 2 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
117,PT04M47.00S,2023-12-26T01:25:35.2Z,1,REGULAR,2pt,Jump Shot,[],202694,84.83902759526939,65.93137254901961,1610612755,13,21,2023-12-26T01:27:26Z,1090000,False,80.0,90.0,1,right,MISS M. Morris Sr. 12' turnaround Shot,[202694],1610612755.0,PHI,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,12.02,Missed,,,,,,,,,,,,,,,,,,
118,PT04M44.00S,2023-12-26T01:25:38.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,13,21,2023-12-26T01:25:40Z,1100000,False,,,0,,T. Herro REBOUND (Off:1 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,117.0,2.0,1.0,1.0,,,,,,,,,,,,
119,PT04M37.00S,2023-12-26T01:25:44.9Z,1,REGULAR,3pt,Jump Shot,[],201567,31.488173455978973,41.66666666666667,1610612748,13,21,2023-12-26T01:25:52Z,1110000,False,42.0,243.0,1,left,MISS K. Love 24' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,24.7,Missed,,,,,,,,,,,,,,,,,,
120,PT04M31.00S,2023-12-26T01:25:50.9Z,1,REGULAR,rebound,defensive,[],201976,,,1610612755,13,21,2023-12-26T01:25:52Z,1120000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,
121,PT04M24.00S,2023-12-26T01:25:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.38042049934296,53.18627450980392,1610612755,13,21,2023-12-26T01:26:07Z,1130000,False,16.0,10.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
122,PT04M21.00S,2023-12-26T01:26:01.2Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,13,21,2023-12-26T01:26:01Z,1140000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,121.0,2.0,2.0,0.0,,,,,,,,,,,,
123,PT04M10.00S,2023-12-26T01:26:12.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,19.136005256241788,5.637254901960785,1610612748,16,21,2023-12-26T01:26:16Z,1150000,False,222.0,127.0,1,left,D. Robinson 25' 3PT  (3 PTS) (J. Jaquez Jr. 1 AST),"[1629130, 1631170]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,,,3.0,,,,,,,,,J. Jaquez Jr.,1631170.0,1.0
125,PT03M51.00S,2023-12-26T01:26:31.5Z,1,REGULAR,3pt,Jump Shot,[],201976,67.88764783180025,33.82352941176471,1610612755,16,21,2023-12-26T01:26:54Z,1170000,False,-81.0,249.0,1,right,MISS P. Beverley 26' 3PT,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
126,PT03M46.00S,2023-12-26T01:26:36.4Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,16,21,2023-12-26T01:26:36Z,1180000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,
127,PT03M39.00S,2023-12-26T01:26:42.9Z,1,REGULAR,2pt,Jump Shot,[],1629639,22.683968462549277,54.41176470588235,1610612748,16,21,2023-12-26T01:26:58Z,1190000,False,-22.0,161.0,1,left,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,16.22,Missed,,,,,,,,,,,,,,,,,,
128,PT03M36.00S,2023-12-26T01:26:45.9Z,1,REGULAR,rebound,defensive,[],202694,,,1610612755,16,21,2023-12-26T01:26:58Z,1200000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,
133,PT03M21.00S,2023-12-26T01:27:01.6Z,1,REGULAR,2pt,Jump Shot,[],1630178,78.53153745072274,52.20588235294118,1610612755,16,21,2023-12-26T01:27:09Z,1210000,False,11.0,149.0,1,right,MISS T. Maxey 14' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,14.97,Missed,,,,,,,,,,,,,,,,,,
134,PT03M18.00S,2023-12-26T01:27:04.1Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,16,21,2023-12-26T01:27:04Z,1220000,False,,,0,,C. Martin REBOUND (Off:1 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Center,,,,,133.0,5.0,4.0,1.0,,,,,,,,,,,,
135,PT03M17.00S,2023-12-26T01:27:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,16,21,2023-12-26T01:27:11Z,1230000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M17.00S,2023-12-26T01:29:29.7Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,16,21,2023-12-26T01:30:22Z,1240000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M17.00S,2023-12-26T01:29:29.7Z,1,REGULAR,substitution,out,[],1630178,,,1610612748,16,21,2023-12-26T01:30:22Z,1250000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M17.00S,2023-12-26T01:29:29.7Z,1,REGULAR,substitution,out,[],1626162,,,1610612748,16,21,2023-12-26T01:30:22Z,1260000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M17.00S,2023-12-26T01:29:29.7Z,1,REGULAR,substitution,in,[],1631288,,,1610612748,16,21,2023-12-26T01:30:22Z,1270000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M17.00S,2023-12-26T01:29:29.7Z,1,REGULAR,substitution,in,[],202699,,,1610612748,16,21,2023-12-26T01:30:22Z,1280000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M17.00S,2023-12-26T01:29:29.7Z,1,REGULAR,substitution,in,[],1627863,,,1610612748,16,21,2023-12-26T01:30:22Z,1290000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M09.00S,2023-12-26T01:30:42.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,13.354139290407357,48.03921568627451,1610612748,18,21,2023-12-26T01:30:52Z,1300000,False,10.0,73.0,1,left,J. Jaquez Jr. 7' turnaround Hook (4 PTS) (K. Love 1 AST),"[1631170, 201567]",1610612748.0,MIA,turnaround,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,,,4.0,,,,,,,,,K. Love,201567.0,1.0
144,PT02M47.00S,2023-12-26T01:31:04.6Z,1,REGULAR,turnover,bad pass,[],1627863,,,1610612755,18,21,2023-12-26T01:31:07Z,1320000,False,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 1631170]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,,,,,,
145,PT02M47.00S,2023-12-26T01:31:04.6Z,1,REGULAR,steal,,[],1631170,,,1610612748,18,21,2023-12-26T01:31:08Z,1330000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
146,PT02M39.00S,2023-12-26T01:31:12.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629130,6.783837056504599,45.588235294117645,1610612748,18,21,2023-12-26T01:34:20Z,1340000,False,22.0,11.0,1,left,MISS D. Robinson running Layup,[1629130],1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
147,PT02M36.00S,2023-12-26T01:31:15.0Z,1,REGULAR,rebound,defensive,[],201976,,,1610612755,18,21,2023-12-26T01:34:20Z,1350000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,
148,PT02M35.00S,2023-12-26T01:31:17.8Z,1,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612755,18,21,2023-12-26T01:31:34Z,1360000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (1 PF) (House Jr. 2 FT),"[1631170, 1627863]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,,,,1.0,0.0,House Jr.,1627863.0,,,
150,PT02M35.00S,2023-12-26T01:31:47.2Z,1,REGULAR,freethrow,1 of 2,[],1627863,,,1610612755,18,21,2023-12-26T01:31:47Z,1380000,False,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT02M35.00S,2023-12-26T01:31:47.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,18,21,2023-12-26T01:31:47Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,
152,PT02M35.00S,2023-12-26T01:31:49.2Z,1,REGULAR,substitution,out,[],1629639,,,1610612755,18,21,2023-12-26T01:31:53Z,1400000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M35.00S,2023-12-26T01:31:49.2Z,1,REGULAR,substitution,in,[],200768,,,1610612755,18,21,2023-12-26T01:31:53Z,1410000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M35.00S,2023-12-26T01:32:05.7Z,1,REGULAR,freethrow,2 of 2,[],1627863,,,1610612755,18,22,2023-12-26T01:32:05Z,1420000,False,,,0,,D. House Jr. Free Throw 2 of 2 (1 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
155,PT02M28.00S,2023-12-26T01:32:14.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,7.835085413929041,51.71568627450981,1610612748,20,22,2023-12-26T01:32:22Z,1430000,False,-9.0,21.0,1,left,J. Jaquez Jr. Hook (6 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,6.0,,,,,,,,,,,
156,PT02M04.00S,2023-12-26T01:32:38.8Z,1,REGULAR,3pt,Jump Shot,[],1627863,90.48948751642575,94.85294117647058,1610612755,20,22,2023-12-26T01:32:51Z,1440000,False,224.0,37.0,1,right,MISS D. House Jr. step back 3PT,[1627863],1610612755.0,PHI,step back,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,22.73,Missed,,,,,,,,,,,,,,,,,,
157,PT01M59.00S,2023-12-26T01:32:43.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,20,22,2023-12-26T01:32:43Z,1450000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,
158,PT01M50.00S,2023-12-26T01:32:52.9Z,1,REGULAR,2pt,Jump Shot,[],1631288,6.783837056504599,70.58823529411765,1610612748,20,22,2023-12-26T01:33:00Z,1460000,False,-103.0,11.0,1,left,MISS J. Cain 10' fadeaway Shot,[1631288],1610612748.0,MIA,fadeaway,,,Cain,J. Cain,,,,,Mid-Range,8-16 Left,10.35,Missed,,,,,,,,,,,,,,,,,,
159,PT01M47.00S,2023-12-26T01:32:56.1Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,20,22,2023-12-26T01:32:56Z,1470000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Left,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,
160,PT01M39.00S,2023-12-26T01:33:04.0Z,1,REGULAR,3pt,Jump Shot,[],202694,71.56701708278581,22.30392156862745,1610612755,20,22,2023-12-26T01:33:06Z,1480000,False,-138.0,215.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
161,PT01M35.00S,2023-12-26T01:33:07.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,20,22,2023-12-26T01:33:07Z,1490000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,
162,PT01M32.00S,2023-12-26T01:33:11.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631170,6.652431011826544,43.872549019607845,1610612748,22,22,2023-12-26T01:33:20Z,1500000,False,31.0,10.0,1,left,J. Jaquez Jr. driving floating bank Jump Shot (8 PTS) (K. Love 2 AST),"[1631170, 201567]",1610612748.0,MIA,driving floating bank,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,,,8.0,,,,,,,,,K. Love,201567.0,2.0
164,PT01M12.00S,2023-12-26T01:33:30.9Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612755,22,22,2023-12-26T01:33:32Z,1520000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 200768]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Lowry,200768.0,,,,,,,
165,PT01M12.00S,2023-12-26T01:33:30.9Z,1,REGULAR,steal,,[],200768,,,1610612748,22,22,2023-12-26T01:41:54Z,1530000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
166,PT01M06.00S,2023-12-26T01:33:37.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,7.046649145860711,52.94117647058824,1610612748,22,22,2023-12-26T01:42:32Z,1540000,False,-15.0,14.0,1,left,MISS J. Jaquez Jr. running Layup,[1631170],1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
168,PT01M03.00S,2023-12-26T01:33:40.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,22,22,2023-12-26T01:34:35Z,1560000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,
169,PT00M59.50S,2023-12-26T01:33:43.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627863,93.38042049934296,54.41176470588235,1610612755,22,22,2023-12-26T01:42:40Z,1570000,False,22.0,10.0,1,right,MISS D. House Jr. running Layup - blocked,"[1627863, 200768]",1610612755.0,PHI,running,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,2.41,Missed,Lowry,200768.0,,,,,,,,,,,,,,,,
170,PT00M59.50S,2023-12-26T01:33:43.6Z,1,REGULAR,block,,[],200768,,,1610612755,22,22,2023-12-26T01:33:47Z,1580000,False,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT00M54.60S,2023-12-26T01:33:48.5Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,22,22,2023-12-26T01:34:27Z,1590000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,
172,PT00M52.40S,2023-12-26T01:33:51.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631288,7.5722733245729295,53.431372549019606,1610612748,22,22,2023-12-26T01:43:08Z,1600000,False,-17.0,19.0,1,left,MISS J. Cain running Layup,[1631288],1610612748.0,MIA,running,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,
173,PT00M47.70S,2023-12-26T01:33:56.1Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,22,22,2023-12-26T01:33:56Z,1610000,False,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,172.0,3.0,2.0,1.0,,,,,,,,,,,,
