actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT11M23.00S,2024-02-01T01:10:41.1Z,2,REGULAR,rebound,defensive,[],201580,,,1610612758,28,24,2024-02-01T01:10:41Z,1720000,False,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Mid-Range,8-16 Center,,,,,,171.0,2.0,1.0,1.0,,,,,,,,,,,
173,PT11M16.00S,2024-02-01T01:10:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,91.14651773981603,44.85294117647059,1610612758,28,26,2024-02-01T01:10:54Z,1730000,False,-26.0,31.0,1,right,M. Monk driving finger roll Layup (4 PTS),[1628370],1610612758.0,SAC,driving finger roll,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,4.0,Made,4.0,,,,,,,,,,,,,,,,,
174,PT11M03.00S,2024-02-01T01:11:01.2Z,2,REGULAR,3pt,Jump Shot,[],1626196,32.40801576872536,64.4607843137255,1610612748,31,26,2024-02-01T01:11:04Z,1740000,False,-72.0,252.0,1,left,J. Richardson 26' 3PT  (6 PTS) (B. Adebayo 1 AST),"[1626196, 1628389]",1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,26.23,Made,6.0,,,,,,,B. Adebayo,1628389.0,1.0,,,,,,,,
176,PT10M46.00S,2024-02-01T01:11:20.8Z,2,REGULAR,turnover,traveling,[],1628370,,,1610612758,31,26,2024-02-01T01:11:25Z,1760000,False,,,0,,M. Monk traveling TURNOVER (3 TO),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right,,,,203592.0,3.0,,,,,,,,,,,,,,,
177,PT10M46.00S,2024-02-01T01:11:26.2Z,2,REGULAR,substitution,out,[],203084,,,1610612748,31,26,2024-02-01T01:11:33Z,1770000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M46.00S,2024-02-01T01:11:26.2Z,2,REGULAR,substitution,in,[],1630556,,,1610612748,31,26,2024-02-01T01:11:33Z,1780000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M33.00S,2024-02-01T01:11:49.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,21.895532194480946,92.15686274509804,1610612748,34,26,2024-02-01T01:11:54Z,1790000,False,-211.0,153.0,1,left,J. Richardson 26' 3PT  (9 PTS) (T. Herro 1 AST),"[1626196, 1629639]",1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.06,Made,9.0,,,,,,,T. Herro,1629639.0,1.0,,,,,,,,
181,PT10M16.00S,2024-02-01T01:12:06.3Z,2,REGULAR,3pt,Jump Shot,[],1628370,73.9323258869908,83.08823529411765,1610612758,34,26,2024-02-01T01:12:12Z,1810000,False,165.0,193.0,1,right,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
182,PT10M11.00S,2024-02-01T01:12:11.3Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,34,26,2024-02-01T01:12:12Z,1820000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,,,
183,PT10M03.00S,2024-02-01T01:12:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,13.485545335085414,45.588235294117645,1610612748,36,26,2024-02-01T01:12:23Z,1830000,False,22.0,74.0,1,left,C. Martin 7' driving finger roll Layup (2 PTS) (J. Richardson 2 AST),"[1628997, 1626196]",1610612748.0,MIA,driving finger roll,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,2.0,,,,,,,J. Richardson,1626196.0,2.0,,,,,,,,
185,PT09M37.00S,2024-02-01T01:12:45.9Z,2,REGULAR,2pt,Jump Shot,[],1630556,95.22010512483574,85.29411764705883,1610612758,36,26,2024-02-01T01:12:53Z,1850000,False,176.0,-8.0,1,right,MISS K. Edwards 17' pullup Shot,[1630556],1610612758.0,SAC,pullup,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Right,17.67,Missed,,,,,,,,,,,,,,,,,,
186,PT09M32.00S,2024-02-01T01:12:50.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,36,26,2024-02-01T01:12:53Z,1860000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,
187,PT09M26.00S,2024-02-01T01:12:57.0Z,2,REGULAR,3pt,Jump Shot,[],1626196,22.026938239159,90.93137254901961,1610612748,39,26,2024-02-01T01:13:07Z,1870000,False,-205.0,155.0,1,left,J. Richardson 25' 3PT  (12 PTS) (C. Martin 2 AST),"[1626196, 1628997]",1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.65,Made,12.0,,,,,,,C. Martin,1628997.0,2.0,,,,,,,,
189,PT09M25.00S,2024-02-01T01:13:10.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,39,26,2024-02-01T01:13:10Z,1890000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M25.00S,2024-02-01T01:14:51.5Z,2,REGULAR,substitution,out,[],1630556,,,1610612758,39,26,2024-02-01T01:15:55Z,1900000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M25.00S,2024-02-01T01:14:51.5Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,39,26,2024-02-01T01:15:55Z,1910000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M09.00S,2024-02-01T01:16:22.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,68.80749014454665,67.8921568627451,1610612758,39,26,2024-02-01T01:16:28Z,1920000,False,89.0,241.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
193,PT09M06.00S,2024-02-01T01:16:25.3Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,39,26,2024-02-01T01:16:28Z,1930000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,192.0,3.0,3.0,0.0,,,,,,,,,,,
194,PT09M00.00S,2024-02-01T01:16:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1626196,12.302890932982917,54.41176470588235,1610612748,41,26,2024-02-01T01:17:11Z,1940000,False,-22.0,63.0,1,left,J. Richardson 6' driving finger roll Layup (14 PTS),[1626196],1610612748.0,MIA,driving finger roll,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,14.0,,,,,,,,,,,,,,,,,
195,PT09M00.00S,2024-02-01T01:16:37.0Z,2,REGULAR,violation,defensive goaltending,[],201580,,,1610612748,41,26,2024-02-01T01:17:11Z,1950000,False,,,0,,J. McGee defensive goaltending VIOLATION,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,203592.0,,,,,,,,,,,,,,,,
196,PT08M52.00S,2024-02-01T01:16:50.4Z,2,REGULAR,3pt,Jump Shot,[],1631099,75.50919842312747,10.53921568627451,1610612758,41,26,2024-02-01T01:17:13Z,1960000,False,-197.0,178.0,1,right,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
197,PT08M49.00S,2024-02-01T01:16:53.8Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,41,26,2024-02-01T01:16:53Z,1970000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,196.0,4.0,4.0,0.0,,,,,,,,,,,
198,PT08M39.00S,2024-02-01T01:17:03.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,14.4053876478318,45.83333333333333,1610612748,41,26,2024-02-01T01:17:26Z,1980000,False,21.0,83.0,1,left,MISS B. Adebayo 8' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.55,Missed,,,,,,,,,,,,,,,,,,
199,PT08M37.00S,2024-02-01T01:17:05.4Z,2,REGULAR,rebound,defensive,[],201580,,,1610612758,41,26,2024-02-01T01:17:16Z,1990000,False,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,198.0,3.0,2.0,1.0,,,,,,,,,,,
200,PT08M27.00S,2024-02-01T01:17:15.4Z,2,REGULAR,3pt,Jump Shot,[],1628370,71.43561103810775,77.20588235294117,1610612758,41,26,2024-02-01T01:20:11Z,2000000,False,136.0,216.0,1,right,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
201,PT08M25.00S,2024-02-01T01:17:17.4Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612748,41,26,2024-02-01T01:17:20Z,2010000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,
202,PT08M17.00S,2024-02-01T01:17:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,11.514454664914586,44.85294117647059,1610612748,41,26,2024-02-01T01:17:29Z,2020000,False,26.0,56.0,1,left,MISS J. Jaquez Jr. 6' Layup - blocked,"[1631170, 1631099]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,,,,,,Murray,1631099.0
203,PT08M17.00S,2024-02-01T01:17:25.4Z,2,REGULAR,block,,[],1631099,,,1610612748,41,26,2024-02-01T01:18:10Z,2030000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT08M17.00S,2024-02-01T01:17:25.4Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,41,26,2024-02-01T01:17:29Z,2040000,False,,,0,,T. Herro REBOUND (Off:1 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,202.0,5.0,4.0,1.0,,,,,,,,,,,
205,PT08M13.00S,2024-02-01T01:17:29.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,8.935611038107753,29.090073529411764,1610612748,41,26,2024-02-01T01:18:02Z,2050000,False,105.0,31.0,1,left,MISS T. Herro 10' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,10.91,Missed,,,,,,,,,,,,,,,,,,
206,PT08M11.00S,2024-02-01T01:17:31.6Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,41,26,2024-02-01T01:18:02Z,2060000,False,,,0,,D. Fox REBOUND (Off:0 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,205.0,4.0,4.0,0.0,,,,,,,,,,,
207,PT08M11.00S,2024-02-01T01:17:34.7Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612758,41,26,2024-02-01T01:17:43Z,2070000,False,,,0,,J. Richardson shooting personal FOUL (1 PF) (Fox 2 FT),"[1626196, 1628368]",1610612748.0,MIA,shooting,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,1627961.0,,,,,,,,,1.0,0.0,Fox,1628368.0,,,,
209,PT08M11.00S,2024-02-01T01:18:05.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628368,,,1610612758,41,27,2024-02-01T01:18:05Z,2090000,False,,,0,,D. Fox Free Throw 1 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
210,PT08M11.00S,2024-02-01T01:18:08.1Z,2,REGULAR,substitution,out,[],201580,,,1610612758,41,27,2024-02-01T01:18:17Z,2100000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M11.00S,2024-02-01T01:18:08.1Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,41,27,2024-02-01T01:18:17Z,2110000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M11.00S,2024-02-01T01:18:08.1Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,41,27,2024-02-01T01:18:17Z,2120000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M11.00S,2024-02-01T01:18:08.1Z,2,REGULAR,substitution,in,[],1628989,,,1610612758,41,27,2024-02-01T01:18:17Z,2130000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M11.00S,2024-02-01T01:18:25.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628368,,,1610612758,41,28,2024-02-01T01:18:25Z,2140000,False,,,0,,D. Fox Free Throw 2 of 2 (5 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
215,PT07M56.00S,2024-02-01T01:18:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,11.383048620236531,54.41176470588235,1610612748,43,28,2024-02-01T01:18:50Z,2150000,False,-22.0,55.0,1,left,B. Adebayo cutting finger roll Layup (2 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting finger roll,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.88,Made,2.0,,,,,,,T. Herro,1629639.0,2.0,,,,,,,,
217,PT07M44.00S,2024-02-01T01:18:54.1Z,2,REGULAR,3pt,Jump Shot,[],1631099,91.5407358738502,3.431372549019608,1610612758,43,31,2024-02-01T01:18:58Z,2170000,False,-233.0,27.0,1,right,K. Murray 3PT  (11 PTS) (K. Huerter 1 AST),"[1631099, 1628989]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.44,Made,11.0,,,,,,,K. Huerter,1628989.0,1.0,,,,,,,,
219,PT07M34.00S,2024-02-01T01:19:07.1Z,2,REGULAR,foul,personal,[],1628989,,,1610612748,43,31,2024-02-01T01:19:40Z,2190000,False,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 1629639]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,2530.0,,,,,,,,,2.0,0.0,Herro,1629639.0,,,,
221,PT07M34.00S,2024-02-01T01:19:15.5Z,2,REGULAR,substitution,out,[],1628368,,,1610612748,43,31,2024-02-01T01:19:18Z,2210000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M34.00S,2024-02-01T01:19:15.5Z,2,REGULAR,substitution,in,[],1630558,,,1610612748,43,31,2024-02-01T01:19:18Z,2220000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M22.00S,2024-02-01T01:19:38.1Z,2,REGULAR,3pt,Jump Shot,[],1629639,33.459264126149804,32.1078431372549,1610612748,43,31,2024-02-01T01:19:42Z,2230000,False,89.0,262.0,1,left,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,27.69,Missed,,,,,,,,,,,,,,,,,,
224,PT07M21.00S,2024-02-01T01:19:39.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,43,31,2024-02-01T01:19:42Z,2240000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,223.0,,,,,,,,,,,,,,
226,PT07M05.00S,2024-02-01T01:20:03.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,87.86136662286465,42.15686274509804,1610612758,43,31,2024-02-01T01:20:34Z,2260000,False,-39.0,62.0,1,right,MISS D. Sabonis 7' driving Hook,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
227,PT07M01.00S,2024-02-01T01:20:07.3Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,43,31,2024-02-01T01:20:09Z,2270000,False,,,0,,T. Herro REBOUND (Off:1 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,226.0,6.0,5.0,1.0,,,,,,,,,,,
228,PT06M58.00S,2024-02-01T01:20:12.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628389,12.565703022339028,44.6078431372549,1610612748,45,31,2024-02-01T01:20:28Z,2280000,False,27.0,66.0,1,left,B. Adebayo 7' running DUNK (4 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,4.0,,,,,,,T. Herro,1629639.0,3.0,,,,,,,,
230,PT06M57.00S,2024-02-01T01:20:23.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,45,31,2024-02-01T01:20:23Z,2300000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M42.00S,2024-02-01T01:23:29.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,91.27792378449409,41.17647058823529,1610612758,45,31,2024-02-01T01:23:34Z,2310000,False,-44.0,29.0,1,right,MISS D. Sabonis driving Hook,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,,,,
232,PT06M39.00S,2024-02-01T01:23:32.6Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612748,45,31,2024-02-01T01:23:34Z,2320000,False,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,
233,PT06M36.00S,2024-02-01T01:23:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,11.908672798948752,43.627450980392155,1610612748,47,31,2024-02-01T01:23:44Z,2330000,False,32.0,59.0,1,left,J. Jaquez Jr. 6' running Layup (6 PTS) (B. Adebayo 2 AST),"[1631170, 1628389]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,6.0,,,,,,,B. Adebayo,1628389.0,2.0,,,,,,,,
235,PT06M19.00S,2024-02-01T01:23:52.6Z,2,REGULAR,3pt,Jump Shot,[],1628370,69.59592641261499,70.34313725490196,1610612758,47,31,2024-02-01T01:24:00Z,2350000,False,102.0,233.0,1,right,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
236,PT06M16.00S,2024-02-01T01:23:55.6Z,2,REGULAR,rebound,offensive,[],1628989,,,1610612758,47,31,2024-02-01T01:24:00Z,2360000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,235.0,1.0,0.0,1.0,,,,,,,,,,,
237,PT06M15.00S,2024-02-01T01:23:58.5Z,2,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612758,47,31,2024-02-01T01:24:10Z,2370000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1631170, 1627734]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,1627961.0,,,,,,,,,1.0,0.0,Sabonis,1627734.0,,,,
239,PT06M15.00S,2024-02-01T01:24:27.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,47,31,2024-02-01T01:24:27Z,2390000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT06M15.00S,2024-02-01T01:24:27.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,47,31,2024-02-01T01:24:27Z,2400000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,
241,PT06M15.00S,2024-02-01T01:24:28.0Z,2,REGULAR,substitution,out,[],1631170,,,1610612758,47,31,2024-02-01T01:24:38Z,2410000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M15.00S,2024-02-01T01:24:28.0Z,2,REGULAR,substitution,out,[],1629639,,,1610612758,47,31,2024-02-01T01:24:38Z,2420000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M15.00S,2024-02-01T01:24:28.0Z,2,REGULAR,substitution,out,[],1628370,,,1610612758,47,31,2024-02-01T01:24:38Z,2430000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M15.00S,2024-02-01T01:24:28.0Z,2,REGULAR,substitution,in,[],202710,,,1610612758,47,31,2024-02-01T01:24:38Z,2440000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M15.00S,2024-02-01T01:24:28.0Z,2,REGULAR,substitution,in,[],1626179,,,1610612758,47,31,2024-02-01T01:24:38Z,2450000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M15.00S,2024-02-01T01:24:28.0Z,2,REGULAR,substitution,in,[],203084,,,1610612758,47,31,2024-02-01T01:24:38Z,2460000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M15.00S,2024-02-01T01:24:27.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,47,31,2024-02-01T01:24:52Z,2470000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT06M12.00S,2024-02-01T01:24:30.2Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612748,47,31,2024-02-01T01:24:52Z,2480000,False,,,0,,J. Richardson REBOUND (Off:0 Def:3),[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,,,,,,,,247.0,3.0,3.0,0.0,,,,,,,,,,,
249,PT06M02.00S,2024-02-01T01:25:00.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,10.463206307490145,53.18627450980392,1610612748,49,31,2024-02-01T01:25:10Z,2490000,False,-16.0,46.0,1,left,C. Martin driving reverse Layup (4 PTS) (T. Rozier 2 AST),"[1628997, 1626179]",1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,4.0,,,,,,,T. Rozier,1626179.0,2.0,,,,,,,,
251,PT05M44.00S,2024-02-01T01:25:18.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,91.5407358738502,53.92156862745098,1610612758,49,33,2024-02-01T01:25:23Z,2510000,False,20.0,27.0,1,right,K. Murray alley-oop DUNK (13 PTS) (D. Sabonis 4 AST),"[1631099, 1627734]",1610612758.0,SAC,alley-oop,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.34,Made,13.0,,,,,,,D. Sabonis,1627734.0,4.0,,,,,,,,
253,PT05M23.00S,2024-02-01T01:25:40.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.799605781865965,46.568627450980394,1610612748,49,33,2024-02-01T01:25:43Z,2530000,False,17.0,87.0,1,left,MISS T. Rozier 8' driving floating Shot,[1626179],1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,8.83,Missed,,,,,,,,,,,,,,,,,,
254,PT05M21.00S,2024-02-01T01:25:42.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,49,33,2024-02-01T01:25:43Z,2540000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,253.0,4.0,4.0,0.0,,,,,,,,,,,
