actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M43.00S,2024-01-26T00:48:11.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,2,3,2024-01-26T00:48:11Z,170000,False,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
18,PT10M43.00S,2024-01-26T00:48:26.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,2,4,2024-01-26T00:48:26Z,180000,False,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
19,PT10M25.00S,2024-01-26T00:48:45.2Z,1,REGULAR,turnover,lost ball,[],202710,,,1610612748,2,4,2024-01-26T00:49:53Z,190000,False,,,0,,J. Butler lost ball TURNOVER (1 TO),"[202710, 1627759]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,Brown,1627759.0,,
20,PT10M25.00S,2024-01-26T00:48:45.2Z,1,REGULAR,steal,,[],1627759,,,1610612738,2,4,2024-01-26T00:49:53Z,200000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2024-01-26T00:48:50.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201950,70.25295663600527,14.215686274509803,1610612738,2,4,2024-01-26T00:50:32Z,210000,False,-179.0,227.0,1,right,MISS J. Holiday 28' running pullup 3PT,[201950],1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,28.91,Missed,,,,,,,,,,,,,,,,
22,PT10M15.00S,2024-01-26T00:48:55.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,2,4,2024-01-26T00:50:32Z,220000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT10M09.00S,2024-01-26T00:49:00.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629312,9.543363994743759,87.00980392156863,1610612748,2,4,2024-01-26T00:51:14Z,230000,False,-185.0,37.0,1,left,MISS H. Highsmith 18' running Shot,[1629312],1610612748.0,MIA,running,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Left,,,18.87,Missed,,,,,,,,,,,,,,,,
24,PT10M05.00S,2024-01-26T00:49:04.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,2,4,2024-01-26T00:51:02Z,240000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT09M51.00S,2024-01-26T00:49:18.8Z,1,REGULAR,3pt,Jump Shot,[],1628401,75.90341655716163,10.784313725490197,1610612738,2,4,2024-01-26T00:49:22Z,250000,False,-196.0,174.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,26.22,Missed,,,,,,,,,,,,,,,,
26,PT09M48.00S,2024-01-26T00:49:21.8Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,2,4,2024-01-26T00:49:21Z,260000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,
27,PT09M43.00S,2024-01-26T00:49:26.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626179,8.09789750328515,29.65686274509804,1610612748,2,4,2024-01-26T00:51:56Z,270000,False,102.0,24.0,1,left,MISS T. Rozier 10' driving floating Shot,[1626179],1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,10.44,Missed,,,,,,,,,,,,,,,,
28,PT09M40.00S,2024-01-26T00:49:29.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,2,4,2024-01-26T00:49:35Z,280000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
30,PT09M37.00S,2024-01-26T00:49:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612738,2,4,2024-01-26T00:50:08Z,300000,False,,,0,,H. Highsmith shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629312, 1628369]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,
32,PT09M37.00S,2024-01-26T00:50:10.5Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,2,5,2024-01-26T00:50:10Z,320000,False,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
33,PT09M37.00S,2024-01-26T00:50:26.9Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,2,6,2024-01-26T00:50:26Z,330000,False,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
34,PT09M29.00S,2024-01-26T00:50:36.5Z,1,REGULAR,3pt,Jump Shot,[],1629639,29.77989487516426,70.83333333333334,1610612748,5,6,2024-01-26T00:52:36Z,340000,False,-104.0,227.0,1,left,T. Herro 25' 3PT pullup (3 PTS) (T. Rozier 1 AST),"[1629639, 1626179]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,25.01,Made,3.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,
35,PT09M11.00S,2024-01-26T00:50:53.8Z,1,REGULAR,2pt,DUNK,[],204001,90.62089356110381,22.30392156862745,1610612738,5,6,2024-01-26T00:50:59Z,350000,False,-138.0,36.0,1,right,MISS K. Porzingis 14' alley-oop DUNK - blocked,"[204001, 1628389]",1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,14.3,Missed,,,,,,,,,,,,,,,Adebayo,1628389.0
62,PT09M11.00S,2024-01-26T00:50:53.8Z,1,REGULAR,block,,[],1628389,,,1610612738,5,6,2024-01-26T00:54:57Z,355000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
36,PT09M07.00S,2024-01-26T00:50:57.8Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,5,6,2024-01-26T00:54:57Z,360000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,
37,PT09M03.00S,2024-01-26T00:51:02.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,94.1688567674113,96.81372549019608,1610612738,5,6,2024-01-26T00:51:05Z,370000,False,234.0,2.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,23.41,Missed,,,,,,,,,,,,,,,,
38,PT09M00.00S,2024-01-26T00:51:05.2Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,5,6,2024-01-26T00:51:05Z,380000,False,,,0,,D. White REBOUND (Off:2 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,,,,37.0,3.0,1.0,2.0,,,,,,,,
39,PT08M59.00S,2024-01-26T00:51:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,94.69448094612353,50.73529411764706,1610612738,5,8,2024-01-26T00:51:12Z,390000,False,4.0,-3.0,1,right,D. White putback Layup (4 PTS),[1628401],1610612738.0,BOS,putback,,,White,D. White,,,,,Restricted Area,0-8 Center,,,0.45,Made,4.0,,,,,,,,,,,,,,,
41,PT08M49.00S,2024-01-26T00:51:16.2Z,1,REGULAR,3pt,Jump Shot,[],1629312,4.944152431011826,96.07843137254902,1610612748,8,8,2024-01-26T00:51:20Z,400000,False,-230.0,-6.0,1,left,H. Highsmith 3PT  (3 PTS) (T. Herro 1 AST),"[1629312, 1629639]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,,,23.05,Made,3.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,
43,PT08M34.00S,2024-01-26T00:51:30.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],204001,90.75229960578186,39.46078431372549,1610612738,8,10,2024-01-26T00:51:35Z,420000,False,-53.0,34.0,1,right,K. Porzingis 6' turnaround Hook (2 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,6.29,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,
45,PT08M16.00S,2024-01-26T00:51:48.8Z,1,REGULAR,2pt,Jump Shot,[],1629639,4.681340341655716,28.921568627450984,1610612748,8,10,2024-01-26T00:51:54Z,440000,False,105.0,-8.0,1,left,MISS T. Herro 10' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,10.57,Missed,,,,,,,,,,,,,,,,
46,PT08M12.00S,2024-01-26T00:51:52.8Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,8,10,2024-01-26T00:51:54Z,450000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,
47,PT08M08.00S,2024-01-26T00:51:56.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,93.24901445466492,96.07843137254902,1610612738,8,13,2024-01-26T01:54:28Z,460000,False,230.0,11.0,1,right,D. White 3PT running (7 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,running,,,White,D. White,,,,,Right Corner 3,24+ Right,,,23.07,Made,7.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,
49,PT07M54.00S,2024-01-26T00:52:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.0335085413929,55.14705882352941,1610612748,10,13,2024-01-26T00:56:14Z,480000,False,-26.0,108.0,1,left,B. Adebayo 11' Jump Shot (2 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,11.06,Made,2.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,
51,PT07M36.00S,2024-01-26T00:52:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.85479632063075,47.05882352941176,1610612738,10,15,2024-01-26T00:52:36Z,500000,False,-15.0,15.0,1,right,J. Tatum driving Layup (6 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,2.08,Made,6.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,
52,PT07M24.00S,2024-01-26T00:52:40.5Z,1,REGULAR,2pt,Jump Shot,[],1629639,23.209592641261498,45.09803921568628,1610612748,12,15,2024-01-26T00:52:47Z,510000,False,25.0,166.0,1,left,T. Herro 16' pullup Jump Shot (5 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,,,16.75,Made,5.0,,,,,,,,,,,,,,,
53,PT07M12.00S,2024-01-26T00:52:52.6Z,1,REGULAR,2pt,Jump Shot,[],1627759,94.95729303547962,68.13725490196079,1610612738,12,17,2024-01-26T00:53:00Z,520000,False,91.0,-5.0,1,right,J. Brown 9' driving floating Jump Shot (2 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,9.08,Made,2.0,,,,,,,,,,,,,,,
54,PT06M55.00S,2024-01-26T00:53:10.2Z,1,REGULAR,3pt,Jump Shot,[],1626179,9.411957950065702,94.11764705882352,1610612748,12,17,2024-01-26T00:53:14Z,530000,False,-221.0,36.0,1,left,MISS T. Rozier 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,22.35,Missed,,,,,,,,,,,,,,,,
55,PT06M51.00S,2024-01-26T00:53:12.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,17,2024-01-26T00:53:12Z,540000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,
56,PT06M42.00S,2024-01-26T00:53:23.2Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,12,17,2024-01-26T00:53:28Z,550000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,Adebayo,1628389.0,,
57,PT06M42.00S,2024-01-26T00:53:23.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,12,17,2024-01-26T00:53:26Z,560000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M37.00S,2024-01-26T00:53:28.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,17.16491458607096,93.87254901960785,1610612748,12,17,2024-01-26T00:58:27Z,570000,False,-219.0,109.0,1,left,MISS T. Herro 24' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,24.49,Missed,,,,,,,,,,,,,,,,
59,PT06M35.00S,2024-01-26T00:53:30.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,12,17,2024-01-26T00:53:36Z,580000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,58.0,,,,,,,,,,,
61,PT06M35.00S,2024-01-26T00:53:38.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,12,17,2024-01-26T00:53:38Z,600000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M35.00S,2024-01-26T00:53:45.9Z,1,REGULAR,substitution,out,[],1629312,,,1610612738,12,17,2024-01-26T00:56:42Z,610000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M35.00S,2024-01-26T00:53:45.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,12,17,2024-01-26T00:56:42Z,620000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M35.00S,2024-01-26T00:53:45.9Z,1,REGULAR,substitution,out,[],201950,,,1610612738,12,17,2024-01-26T00:56:42Z,630000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M35.00S,2024-01-26T00:53:45.9Z,1,REGULAR,substitution,in,[],1628997,,,1610612738,12,17,2024-01-26T00:56:42Z,640000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2024-01-26T00:53:45.9Z,1,REGULAR,substitution,in,[],201143,,,1610612738,12,17,2024-01-26T00:56:42Z,650000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M35.00S,2024-01-26T00:53:45.9Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,12,17,2024-01-26T00:56:42Z,660000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2024-01-26T00:57:18.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,67.36202365308804,44.85294117647059,1610612738,12,20,2024-01-26T00:57:22Z,670000,False,-26.0,254.0,1,right,J. Brown 25' 3PT  (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,25.56,Made,5.0,,,,,,,,,,,,,,,
71,PT05M48.00S,2024-01-26T00:57:43.5Z,1,REGULAR,2pt,Jump Shot,[],202710,9.806176084099869,24.264705882352942,1610612748,14,20,2024-01-26T00:57:51Z,680000,False,129.0,40.0,1,left,J. Butler 13' turnaround Jump Shot (2 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,13.47,Made,2.0,,,,,,,,,,,,,,,
72,PT05M42.00S,2024-01-26T00:57:51.1Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,14,20,2024-01-26T00:57:57Z,690000,False,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,1662.0,2.0,,,,,,,,,,,,,,,,,,
73,PT05M31.00S,2024-01-26T00:58:06.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,12.302890932982917,0.9803921568627451,1610612748,14,20,2024-01-26T00:58:10Z,700000,False,245.0,63.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,25.31,Missed,,,,,,,,,,,,,,,,
74,PT05M28.00S,2024-01-26T00:58:09.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,14,20,2024-01-26T00:58:10Z,710000,False,,,0,,D. White REBOUND (Off:2 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,,,,73.0,4.0,2.0,2.0,,,,,,,,
75,PT05M20.00S,2024-01-26T00:58:17.8Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,14,20,2024-01-26T00:58:21Z,720000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1628997]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,3.0,,,,,,,,,,,,,,,Martin,1628997.0,,
76,PT05M20.00S,2024-01-26T00:58:17.8Z,1,REGULAR,steal,,[],1628997,,,1610612748,14,20,2024-01-26T00:58:19Z,730000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
77,PT04M55.00S,2024-01-26T00:58:42.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,26.757555847568987,14.460784313725492,1610612748,14,20,2024-01-26T01:01:24Z,740000,False,178.0,199.0,1,left,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,26.68,Missed,,,,,,,,,,,,,,,,
78,PT04M52.00S,2024-01-26T00:58:45.7Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,14,20,2024-01-26T00:58:45Z,750000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,
79,PT04M49.00S,2024-01-26T00:58:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance', 'defensivegoaltending']",1626179,7.440867279894875,50.0,1610612748,16,20,2024-01-26T00:59:01Z,760000,False,0.0,17.0,1,left,T. Rozier driving finger roll Layup (4 PTS) (C. Martin 1 AST),"[1626179, 1628997]",1610612748.0,MIA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,1.74,Made,4.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,
80,PT04M49.00S,2024-01-26T00:58:56.3Z,1,REGULAR,violation,defensive goaltending,[],201143,,,1610612748,16,20,2024-01-26T00:59:01Z,770000,False,,,0,,A. Horford defensive goaltending VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,
81,PT04M32.00S,2024-01-26T00:59:14.5Z,1,REGULAR,2pt,Jump Shot,[],204001,74.98357424441524,34.80392156862745,1610612738,16,22,2024-01-26T00:59:19Z,780000,False,-76.0,183.0,1,right,K. Porzingis 19' pullup Jump Shot (4 PTS) (D. White 1 AST),"[204001, 1628401]",1610612738.0,BOS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,,,19.79,Made,4.0,D. White,1628401.0,1.0,,,,,,,,,,,,
