actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
27,PT09M39.00S,2024-02-07T00:45:17.1Z,1,REGULAR,steal,,[],1628997,,,1610612748,7,0,2024-02-07T00:45:19Z,270000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2024-02-07T00:45:28.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,13.091327201051248,41.66666666666667,1610612748,7,0,2024-02-07T00:45:36Z,280000,False,42.0,71.0,1,left,MISS T. Rozier 8' floating Shot,[1626179],1610612748.0,MIA,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,8.2,Missed,,,,,,,,,,,,,,,,
29,PT09M25.00S,2024-02-07T00:45:30.9Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,7,0,2024-02-07T00:45:36Z,290000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT09M20.00S,2024-02-07T00:45:35.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631094,92.06636005256242,52.94117647058824,1610612753,7,2,2024-02-07T00:45:41Z,300000,False,15.0,22.0,1,right,P. Banchero running DUNK (2 PTS) (F. Wagner 1 AST),"[1631094, 1630532]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,2.65,Made,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,
32,PT08M56.00S,2024-02-07T00:46:00.5Z,1,REGULAR,3pt,Jump Shot,[],202710,4.944152431011826,95.58823529411765,1610612748,7,2,2024-02-07T00:46:05Z,320000,False,-228.0,-6.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,22.8,Missed,,,,,,,,,,,,,,,,
33,PT08M52.00S,2024-02-07T00:46:04.5Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,7,2,2024-02-07T00:46:05Z,330000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,
34,PT08M48.00S,2024-02-07T00:46:08.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628976,77.21747700394218,51.225490196078425,1610612753,7,2,2024-02-07T00:51:47Z,340000,False,6.0,162.0,1,right,MISS W. Carter Jr. 16' running pullup Shot,[1628976],1610612753.0,ORL,running pullup,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,16.18,Missed,,,,,,,,,,,,,,,,
35,PT08M44.00S,2024-02-07T00:46:12.7Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,7,2,2024-02-07T00:46:20Z,350000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,
36,PT08M37.00S,2024-02-07T00:46:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.30946123521682,59.55882352941176,1610612748,9,2,2024-02-07T00:46:34Z,360000,False,-48.0,16.0,1,left,T. Herro driving finger roll Layup (2 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,5.05,Made,2.0,,,,,,,,,,,,,,,
37,PT08M23.00S,2024-02-07T00:46:35.4Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,9,2,2024-02-07T00:46:42Z,370000,False,,,0,,F. Wagner lost ball out-of-bounds TURNOVER (3 TO),[1630532],1610612753.0,ORL,lost ball,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Left,1151.0,3.0,,,,,,,,,,,,,,,,,,
38,PT08M09.00S,2024-02-07T00:46:54.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,4.812746386333772,47.05882352941176,1610612748,9,2,2024-02-07T00:47:00Z,380000,False,15.0,-7.0,1,left,MISS B. Adebayo alley-oop DUNK,[1628389],1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,1.64,Missed,,,,,,,,,,,,,,,,
39,PT08M07.00S,2024-02-07T00:46:56.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,9,2,2024-02-07T00:47:00Z,390000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
40,PT07M54.00S,2024-02-07T00:47:10.0Z,1,REGULAR,3pt,Jump Shot,[],1631094,67.09921156373193,63.23529411764706,1610612753,9,2,2024-02-07T00:47:21Z,400000,False,66.0,257.0,1,right,MISS P. Banchero 26' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,26.52,Missed,,,,,,,,,,,,,,,,
41,PT07M51.00S,2024-02-07T00:47:13.0Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,9,2,2024-02-07T00:49:17Z,410000,False,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,
42,PT07M49.00S,2024-02-07T00:47:16.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628389,8.09789750328515,50.49019607843137,1610612748,11,2,2024-02-07T00:49:21Z,420000,False,-2.0,24.0,1,left,B. Adebayo running DUNK (4 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,2.37,Made,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,
44,PT07M48.00S,2024-02-07T00:47:27.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,11,2,2024-02-07T00:49:25Z,440000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M35.00S,2024-02-07T00:50:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630591,66.44218134034165,46.32352941176471,1610612753,11,2,2024-02-07T00:50:55Z,450000,False,-18.0,263.0,1,right,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,26.35,Missed,,,,,,,,,,,,,,,,
46,PT07M30.00S,2024-02-07T00:50:48.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,11,2,2024-02-07T00:50:55Z,460000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,
47,PT07M15.00S,2024-02-07T00:51:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.777266754270697,36.76470588235294,1610612748,11,2,2024-02-07T00:52:47Z,470000,False,66.0,58.0,1,left,MISS B. Adebayo 8' turnaround fadeaway bank Shot,[1628389],1610612748.0,MIA,turnaround fadeaway bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,8.81,Missed,,,,,,,,,,,,,,,,
48,PT07M13.00S,2024-02-07T00:51:04.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,11,2,2024-02-07T00:51:09Z,480000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,
49,PT06M57.00S,2024-02-07T00:51:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,92.85479632063075,41.66666666666667,1610612753,11,2,2024-02-07T00:53:18Z,490000,False,-42.0,15.0,1,right,MISS M. Fultz turnaround fadeaway Shot,[1628365],1610612753.0,ORL,turnaround fadeaway,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,4.42,Missed,,,,,,,,,,,,,,,,
50,PT06M55.00S,2024-02-07T00:51:22.4Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,11,2,2024-02-07T00:51:28Z,500000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
51,PT06M49.00S,2024-02-07T00:51:28.6Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,11,2,2024-02-07T00:51:33Z,510000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1630532]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,,,,,Wagner,1630532.0,,,,,,
52,PT06M49.00S,2024-02-07T00:51:28.6Z,1,REGULAR,steal,,[],1630532,,,1610612753,11,2,2024-02-07T00:52:31Z,520000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M45.00S,2024-02-07T00:51:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612753,11,2,2024-02-07T00:52:03Z,530000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Banchero 2 FT),"[1628389, 1631094]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,1.0,0.0,Banchero,1631094.0,,
55,PT06M45.00S,2024-02-07T00:52:03.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631094,,,1610612753,11,2,2024-02-07T00:52:28Z,550000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
56,PT06M45.00S,2024-02-07T00:52:03.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,11,2,2024-02-07T00:52:28Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,
57,PT06M45.00S,2024-02-07T00:52:03.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631094,,,1610612753,11,2,2024-02-07T00:52:28Z,570000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
58,PT06M42.00S,2024-02-07T00:52:06.8Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,11,2,2024-02-07T00:52:28Z,580000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,
59,PT06M31.00S,2024-02-07T00:52:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612748,11,2,2024-02-07T00:53:31Z,590000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Butler 2 FT),"[1628976, 202710]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,202026.0,,,,,,,,,,,,,,1.0,0.0,Butler,202710.0,,
61,PT06M31.00S,2024-02-07T00:53:04.6Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,12,2,2024-02-07T00:53:04Z,610000,False,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
62,PT06M31.00S,2024-02-07T00:53:23.5Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,13,2,2024-02-07T00:53:23Z,620000,False,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
63,PT06M10.00S,2024-02-07T00:53:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,91.67214191852825,37.254901960784316,1610612753,13,4,2024-02-07T00:54:25Z,630000,False,-64.0,26.0,1,right,W. Carter Jr. 6' driving floating Jump Shot (2 PTS) (M. Fultz 1 AST),"[1628976, 1628365]",1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,6.87,Made,2.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,
65,PT05M58.00S,2024-02-07T00:53:58.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,22.421156373193167,10.294117647058822,1610612748,16,4,2024-02-07T00:54:05Z,650000,False,199.0,158.0,1,left,T. Rozier 25' 3PT  (3 PTS) (J. Butler 2 AST),"[1626179, 202710]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,25.39,Made,3.0,J. Butler,202710.0,2.0,,,,,,,,,,,,
67,PT05M42.00S,2024-02-07T00:54:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630532,94.1688567674113,2.696078431372549,1610612753,16,4,2024-02-07T00:54:20Z,670000,False,-237.0,2.0,1,right,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,23.65,Missed,,,,,,,,,,,,,,,,
68,PT05M39.00S,2024-02-07T00:54:18.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,16,4,2024-02-07T00:54:20Z,680000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,
69,PT05M33.00S,2024-02-07T00:54:28.4Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,16,4,2024-02-07T00:54:55Z,690000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (2 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,1199.0,2.0,,,,,,,,,,,,,,,,,,
70,PT05M33.00S,2024-02-07T00:54:35.7Z,1,REGULAR,substitution,out,[],202710,,,1610612753,16,4,2024-02-07T00:54:41Z,700000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M33.00S,2024-02-07T00:54:35.7Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,16,4,2024-02-07T00:54:41Z,710000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M33.00S,2024-02-07T00:54:35.7Z,1,REGULAR,substitution,in,[],1631170,,,1610612753,16,4,2024-02-07T00:54:41Z,720000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M33.00S,2024-02-07T00:54:35.7Z,1,REGULAR,substitution,in,[],204060,,,1610612753,16,4,2024-02-07T00:54:41Z,730000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M12.00S,2024-02-07T00:55:02.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631094,92.85479632063075,56.86274509803921,1610612753,16,6,2024-02-07T00:55:09Z,740000,False,34.0,15.0,1,right,P. Banchero DUNK (4 PTS) (W. Carter Jr. 1 AST),"[1631094, 1628976]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,3.73,Made,4.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,
76,PT04M59.00S,2024-02-07T00:55:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,8.229303547963205,43.872549019607845,1610612748,18,6,2024-02-07T00:55:20Z,760000,False,31.0,25.0,1,left,T. Herro driving finger roll Layup (4 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,3.95,Made,4.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,
78,PT04M46.00S,2024-02-07T00:55:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,82.9993429697766,54.41176470588235,1610612753,18,6,2024-02-07T00:56:09Z,780000,False,22.0,107.0,1,right,MISS P. Banchero 10' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,10.96,Missed,,,,,,,,,,,,,,,,
79,PT04M44.00S,2024-02-07T00:55:29.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,18,6,2024-02-07T00:55:37Z,790000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,
80,PT04M38.00S,2024-02-07T00:55:34.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,9.411957950065702,52.69607843137255,1610612748,18,6,2024-02-07T00:56:38Z,800000,False,-13.0,36.0,1,left,MISS T. Rozier running finger roll Layup,[1626179],1610612748.0,MIA,running finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,3.84,Missed,,,,,,,,,,,,,,,,
81,PT04M38.00S,2024-02-07T00:55:34.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,18,6,2024-02-07T00:55:43Z,810000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
82,PT04M23.00S,2024-02-07T00:55:50.2Z,1,REGULAR,3pt,Jump Shot,[],1628365,94.82588699080158,95.34313725490196,1610612753,18,9,2024-02-07T00:56:01Z,820000,False,227.0,-4.0,1,right,M. Fultz 3PT  (3 PTS) (J. Suggs 1 AST),"[1628365, 1630591]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Right Corner 3,24+ Right,,,22.67,Made,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,
