actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-13T23:43:32.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-13T23:43:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-13T23:43:35.3Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2024-03-13T23:43:35Z,40000,False,,,0,,Jump Ball N. Jokic vs. B. Adebayo: Tip to J. Murray,"[1627750, 203999, 1628389]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokic,203999.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-03-13T23:43:46.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,87.07293035479631,58.08823529411765,1610612743,0,0,2024-03-13T23:43:51Z,70000,False,40.0,69.0,1,right,MISS N. Jokic 8' driving Hook,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,8.0,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-03-13T23:43:49.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2024-03-13T23:43:51Z,80000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2024-03-13T23:43:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.521024967148489,51.225490196078425,1610612748,2,0,2024-03-13T23:44:13Z,90000,False,-6.0,9.0,1,left,T. Rozier driving finger roll Layup (2 PTS) (J. Butler 1 AST),"[1626179, 202710]",1610612748.0,MIA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,2.0,J. Butler,202710.0,1.0,,,,,,,,,,
12,PT11M11.00S,2024-03-13T23:44:36.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,77.7431011826544,44.6078431372549,1610612743,2,0,2024-03-13T23:44:42Z,120000,False,-27.0,157.0,1,right,MISS M. Porter Jr. 15' fadeaway Shot,[1629008],1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Center,15.9,Missed,,,,,,,,,,,,,,,,,,
13,PT11M07.00S,2024-03-13T23:44:40.4Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,2,0,2024-03-13T23:44:42Z,130000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M56.00S,2024-03-13T23:44:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.530223390275953,50.245098039215684,1610612748,4,0,2024-03-14T00:49:17Z,140000,False,-1.0,131.0,1,left,B. Adebayo 13' Jump Shot (2 PTS) (T. Rozier 1 AST),"[1628389, 1626179]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.11,Made,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,
16,PT10M37.00S,2024-03-13T23:45:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.9060446780552,52.94117647058824,1610612743,4,2,2024-03-13T23:45:13Z,160000,False,15.0,5.0,1,right,A. Gordon Layup (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,
18,PT10M22.00S,2024-03-13T23:45:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.258212877792378,47.549019607843135,1610612748,4,2,2024-03-13T23:46:06Z,180000,False,12.0,6.0,1,left,MISS J. Butler alley-oop Layup,[202710],1610612748.0,MIA,alley-oop,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2024-03-13T23:45:29.7Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,2,2024-03-13T23:46:06Z,190000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M13.00S,2024-03-13T23:45:33.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,93.77463863337714,49.26470588235294,1610612743,4,4,2024-03-13T23:45:39Z,200000,False,-4.0,6.0,1,right,A. Gordon running DUNK (4 PTS),[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,4.0,,,,,,,,,,,,,
21,PT10M01.00S,2024-03-13T23:45:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.296320630749015,50.98039215686274,1610612748,4,4,2024-03-13T23:47:06Z,210000,False,-5.0,110.0,1,left,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.02,Missed,,,,,,,,,,,,,,,,,,
22,PT09M59.00S,2024-03-13T23:45:49.3Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612748,4,4,2024-03-13T23:47:06Z,220000,False,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT09M58.00S,2024-03-13T23:45:52.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626179,5.590000152587891,50.0,1610612748,4,4,2024-03-13T23:47:29Z,230000,False,0.0,0.0,1,left,MISS T. Rozier tip Layup,[1626179],1610612748.0,MIA,tip,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
24,PT09M57.00S,2024-03-13T23:45:53.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,4,2024-03-13T23:47:29Z,240000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M39.00S,2024-03-13T23:46:07.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,86.94152431011827,49.01960784313725,1610612743,4,6,2024-03-13T23:46:11Z,250000,False,-5.0,70.0,1,right,N. Jokic 7' turnaround Hook (2 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.04,Made,,,,,2.0,,,,,,,,,,,,,
