actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-04T00:12:58.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-04T00:12:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-11-04T00:13:02.1Z,1,REGULAR,jumpball,recovered,[],1629312,,,1610612748,0,0,2023-11-04T00:13:02Z,40000,False,,,0,,Jump Ball B. Adebayo vs. D. Gafford: Tip to H. Highsmith,"[1629312, 1628389, 1629655]",1610612748.0,MIA,startperiod,H. Highsmith,1629312.0,Highsmith,H. Highsmith,Adebayo,1628389.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2023-11-04T00:13:23.9Z,1,REGULAR,2pt,Jump Shot,[],202710,83.78777923784494,29.901960784313726,1610612748,2,0,2023-11-04T00:13:33Z,70000,False,-100.0,100.0,1,right,J. Butler 14' turnaround fadeaway Jump Shot (2 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,14.17,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M19.00S,2023-11-04T00:13:37.8Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612764,2,0,2023-11-04T00:13:41Z,80000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 202710]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,1.0,Butler,202710.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-11-04T00:13:37.8Z,1,REGULAR,steal,,[],202710,,,1610612748,2,0,2023-11-04T00:13:39Z,90000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M10.00S,2023-11-04T00:13:48.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628389,93.24901445466492,43.627450980392155,1610612748,2,0,2023-11-04T00:13:53Z,110000,False,-32.0,11.0,1,right,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.37,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2023-11-04T00:13:51.2Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,2,0,2023-11-04T00:13:51Z,120000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M01.00S,2023-11-04T00:13:56.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629673,18.610381077529567,49.26470588235294,1610612764,2,0,2023-11-04T00:14:40Z,130000,False,4.0,122.0,1,left,MISS J. Poole 12' driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,12.25,Missed,,,,,,,,,,,,,,,,,,
14,PT10M57.00S,2023-11-04T00:14:00.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,2,0,2023-11-04T00:14:08Z,140000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M47.00S,2023-11-04T00:14:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.72339027595268,52.69607843137255,1610612748,4,0,2023-11-04T00:14:20Z,150000,False,13.0,16.0,1,right,B. Adebayo cutting Layup (2 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,,,,,,,,K. Lowry,200768.0,1.0,,,,,,,
17,PT10M26.00S,2023-11-04T00:14:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630166,32.53942181340342,52.94117647058824,1610612764,4,3,2023-11-04T00:14:36Z,170000,False,-15.0,253.0,1,left,D. Avdija 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1630166, 1626145]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,25.38,Made,3.0,,,,,,,,T. Jones,1626145.0,1.0,,,,,,,
19,PT10M11.00S,2023-11-04T00:14:45.8Z,1,REGULAR,2pt,Jump Shot,[],1628389,77.4802890932983,50.0,1610612748,6,3,2023-11-04T00:14:53Z,190000,False,0.0,159.0,1,right,B. Adebayo 15' Jump Shot (4 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.92,Made,4.0,,,,,,,,T. Herro,1629639.0,1.0,,,,,,,
21,PT09M46.00S,2023-11-04T00:15:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,6.915243101182654,43.38235294117647,1610612764,6,5,2023-11-04T00:15:16Z,210000,False,33.0,13.0,1,left,T. Jones driving Layup (2 PTS),[1626145],1610612764.0,WAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.54,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M37.00S,2023-11-04T00:15:20.5Z,1,REGULAR,3pt,Jump Shot,[],1629639,70.64717477003943,77.20588235294117,1610612748,6,5,2023-11-04T00:15:25Z,220000,False,136.0,223.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
