actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-23T00:11:30.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-23T00:11:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-23T00:11:34.0Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2024-03-23T00:11:34Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. B. Adebayo: Tip to C. McCollum,"[203468, 202685, 1628389]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-23T00:11:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,18.396846254927727,47.583486519607845,1610612740,0,0,2024-03-23T01:08:27Z,70000,False,12.0,120.0,1,left,MISS H. Jones 12' driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.1,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-23T00:11:54.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2024-03-23T00:11:57Z,80000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2024-03-23T00:12:10.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,79.31997371879106,7.598039215686274,1610612748,0,0,2024-03-23T01:09:14Z,90000,False,-212.0,142.0,1,right,MISS T. Rozier 25' pullup 3PT,[1626179],1610612748.0,MIA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2024-03-23T00:12:14.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,0,0,2024-03-23T00:12:16Z,100000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M09.00S,2024-03-23T00:12:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630530,31.882391590013142,62.745098039215684,1610612740,0,0,2024-03-23T00:12:54Z,110000,False,-64.0,247.0,1,left,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2024-03-23T00:12:23.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,0,0,2024-03-23T00:12:27Z,120000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M55.00S,2024-03-23T00:12:35.1Z,1,REGULAR,3pt,Jump Shot,[],201988,73.27529566360053,16.42156862745098,1610612748,0,0,2024-03-23T00:12:40Z,130000,False,-168.0,199.0,1,right,MISS P. Mills 26' 3PT,[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2024-03-23T00:12:37.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2024-03-23T00:12:37Z,140000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M41.00S,2024-03-23T00:12:50.7Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,0,0,2024-03-23T00:12:57Z,150000,False,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,1162.0,1.0,,,,,,,,,,,,
16,PT10M23.00S,2024-03-23T00:13:12.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,68.01905387647832,40.931372549019606,1610612748,0,0,2024-03-23T00:13:18Z,160000,False,-45.0,248.0,1,right,MISS N. Jovic 25' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
17,PT10M20.00S,2024-03-23T00:13:15.8Z,1,REGULAR,rebound,offensive,[],201988,,,1610612748,0,0,2024-03-23T00:13:18Z,170000,False,,,0,,P. Mills REBOUND (Off:1 Def:0),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M19.00S,2024-03-23T00:13:16.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201988,90.48948751642575,52.69607843137255,1610612748,0,0,2024-03-23T00:14:16Z,180000,False,13.0,37.0,1,right,MISS P. Mills putback Layup,[201988],1610612748.0,MIA,putback,,,Mills,P. Mills,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,,,,,,,
19,PT10M19.00S,2024-03-23T00:13:16.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2024-03-23T00:13:22Z,190000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M10.00S,2024-03-23T00:13:26.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,30.305519053876477,23.284313725490197,1610612740,0,0,2024-03-23T00:13:37Z,200000,False,134.0,232.0,1,left,MISS H. Jones 26' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2024-03-23T00:13:30.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,0,0,2024-03-23T00:13:37Z,210000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT09M58.00S,2024-03-23T00:13:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.26215505913272,58.333333333333336,1610612748,2,0,2024-03-23T00:15:20Z,220000,False,42.0,105.0,1,right,B. Adebayo 11' Jump Shot (2 PTS) (T. Rozier 1 AST),"[1628389, 1626179]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.28,Made,,,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,
24,PT09M44.00S,2024-03-23T00:13:52.7Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,2,0,2024-03-23T00:13:58Z,240000,False,,,0,,T. Murphy III lost ball TURNOVER (2 TO),"[1630530, 1631107]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,Jovic,1631107.0,,,,,,
25,PT09M44.00S,2024-03-23T00:13:52.7Z,1,REGULAR,steal,,[],1631107,,,1610612748,2,0,2024-03-23T00:13:55Z,250000,False,,,0,,N. Jovic STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2024-03-23T00:13:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201988,92.32917214191852,54.166666666666664,1610612748,4,0,2024-03-23T00:14:08Z,260000,False,21.0,20.0,1,right,P. Mills running Layup (2 PTS),[201988],1610612748.0,MIA,running,,,Mills,P. Mills,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,2.0,,,,,,,,,,,
27,PT09M29.00S,2024-03-23T00:14:07.1Z,1,REGULAR,3pt,Jump Shot,[],203468,25.04927726675427,86.27450980392157,1610612740,4,0,2024-03-23T00:14:14Z,270000,False,-181.0,183.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
28,PT09M26.00S,2024-03-23T00:14:10.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,4,0,2024-03-23T00:14:14Z,280000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M15.00S,2024-03-23T00:14:21.5Z,1,REGULAR,3pt,Jump Shot,[],1631107,93.11760840998686,1.9607843137254901,1610612748,7,0,2024-03-23T00:14:28Z,290000,False,-240.0,12.0,1,right,N. Jovic 24' 3PT  (3 PTS) (P. Mills 1 AST),"[1631107, 201988]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,24.05,Made,,,,,,,3.0,P. Mills,201988.0,1.0,,,,,,,,
31,PT08M52.00S,2024-03-23T00:14:44.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,11.645860709592641,56.86274509803921,1610612740,7,0,2024-03-23T00:18:53Z,310000,False,-34.0,57.0,1,left,MISS Z. Williamson 6' turnaround bank Hook,[1629627],1610612740.0,NOP,turnaround bank,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
33,PT08M48.00S,2024-03-23T00:14:48.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,7,0,2024-03-23T00:14:51Z,330000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M42.00S,2024-03-23T00:14:53.7Z,1,REGULAR,3pt,Jump Shot,[],201988,78.0059132720105,9.803921568627452,1610612748,7,0,2024-03-23T00:15:03Z,340000,False,-201.0,154.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
35,PT08M39.00S,2024-03-23T00:14:56.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,7,0,2024-03-23T00:15:03Z,350000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,,
36,PT08M32.00S,2024-03-23T00:15:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,9.674770039421814,42.15686274509804,1610612740,7,2,2024-03-23T00:15:12Z,360000,False,39.0,38.0,1,left,H. Jones running Layup (2 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.49,Made,,,,,,,2.0,,,,,,,,,,,
37,PT08M16.00S,2024-03-23T00:15:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.52496714848883,38.23529411764706,1610612748,9,2,2024-03-23T00:15:30Z,370000,False,-59.0,102.0,1,right,B. Adebayo 11' Jump Shot (4 PTS) (N. Jovic 1 AST),"[1628389, 1631107]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.81,Made,,,,,,,4.0,N. Jovic,1631107.0,1.0,,,,,,,,
39,PT08M02.00S,2024-03-23T00:15:36.1Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,9,2,2024-03-23T00:15:45Z,390000,False,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (3 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,1627962.0,3.0,,,,,,,,,,,,
40,PT08M02.00S,2024-03-23T00:15:39.4Z,1,REGULAR,substitution,out,[],202685,,,1610612748,9,2,2024-03-23T00:15:49Z,400000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M02.00S,2024-03-23T00:15:39.4Z,1,REGULAR,substitution,in,[],1626204,,,1610612748,9,2,2024-03-23T00:15:49Z,410000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M49.00S,2024-03-23T00:16:09.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,94.1688567674113,2.941176470588235,1610612748,12,2,2024-03-23T00:16:14Z,420000,False,-235.0,2.0,1,right,N. Jovic 3PT  (6 PTS) (J. Butler 1 AST),"[1631107, 202710]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,6.0,J. Butler,202710.0,1.0,,,,,,,,
44,PT07M48.00S,2024-03-23T00:16:15.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,12,2,2024-03-23T00:16:15Z,440000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M32.00S,2024-03-23T00:19:22.1Z,1,REGULAR,2pt,Jump Shot,[],203468,23.340998685939553,55.14705882352941,1610612740,12,2,2024-03-23T00:19:30Z,450000,False,-26.0,167.0,1,left,MISS C. McCollum 16' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,16.89,Missed,,,,,,,,,,,,,,,,,,
46,PT07M29.00S,2024-03-23T00:19:25.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,12,2,2024-03-23T00:19:30Z,460000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
