actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-01T00:42:53.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-01T00:42:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-12-01T00:42:55.6Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2023-12-01T00:42:55Z,40000,False,,,0,,Jump Ball B. Adebayo vs. M. Turner: Tip to J. Butler,"[202710, 1628389, 1626167]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-12-01T00:43:14.6Z,1,REGULAR,2pt,Jump Shot,[],1628389,90.62089356110381,67.40196078431373,1610612748,0,0,2023-12-01T00:43:18Z,70000,False,87.0,36.0,1,right,MISS B. Adebayo 9' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,9.4,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-12-01T00:43:16.6Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,0,0,2023-12-01T00:43:18Z,80000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-12-01T00:43:26.4Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.53942181340342,28.921568627450984,1610612754,0,0,2023-12-01T00:43:33Z,90000,False,105.0,253.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,27.44,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-12-01T00:43:31.1Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,0,0,2023-12-01T00:43:31Z,100000,False,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M19.00S,2023-12-01T00:43:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,9.017739816031538,46.32352941176471,1610612754,0,2,2023-12-01T00:43:39Z,110000,False,18.0,32.0,1,left,O. Toppin driving finger roll Layup (2 PTS) (B. Hield 1 AST),"[1630167, 1627741]",1610612754.0,IND,driving finger roll,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,2.0,B. Hield,1627741.0,1.0,,,,,,,,,,
13,PT11M06.00S,2023-12-01T00:43:49.7Z,1,REGULAR,turnover,traveling,[],1629130,,,1610612748,0,2,2023-12-01T00:43:56Z,130000,False,,,0,,D. Robinson traveling TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200834.0,1.0,,,,,,,,
14,PT10M51.00S,2023-12-01T00:44:12.6Z,1,REGULAR,foul,personal,[],1629130,,,1610612754,0,2,2023-12-01T00:44:22Z,140000,False,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1628971]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,200834.0,,1.0,0.0,Brown,1628971.0,,,,
16,PT10M46.00S,2023-12-01T00:44:40.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,14.14257555847569,1.4705882352941175,1610612754,0,5,2023-12-01T00:44:45Z,160000,False,243.0,80.0,1,left,O. Toppin 25' 3PT  (5 PTS) (B. Hield 2 AST),"[1630167, 1627741]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,25.56,Made,,,,,5.0,B. Hield,1627741.0,2.0,,,,,,,,,,
